"Canthium_bibracteatum"	"Nephrosperma_vanhoutteanum"	"Dillenia_ferruginea"	"Roscheria_melanochaetes"	"Soulamea_terminaloides"	"Excoecaria_benthiamiana"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Neophyllomyza_approximatonervis"	"Unidentified_sp7_M_PL_098"	"Ornidia_obesa"	"Rhiparida_seychellensis"	"Unidentified_sp1_M_PL_098"	"Forcipomyia_sp1_M_PL_098"	"Melanostoma_annulipes"	"Lygistorrhina_sp1_M_PL_098"	"Phelsuma_sp1_M_PL_098"	"Unidentified_sp2_M_PL_098"	"Unidentified_sp3_M_PL_098"	"Unidentified_sp6_M_PL_098"	"Hemipyrellia_sp1_M_PL_098"	"Unidentified_sp4_M_PL_098"	"Unidentified_sp5_M_PL_098"
"Canthium_bibracteatum"	1.00489387345772	0.00301085915460304	0.00179142347719886	4.73726798679987e-05	0.000116816706006426	0.00024066462561573	0.0523050051002546	0.0324512348431601	0.00871547282406834	1.75165399678169e-05	6.12920028642567e-06	0.00620304860159085	2.32920266283323e-05	1.67269953033503e-05	7.89544664466645e-07	1.25452464775127e-05	3.89389020021418e-06	8.36349765167512e-06	2.21012665492931e-06	5.2636310964443e-07	2.21012665492931e-06	0.00124060972031817	2.63181554822215e-07	2.63181554822215e-07
"Nephrosperma_vanhoutteanum"	0.00338721654892842	1.00448932879706	0.0017205669999107	0.000300950170862383	5.68383187543676e-05	0.000146109265497274	0.0337486266304016	0.0420310303869616	0.00422901994659208	0.0055855121072758	1.1281912278345e-05	2.09087441291878e-05	0.00280458619387997	0.00558049627109476	5.01583618103972e-06	0.00418537220332107	1.89461062514559e-06	0.00279024813554738	2.6192507062527e-06	3.34389078735981e-06	2.6192507062527e-06	4.18174882583756e-06	1.67194539367991e-06	1.67194539367991e-06
"Dillenia_ferruginea"	0.00403070282369744	0.0034411339998214	1.00229291692394	5.69939917413831e-05	7.53960543134145e-05	0.000203866307500342	0.0476664347055253	0.039251135681453	0.00562405580348267	2.00673109724753e-05	5.66049258726748e-06	2.4880881627762e-05	0.00836199967992119	1.91174111101189e-05	9.49899862356385e-07	1.43380583325892e-05	2.51320181044715e-06	9.55870555505944e-06	1.5732341926757e-06	6.33266574904257e-07	1.5732341926757e-06	4.97617632555239e-06	3.16633287452128e-07	3.16633287452128e-07
"Roscheria_melanochaetes"	0.000213177059405994	0.00120380068344953	0.000113987983482766	1.00753986834822	0.000563034236049027	0.000467141790401145	8.45915880616057e-05	0.00565887766130578	3.56020173160233e-05	0.0167990189207117	0.0279965614010364	1.31590777411107e-06	4.2937906497162e-06	6.68778157471963e-06	0.016792331139137	5.01583618103972e-06	1.87678078683009e-05	3.34389078735981e-06	0.00560682761697983	0.0111948874260913	0.00560682761697983	2.63181554822215e-07	0.00559744371304568	0.00559744371304567
"Soulamea_terminaloides"	0.00157702553108675	0.000682059825052411	0.000452376325880487	0.00168910270814708	1.00547550702876	0.000224938682087752	0.000139365558020311	0.000106016048587249	0.0335393327413825	3.19409330527425e-05	5.14182933125072e-05	9.73472550053546e-06	5.66441334081631e-06	3.78922125029118e-06	2.81517118024513e-05	2.84191593771838e-06	0.0335158502342918	1.89461062514559e-06	0.0167673090210801	1.87678078683009e-05	0.0167673090210801	1.94694510010709e-06	9.38390393415044e-06	9.38390393415044e-06
"Excoecaria_benthiamiana"	0.00389876693497482	0.00210397342316075	0.00146783741400246	0.00168171044544412	0.000269926418505302	1.00067879546492	0.0603823330054014	0.000279236566526663	0.020073187712398	3.97172486638506e-05	0.0200602900883386	2.4066462561573e-05	1.80763490699115e-05	1.16887412397819e-05	2.80285074240687e-05	8.76655592983644e-06	8.99754728351008e-06	5.84437061989096e-06	1.3841609449778e-05	1.86856716160458e-05	1.3841609449778e-05	4.8132925123146e-06	9.34283580802291e-06	9.34283580802291e-06
"Apis_mellifera"	0.0492640164316351	0.0282546641556851	0.0199533912720804	1.77052161059175e-05	9.72317846653331e-06	0.00351060075612799	1.00464913214227	0.00353465535928382	0.000724854475727302	0.000157265443355571	7.07038266810574e-05	0.000304098866861945	0.000244763438810906	0.000156970356420473	2.95086935098625e-07	0.000117727767315354	3.24105948884444e-07	7.84851782102362e-05	2.60415286141763e-07	1.96724623399083e-07	2.60415286141764e-07	6.08197733723891e-05	9.83623116995415e-08	9.83623116995415e-08
"Lasioglossum_mahense"	0.0370218312999432	0.0426230167304399	0.0199019842891874	0.00143464504089442	8.95910269751398e-06	1.96645469384974e-05	0.0042814135337804	1.00374625041512	0.000608796162098046	0.000260705288072906	4.02445420747261e-05	0.000228529822839156	0.000284247137772228	0.000236794537391333	2.39107506815737e-05	0.0001775959030435	2.98636756583799e-07	0.000118397268695666	8.11956860548314e-06	1.59405004543825e-05	8.11956860548314e-06	4.57059645678311e-05	7.97025022719124e-06	7.97025022719124e-06
"Hemipyrellia_germana"	0.0470635532499691	0.020299295743642	0.0134977339283584	4.27224207792279e-05	0.013415733096553	0.00669106257079934	0.0041558323275032	0.00288163516726409	1.0011473022294	0.000113485905588776	0.000135007985326521	0.000290515760802278	0.000168868048690881	0.000112773865242456	7.12040346320466e-07	8.45803989318417e-05	0.000447191103218434	5.63869326212278e-05	0.000223832898391324	4.74693564213644e-07	0.000223832898391324	5.81031521604556e-05	2.37346782106822e-07	2.37346782106822e-07
"Neophyllomyza_approximatonervis"	0.000202691391056167	0.0574509816748368	0.00010320331357273	0.0431974772246874	2.73779426166364e-05	2.83694633313219e-05	0.00193211830408273	0.00264429649331091	0.00024318408340452	1.00103913007416	0.00120049731217461	1.25118142627263e-06	0.000160446087820986	0.00031917212041576	0.000719957953744789	0.00023937909031182	9.12598087221214e-07	0.00015958606020788	0.000240442283625207	0.000479971969163193	0.000240442283625207	2.50236285254527e-07	0.000239985984581596	0.000239985984581596
