"Nephrosperma_vanhoutteanum"	"Chrysobalanus_icaco"	"Paragenipa_wrightii"	"Phoenicophorium_borsigianum"	"Cinnamomum_verum"	"Dillenia_ferruginea"	"Nepenthes_pervillei"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_122"	"Neophyllomyza_approximatonervis"	"Cratopus_aurostriatus"	"Scaptodrosophila_sp1_M_PL_122"	"Rhiparida_seychellensis"	"Dichaetomyia_fasciculifera"	"Phelsuma_sp1_M_PL_122"	"Unidentified_sp3_M_PL_122"	"Megachile_seychellensis"	"Pachycerina_seychellensis"	"Plagiostenopterina_cyanosoma"	"Simosyrphus_aegyptius"	"Eristalinus_vicarians"	"Eristalodes_seychellarum"	"Nectarinia_dussumieri"	"Physiphoa_azurea"	"Polistes_olivaceus"	"Unidentified_sp2_M_PL_122"	"Xylocopa_caffra"
"Nephrosperma_vanhoutteanum"	1.00472904182931	0.00122223873940526	0.0013689216451351	0.00103182829425218	0.000674979937326387	0.000691250970107443	0.000382748685472212	0.0299519251531785	0.0284440182238876	0.00145330636599858	0.00143333745439979	0.0155662245917217	0.00990942451121703	0.0014313704155959	0.00143175371836293	0.00425191732213292	7.29045115185165e-06	0.00283706118690922	1.05301665010392e-05	0.00283022265304031	7.02011100069281e-06	0.00141843980488871	3.64522557592583e-06	3.29167128622592e-06	3.29167128622592e-06	3.05559684851315e-06	3.06809062421085e-06	3.06809062421085e-06	3.5100555003464e-06	3.32847836855541e-06
"Chrysobalanus_icaco"	0.00216947376244433	1.00411818541048	0.00121564091909476	0.000148888682184281	0.00121101106184119	0.00123654783312046	1.26243184028376e-06	0.0956241064718497	0.000174980722369281	2.33331485761669e-05	3.11571265043142e-06	3.36115653336446e-05	2.14012010999757e-05	0.00253149631549087	5.45702720632413e-06	2.09434365752581e-05	2.40463207673097e-08	9.70850776626737e-06	9.35108399303665e-06	6.11119369702629e-06	6.23405599535777e-06	3.53588292007534e-06	1.20231603836548e-08	5.88832301485935e-06	5.88832301485935e-06	0.00251029546352621	5.50459573564176e-06	5.50459573564176e-06	3.11702799767888e-06	4.80286071562198e-07
"Paragenipa_wrightii"	0.00249213940524595	0.00124681119907155	1.0036676437985	0.00126841537977842	0.000894577045105188	0.000529627054120825	1.79621918342897e-06	0.0311548687206336	0.0516270615875909	4.28319055652121e-05	3.59558974717636e-06	3.86106105038105e-05	2.45874953517908e-05	1.82848467865942e-05	2.39683680774177e-05	1.55742336831423e-05	3.42136987319804e-08	0.00258461855248663	0.00772052033691157	7.02011100069281e-06	0.00514701355794105	7.60171801576066e-06	1.71068493659902e-08	2.52203359105155e-06	2.52203359105155e-06	3.11702799767888e-06	4.06625929593267e-06	4.06625929593267e-06	0.00257350677897052	4.09166251541426e-06
"Phoenicophorium_borsigianum"	0.00236321964167434	0.000192114428624879	0.00159574838101156	1.00413767260902	0.000809034300401967	0.000512465364461437	0.000490755375813005	0.00344737521676478	0.0455235009685637	0.0226942109162556	2.66977819786985e-05	3.66132620541096e-05	2.79732093019165e-05	0.00325028348082789	0.0161990973914173	1.48660576243466e-05	9.34772144405724e-06	0.00324990240186228	1.22749875462428e-05	6.65695673711082e-06	8.18332503082853e-06	0.00324248226097831	4.67386072202862e-06	2.44031125934017e-06	2.44031125934018e-06	4.80286071562197e-07	3.67742863819076e-06	3.67742863819076e-06	4.09166251541426e-06	0.00323915378260975
"Cinnamomum_verum"	0.0021783443431897	0.0022018382942567	0.00158584112541374	0.00114000287783913	1.0020029779421	0.000793828859880784	0.000198176658333654	0.055022366480711	0.0275290852180689	0.00914453930493039	1.25050743543848e-05	3.37489968663194e-05	2.33640311155108e-05	2.35905272820546e-05	2.14552338151646e-05	1.676454672864e-05	3.77479349206959e-06	1.38798691825451e-05	1.2198777887798e-05	6.1361812484217e-06	8.13251859186535e-06	6.74551926240161e-06	1.8873967460348e-06	3.78013742800373e-06	3.78013742800373e-06	5.50459573564176e-06	0.00455455899064589	0.00455455899064589	4.06625929593267e-06	3.67742863819076e-06
"Dillenia_ferruginea"	0.0023370866132204	0.00235532920594374	0.000983593100510104	0.000756496490395454	0.000831630234160822	1.00273233963445	0.000104534822332192	0.0528950226682964	0.00972295108578669	0.00480434338258354	8.26951996871127e-06	3.62083841484851e-05	2.40372687400785e-05	0.014336368014624	1.54932275829268e-05	0.00955970681990104	1.99113947299414e-06	1.15456874228436e-05	7.56610077315465e-06	6.58334257245183e-06	5.0440671821031e-06	5.73198254556609e-06	9.9556973649707e-07	0.00477491590302118	0.00477491590302118	5.88832301485935e-06	3.78013742800373e-06	3.78013742800374e-06	2.52203359105155e-06	2.44031125934018e-06
"Nepenthes_pervillei"	0.00129405507945367	2.40463207673097e-06	3.33583562636809e-06	0.000724448411914436	0.000207613642063828	0.000104534822332192	1.00776461767754	5.77428940786635e-05	7.599810928172e-05	0.0144172037023228	0.0479906139307662	2.0048740667592e-05	0.00961051655311139	5.65890933391465e-06	1.35072645930345e-05	6.46340810038581e-06	0.0191955165271913	5.99070936162313e-06	2.56602740489853e-08	3.64522557592583e-06	1.71068493659902e-08	4.15954314897722e-06	0.00959775826359565	4.97784868248535e-07	4.97784868248535e-07	6.01158019182742e-09	9.43698373017398e-07	9.43698373017398e-07	8.55342468299511e-09	2.33693036101431e-06
"Apis_mellifera"	0.0223851230092176	0.0402627816723578	0.0127898934747864	0.00112493296547061	0.0127420217113225	0.011692583958255	1.2764218691073e-05	1.00619171149593	0.00179612986813874	0.000228627932613143	3.21361622041739e-05	0.000346811764931541	0.00022081995985306	0.000302851026154402	4.96724223547394e-05	0.000205942969259083	2.43127975068057e-07	9.94800992039531e-05	9.83837959598954e-05	6.30566845330074e-05	6.55891973065969e-05	3.51571582841509e-05	1.21563987534029e-07	5.56789712297857e-05	5.56789712297857e-05	0.000100656954180894	5.79182805060115e-05	5.79182805060116e-05	3.27945986532985e-05	3.62881601764714e-06
"Lasioglossum_mahense"	0.0325729886112261	0.000112890788625342	0.0324750871276782	0.0227617504842819	0.00976838507737929	0.00329325762583098	2.57412950792922e-05	0.00275213447537388	1.00390866294076	0.000664705872344522	4.71032247043625e-05	0.000504651936230264	0.000321387296428672	0.00016663121479384	0.000413002456559204	0.000168996704585865	4.90310382462709e-07	0.000248449353232145	0.000249808362520601	9.17548974964115e-05	0.000166538908347067	0.000119302450310405	2.45155191231355e-07	1.56821791706237e-05	1.56821791706237e-05	2.82226971563356e-07	4.4401750351724e-05	4.4401750351724e-05	8.32694541735337e-05	7.34250015621996e-05
"Hemipyrellia_germana"	0.00737033942756423	6.66661387890482e-05	0.000119317451217377	0.0502514670288516	0.0143699903363192	0.00720651507387531	0.0216258055534842	0.00155140382844633	0.00294369743466859	1.00161898439914	0.00104018102420876	0.00011418835732846	0.000278625371190255	0.000275599146989864	0.000820888292480546	9.97757561654488e-05	0.000411920105780652	0.000183168968241557	9.17826547825974e-07	2.07615195142654e-05	6.11884365217316e-07	0.000172482266301815	0.000205960052890326	3.43167384470253e-05	3.43167384470253e-05	1.66665346972621e-07	6.53181378923599e-05	6.53181378923599e-05	3.05942182608658e-07	0.000162101506544683
"Ornidia_obesa"	0.00925154175112589	1.1329864183387e-05	1.27480000127162e-05	7.52392037581504e-05	2.50101487087697e-05	1.57872653948124e-05	0.0916184447769173	0.000277539582672411	0.000265490902879134	0.00132386675808388	1.00437581342511	0.000143333745439979	0.000963769000384827	1.35269046266823e-05	1.42438760390298e-05	3.92413763921526e-05	0.00174511323384604	2.63360752775041e-05	9.80615385593552e-08	2.6060680989087e-05	6.53743590395701e-08	1.32730476034408e-05	0.000872556616923022	7.51774542610115e-08	7.51774542610115e-08	2.83246604584675e-08	1.13682494130771e-07	1.13682494130771e-07	3.26871795197851e-08	2.42707108897259e-07
"Unidentified_sp1_M_PL_122"	0.100472904182931	0.000122223873940526	0.00013689216451351	0.000103182829425218	6.74979937326387e-05	6.91250970107443e-05	3.82748685472212e-05	0.00299519251531785	0.00284440182238876	0.000145330636599858	0.000143333745439979	1.00155662245917	0.000990942451121703	0.00014313704155959	0.000143175371836293	0.000425191732213292	7.29045115185165e-07	0.000283706118690922	1.05301665010392e-06	0.000283022265304031	7.02011100069281e-07	0.000141843980488871	3.64522557592582e-07	3.29167128622592e-07	3.29167128622592e-07	3.05559684851314e-07	3.06809062421085e-07	3.06809062421085e-07	3.51005550034641e-07	3.32847836855541e-07
"Neophyllomyza_approximatonervis"	0.0781743489218232	9.51164493332252e-05	0.000106545813191094	9.6352165373268e-05	5.71120760601374e-05	5.60869603935165e-05	0.0224245386239266	0.00233087735400452	0.00221400137539752	0.00043341724407373	0.00117793988935923	0.0012111518847043	1.00098430005205	0.000111454563642657	0.00011165878397474	0.000330848311901458	0.000427134069027173	0.000220793441412086	8.19583178393028e-07	0.000220209433582601	5.46388785595352e-07	0.000110415530227988	0.000213567034513586	2.6708076377865e-07	2.6708076377865e-07	2.37791123333063e-07	2.59600345727897e-07	2.59600345727897e-07	2.73194392797676e-07	3.10813436687961e-07
