"Lagurus_lagurus"	"Allactaga_major"	"Allocricetulus_eversmanni"	"Alticola_strelzowi"	"Spermophilus_erythrogenys"	"Clethrionomys_rutilus"	"Cricetulus_barabensis"	"Microtus_oeconomus"	"Apodemus_uralensis"	"Microtus_arvalis"	"Apodemus_agrarius"	"Sicista_subtilis"	"Allactaga_sibirica"	"Microtus_gregalis"	"Ctenophthalmus_arvalis"	"Mesopsylla_hebes"	"Pectinoctenus_pavlovskii"	"Frontopsylla_elata"	"Citellophilus_tesquorum"	"Callopsylla_caspia"	"Neopsylla_pleskei"	"Amphipsylla_primaris"	"Pectinoctenus_nemorosa"	"Amphipsylla_rossica"	"Megabothris_walkeri"	"Leptopsylla_segnis"	"Ophthalmopsylla_volgensis"
"Apodemus_agrarius"	5.50602874825175e-06	0	9.93054847704039e-07	3.27989936433551e-09	5.57461527978864e-06	1.51782383211143e-07	1.9297606834513e-09	2.28272596379811e-07	0	0.00252747986741465	1.00756091936166	1.51805040289285e-07	0	1.03381646562872e-10	8.51145295809073e-05	0	4.82440170862825e-08	1.39565222859877e-08	1.44981898791733e-07	2.18659957622367e-10	1.08771536399812e-07	3.98952115550867e-08	0	8.42891475943918e-05	0.0504622952969967	0.0503780459680829	0
"Sicista_subtilis"	0.00427474227329514	0	0.00300134984656497	9.94975469445908e-07	0.00161008084381224	9.0198173237432e-05	5.83239379433536e-06	0.000536508897317167	0	9.03999014922691e-05	1.51805040289285e-07	1.00049068962616	0	6.13648305025381e-08	0.0505805854575758	0	0.000145809844858384	8.28425211784264e-06	0.0501458082568004	6.63316979630606e-08	0.000100480655441269	1.15237935500888e-05	0	1.4513907505544e-05	3.02092030175677e-06	7.59025201446424e-09	0
"Allactaga_sibirica"	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101
"Microtus_gregalis"	4.4615500780819e-06	0	8.02274559877727e-07	0.00113002061658802	1.68798279473479e-06	0.00821664859958249	1.55902557302318e-09	1.84501158291991e-07	0	1.2312754105638e-07	2.06763293125744e-10	1.22729661005076e-07	0	1.00074695695326	6.8994267627443e-05	0	3.89756393255794e-08	0.100839188689787	7.69891239878439e-08	7.53347077725348e-05	6.78892116311592e-08	2.63792047403496e-05	0	1.61612713309374e-08	4.1145895332023e-09	1.03381646562872e-11	0
"Ctenophthalmus_arvalis"	0.0651187174415568	0	0.011702366501874	1.08566628299715e-05	0.0160791768450555	0.00179588595754332	2.27407044342673e-05	0.00269147549905849	0	0.00179418415452851	3.01290370197902e-06	0.00179046320203808	0	1.22113748013173e-06	1.00708619657296	0	0.000568517610856683	0.000164853559817784	0.0010012195970259	7.23777521998102e-07	0.00092962956699941	0.000115104585311667	0	0.000174657401663251	5.99567836693825e-05	1.50645185098951e-07	0
"Mesopsylla_hebes"	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0
"Pectinoctenus_pavlovskii"	0.000135338573717806	0	0.0605137311378734	2.84075033911096e-08	4.64904491717304e-05	2.29121972472999e-06	0.0402782362957725	2.00163752277892e-05	0	2.2983449739905e-06	3.8595213669026e-09	1.16647875886707e-05	0	1.55902557302318e-09	0.0012848498005361	0	1.00695590739431	2.10468452358129e-07	0.0011738396431555	1.89383355940731e-09	0.000685382479653488	3.32737478686724e-07	0	4.08686136073948e-07	7.68044752013617e-08	1.9297606834513e-10	0
"Frontopsylla_elata"	4.4615500780819e-05	0	8.02274559877727e-06	0.0113002061658802	1.68798279473479e-05	0.0821664859958249	1.55902557302318e-08	1.84501158291991e-06	0	1.2312754105638e-06	2.06763293125744e-09	1.22729661005076e-06	0	0.00746956953257679	0.00068994267627443	0	3.89756393255794e-07	1.00839188689787	7.69891239878439e-07	0.000753347077725348	6.78892116311592e-07	0.000263792047403496	0	1.61612713309374e-07	4.1145895332023e-08	1.03381646562872e-10	0
"Citellophilus_tesquorum"	0.020376128024346	0	0.0483246304294255	9.04284655894663e-06	0.0161224400311893	8.07750720531648e-06	9.39071714524398e-05	0.00803870244728485	0	1.38138753168763e-05	2.31971038066772e-08	0.00802332932108805	0	6.15912991902751e-09	0.00452551257855706	0	0.002347679286311	8.31482539068714e-07	1.00191494553898	6.02856437263109e-07	0.00107998354182597	0.000115371285690109	0	0.000115620748447629	4.61622365752876e-07	1.15985519033386e-09	0
"Callopsylla_caspia"	2.95199549052343e-07	0	9.74566749671e-08	0.100866829468837	5.24095835191265e-05	8.28754163250083e-05	1.89383355940731e-10	2.08725628504671e-08	0	2.6042400952824e-08	4.37319915244735e-11	1.32663395926121e-08	0	7.53347077725348e-06	4.08934299928928e-06	0	4.73458389851827e-09	0.00101701855492922	7.53570546578886e-07	1.00672445529792	3.78796886547127e-07	0.00235393370844085	0	3.75222248025522e-07	8.70266631337023e-10	2.18659957622368e-12	0
"Neopsylla_pleskei"	0.0425410829228196	0	0.0371260867399668	5.98100347179675e-06	0.0106552014343292	9.86418295030355e-06	7.21455241740514e-05	0.0105649188189135	0	1.36365157739132e-05	2.2899270821013e-08	2.11538221981619e-05	0	7.14623280327991e-09	0.00552884953004912	0	0.00180363810435128	9.64741428442788e-07	0.0014210309760868	3.9873356478645e-07	1.00119285990446	7.62481384214552e-05	0	7.65631321995771e-05	4.55695489338158e-07	1.14496354105065e-09	0
"Amphipsylla_primaris"	0.000106549736261932	0	3.80503792293752e-05	0.0784644569480284	0.0223042742004507	6.70403801500027e-05	7.39416619303832e-08	8.09502893509033e-06	0	1.05589326582463e-05	1.77312051355941e-08	5.12168602226169e-06	0	5.86204549785546e-06	0.00144520201557982	0	1.84854154825958e-06	0.000791376142210487	0.000320475793583635	0.00523096379653523	0.000160968292223072	1.00199015357308	0	0.000159668208710875	3.52850982198323e-07	8.86560256779705e-10	0
"Pectinoctenus_nemorosa"	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0
"Amphipsylla_rossica"	0.000348514978031303	0	0.000105154942811827	2.81416686019141e-05	0.0502035562931595	8.82175707548273e-06	2.04343068036974e-07	2.27084991571042e-05	0	0.0501941873924603	8.42891475943918e-05	1.4513907505544e-05	0	8.08063566546868e-09	0.00493407159698685	0	5.10857670092435e-06	1.09088581483827e-06	0.000722629677797681	1.87611124012761e-06	0.000363674877947991	0.000359253469599469	0	1.00203173641041	0.0016773540371284	4.21445737971959e-06	0
"Megabothris_walkeri"	0.00010956997209021	0	1.97617914693104e-05	6.52699973502767e-08	0.000110934844067794	3.02046942590174e-06	3.84022376006809e-08	4.54262466795824e-06	0	0.0502968493615516	0.0504622952969967	3.02092030175677e-06	0	2.05729476660115e-09	0.00169377913866006	0	9.60055940017022e-07	2.77734793491155e-07	2.88513978595548e-06	4.35133315668511e-09	2.16455357435625e-06	7.93914709946226e-07	0	0.0016773540371284	1.00419967641023	0.00252311476484984	0
"Leptopsylla_segnis"	5.50602874825175e-07	0	9.93054847704039e-08	3.27989936433551e-10	5.57461527978865e-07	1.51782383211143e-08	1.9297606834513e-10	2.28272596379811e-08	0	0.000252747986741466	0.100756091936166	1.51805040289285e-08	0	1.03381646562872e-11	8.51145295809073e-06	0	4.82440170862825e-09	1.39565222859877e-09	1.44981898791733e-08	2.18659957622367e-11	1.08771536399812e-08	3.98952115550867e-09	0	8.42891475943918e-06	0.00504622952969967	1.00503780459681	0
"Ophthalmopsylla_volgensis"	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101
