"Lagurus_lagurus"	"Allactaga_major"	"Allocricetulus_eversmanni"	"Alticola_strelzowi"	"Spermophilus_erythrogenys"	"Clethrionomys_rutilus"	"Cricetulus_barabensis"	"Microtus_oeconomus"	"Apodemus_uralensis"	"Microtus_arvalis"	"Apodemus_agrarius"	"Sicista_subtilis"	"Allactaga_sibirica"	"Microtus_gregalis"	"Ctenophthalmus_arvalis"	"Mesopsylla_hebes"	"Pectinoctenus_pavlovskii"	"Frontopsylla_elata"	"Citellophilus_tesquorum"	"Callopsylla_caspia"	"Neopsylla_pleskei"	"Amphipsylla_primaris"	"Pectinoctenus_nemorosa"	"Amphipsylla_rossica"	"Megabothris_walkeri"	"Leptopsylla_segnis"	"Ophthalmopsylla_volgensis"
"Lagurus_lagurus"	1.00604171590318	0	0.00161965651244612	1.02976586878724e-06	0.00155771362944143	0.000152580204535223	3.14740869111177e-06	0.00037347741188256	0	0.000152504191608554	2.56094360383802e-07	0.000198825222013727	0	1.03756978560044e-07	0.0855629659406502	0	7.86852172777943e-05	1.4007192105606e-05	0.00592329303033313	6.86510579191495e-08	0.00939861134341365	1.11505537948534e-05	0	1.62099989782001e-05	5.09627777163766e-06	1.28047180191901e-08	0
"Allactaga_major"	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0	0	0	0	0	0	0	0
"Allocricetulus_eversmanni"	0.00224662032371558	0	1.0045279368887	4.71564556292419e-07	0.000771741456250725	3.80342474305178e-05	0.00195205584315721	0.000332271828781301	0	3.81525265682423e-05	6.40680546905831e-08	0.000193635473971934	0	2.58798245121847e-08	0.0213285066888993	0	0.0488013960789302	3.49377630914494e-06	0.0194857380763813	3.14376370861613e-08	0.0113773491622479	5.52344214619962e-06	0	6.78418985882754e-06	1.2749542883426e-06	3.20340273452916e-09	0
"Alticola_strelzowi"	2.95199549052343e-06	0	9.74566749671e-07	1.00866829468837	0.000524095835191265	0.000828754163250083	1.89383355940731e-09	2.08725628504671e-07	0	2.6042400952824e-07	4.37319915244735e-10	1.32663395926121e-07	0	7.53347077725348e-05	4.08934299928928e-05	0	4.73458389851827e-08	0.0101701855492922	7.53570546578886e-06	0.0672445529792246	3.78796886547127e-06	0.0235393370844085	0	3.75222248025522e-06	8.70266631337022e-09	2.18659957622368e-11	0
"Spermophilus_erythrogenys"	0.00478440614757012	0	0.00170885608169803	0.000561531251990641	1.00185800359711	0.000116177535374831	3.32074636940932e-06	0.000363545762379298	0	0.000474240485587734	7.96373611398378e-07	0.000230011549116034	0	1.20570199623913e-07	0.0648909636961169	0	8.30186592352329e-05	1.62769769492283e-05	0.0143950357421333	3.74354167993761e-05	0.0072303152590091	0.00716923099300202	0	0.00717193661330849	1.58478348668277e-05	3.98186805699189e-08	0
"Clethrionomys_rutilus"	0.000546745732917882	0	9.82551391955043e-05	0.0010359427040626	0.000135540457937303	1.00754689359926	1.90934977060832e-07	2.25980885539217e-05	0	1.50644015337059e-05	2.52970638685238e-08	1.50330288729053e-05	0	0.000684720716631874	0.00845562971676648	0	4.77337442652081e-06	0.092437296745303	8.414070005538e-06	6.90628469375069e-05	7.80914483565698e-06	2.5140142556251e-05	0	1.47029284591379e-06	5.03411570983623e-07	1.26485319342619e-09	0
"Cricetulus_barabensis"	1.35338573717806e-05	0	0.00605137311378734	2.84075033911096e-09	4.64904491717304e-06	2.29121972472999e-07	1.00402782362958	2.00163752277892e-06	0	2.2983449739905e-07	3.8595213669026e-10	1.16647875886707e-06	0	1.55902557302318e-10	0.00012848498005361	0	0.100695590739431	2.10468452358129e-08	0.00011738396431555	1.89383355940731e-10	6.85382479653488e-05	3.32737478686724e-08	0	4.08686136073948e-08	7.68044752013617e-09	1.9297606834513e-11	0
"Microtus_oeconomus"	0.00458843677455717	0	0.00294297905492009	8.94538407877162e-07	0.00145418304951719	7.7479160756303e-05	5.71896435079692e-06	1.00064688098614	0	7.76779035109585e-05	1.30441483645606e-07	0.000306576512752667	0	5.27146166548546e-08	0.0434481044848013	0	0.000142974108769923	7.11647324840536e-06	0.0287096515974459	5.96358938584775e-08	0.0286762082227652	1.04078943451161e-05	0	1.2976285232631e-05	2.59578552454756e-06	6.52207418228031e-09	0
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101010101010101	0	0	0	0
"Microtus_arvalis"	0.00218589341305594	0	0.000394242774538503	1.3021200476412e-06	0.00221312226607609	6.02576061348236e-05	7.66114991330166e-07	9.06242207627849e-05	0	1.00340950736362	0.00168498657827644	6.02666009948461e-05	0	4.10425136854602e-08	0.0337904682436202	0	1.91528747832541e-05	5.54073934753712e-06	5.75578138203178e-05	8.68080031760799e-08	4.31822999507252e-05	1.58383989873694e-05	0	0.0334627915949735	0.0335312329077011	8.42493289138218e-05	0
