"Stillingia_lineata"	"Aphloia_theiformis"	"Croton_grangeroides"	"Phyllanthus_phillyreifolius"	"Psiadia_terebinthina"	"Syzygium_petrinese"	"Badula_insularis"	"Calophyllum_eputamen"	"Diospyros_revaughanii"	"Molinaea_macrantha"	"Rubus_alcefolius"	"Psidium_cattleianum"	"Embelia_angustifolia"	"Tabernaemontana_persicarifolia"	"Apis_mellifera"	"Technomyrmex_albipes"	"Musca_domestica"	"Brachymyrmex_sp1_M_PL_083"	"Chaetocnema_sp1_M_PL_083"	"Chrysomya_megacephala"	"Dysauxes_florida"	"Orthellia_albigena"	"Eristalinus_flaveolus"	"Ophyra_capensis"	"Paragus_borbonicus"	"Pheidole_megacephala"	"Nacoleia_sp1_M_PL_083"	"Ornidia_obesa"	"Polistes_hebraeus"	"Stomorhina_lunata"	"Fannia_pusio"	"Macroglossum_milvus"	"Musca_confiscata"	"Phelsuma_cepediana"	"Sapromyza_sp1_M_PL_083"	"Sarcophaga_arno"	"Simulium_sp1_M_PL_083"	"Syritta_sp1_M_PL_083"
"Stillingia_lineata"	1.00567144060147	0.00188541647602768	0.000870210076670841	1.7298905893762e-06	2.44809001067082e-07	0.000726086264952754	0.000289793292470467	2.04048004540525e-06	1.33990102043526e-06	7.41491199104505e-07	3.9155243074835e-07	0.000288580662600955	0.000362994602532581	0	3.89594668594608e-05	3.5220831957464e-05	0.0470111407620616	2.22553637333711e-08	0.00673589129900891	0.0201532634726941	2.90070025556947e-05	0.00675161168257715	4.71354119006919e-05	7.27750394081235e-06	4.111328473245e-05	4.32472647344049e-08	0	7.28000409267662e-06	1.95776215374175e-08	9.64202742053633e-06	7.26086264952755e-06	1.91414431490751e-08	0.00670447627067646	7.26086264952755e-06	7.25175063892367e-06	0.00670447627067646	0.00670447627067646	7.25175063892368e-06
"Aphloia_theiformis"	0.00235677059503459	1.00542843164049	0.000525569884160246	0.000356403048248522	2.31334790335091e-07	0.000390482395797819	0.000268081553926627	9.9378386846812e-07	6.9160675950802e-07	0.000177641404440557	1.9894815964802e-07	0.00012085085455191	0.000474663050784325	0	1.9795341884978e-05	0.00843796671092646	0.0252772362192356	2.10304354850083e-08	3.77871028684577e-05	0.00843849353545915	1.75189961386749e-05	0.0251514225949791	0.0251357107910122	6.87695240359771e-06	0.00840668316524461	8.91007620621305e-06	0	3.91470405454259e-06	9.94740798240101e-09	4.03940386137999e-06	3.90482395797819e-06	9.88009656440028e-09	1.57118039668973e-05	3.90482395797819e-06	4.37974903466871e-06	1.57118039668973e-05	1.57118039668973e-05	4.37974903466872e-06
"Croton_grangeroides"	0.00108776259583855	0.000525569884160246	1.00687577484722	3.25007581904622e-06	1.3715931990224e-09	1.36772909104108e-06	0.00108308396880526	7.27918818997886e-07	2.05129736671212e-07	1.62029575266433e-06	8.20125862931671e-08	0.000240662595724316	0.000280901675867696	0	8.16025233617013e-06	7.69640482515556e-05	7.79739399516775e-05	1.24690290820218e-10	0.0252152489207795	0.0168154200015958	0.0335625258282405	2.03909977429298e-05	1.31392471040061e-05	4.07737250982113e-08	0.00840905628988819	8.12518954761553e-08	0	1.66077157199995e-08	4.10062931465836e-09	8.03017451102161e-06	1.36772909104108e-08	2.93042480958874e-09	7.25175063892368e-06	1.36772909104108e-08	0.00839063145706013	7.25175063892368e-06	7.25175063892368e-06	0.00839063145706014
"Phyllanthus_phillyreifolius"	2.16236323672024e-06	0.000356403048248522	3.25007581904622e-06	1.00562847822723	0.000282084688268931	0.000280673554099772	0.00212921089212515	4.52679595755531e-07	4.23907696135326e-07	0.00141744337482473	1.1363318410085e-07	1.00820621903172e-07	2.12836059845203e-07	0	1.13065018180346e-05	0.0673285603041748	1.4635099375581e-05	2.56440625699029e-05	7.10693640545594e-05	3.07080128451963e-06	1.08335860634874e-07	8.92449196112452e-06	8.91007620621305e-06	0.00838560846035823	3.007751170222e-06	0.0251407119556807	0	2.81279136522822e-06	5.68165920504251e-09	8.39046068294497e-09	2.80673554099772e-06	6.05582423050466e-09	1.44157549114683e-08	2.80673554099772e-06	2.70839651587184e-08	1.44157549114683e-08	1.44157549114683e-08	2.70839651587184e-08
"Psiadia_terebinthina"	3.33830456000566e-07	2.52365225820099e-07	1.49628348984262e-09	0.000307728750838834	1.00948321199374	0.000307202591159815	6.5168615475024e-07	4.95321919381891e-07	4.63934651472293e-07	4.33772127492e-07	1.24357471441471e-07	6.2402520440415e-08	4.7598460403068e-08	0	1.23735684084264e-05	2.060417605587e-05	6.16831963147531e-06	0.0917712010903401	2.39858152855912e-08	1.08846747413567e-08	4.98761163280872e-11	8.53466701883960e-09	6.30913064550248e-09	0.0091827565412026	4.49543559773625e-09	7.69321877097086e-06	0	3.07865354947632e-06	6.21787357207357e-09	7.58366089670151e-09	3.07202591159815e-06	6.62763787817562e-09	2.22553637333711e-09	3.07202591159815e-06	1.24690290820218e-11	2.22553637333711e-09	2.22553637333711e-09	1.24690290820218e-11
"Syzygium_petrinese"	0.00108912939742913	0.000468578874957383	1.6412749092493e-06	0.000336808264919726	0.000337922850275796	1.00396459694733	1.15114775338025e-06	0.00161875467486365	0.00151617846796679	5.57709946614317e-07	0.000406410940958069	0.000203893018697814	0.000155386530997784	0	0.0404378886253279	2.649122246418e-05	0.0201496017759172	3.07202591159815e-05	7.34026611403812e-06	3.25112004449754e-05	5.47091636416432e-08	1.89753345234621e-05	1.17144718739346e-05	0.0100455247309259	1.16878277987778e-05	8.42020662299315e-06	0	0.0100613056618729	2.03205470479034e-05	2.47825970106343e-05	0.0100396459694734	2.16596923995256e-05	7.26086264952755e-06	0.0100396459694734	1.36772909104108e-08	7.26086264952755e-06	7.26086264952755e-06	1.36772909104108e-08
"Badula_insularis"	0.000482988820784112	0.000357442071902169	0.00144411195840702	0.00283894785616687	7.96505300250292e-07	1.27905305931139e-06	1.00355863637107	3.64723819281848e-09	2.37510206319678e-09	0.00141553061109174	6.95672775525608e-10	5.25860581671664e-07	7.44274631987389e-07	0	6.9219441164798e-08	0.0672377040268576	3.15383248935984e-05	7.24095727500266e-08	0.0334912772701345	3.67245216743729e-05	4.81370652802338e-05	1.21559772694483e-05	8.93605179755422e-06	2.36779302892587e-05	1.50501639841759e-05	7.09736964041718e-05	0	1.28244606225881e-08	3.47836387762804e-11	1.75692109245312e-08	1.27905305931139e-08	3.39300294742397e-11	3.21992547189408e-06	1.27905305931139e-08	1.20342663200584e-05	3.21992547189408e-06	3.21992547189408e-06	1.20342663200585e-05
"Calophyllum_eputamen"	3.40080007567542e-06	1.32504515795749e-06	9.70558425330514e-07	6.03572794340708e-07	6.05393457022311e-07	0.00179861630540405	3.64723819281848e-09	1.00414225613474	0.00224490955535372	1.086991107283e-09	0.000900180794663423	0.00100785781010213	2.79396606140478e-07	0	0.0895679890690105	5.16320775959425e-08	3.61781260708685e-05	5.50357688202101e-08	4.70575357441929e-08	3.36904943549898e-05	3.23519475110171e-08	5.57981294534401e-08	3.31261289489373e-08	1.79966964042087e-05	3.30998601677573e-08	1.50893198585177e-08	0	5.00562995590937e-05	4.50090397331711e-05	0.0111907314396116	1.79861630540405e-05	3.20701365050532e-05	2.26720005045028e-08	1.79861630540405e-05	8.08798687775428e-09	2.26720005045028e-08	2.26720005045028e-08	8.08798687775428e-09
"Diospyros_revaughanii"	2.87121647236127e-06	1.18561158772803e-06	3.51650977150649e-07	7.2669890766056e-07	7.29040166599318e-07	0.00216596923995256	3.05370265268158e-09	0.00288631228545479	1.00395498005557	1.23481583513255e-09	0.000724649234505438	0.000362895178735794	3.35600160200991e-07	0	0.0721025988332911	5.86537521687963e-08	4.3499795198798e-05	6.62763787817562e-08	2.80345076662641e-08	1.21696712334906e-05	1.1721699238355e-08	4.8781732842276e-08	2.96402896932008e-08	2.16723758616343e-05	2.95905293840386e-08	1.8167472691514e-08	0	0.0143638736931934	3.62324617252719e-05	4.4166642462913e-05	2.16596923995256e-05	0.0143422140007939	1.91414431490751e-08	2.16596923995256e-05	2.93042480958874e-09	1.91414431490751e-08	1.91414431490751e-08	2.93042480958875e-09
"Molinaea_macrantha"	2.78059199664189e-06	0.000532924213321671	4.86088725799299e-06	0.0042523301244742	1.192873350603e-06	1.39427486653579e-06	0.00318494387495642	2.44572999138675e-09	2.16092771148197e-09	1.00212025863506	5.86596871892392e-10	6.58294214225558e-08	2.53603052244204e-07	0	5.8366388753293e-08	0.100712285165245	1.3493431942828e-05	1.08443031873e-07	0.000106304855293308	4.5798560526274e-06	1.62029575266433e-07	1.33416426130194e-05	1.33231053330418e-05	3.5460871422471e-05	4.49422265744275e-06	0.000106308253111855	0	1.39736190612362e-08	2.93298435946196e-11	2.2214888251006e-09	1.39427486653579e-08	3.08703958783138e-11	1.85372799776126e-08	1.39427486653579e-08	4.05073938166082e-08	1.85372799776126e-08	1.85372799776126e-08	4.05073938166082e-08
