"Abutilon_bedfordianum"	"Aechmea_nudicaulis"	"Aechmea_vanhoutteana"	"Billbergia_distachya"	"Billbergia_vitata"	"Bomarea_edulis"	"Fuchsia_regia"	"Hippeastrum_aulicum"	"Justicia_sebastianopolitanae"	"Manettia_mirtis"	"Mendoncia_sp1_M_PL_066"	"Nematanthus_crassifolius"	"Nematanthus_fornix"	"Nematanthus_lanceolatus"	"Nidularium_itatiaiae"	"Odontonema_barlerioides"	"Pitcaimia_flammea"	"Psittacanthus_flavo_viridis"	"Pyrostegia_venusta"	"Quesnelia_augusto-coburgii"	"Salvia_sellowiana"	"Sinningia_cooperi"	"Sinningia_gigantifolia"	"Siphocampylus_longepedunculatus"	"Staurogyne_itatiaiae"	"Tillandsia_gardneri"	"Velloziela_dracocephaloides"	"Vriesea_carinata"	"Vriesea_longicaulis"	"Vriesea_sp1_M_PL_066"	"Stromanthe_thalia"	"Phaethornis_eurynome"	"Thalurania_glaucopis"	"Phaethornis_squalidus"	"Clytolaema_rubricauda"	"Leucochloris_albicollis"
"Abutilon_bedfordianum"	1.00104138625582	0.000854536275349202	0.00086366713808713	0.000169928867493787	0.000209343612217019	0.00016743023678918	0.000256330255391563	0.000382093607833149	5.55392351471934e-05	0.000190176223057995	0.000603155697415067	5.55392351471934e-05	0.000852444225863234	1.88443002398786e-05	5.55392351471934e-05	1.79859391894151e-05	0.000402326196319622	0.00100101864400341	0.000128974544037838	5.55392351471934e-05	4.92088224000251e-05	0.000312621318840313	4.01960313701583e-05	5.55392351471934e-05	1.72348732702596e-05	0.000611164351412087	5.55392351471934e-05	0.000172029014965569	0.000637988134239072	0.000561522951266273	0.000206167173252075	0.0085785902608355	0.0796579251655112	0.000118910344344088	0.0126286511739785	2.60240654318166e-05
"Aechmea_nudicaulis"	0.000854536275349202	1.00071890956818	0.000714085191172122	0.000206131755297214	0.000265100434370479	0.000205390603949637	0.000270729033988111	0.000360904415287466	0.000121274331813653	0.00022284141902363	0.000488276892265634	0.000121274331813653	0.000704038641526941	9.75200841175004e-05	0.000121274331813653	9.69644292006313e-05	0.000374975552534009	0.000846124453144726	0.000169813864424227	0.000121274331813653	0.000117176376801743	0.000309797685955211	0.000111342000174618	0.000121274331813653	9.64782311483709e-05	0.000529639519554115	0.000121274331813653	0.000206420212592177	0.000547003735706273	0.000592526873970764	0.000266636860394633	0.0187320332919368	0.0634902920216198	0.00544027524315689	0.0133259293956025	2.15710577850904e-05
"Aechmea_vanhoutteana"	0.000863667138087129	0.000714085191172122	1.00077400393803	0.00023901517211908	0.000126876981108088	0.000237640823565667	0.000307522995198765	0.000405167582379673	0.000148673519527413	0.000255915761806808	0.000534599979649314	0.000148673519527413	0.00077352195574842	0.00012155983919393	0.000148673519527413	0.000120925601057474	0.000420641634033653	0.000735818771314124	0.000198753876455712	0.000148673519527413	0.000143996013271052	0.000350531771053893	0.000137336512838267	0.000148673519527413	0.000120370642688075	0.000585437092234278	0.000148673519527413	0.000239990222421635	0.00060525703399852	8.2796172627274e-05	0.000113536281794681	0.0229641118262042	0.0693063325986126	0.00685385435889265	0.00186208592238739	2.37163040041555e-05
"Billbergia_distachya"	0.000169928867493787	0.000206131755297214	0.00023901517211908	1.00038712510696	0.000278452905868085	0.000396415033381962	0.000382020188915106	0.000343351798829355	0.000399278808365129	0.000398680949588238	0.000123588539371253	0.000399278808365129	0.000246446634427306	0.000431304529201398	0.000399278808365129	0.000432053668870082	0.000333592834291223	0.000115475210064343	0.000362013666974363	0.000399278808365129	0.000404803713421679	0.000354219526554076	0.000412669679942867	0.000399278808365129	0.000432709166080181	0.000309311030447282	0.000399278808365129	0.000376603129852281	0.000285900415800887	1.21027196847272e-06	0.000282313455099542	0.0616726047400779	0.0112605124566558	0.0280418483671768	2.72190165709516e-05	7.91642961960961e-06
"Billbergia_vitata"	0.000209343612217019	0.000265100434370479	0.000126876981108088	0.000278452905868085	1.00070616734969	0.000186424772191524	0.000123272242807314	0.000227175293507597	0.000426944938149105	0.000107462751873357	4.27274514738612e-05	0.000426944938149105	0.000112057132196977	0.00017764169223214	0.000426944938149105	0.00017181003735689	0.000281242560384109	0.000460378788615038	0.000277217348281657	0.000426944938149105	0.000383936483444132	0.000280552694694694	0.000322704107254	0.000426944938149105	0.000166707339341045	3.22416294977926e-05	0.000426944938149105	0.000384452119389159	0.000214480844349375	0.0013784793273226	0.000622434572652724	0.0659459151465108	0.00013163330837533	0.0039266447209118	0.0310020000714852	3.907762817934e-06
"Bomarea_edulis"	0.00016743023678918	0.000205390603949637	0.000237640823565667	0.000396415033381962	0.000186424772191524	1.00054031133464	0.000584056692998362	0.000346969898177864	0.000236109694625944	0.000648669815031992	0.000114528394699628	0.000236109694625944	0.000239582539659449	0.000644087654862688	0.000236109694625944	0.000653630998961793	0.000251040036919612	0.000124775503598945	0.000352005647316695	0.000236109694625944	0.000306491857356844	0.000306555838409064	0.000406696970397448	0.000236109694625944	0.00066198142504851	0.000509518184362919	0.000236109694625944	0.000231145491953932	0.000211288681265884	1.20591323050806e-06	0.000356507584483889	0.0364695034319232	0.0121707446842132	0.0523352685335461	2.71209885541263e-05	7.46337186437312e-06
"Fuchsia_regia"	0.000256330255391563	0.000270729033988111	0.000307522995198765	0.000382020188915106	0.000123272242807314	0.000584056692998362	1.00066452061446	0.000357478276316703	0.000132057269313142	0.000741427446691893	0.000164681979132878	0.000132057269313142	0.000306207670146482	0.000698586325263365	0.000132057269313142	0.000711838466923019	0.000226732261365698	0.000206949931273374	0.000327033617274192	0.000132057269313142	0.000229791814053093	0.000285830349627642	0.000368939301479463	0.000132057269313142	0.000723434090875217	0.000634956778454232	0.000132057269313142	0.000149811285768521	0.000220827351590035	1.34667532772915e-06	0.000364340839807555	0.020397565818108	0.0202074245084944	0.060365471494391	3.02867281206285e-05	9.3524609870257e-06
"Hippeastrum_aulicum"	0.000382093607833149	0.000360904415287466	0.000405167582379674	0.000343351798829355	0.000227175293507597	0.000346969898177864	0.000357478276316703	1.00036428202461	0.000327025516707133	0.000352278738088822	0.000251393014846788	0.000327025516707133	0.000410742583724957	0.000334176419095961	0.000327025516707133	0.00033434369166646	0.000363818300813735	0.000299281476560801	0.000313769953920088	0.000327025516707133	0.000328259151914563	0.000355902131467033	0.000330015513904801	0.000327025516707133	0.000334490055165646	0.000392702880074877	0.000327025516707133	0.000339115535815064	0.000387475612246787	1.5466350367723e-06	0.000222122409484411	0.0505123613105838	0.029236110947221	0.0212139960915579	3.47838219770091e-05	1.28488387613264e-05
"Justicia_sebastianopolitanae"	5.55392351471934e-05	0.000121274331813653	0.000148673519527413	0.000399278808365129	0.000426944938149105	0.000236109694625944	0.000132057269313142	0.000327025516707133	1.00065221102082	9.82824973584231e-05	6.45382290718409e-05	0.000652211020820889	0.000164296212079369	0.000207572223954867	0.000652211020820889	0.000197171316425838	0.000424528606038974	1.41829054871093e-06	0.000401821917750213	0.000652211020820889	0.000575504327794295	0.000415467368846608	0.000466294798739482	0.000652211020820889	0.000188070522337937	1.88336261588143e-06	0.000652211020820889	0.000587151161236323	0.000326911722898061	1.02943870940096e-06	0.000218898666029832	0.100740514275995	0.000105242978133458	0.000135419314125467	2.31520765744275e-05	5.77236527315804e-06
"Manettia_mirtis"	0.000190176223057995	0.00022284141902363	0.000255915761806808	0.000398680949588238	0.000107462751873357	0.000648669815031991	0.000741427446691893	0.000352278738088822	9.82824973584231e-05	1.00084152282548	0.000122238466952652	9.82824973584231e-05	0.000253287301751227	0.000801521485372579	9.82824973584231e-05	0.000817971520179927	0.00018909182221823	0.000153573826185045	0.000338445728907612	9.82824973584231e-05	0.00021960150406262	0.000268950831402057	0.00039232686953978	9.82824973584231e-05	0.000832365300636357	0.000678017695232806	9.82824973584231e-05	0.000111416819387371	0.00016395410750316	1.24165920089288e-06	0.00040833424767991	0.015180714541982	0.0149876705908783	0.0708061120333215	2.79249154280808e-05	7.67892849112365e-06
