"Elmerrillia_tsiampacca"	"Cinnamomum_culilaban"	"Piper_plagiophyllum"	"Ficus_nodosa"	"Pipturus_argenteus"	"Castanopsis_acuminatissima"	"Caldcluvia_brassii"	"Aleurites_moluccana"	"Melicope_denhamii"	"Cordia_dicotoma"	"Coenobius_kleinhoviae"	"Micromolpus_sp._3"	"Rhyparida_coriacea"	"Rhyparida_sp._5"	"Rhyparida_sp._6"	"Rhyparida_sp._7"	"Rhyparida_sp._8"	"Rhyparidella_wauensis"	"Rhyparidella_sp._10"	"Rhyparidella_sp._11"	"Rhyparidella_sp._12"	"Rhyparidella_sp._13"	"Rhyparidella_sp._14"	"Rhyparidella_sp._15"	"Rhyparidella_sp._16"	"Rhyparidella_sp._17"	"Rhyparidella_sp._18"	"Rhyparidella_sp._19"	"Stethotes_integra"	"Stethotes_lateralis"	"Stethotes_suturalis"	"Stethotes_sp._25"	"Stethotes_sp._26"	"Thyrasia_sp._27"	"Atysa_sp._29"	"Aulacophora_sp._30"	"Momaea_sp._32"	"Neolepta_sp._34"	"Neolepta_sp._35"	"Neolepta_sp._36"	"Neolepta_sp._40"	"Oides_sp._41"	"Sastra_sp._42"	"Crepidodera_sp._44"	"Manobia_sp._45"	"Xenidea_sp._46"
"Elmerrillia_tsiampacca"	1.00024244361007	0.000275566920115593	0.00112345710145071	0.000549928369055568	0.00114817529112346	0.000877697197849526	9.19302938061484e-07	0.00014465709911192	0.0046579816711561	0.00108018353814155	7.96997636312418e-07	2.99214953812338e-06	3.13804181671914e-06	3.14342294950056e-08	9.669014740898e-07	2.0165354770381e-08	1.03763995897933e-05	0.00719780960041213	2.43170454584006e-08	3.75207595010097e-06	5.04692435658664e-06	0.0502169660280305	0.00718616930751259	9.16547281759281e-06	0.0289076435874562	7.19145498884859e-06	0.000111027050412526	1.02936436272954e-06	1.53188661535369e-05	1.5420922782694e-05	3.81169961566381e-06	2.33503762726914e-06	2.83889495057999e-06	3.98953271749785e-06	4.06994010045078e-06	2.19561549477642e-06	1.68372645268193e-05	1.26173108914666e-06	3.55859201830252e-09	1.39651438072516e-05	3.15432772286665e-07	1.05505569237699e-05	2.06061459847823e-06	0.00722073767004926	1.21856947559714e-05	1.80555605590292e-05
"Cinnamomum_culilaban"	6.7683103186286e-05	1.00169885923853	0.000263870039444389	0.00290252525621386	0.00137846257211214	0.00046241537715033	4.11286524903593e-05	0.000705551574735788	0.00149011271490686	0.0010904015722375	4.20655834233893e-06	1.57641605846703e-06	1.27041309678981e-05	1.40633456902519e-06	0.00351473283943345	9.02176893336913e-07	9.9864224737205e-06	0.00537429649098025	1.08791919490628e-06	6.94190384497437e-06	6.05917614115227e-06	0.00889858310485162	0.0158897694963474	4.83754209368977e-05	0.00891069773883186	1.14960693097588e-05	0.0406184511471751	2.8606761888135e-06	0.00704447593352142	9.52888679464572e-06	1.79461488461982e-06	0.0070295599181667	3.40828657939815e-06	2.10188807795605e-06	0.00177629593225725	4.82626966162951e-06	5.43901880097232e-06	1.51479403528807e-06	1.59207687059455e-07	7.43621211637589e-06	3.78698508822017e-07	1.14310858868345e-05	0.00175925991226083	1.86733769083632e-05	1.54421829208214e-05	4.24076849107054e-06
"Piper_plagiophyllum"	5.61728550725353e-05	5.37164008868935e-05	1.00877974656017	0.000112612880876583	0.000642971488772928	5.74340149146666e-05	6.35955962175839e-08	9.37301847242889e-06	0.000288957070076499	9.99622161668013e-05	1.63207073734178e-07	1.95797778118181e-07	9.78741009449974e-07	2.17455909647222e-09	1.88478599603135e-07	1.39500017509539e-09	4.41344297759035e-06	0.00218467464197135	1.68220609349738e-09	1.88881049423725e-06	2.82624830229859e-06	0.0050644359545573	0.000366827192325244	1.87688134794305e-06	0.000383040106883416	0.000363797857847062	1.23014401590407e-05	4.34884574654412e-07	0.000367433043757553	0.00720901282340801	2.39910862018667e-07	0.000360655438113554	1.58976467004295e-06	2.61063704157575e-07	8.28671131605369e-07	0.000360506953914122	1.04450520368864e-06	7.06562075574647e-07	2.46176501487422e-10	9.13846052802257e-07	1.76640518893662e-07	5.20961030998742e-06	9.77441894269875e-07	0.0680932107680098	6.75314148639269e-06	0.0162125316411457
"Ficus_nodosa"	2.78949172709346e-05	0.000599434563783298	0.000114244951613925	1.00567557264666	0.00174133432867556	0.000242829661981963	3.3531415505687e-05	0.000574570296828195	0.000326648981184566	0.000764948337502613	0.0014575008299227	8.27828393120328e-07	0.00400956244794293	1.14655807858156e-06	2.10327917116947e-06	7.35527823995716e-07	1.16781017387042e-05	0.019371141049072	8.86960023053657e-07	0.00109790950796037	7.65421682934313e-06	6.64193956469324e-05	0.0142446299793616	0.0167612595441111	4.53686611309175e-05	0.00146663101417598	0.0332563096533899	0.000729707192065018	2.27020678781692e-05	1.00038061008606e-05	7.75583690512156e-07	4.24736011077248e-06	4.30549696650551e-06	1.1037711908271e-06	0.00655980537423774	0.00145781757448884	1.22392531072497e-06	1.91355420733578e-06	1.2979902776395e-07	3.92809868177684e-06	4.78388551833945e-07	1.39716562505292e-05	3.44358234475446e-06	8.38917219485195e-06	0.000382553972450365	1.8360795795095e-06
"Pipturus_argenteus"	4.41605881201331e-05	0.00021585815002855	0.000494593452902252	0.00132035240306169	1.0072706953927	0.000104994492080817	1.50561820246059e-07	4.02928562185129e-05	0.000454188364905664	0.000155723839175676	1.91355420733578e-06	3.57935768457331e-07	0.000835430429613605	5.14824288583299e-09	7.57397017644034e-07	3.30264637959097e-09	0.00664161885179619	0.031297905039503	3.98260298715382e-09	0.00276866235080027	0.00442756349623163	0.00639227036758603	0.00251681754620386	2.20058733843615e-05	0.000313119053974916	0.0052598218465013	6.41723475088873e-05	0.000554402214132622	0.0105172740500271	0.00526140126587731	3.94279284772588e-07	1.69143455418173e-06	0.00249050446663029	4.77247691276441e-07	8.98969244183303e-06	2.20950664904855e-06	1.64183896574656e-06	0.00110689087405791	5.82819949339583e-10	1.67065832944221e-06	0.000276722718514477	0.00802509564064421	0.00138399229108121	0.000310423209357666	0.010515941692102	7.94882335021477e-06
"Castanopsis_acuminatissima"	0.000139633645112425	0.000299519051108737	0.000182744592910303	0.000761602121670702	0.000434295399061562	1.00293923097391	0.000385254044987378	0.000218930629744153	0.00410885483664316	0.000630944805860724	1.1037711908271e-06	0.00341911101468379	3.39330654323187e-06	1.31732028286007e-05	1.05094403897802e-06	8.45073389004571e-06	5.3386999046726e-06	3.40818012538278e-05	1.01905908674081e-05	2.02094762131143e-06	1.90899076510576e-06	0.0183886275077943	0.00914796821980596	1.26933686945117e-05	0.0401527347072318	3.43596365042959e-06	0.00579768109453386	7.90509441051772e-07	0.00114640467863238	4.80985193285795e-06	0.001145658599273	2.16715400399544e-06	1.07380730537199e-06	0.00455881468624505	5.49244237821098e-06	0.00114087270867813	1.53483845356158e-05	4.77247691276441e-07	1.4913059805963e-06	0.015956597054848	1.1931192281911e-07	4.69765264026117e-06	1.12203163358456e-06	1.3451955123639e-05	4.80979586483297e-06	2.93696667177272e-06
"Caldcluvia_brassii"	8.30338137603922e-08	1.51247302706483e-05	1.14882367360797e-07	5.97075527714169e-05	3.53577435932681e-07	0.000218724877154124	1.00953299844246	1.89692355688062e-05	0.000232474676467383	2.24590926977027e-05	8.65326851759665e-08	7.4565299029815e-07	2.38256294208578e-07	0.0345195154306133	5.30692290198184e-08	0.0221445948045444	1.42376265621083e-07	1.42428905370204e-06	0.0267037760878329	6.58708804642076e-08	1.55418653157222e-09	1.15211770442984e-05	3.68715886599392e-06	9.95125879523615e-07	2.33385611903581e-05	8.84193110991231e-08	0.0013098649199181	4.34606159044298e-08	3.58421677235086e-07	7.26886777563957e-08	0.00911875116255968	1.06179487456551e-07	8.74229924009375e-10	9.94203987064201e-07	4.15931697801759e-07	3.35124711358931e-07	0.00130346349371167	3.88546632893055e-10	0.00390786967139018	0.00195741454964982	9.71366582232639e-11	7.2839456000337e-08	2.70202978010255e-08	8.44479512479413e-09	2.53243643064757e-08	1.84632376115566e-09
"Aleurites_moluccana"	4.93951070138262e-05	0.000980888774632681	6.401085786049e-05	0.00386783907133126	0.000357721943013139	0.000469899888231352	7.17129637357306e-05	1.00111945007624	0.00163612944426407	0.00148396197468491	5.60556387149459e-06	1.60193143715234e-06	1.57101264238187e-05	2.45212069547982e-06	3.44171499871116e-06	1.57305855936441e-06	3.34422636481608e-06	0.00253377176281784	1.89692355688062e-06	5.18692549431638e-06	1.5724041451127e-06	0.00501267263016426	0.0123056469806018	6.44639845221878e-05	0.00990278753143741	7.49565481448038e-06	0.0710478026867349	2.99933245388638e-06	1.11747280084469e-05	2.81726040918406e-06	2.16732728789688e-06	6.90629101808678e-06	8.84477331625893e-07	2.13590858286978e-06	2.69458949210812e-05	6.16240203787649e-06	6.00625373931538e-06	3.93101036278175e-07	2.77598569299602e-07	7.61447932469403e-06	9.82752590695437e-08	3.34279258659028e-06	2.2122337947033e-06	4.77183035760852e-06	5.13585081251631e-06	1.02874592990073e-06
"Melicope_denhamii"	0.000196420913843932	0.000255832604667744	0.000243698733799457	0.000271551562671506	0.0004979655567038	0.00108909405308614	0.000108534864013387	0.000202052130165141	1.0065337232774	0.000702136404662523	3.93552989378994e-07	3.71282063552092e-06	1.49268189389976e-06	3.7111921243287e-06	8.97658261992084e-07	2.38076475900332e-06	0.000609628905817027	0.000630783529961601	2.87092220938636e-06	1.66320198572601e-06	2.18885958990682e-06	0.0276553348050178	0.000335932844904349	4.52585937785844e-06	0.0616007133103776	3.07985901446457e-06	0.00522159259282125	4.70383943427849e-07	8.31850019059106e-06	0.000307512784220522	0.00060856353821144	1.8823517860554e-06	1.23123351932258e-06	4.9504275140279e-06	2.21981758320152e-06	1.7181951299572e-06	0.00363821374357882	5.47214897476704e-07	4.20134957471174e-07	1.75365637778332e-05	1.36803724369176e-07	0.00030714011622279	1.13284775284192e-06	1.79894747832892e-05	5.29692977337343e-06	3.91658679320556e-06
"Cordia_dicotoma"	0.000175843831790486	0.000722708018808576	0.000325458378217493	0.00245495047849676	0.000659110203022627	0.000645617940880741	4.04785973039991e-05	0.000707470243745132	0.00271057309706928	1.00165879931168	3.5578992441982e-06	2.20097025300253e-06	1.03274456163439e-05	1.3841068755561e-06	2.53581760985465e-06	8.8791761828127e-07	5.97865691807123e-06	7.67191302911101e-05	1.07072418675094e-06	4.47916674914488e-06	2.89718770559396e-06	0.0420403123730736	0.014041050414052	4.09158413082793e-05	0.00486885608321646	7.11454477966871e-06	0.039778208802129	2.14109808529834e-06	1.28023479065735e-05	6.5815507817865e-06	2.73214524762048e-06	5.18787035478698e-06	1.62966808439661e-06	2.93462700400337e-06	1.72784554038192e-05	4.40779113027672e-06	9.84948260621591e-06	7.24296926398491e-07	1.56691344402577e-07	1.03495401862131e-05	1.81074231599623e-07	6.0675903962292e-06	2.17327996292544e-06	2.34055421312124e-05	7.77029561183522e-06	5.23058107849542e-06
