"Sideroxylon_puberulum"	"Ochna_mauritiana"	"Myonima_violacea"	"Stillingia_lineata"	"Faujasiopsis_flexuosa"	"Bertiera_zaluzania"	"Aphloia_theiformis"	"Croton_fothergillifolius"	"Molinaea_alternifolia"	"Psiadia_terebinthina"	"Erythroxylum_macrocarpum"	"Homalanthus_populifolius"	"Psidium_cattleianum"	"Chassalia_coriacea"	"Antirhea_borbonica"	"Cordemoya_integrifolia"	"Olea_lancea"	"Apis_mellifera"	"Chaetocnema_sp1_M_PL_076"	"Dysauxes_florida"	"Technomyrmex_albipes"	"Stomorhina_lunata"	"Lygistorrhina_sp1_M_PL_076"	"Pachycerina_crinicornis"	"Polistes_hebraeus"	"Brachymyrmex_sp1_M_PL_076"	"Musca_domestica"	"Panara_naso"	"Nacoleia_sp1_M_PL_076"	"Ischiodon_aegyptius"	"Stomoxys_calcitrans"	"Fannia_pusio"	"Allograpta_nasuta"	"Chrysomya_megacephala"	"Gelechioidea_sp1_M_PL_076"	"Campopleginae_sp1_M_PL_076"	"Melanostoma_bituberculatum"	"Syritta_nigrofemorata"	"Atherigona_orientalis"	"Calopsilia_florella"	"Cratopus_psittacus"	"Cryptocephalinae_sp1_M_PL_076"	"Dioxyna_sororcula"	"Episyrphus_sp1_M_PL_076"	"Eristalinus_flaveolus"	"Gelechioidea_sp2_M_PL_076"	"Lecithoceridae_sp1_M_PL_076"	"Mauritiborium_undulatus"	"Nyctemera_insulare"	"Ornidia_obesa"	"Sarcophaga_arno"	"Siphona_sp1_M_PL_076"
"Sideroxylon_puberulum"	1.00557360153792	0.00107545339426177	0.000893517000656737	0.00018132440918132	0.000261661679585128	0.0011152237095749	0.000241063298394356	1.61591264118827e-05	0.000335973700046544	8.52293188144593e-05	0.000215174748752698	5.73729120189718e-05	8.36039155136875e-07	5.3768219516252e-07	2.14437158539365e-05	2.6329273087203e-05	1.0855510200751e-07	0.0632102664143762	6.51330612045062e-05	0.00176301195257953	1.97084684226639e-05	0.0093947365842481	0.00684561100267277	1.55748505852725e-05	2.10669164909971e-05	0.00427021256001921	0.00511663248659726	6.23096590530764e-06	0.000857748634157461	7.60271034250199e-06	0.00596526712776731	4.29320859421021e-06	2.92341889185491e-06	0.00256102270409137	2.93802298397867e-07	2.83014051121519e-06	2.83014051121519e-06	1.93313999612565e-06	0.000852181018252473	2.39083054169664e-06	5.18069740518058e-07	1.8614937513682e-06	8.52293188144593e-07	2.23982466697696e-06	2.23982466697696e-06	1.04810129736677e-06	8.52293188144593e-07	5.18069740518058e-07	4.13045818361075e-06	7.92914180560994e-07	1.41507025560759e-06	4.13045818361075e-06
"Ochna_mauritiana"	0.00166978290161696	1.00466580705968	0.000352933039620877	0.000745639437610731	0.000526549585141908	0.000503669501417318	0.000122043302880029	0.000160770919492007	0.000300836327033535	0.000112862736310376	8.04730406199774e-05	0.000118578626340718	0.000551086427957642	0.000110234564903728	1.78629926194512e-07	1.35408457008449e-07	7.94285919981793e-05	0.0265998897158025	0.0476571551989076	4.11552878909465e-05	3.60505263830787e-05	0.00399587303610476	3.52061988221967e-05	0.00136556347772441	0.00397898162223097	1.07517371074221e-05	1.28325051152712e-05	0.00133311608462931	7.14519704778049e-06	0.00661789704842395	9.90549178925315e-06	7.64381917662328e-06	0.00133662122622109	8.25636179393658e-06	2.92310762712739e-06	0.00264385738699917	0.00264385738699917	0.00132405909189276	1.41507025560759e-06	8.94144895777527e-07	2.13039839317352e-06	7.35277165876825e-07	1.12862736310376e-06	2.0055755135569e-06	2.0055755135569e-06	5.30623056000126e-07	1.12862736310376e-06	2.13039839317352e-06	1.86544259784192e-06	1.59560480346033e-06	0.00132192869349958	1.86544259784192e-06
"Myonima_violacea"	0.00219656262661448	0.000558810646066388	1.00418302164825	0.000183691535251841	0.00147545203127847	0.000498333847582714	0.000336714571538337	0.000127589131000472	0.000228476557637139	9.93265085618864e-06	1.1946284157498e-06	1.89791518824212e-05	9.80831395634081e-06	0.000272001890558675	1.80714050976453e-07	1.60144666207217e-07	1.00011402705719e-07	0.0190308358818626	6.00068416234317e-05	0.0502659454122017	2.9624423083328e-05	0.00840824499191295	4.16376132138763e-05	0.00211511331077308	0.00419877350899528	0.0104695472775928	1.19179485804957e-05	0.00420896200131147	7.22856203905811e-06	4.3102000534281e-06	1.30304562595774e-05	1.99281940392491e-05	1.26344567216208e-06	8.63083535593314e-06	2.31980238182676e-06	1.47055433175365e-06	1.47055433175365e-06	1.26011012373923e-06	1.8614937513682e-06	1.32736490638867e-08	5.24832957862404e-07	0.00209204796176719	9.93265085618864e-08	1.52317705091426e-06	1.52317705091426e-06	1.46397639799277e-06	9.93265085618864e-08	5.24832957862404e-07	1.84568091697301e-06	4.47106676144991e-06	7.35277165876827e-07	1.84568091697301e-06
"Stillingia_lineata"	0.000611322293811309	0.00161910277881187	0.000251919819773954	1.00355199364577	0.000816668383467464	1.89468396249815e-06	0.000921834619050807	0.000788994636658295	9.54918913369515e-05	0.000236877005344232	0.00019430957451617	0.000610056065702866	0.000348613621072858	4.92548085273883e-07	3.42994281592904e-07	2.22010999580689e-05	2.88944394087164e-05	9.57558153226576e-05	0.0173366636452298	4.84557431287649e-05	0.0201928716054383	0.00577039013937116	0.0057722859890979	0.0373086748575934	1.00025380136612e-05	5.21451349190231e-06	0.00287933722486202	7.22908658723988e-06	1.37197712637161e-05	0.00288181688706093	3.62648818362641e-06	1.74933265708029e-05	1.90245385338223e-05	2.8274344393802e-06	1.43453570301508e-05	4.26079678634703e-06	4.26079678634703e-06	0.00286942180880965	5.18069740518058e-07	2.15899527240189e-06	0.00286729141041648	5.24832957862403e-07	2.36877005344232e-06	6.3661260891301e-07	6.3661260891301e-07	4.00797660456873e-06	2.36877005344232e-06	0.00286729141041648	7.01734800925243e-09	2.47475267717413e-06	2.13039839317352e-06	7.01734800925242e-09
"Faujasiopsis_flexuosa"	0.000935638733061973	0.00121265965062985	0.00214611204549595	0.000866163437010947	1.00271617182117	8.66263764824962e-05	0.000419786186086256	0.000388927209564262	0.000171910541365863	0.000303128725738566	0.00038289545450653	0.000111322496231104	0.000193180807988121	8.60341567448168e-07	7.64458265891939e-05	5.86296389669746e-05	3.05508085516277e-05	0.000145295155695289	0.0183304851309766	0.0335366776713898	6.71548855924396e-05	0.00612185705040282	0.0152437061314134	0.00916331674963871	1.86484064939113e-05	2.63199047100545e-05	1.27235483242916e-05	1.24345907877906e-05	0.00305783306356776	1.2599230116566e-05	5.55039926392696e-06	0.0121577284242976	1.01567155298165e-05	4.67088309322783e-06	7.0714038102593e-06	3.19120960692066e-06	3.19120960692066e-06	4.07035748063446e-06	7.92914180560994e-07	4.25439393896145e-06	2.47475267717413e-06	4.4710667614499e-06	3.03128725738566e-06	1.14607027577242e-06	1.14607027577242e-06	1.82515733080981e-06	3.03128725738566e-06	2.47475267717413e-06	3.20838431416653e-07	0.00303853385400356	1.59560480346033e-06	3.20838431416653e-07
"Bertiera_zaluzania"	0.00487394065666068	0.00141773637435986	0.000885926840147046	2.45607180323835e-06	0.000105876682367495	1.00229127469942	0.000141766588077345	1.00593262261484e-05	0.000333816032532193	6.53520030194037e-07	1.30158248383459e-06	5.69471617396798e-07	8.28910694160303e-07	3.44200613986351e-05	1.13198657294538e-07	1.50875780384545e-07	1.19208754993197e-07	0.0857478508041526	7.15252529959185e-05	0.00376893848809432	8.06536365609e-06	6.37607491364751e-05	3.92277028999816e-05	5.40964104704366e-06	0.00373095302447912	2.98806955029188e-05	2.48105559396874e-05	9.04151935157571e-06	4.52794629178153e-06	9.34344045604285e-06	2.89132072852752e-05	1.94545440568697e-06	1.89672549820739e-06	1.68422549845948e-05	1.82896840475425e-07	3.73088519568384e-06	3.73088519568384e-06	1.87245994585117e-06	4.13045818361075e-06	1.44620275981621e-08	7.01734800925242e-09	1.84568091697301e-06	6.53520030194038e-09	2.22544021688129e-06	2.22544021688129e-06	6.16376469901502e-07	6.53520030194037e-09	7.01734800925243e-09	0.00371218990629415	3.20838431416653e-07	1.86544259784192e-06	0.00371218990629415
"Aphloia_theiformis"	0.00123675953089279	0.000403273522560095	0.000702708671036529	0.00140279181159905	0.000602301919167237	0.000166421646873406	1.00260958582405	0.00198324066674112	8.59779866284511e-05	2.02901131334459e-05	9.53958414328298e-07	0.000622180177565641	2.03710816462394e-05	0.00024360059714785	3.13200308910995e-07	1.04433716381137e-07	1.3495952879479e-07	0.00883558818780434	8.09757172768742e-05	0.00442611158583722	0.0524829651298537	0.0174679047925932	2.71527662590956e-05	0.00443300135223538	1.14889546964436e-05	1.25603884767977e-05	1.7220297010769e-05	0.00438293073789279	1.25280123564398e-05	6.88743723619424e-06	7.33670908156737e-06	0.00437548747190508	8.09932797464703e-06	4.29067704714632e-06	3.6058921213475e-05	1.06124611200025e-06	1.06124611200025e-06	4.53859966056885e-06	1.04810129736677e-06	1.05995379369811e-08	4.00797660456873e-06	1.46397639799277e-06	2.02901131334459e-07	5.73186577523007e-07	5.73186577523007e-07	0.00435917211227848	2.02901131334459e-07	4.00797660456873e-06	6.16376469901502e-07	1.82515733080981e-06	5.30623056000126e-07	6.16376469901502e-07
"Croton_fothergillifolius"	8.66716780273709e-05	0.000555390449154204	0.000278376285819211	0.0012552187401382	0.000583390814346393	1.23455367320912e-05	0.00207338796977481	1.00415014549114	1.59779486264757e-05	0.000188338896127712	1.59855040727252e-05	0.000677507476528216	7.76269310282054e-05	6.43697585920501e-07	0.000114581712068986	8.32822446471112e-08	1.53376875973466e-05	4.46711124271084e-05	0.00920261255840794	0.0046068913735734	0.0594995375426844	5.21939107139563e-05	2.16533836082489e-05	8.0053053129065e-05	3.83476304451581e-06	3.26700585028079e-06	1.17325202673672e-05	1.09590498665573e-05	0.00458326848275943	8.1027452473159e-06	5.14154022196268e-07	0.00458040497725516	1.18670696301104e-05	4.33391038818076e-07	0.0182572753725661	1.4615538135637e-06	1.4615538135637e-06	4.31711616431956e-06	7.34505745994669e-08	1.77616711919169e-07	3.58633925753771e-06	5.7995059545669e-07	1.88338896127712e-06	1.06519657509838e-07	1.06519657509838e-07	9.01473030336875e-06	1.88338896127712e-06	3.58633925753771e-06	4.57242101188563e-08	1.76785095256483e-06	7.30776906781848e-07	4.57242101188563e-08
"Molinaea_alternifolia"	0.00264299310703281	0.00152423739030325	0.000731124984438846	0.000222814413119554	0.000378203191004899	0.000600868858557948	0.000131832912830292	2.34343246521643e-05	1.00303186556834	0.000115248324196002	0.00032172126004953	1.18897931819052e-05	5.69140887845555e-05	0.000244744528535165	1.74182063311761e-07	5.16446072797139e-05	1.12985666368458e-05	0.0203325359385958	0.0067791399821075	5.6547818041307e-05	1.32477179928242e-05	0.00672948472194949	0.0134275978927256	1.7865193517678e-05	0.0267628840114908	1.88150085894561e-05	1.7782350091124e-05	2.60204935708389e-05	6.96728253247045e-06	1.12968689409704e-05	1.56787726688387e-05	5.26398733812253e-06	4.55492509719488e-06	0.0133804776815788	4.26078630039351e-07	4.0111510271138e-06	4.0111510271138e-06	2.64218812246991e-06	2.23982466697696e-06	3.574680667217e-06	6.3661260891301e-07	1.52317705091426e-06	1.15248324196002e-06	0.00668687910378896	0.00668687910378896	5.73186577523007e-07	1.15248324196002e-06	6.3661260891301e-07	2.22544021688129e-06	1.14607027577242e-06	2.0055755135569e-06	2.22544021688129e-06
"Psiadia_terebinthina"	0.00100570596201062	0.000857756795958856	4.76767241097055e-05	0.000829069518704812	0.00100032479493727	1.7645040815239e-06	4.66672602069256e-05	0.000414345571480967	0.000172872486294003	1.00355590994767	0.000482409175916852	0.000306510952304702	0.000530754101002299	1.60331226003555e-07	0.000754697851324231	7.74617010352598e-05	1.69224227499999e-05	9.05497433573256e-05	0.0101534536499999	3.95254077059302e-05	5.71229694380324e-05	2.59226155821032e-05	0.0201400422691675	0.0100895864492311	8.20367546167712e-06	4.7580984835324e-06	1.62483083847716e-05	1.54354244706229e-06	0.0301879140529692	1.39091746578755e-05	5.96605231701215e-06	1.42114391221542e-05	0.0100518879396654	4.86184604835382e-06	7.53355584510848e-06	2.25725472620752e-06	2.25725472620752e-06	3.49739741654608e-06	8.52293188144593e-07	5.36010195463169e-06	2.36877005344232e-06	9.93265085618863e-08	0.0100355590994767	1.15248324196002e-06	1.15248324196002e-06	2.02901131334459e-07	0.0100355590994767	2.36877005344232e-06	6.53520030194038e-09	3.03128725738566e-06	1.12862736310376e-06	6.53520030194037e-09
