"Sideroxylon_puberulum"	"Grangeria_borbonica"	"Badula_platiphylla"	"Helichrysum_proteoides"	"Myonima_violacea"	"Harungana_madagascariensis"	"Stillingia_lineata"	"Ochna_mauritiana"	"Olea_lancea"	"Psiadia_terebinthina"	"Aphloia_theiformis"	"Psidium_cattleianum"	"Coffea_macrocarpa"	"Homalanthus_populifolius"	"Faujasiopsis_flexuosa"	"Gaertnera_sp1_M_PL_077"	"Coffea_mauritiana"	"Gaertnera_rotundifolia"	"Warneckea_trinervis"	"Wikstroemia_indica"	"Apis_mellifera"	"Chaetocnema_sp1_M_PL_077"	"Dysauxes_florida"	"Brachymyrmex_sp1_M_PL_077"	"Stomorhina_lunata"	"Nacoleia_sp1_M_PL_077"	"Technomyrmex_albipes"	"Lygistorrhina_sp1_M_PL_077"	"Panara_naso"	"Chrysomya_megacephala"	"Eumolpinae_sp1_M_PL_077"	"Pachycerina_crinicornis"	"Polistes_hebraeus"	"Allograpta_nasuta"	"Syritta_nigrofemorata"	"Musca_domestica"	"Ornidia_obesa"	"Cerambycidae_sp1_M_PL_077"	"Cixiidae_sp1_M_PL_077"	"Eristalinus_flaveolus"	"Fannia_pusio"	"Ischiodon_aegyptius"	"Lygaeidae_sp1_M_PL_077"	"Melanostoma_bituberculatum"	"Mordellidae_sp1_M_PL_077"	"Nitidulidae_sp1_M_PL_077"	"Sarcophaga_arno"	"Villa_unifasciata"
"Sideroxylon_puberulum"	1.00609898851981	0.00136003625321218	9.3002555014479e-05	0.000394901979595883	0.00033344137486431	8.29381950640464e-07	1.22520541714995e-06	0.000410365280848549	1.11889472961685e-06	0.000231363480648773	0.000660439397685587	5.26053110005809e-07	5.17548314221763e-07	5.2548867533842e-07	0.000165841640955238	0.0002195931377009	1.02500522010728e-07	4.55490269170745e-05	8.25549247106984e-05	8.74563295384656e-08	0.0817293754635913	8.57072029476964e-05	6.01379524016382e-05	1.76094888858092e-06	0.00409063466588295	8.20004176085824e-06	3.66658514862769e-08	0.00815755936637682	0.00273294161502447	0.00136650742065951	1.08802900256974e-05	0.00136610098295957	0.00136677390963745	7.32994302696591e-06	5.64145685136976e-06	5.03370731291208e-06	4.60055812354761e-06	8.16803611433302e-09	7.50698107626315e-09	6.57566387507261e-09	1.88048561712325e-06	6.57566387507261e-09	1.88048561712325e-06	2.31363480648773e-06	2.31363480648773e-06	2.90632984420247e-07	1.88048561712325e-06	2.90632984420247e-07
"Grangeria_borbonica"	0.00201285365475402	1.00279106803452	0.000727547705805752	0.000465623506378143	0.000995336577918137	0.000298461695643196	0.000461779174481952	0.000328878855852742	0.00032975947125688	0.000250540208528244	0.000261255474191031	0.000198269096326085	0.000335598960400091	0.000198056361244191	0.000271217873976494	3.34543520344474e-05	7.5543472986966e-05	1.46453169832062e-07	3.26569342738789e-05	3.29622372642117e-05	0.03233036493114	0.0323029925189275	0.0161412316953556	2.19471044131068e-05	2.0728277224132e-05	0.00604347783895727	1.53282130620301e-05	1.63204350385461e-05	8.7871901899237e-06	0.00201302486545303	0.00802232854427619	9.9481314692661e-06	9.89523922308428e-06	4.11295844287746e-06	6.65176437683061e-06	0.00200808753815433	0.00200779939086132	3.07852782987968e-06	2.82937658920272e-06	2.47836370407607e-06	2.21725479227687e-06	2.47836370407607e-06	2.21725479227687e-06	2.50540208528244e-06	2.50540208528244e-06	2.27358658064297e-06	2.21725479227687e-06	2.27358658064297e-06
"Badula_platiphylla"	0.000215068408470983	0.00113679329032149	1.0035795223421	0.000355250648609251	1.6746038771443e-06	0.00105907036834975	0.000991545180495178	0.000494984780642175	0.000708067431112293	0.000212555472525129	6.42278523758547e-07	0.000425728958270611	0.000281778719224819	0.000425272167542853	7.12087018664817e-05	7.06248892674726e-05	2.86888621282729e-07	7.7247056756345e-08	8.02848154698183e-08	7.07774393124891e-05	7.94819673151201e-05	0.0693618905262393	2.52646728182804e-05	0.0188336011055815	0.00628236309273176	2.29510897026183e-05	4.14043644516904e-05	1.74379790652148e-06	4.6348234053807e-06	6.38144404559666e-06	9.0943463225719e-06	6.23341219020498e-06	7.79884566700267e-06	8.79113962205781e-06	5.07500926584645e-06	4.39914130589427e-06	3.96525633592512e-06	6.61030120330119e-06	6.07531667918362e-06	5.32161197838264e-06	1.69166975528215e-06	5.32161197838264e-06	1.69166975528215e-06	2.1255547252513e-06	2.1255547252513e-06	0.00313618600731908	1.69166975528215e-06	0.00313618600731908
"Helichrysum_proteoides"	0.00139155935667121	0.00110862739613844	0.000541334321690288	1.00412683309317	0.000555425730900152	0.000178156192794546	0.00027600540577198	0.000450225883711902	0.000197323821349779	0.000463286434203901	7.88695700368625e-05	0.00011850543594764	2.03259475402514e-05	0.000118378284192331	0.000142617110411855	0.000223865090504548	9.77878234470139e-08	8.00130131716267e-05	9.85869625460781e-06	1.97015287262951e-05	0.00976010929206173	0.0193074981517692	0.00963183098979212	1.2536344420187e-05	0.00480269697597269	7.82302587576111e-06	6.57823630718926e-06	1.12829137027395e-05	0.0048007807902976	0.00479028695281415	8.86901916910748e-06	0.00479270256236391	0.0095687450641068	9.25602260484655e-06	0.0143446690441881	6.85011913431588e-06	0.00478377360285498	1.84003603847986e-06	1.69111834560473e-06	1.4813179493455e-06	0.00478155634806271	1.4813179493455e-06	0.00478155634806271	4.63286434203901e-06	4.63286434203901e-06	1.69166975528215e-06	0.00478155634806271	1.69166975528215e-06
"Myonima_violacea"	0.00129866640736626	0.0026193067839951	2.82038547729566e-06	0.000613891597310695	1.00433905827059	1.07040020851734e-06	1.65669006583033e-06	8.74547597281121e-05	1.20737430985964e-06	2.27793495697357e-05	0.000172862172265858	7.11314975633271e-07	9.09229748635005e-07	7.10551762140102e-07	0.000893859236073273	2.20025626797078e-05	1.97344138793578e-07	1.19643093249005e-07	2.16077715332322e-05	1.18256114699031e-07	0.0213916938178999	0.000115890992405051	0.0793823741099302	7.84641677379809e-08	9.52907708150063e-06	1.57875311034862e-05	5.0767827297919e-08	1.0529727627294e-05	7.17858559494028e-06	1.01446549887637e-05	2.09544542719608e-05	5.13383491647083e-06	8.33033091000417e-06	7.44394886079893e-07	8.76987996158135e-06	5.46640706368755e-06	8.16190688851731e-06	1.10446004388688e-08	1.01507394591443e-08	8.89143719541589e-09	2.92329332052712e-06	8.89143719541589e-09	2.92329332052712e-06	2.27793495697357e-07	2.27793495697357e-07	8.81370461654892e-09	2.92329332052712e-06	8.81370461654892e-09
"Harungana_madagascariensis"	3.61025084396437e-06	0.000877828516597635	0.00199354422277601	0.000220075296981498	1.1963296448135e-06	1.00379252536721	0.000765082093353639	0.000328167091281545	0.000546289100521241	0.000110085888344851	3.58988359098465e-07	0.000328494968259823	0.000694859777592613	0.000328142505847526	5.49054026560229e-05	6.06273852121578e-07	5.62869137733142e-07	1.79957290115404e-08	4.48735448873081e-08	5.46122884731954e-05	4.4424809438435e-05	0.0535200427037316	1.8980928684933e-05	0.0118566293502779	1.73679543574241e-05	4.50295310186513e-05	0.0354378980518	2.92723041402517e-08	1.07974374069243e-06	3.90937223867429e-06	7.02262813278108e-06	3.25457408892754e-06	4.83555968738385e-06	4.98647367859716e-06	3.1439328140214e-06	2.85651591664379e-06	2.80363463786907e-06	5.10054728902426e-06	4.68775008353609e-06	4.10618710324778e-06	1.0479776046738e-06	4.10618710324778e-06	1.0479776046738e-06	1.10085888344852e-06	1.10085888344852e-06	6.22982569617502e-06	1.0479776046738e-06	6.22982569617502e-06
"Stillingia_lineata"	6.04434672460643e-06	0.00153926391493984	0.00211529638505638	0.000386407568080771	2.09847408338508e-06	0.000867093039134125	1.00201078019118	0.000576243818451595	0.000959415382039932	0.00019324018898845	6.29595848370125e-07	0.000576916435824378	9.76808136732435e-05	0.000576297426773064	9.64264916497353e-05	9.67993156948233e-07	1.85448614154784e-07	3.15298589194236e-08	7.86994810462657e-08	9.59123574558027e-05	7.7912486235803e-05	0.0939941103066867	3.32952883050669e-05	5.12583419931877e-05	2.18357094830222e-05	1.48358891323827e-05	3.19987239294776e-05	4.90082166859981e-08	1.89179153516541e-06	6.85913379435837e-06	1.23141113195187e-05	5.71300785436319e-06	8.49027193350402e-06	8.75422445710978e-06	5.52010811543959e-06	5.01092971976418e-06	4.91856386835954e-06	0.00668007186794117	8.23282038247234e-06	7.21145544780472e-06	1.84003603847986e-06	7.21145544780472e-06	1.84003603847986e-06	1.9324018898845e-06	1.9324018898845e-06	6.61030120330118e-06	1.84003603847986e-06	6.61030120330118e-06
"Ochna_mauritiana"	0.00253058589856605	0.00137032856605309	0.0013199594150458	0.000787895296495828	0.000138470036236177	0.000464903379315522	0.000720304773064494	1.00074620324421	0.000514458578716819	0.000231398362260699	0.000271973340058124	0.000309269417779786	5.25672743001134e-05	0.000308937583640537	0.000119906048961843	0.000128047607028657	1.40498318423521e-07	2.48072742560327e-07	3.39966675072655e-05	5.14160407058893e-05	0.0336567008321929	0.0503877198917716	4.63561691994873e-05	3.0969651614898e-05	0.00836626056483771	1.12398654738817e-05	1.71593156255074e-05	2.05182640424274e-05	1.48843645536196e-05	1.22262337927169e-05	1.09626285284247e-05	1.17995602832177e-05	0.00835047516910404	8.9451497377748e-06	1.12556470927975e-05	5.05464075471317e-06	6.49253949637203e-06	4.80203182042996e-06	4.41339405200767e-06	3.86586772224732e-06	3.75188236426585e-06	3.86586772224732e-06	3.75188236426585e-06	2.31398362260699e-06	2.31398362260699e-06	4.12487317201813e-06	3.75188236426585e-06	4.12487317201813e-06
"Olea_lancea"	7.52710999924065e-06	0.00149890668753127	0.00205983252687213	0.000376709113485942	2.08546471703029e-06	0.000844264973532828	0.00130829370278173	0.000561227540418349	1.0012379549901	0.00018827674908492	6.96255089792018e-07	0.000561727822547742	9.51092458872064e-05	0.00056112511029179	9.3908781705437e-05	0.000609339791336889	1.80578900824595e-07	3.69374337893095e-07	8.70318862240022e-08	9.33872504985621e-05	8.61615673617622e-05	0.0915195054885909	3.24302938798399e-05	4.9913092491913e-05	3.14136483750704e-05	1.44463120659676e-05	3.1156290813833e-05	6.10306216154647e-08	2.21624602735857e-05	6.68460555754261e-06	1.19912535002502e-05	5.56955967332927e-06	8.27477378314541e-06	0.00912247455356067	5.38155876408489e-06	4.88058086591174e-06	4.79166629642417e-06	8.72195801854483e-06	8.01607300416843e-06	7.02159778184678e-06	1.79385292136163e-06	7.02159778184678e-06	1.79385292136163e-06	1.8827674908492e-06	1.8827674908492e-06	6.43697664647539e-06	1.79385292136163e-06	6.43697664647539e-06
"Psiadia_terebinthina"	0.00171208975680092	0.00125270104264122	0.000680177512080414	0.000972901511828191	4.32807641824978e-05	0.000187146010186247	0.000289860283482675	0.000277678034712839	0.000207104423993412	1.00392894936174	8.28314123445498e-05	0.000124454153939285	2.13962818360787e-05	0.00012432061943935	4.17713677805882e-05	0.000122970737689387	1.09372352092549e-07	2.23024349660446e-07	1.03539265430687e-05	2.06905030924062e-05	0.010250387277638	0.020276693030558	3.48144161908273e-05	1.52607072874916e-05	0.0100594778677468	8.74978816740392e-06	6.91081446977792e-06	1.38818088389264e-05	1.33814609796267e-05	0.0100487413948512	1.00216083411297e-05	0.0200855254863832	1.38933471131727e-05	5.98179208049543e-06	1.3898593026117e-05	0.0100417948957026	7.13826642732144e-06	1.9324018898845e-06	1.77600884913358e-06	1.55567692424107e-06	4.63286434203901e-06	1.55567692424107e-06	4.63286434203901e-06	0.0100392894936174	0.0100392894936174	2.12555472525129e-06	4.63286434203901e-06	2.12555472525129e-06
