"Salix_fragilis"	"Vaccinium_myrtilloides"	"Ledum_groenlandicum"	"Nemopanthus_mucronata"	"Gaylussacia_baccata"	"Spiraea_alba"	"Chamaedaphne_calyculata"	"Aronia_melanocarpa"	"Kalmia_polifolia"	"Kalmia_angustifolia"	"Calopogon_pulchellus"	"Smilacina_trifolia"	"Andromeda_glaucophylla"	"Dilophus_caurinus"	"Andrena_vicina"	"Bombus_terricola"	"Colletes_inaequalis"	"Andrena_regularis"	"Pyrobombus_ternarius"	"Andrena_bradleyi"	"Cyphon_variabilis"	"Andrena_mandibularis"	"Pyrobombus_sandersoni"	"Sercomyia_transversa"	"Pyrobombus_impatiens"	"Melanostoma_sp1_M_PL_033"	"Apis_mellifera"	"Pyrobombus_perplexus"	"Adela_purpurea"	"Helophilus_latifrons"	"Syritta_pipiens"	"Eristalis_dimidiata"	"Andrena_carolina"	"Macrodactlyus_subspinosus"	"Shaerophoria_sp1_M_PL_033"	"Hybomitra_typhus"	"Syrphus_torvus"	"Toxomerus_marginatus"	"Spilogona_fatima"	"Dialictus_pilosus"	"Hybomitra_minuscula"	"Andrena_alleghaniensis"	"Andrena_carlini"	"Helophilus_fasciatus"	"Pyrophaena_rosarum"	"Helophilus_laetus"	"Thymelicus_lineola"
"Salix_fragilis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00802919708029197	0.00218978102189781	0.0372262773722628	0	0.00145985401459854	0.00364963503649635	0.027007299270073	0	0.00145985401459854	0	0	0	0.00072992700729927	0.00145985401459854	0.0145985401459854	0	0	0	0.00072992700729927	0	0	0	0	0	0.00072992700729927	0	0	0	0.00072992700729927	0	0	0	0
"Vaccinium_myrtilloides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00510948905109489	0.0102189781021898	0.00802919708029197	0.0072992700729927	0.0116788321167883	0.00875912408759124	0	0.00072992700729927	0.00510948905109489	0.00072992700729927	0.0124087591240876	0	0.0145985401459854	0.0102189781021898	0	0	0	0	0.00437956204379562	0	0	0	0	0	0	0	0	0	0.00072992700729927	0	0	0	0
"Ledum_groenlandicum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0082089552238806	0.0164179104477612	0.00223880597014925	0.023134328358209	0.00671641791044776	0	0	0.00671641791044776	0.00223880597014925	0.00149253731343284	0.00373134328358209	0	0	0	0	0.0104477611940299	0	0.00373134328358209	0.00298507462686567	0	0.00298507462686567	0	0	0	0	0	0	0.00149253731343284	0.000746268656716418	0.00298507462686567	0.000746268656716418	0.00298507462686567	0
"Nemopanthus_mucronata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0659090909090909	0.00303030303030303	0	0	0.000757575757575758	0.000757575757575758	0	0	0.0053030303030303	0	0	0	0.0113636363636364	0.000757575757575758	0	0	0	0	0	0	0	0	0	0.000757575757575758	0	0.00303030303030303	0.000757575757575758	0	0.00454545454545455	0.00151515151515152	0	0.00151515151515152	0	0
"Gaylussacia_baccata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0254385964912281	0.00614035087719298	0	0.00614035087719298	0.00526315789473684	0.00350877192982456	0	0	0.012280701754386	0.0201754385964912	0.00263157894736842	0	0.00087719298245614	0	0	0.00350877192982456	0	0.00614035087719298	0.0043859649122807	0	0	0.00087719298245614	0	0	0	0	0	0	0	0.00263157894736842	0	0	0
"Spiraea_alba"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0413793103448276	0	0	0.00804597701149425	0	0	0	0.00229885057471264	0	0.00114942528735632	0	0	0.00229885057471264	0	0	0.00114942528735632	0.00459770114942529	0	0.0172413793103448	0	0	0	0	0	0	0.0137931034482759	0	0	0	0.00114942528735632	0.00344827586206897	0.00344827586206897
"Chamaedaphne_calyculata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0256756756756757	0	0.00810810810810811	0.00540540540540541	0.00135135135135135	0.0337837837837838	0	0.00135135135135135	0.00135135135135135	0	0.00135135135135135	0.00135135135135135	0	0	0	0	0	0	0	0	0.00135135135135135	0	0	0	0.00945945945945946	0	0	0	0.00810810810810811	0.00135135135135135	0	0	0
"Aronia_melanocarpa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00144927536231884	0	0.00289855072463768	0.0101449275362319	0.00144927536231884	0	0	0	0.00289855072463768	0	0	0.00144927536231884	0	0.00289855072463768	0	0.00144927536231884	0.0202898550724638	0.00289855072463768	0	0	0.0115942028985507	0	0.0188405797101449	0	0	0.0101449275362319	0	0.00434782608695652	0	0.00289855072463768	0	0.00434782608695652	0
"Kalmia_polifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027027027027027	0	0	0.0162162162162162	0.00810810810810811	0.00540540540540541	0	0.0351351351351351	0.0027027027027027	0.0108108108108108	0.0027027027027027	0	0.0027027027027027	0.0027027027027027	0	0	0	0	0	0	0	0	0	0	0	0.0108108108108108	0	0	0	0	0	0	0
"Kalmia_angustifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0107142857142857	0	0	0.0107142857142857	0.00714285714285714	0.00714285714285714	0	0	0	0	0	0	0.0107142857142857	0	0	0	0	0.0464285714285714	0	0	0	0	0	0	0	0.00357142857142857	0.00357142857142857	0	0
