"Amelanchier_lamarckii"	"Cornus_sanguinea"	"Crataegus_monogyna"	"Crataegus_oxyacantha"	"Euonymus_europaea"	"Fragaria_vesca_dom."	"Frangula_alnus"	"Hedera_helix"	"Ligustrum_vulgare"	"Lonicera_xylosteum"	"Malus_domesticus"	"Prunus_avium"	"Prunus_avium_duralis"	"Prunus_domestica"	"Prunus_padus"	"Prunus_serotina"	"Prunus_spinosa"	"Rhamnus_cathartica"	"Ribes_rubrum"	"Rosa_canina"	"Rubus_fruticosus"	"Rubus_ideaus"	"Sambucus_nigra"	"Sambucus_racemosa"	"Sorbus_aria"	"Sorbus_aucuparia"	"Sorbus_torminalis"	"Taxus_baccata"	"Viburnum_lantana"	"Viburnum_opulus"	"Viscum_album"	"Carduelis_chloris"	"Coccothraustes_coccothraustes"	"Columba_palumbus"	"Corvus_corone_corone"	"Erithacus_rubecula"	"Ficedula_hypoleuca"	"Fringilla_coelebs"	"Garrulus_glandarius"	"Parus_caeruleus"	"Parus_major"	"Parus_montanus"	"Parus_palustris"	"Passer_domesticus"	"Passer_montanus"	"Phoenicurus_ochruros"	"Phoenicurus_phoenicurus"	"Phylloscopus_collybita"	"Pica_pica"	"Pyrrhula_pyrrhula"	"Sitta_europaea"	"Sturnus_vulgaris"	"Sylvia_atricapilla"	"Sylvia_borin"	"Sylvia_communis"	"Sylvia_curruca"	"Turdus_iliacus"	"Turdus_merula"	"Turdus_philomelos"	"Turdus_pilaris"	"Turdus_torquatus"	"Turdus_viscivorus"
"Amelanchier_lamarckii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00183150183150183	0.00549450549450549	0.0155677655677656	0	0	0	0.0183150183150183	0	0.0133699633699634	0	0	0	0.00732600732600733	0.00915750915750916	0	0	0	0	0	0	0	0.00402930402930403	0.00824175824175824	0	0.00183150183150183	0	0.00915750915750916	0	0.00567765567765568	0	0
"Cornus_sanguinea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00393700787401575	0	0	0.00295275590551181	0.00255905511811024	0	0	0.0031496062992126	0.00354330708661417	0	0.00354330708661417	0	0	0.00196850393700787	0	0	0	0	0	0	0.00452755905511811	0	0	0	0	0.00590551181102362	0.0275590551181102	0.0403543307086614	0	0
"Crataegus_monogyna"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00849673202614379	0	0	0.00326797385620915	0	0.00326797385620915	0	0.0042483660130719	0.0065359477124183	0	0	0	0	0	0	0	0	0.00326797385620915	0	0	0	0	0	0	0.0222222222222222	0.0205882352941176	0.0120915032679739	0.0160130718954248	0	0
"Crataegus_oxyacantha"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0
"Euonymus_europaea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Fragaria_vesca_dom."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0
"Frangula_alnus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00740740740740741	0	0	0	0.00529100529100529	0	0	0	0	0	0	0	0	0	0.0132275132275132	0	0	0.0142857142857143	0.0195767195767196	0	0	0	0.0137566137566138	0.0264550264550265	0	0	0
"Hedera_helix"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0258620689655172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00517241379310345	0	0	0	0	0.0525862068965517	0.0163793103448276	0	0	0
"Ligustrum_vulgare"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0136054421768707	0	0	0	0.00680272108843537	0	0	0	0	0	0	0	0	0	0.0326530612244898	0	0	0	0	0	0	0	0.026530612244898	0	0.0204081632653061	0	0
"Lonicera_xylosteum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0407407407407407	0	0	0	0	0	0	0	0	0	0.0222222222222222	0.0246913580246914	0	0	0	0.00617283950617284	0.00617283950617284	0	0	0
