"Stillingia_lineata"	"Labourdonnaisia_callophylloides"	"Aphloia_theiformis"	"Gaertnera_sp1_M_PL_081"	"Ochna_mauritiana"	"Croton_grangeroides"	"Syzygium_coriaceum"	"Grangeria_borbonica"	"Phyllanthus_phillyreifolius"	"Croton_fothergillifolius"	"Euodia_chapelieri"	"Cordemoya_integrifolia"	"Smilax_anceps"	"Chaetocnema_sp1_M_PL_081"	"Apis_mellifera"	"Musca_domestica"	"Chrysomya_megacephala"	"Nacoleia_sp1_M_PL_081"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_081"	"Stomorhina_lunata"	"Dysauxes_florida"	"Phorinia_sp1_M_PL_081"	"Allograpta_nasuta"	"Villa_unifasciata"	"Ahasverus_advena"	"Episyrphus_sp1_M_PL_081"	"Pachycerina_crinicornis"	"Syritta_nigrofemorata"	"Cheloninae_sp1_M_PL_081"	"Fannia_pusio"	"Lecithoceridae_sp1_M_PL_081"	"Mauritiborium_undulatus"	"Melanostoma_annulipes"	"Melanostoma_bituberculatum"	"Mordellidae_sp1_M_PL_081"	"Nacoleia_sp2_M_PL_081"	"Paragus_borbonicus"	"Pelecophora_intemipta"	"Polistes_hebraeus"	"Sarcophaga_arno"	"Stomoxys_calcitrans"	"Syritta_sp1_M_PL_081"	"Thysanoplusia_orichalcea"
"Stillingia_lineata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0307692307692308	0	0.0217948717948718	0.0166666666666667	0	0.00512820512820513	0	0	0	0.00641025641025641	0.00128205128205128	0.00256410256410256	0.00256410256410256	0	0.00128205128205128	0.00256410256410256	0	0.00128205128205128	0	0.00128205128205128	0	0	0.00128205128205128	0	0.00128205128205128	0.00128205128205128	0	0.00128205128205128	0	0.00128205128205128	0
"Labourdonnaisia_callophylloides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Aphloia_theiformis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0115384615384615	0.0153846153846154	0	0	0.00384615384615385	0.0346153846153846	0.0230769230769231	0	0	0	0.00384615384615385	0	0	0	0	0	0	0	0	0	0.00384615384615385	0	0	0	0	0	0	0.00384615384615385	0	0
"Gaertnera_sp1_M_PL_081"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00384615384615385	0.0192307692307692	0	0.0115384615384615	0.0423076923076923	0	0	0	0	0	0.00384615384615385	0	0	0.00769230769230769	0	0	0	0	0.00384615384615385	0	0	0	0	0	0	0	0.00384615384615385	0	0	0	0.00384615384615385
"Ochna_mauritiana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0608695652173913	0	0.00434782608695652	0.00434782608695652	0.00869565217391304	0	0	0.00869565217391304	0	0	0.00434782608695652	0	0	0	0.00434782608695652	0	0	0	0	0	0.00434782608695652	0	0	0	0	0	0	0	0	0	0
"Croton_grangeroides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.080952380952381	0	0.00952380952380952	0	0	0	0	0	0.00952380952380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syzygium_coriaceum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0611111111111111	0	0.0166666666666667	0	0.0111111111111111	0	0	0.00555555555555556	0	0	0	0.00555555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Grangeria_borbonica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.04375	0	0	0	0	0	0	0.0125	0	0.00625	0	0.00625	0	0	0	0	0	0	0	0	0	0	0.00625	0	0	0	0	0	0	0
"Phyllanthus_phillyreifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0777777777777778	0	0	0.0111111111111111	0	0	0	0	0	0	0	0.0111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Croton_fothergillifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Euodia_chapelieri"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cordemoya_integrifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Smilax_anceps"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chaetocnema_sp1_M_PL_081"	0.0296296296296296	0	0	0.00123456790123457	0.0172839506172839	0.0209876543209877	0.0135802469135802	0.00493827160493827	0	0.00493827160493827	0.00493827160493827	0.00246913580246914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Apis_mellifera"	0	0.0659090909090909	0.00681818181818182	0.0113636363636364	0	0	0	0.0159090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Musca_domestica"	0.062962962962963	0	0.0148148148148148	0	0.0037037037037037	0.00740740740740741	0.0111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chrysomya_megacephala"	0.0722222222222222	0	0	0.0166666666666667	0.00555555555555556	0	0	0	0	0	0	0	0.00555555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nacoleia_sp1_M_PL_081"	0	0	0	0.0733333333333333	0.0133333333333333	0	0.0133333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Technomyrmex_albipes"	0.0333333333333333	0	0.00833333333333333	0	0	0	0	0	0.0583333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
