"Claytonia_virginica"	"Erythronium_umbilicatum"	"Stellaria_pubera"	"Thalictrum_thalictroides"	"Cardamine_angustata_angustata"	"Hepatica_americana"	"Sangiunaria_canadensis"	"Tiarella_cordifolia_collina"	"Aesculus_sylvatica"	"Viola_papilionacea"	"Uvularia_sessilifolia"	"Podophyllum_peltatum"	"Trillium_catesbei"	"Bombylius_major"	"Andrena_erigeniae"	"Andrena_nigrihirta"	"Andrena_tridens"	"Apis_mellifera"	"Nomada_sp1_M_PL_025"	"Bombus_bimaculatus"	"Gonia_sp1_M_PL_025"	"Halictid_sp1_M_PL_025"	"Dialictus_abanci"	"Hylema_platura"	"Osmia_conjucta"	"Nomada_perplexa"	"Andrena_carlini"	"Platycheirus_obscurus"	"Osmia_sp1_M_PL_025"	"Nomada_pygmaea"	"Andrena_nasonii"	"Evylaeus_macoupinensis"	"Osmia_lignaria"	"Augochlora_pura"	"Toxomerous_geminatus"	"Ceratina_calcarata"	"Dialictus_cressonii"	"Euchlo_creusa_lotta"	"Xylocopa_virginica_virginica"	"Osmia_atriventris"	"Andrena_violae"	"Bombus_pennsylvanicus"	"Ephemoropsis_laboriosa"	"Nomada_luteola"	"Andrena_arabis"	"Andrena_ziziaeformis"	"Augochorella_striata"	"Lycaenopsis_argiolus"	"Unidentified_sp1_M_PL_025"	"Andrena_ceanothi"	"Andrena_dunningi"	"Andrena_imatrix"	"Andrena_personata"	"Lassioglossum_fuscipenne"	"Nomada_bishopii"	"Nomada_sayi"	"Osmia_simillima"
"Claytonia_virginica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0418	0.0378	0.0013	2e-04	4e-04	0.0032	0	0.0037	0.0022	7e-04	0.0016	7e-04	6e-04	1e-04	0.001	4e-04	8e-04	3e-04	4e-04	3e-04	1e-04	4e-04	3e-04	5e-04	5e-04	1e-04	0	0	0	0	0	0	1e-04	1e-04	2e-04	0	1e-04	0	1e-04	0	0	0	0	0
"Erythronium_umbilicatum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000460829493087558	0	0.0629032258064516	0.0165898617511521	0.0119815668202765	0.000230414746543779	0	0	0	0.000691244239631337	0	0.000921658986175115	0.00184331797235023	0.000921658986175115	0	0.00161290322580645	0	0	0	0.000921658986175115	0.000230414746543779	0	0	0	0	0.000460829493087558	0	0	0	0	0	0	0	0.000230414746543779	0	0	0	0	0	0	0	0	0	0
"Stellaria_pubera"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0532751091703057	0.00131004366812227	0.00262008733624454	0	0	0.0192139737991266	0	0.00174672489082969	0	0.00131004366812227	0	0.00305676855895197	0.00174672489082969	0.000873362445414847	0.000436681222707424	0.00131004366812227	0.00218340611353712	0.00349344978165939	0	0	0.00131004366812227	0.00131004366812227	0.000873362445414847	0	0	0	0.00131004366812227	0	0	0	0.00131004366812227	0	0	0	0	0	0	0	0	0.000436681222707424	0	0.000436681222707424	0.000436681222707424	0
"Thalictrum_thalictroides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0807453416149068	0.00062111801242236	0	0	0	0.00062111801242236	0	0.00496894409937888	0.00559006211180124	0.00372670807453416	0	0	0	0	0.00124223602484472	0.00062111801242236	0	0	0.00062111801242236	0	0	0	0.00124223602484472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cardamine_angustata_angustata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0533783783783784	0.00135135135135135	0.0108108108108108	0.0027027027027027	0.00337837837837838	0.00135135135135135	0.00337837837837838	0.00135135135135135	0	0	0	0.000675675675675676	0.00135135135135135	0.00472972972972973	0.0027027027027027	0.000675675675675676	0.000675675675675676	0.00135135135135135	0	0.00135135135135135	0.00202702702702703	0	0	0	0.00135135135135135	0.000675675675675676	0	0	0.000675675675675676	0	0	0.00135135135135135	0	0	0	0.00135135135135135	0	0.000675675675675676	0	0	0.000675675675675676	0	0	0
"Hepatica_americana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0222222222222222	0	0.03	0.01	0.00444444444444444	0.00444444444444444	0.00222222222222222	0.00444444444444444	0.00111111111111111	0.00555555555555556	0.00888888888888889	0	0	0.00111111111111111	0	0	0	0	0.00555555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sangiunaria_canadensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0425531914893617	0	0	0	0.0446808510638298	0	0.00212765957446809	0	0	0	0	0	0	0.00425531914893617	0	0	0	0	0	0	0	0.00212765957446809	0	0.00212765957446809	0	0.00212765957446809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tiarella_cordifolia_collina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0.003125	0	0.05625	0	0	0	0	0.003125	0	0	0	0	0	0	0.003125	0	0	0	0	0.003125	0	0	0	0	0	0.00625	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Aesculus_sylvatica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0892857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00714285714285714	0.00357142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Viola_papilionacea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062962962962963	0	0	0	0	0	0	0	0	0	0	0.00740740740740741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0111111111111111	0.0148148148148148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037037037037037
