"Toddalia_asiatica"	"Aphloia_theiformis"	"Geniostoma_borbonicum"	"Sideroxylon_cinereum"	"Roussea_simplex"	"Psiadia_terebinthina"	"Croton_fothergillifolius"	"Erythroxylum_macrocarpum"	"Claoxylon_linostachys"	"Antirhea_borbonica"	"Dodonaea_viscosa"	"Molinaea_alternifolia"	"Stomorhina_lunata"	"Apis_mellifera"	"Pachycerina_crinicornis"	"Melanostoma_annulipes"	"Chrysomya_megacephala"	"Stomoxys_niger"	"Henotesia_narcissus"	"Stomoxys_calcitrans"	"Fannia_pusio"	"Brachymyrmex_sp1_M_PL_061"	"Musca_domestica"	"Chaetocnema_sp1_M_PL_061"	"Phorinia_sp1_M_PL_061"	"Allograpta_nasuta"	"Technomyrmex_albipes"	"Zosterops_mauritianus"	"Eristalinus_flaveolus"	"Polistes_hebraeus"	"Psilopa_iceryae"	"Leptotes_pirithous"	"Allograpta_sp1_M_PL_061"	"Melanagromyza_sojae"	"Nacoleia_sp1_M_PL_061"	"Lygistorrhina_sp1_M_PL_061"	"Sarcophaga_arno"	"Acopsis_viridicans"	"Atherigona_sp1_M_PL_061"	"Dasytinae_sp1_M_PL_061"	"Dysauxes_florida"	"Episyrphus_sp1_M_PL_061"	"Homoneura_sp1_M_PL_061"	"Nacoleia_sp2_M_PL_061"	"Orthellia_albigena"	"Paragus_borbonicus"	"Pelecophora_intemipta"	"Sapromyza_sp1_M_PL_061"	"Sepsis_lateralis"	"Unidentified_sp1_M_PL_061"
"Toddalia_asiatica"	0	0	0	0	0	0	0	0	0	0	0	0	0.0425531914893617	0	0.0191489361702128	0.00354609929078014	0.00921985815602837	0	0.000709219858156028	0	0.0049645390070922	0	0.00141843971631206	0.000709219858156028	0.00638297872340425	0	0.000709219858156028	0	0.000709219858156028	0	0.00567375886524823	0.00212765957446809	0	0.00141843971631206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000709219858156028	0
"Aphloia_theiformis"	0	0	0	0	0	0	0	0	0	0	0	0	0.0148514851485149	0.0445544554455446	0.00099009900990099	0.0099009900990099	0.00198019801980198	0.00099009900990099	0.00099009900990099	0.00297029702970297	0.00099009900990099	0	0	0	0.00198019801980198	0.00099009900990099	0.00396039603960396	0.00198019801980198	0.00396039603960396	0	0	0.00099009900990099	0.00396039603960396	0	0.00099009900990099	0	0	0	0	0	0	0.00099009900990099	0.00099009900990099	0	0	0	0.00099009900990099	0	0	0
"Geniostoma_borbonicum"	0	0	0	0	0	0	0	0	0	0	0	0	0.0290697674418605	0.00465116279069767	0.0116279069767442	0.0116279069767442	0.00813953488372093	0.0151162790697674	0.00116279069767442	0.00465116279069767	0.00232558139534884	0	0.00465116279069767	0	0	0.00232558139534884	0	0	0	0	0	0	0	0	0	0	0.00116279069767442	0	0	0	0	0	0	0.00116279069767442	0.00116279069767442	0	0	0.00116279069767442	0	0
"Sideroxylon_cinereum"	0	0	0	0	0	0	0	0	0	0	0	0	0.00972222222222222	0.0527777777777778	0.0111111111111111	0	0.00416666666666667	0.00416666666666667	0.00138888888888889	0	0.00138888888888889	0	0	0	0	0	0	0.00555555555555556	0	0.00694444444444444	0	0	0	0	0	0	0.00138888888888889	0	0.00138888888888889	0	0	0	0	0	0	0	0	0	0	0
"Roussea_simplex"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0127659574468085	0.0127659574468085	0	0	0	0.0297872340425532	0	0.00212765957446809	0.00851063829787234	0.00212765957446809	0	0	0.0148936170212766	0	0.00638297872340425	0	0.00638297872340425	0	0	0	0	0	0.00425531914893617	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Psiadia_terebinthina"	0	0	0	0	0	0	0	0	0	0	0	0	0.0388888888888889	0.00833333333333333	0	0.00833333333333333	0.00277777777777778	0	0	0.0166666666666667	0.00277777777777778	0	0.00555555555555556	0	0	0	0	0	0.00833333333333333	0	0	0.00277777777777778	0	0	0	0	0	0.00277777777777778	0	0	0	0	0	0	0	0	0	0	0	0.00277777777777778
"Croton_fothergillifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0.0285714285714286	0.00357142857142857	0	0	0.0178571428571429	0.00357142857142857	0	0.0107142857142857	0	0	0.00714285714285714	0.0214285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00357142857142857	0.00357142857142857	0	0	0	0	0	0	0	0	0
"Erythroxylum_macrocarpum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.015	0	0.005	0	0	0	0.04	0	0.015	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Claoxylon_linostachys"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0444444444444444	0	0	0	0	0.0111111111111111	0	0.0111111111111111	0.0111111111111111	0	0	0.0111111111111111	0	0	0	0	0	0	0.0111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Antirhea_borbonica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dodonaea_viscosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0
"Molinaea_alternifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stomorhina_lunata"	0.0465116279069767	0.0116279069767442	0.0193798449612403	0.00542635658914729	0	0.0108527131782946	0.0062015503875969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Apis_mellifera"	0	0.0463917525773196	0.00412371134020619	0.0391752577319588	0.00618556701030928	0.00309278350515464	0.00103092783505155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pachycerina_crinicornis"	0.0490909090909091	0.00181818181818182	0.0181818181818182	0.0145454545454545	0.0109090909090909	0	0	0.00363636363636364	0	0	0.00181818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Melanostoma_annulipes"	0.0138888888888889	0.0277777777777778	0.0277777777777778	0	0	0.00833333333333333	0	0.00833333333333333	0.0111111111111111	0	0	0.00277777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
