"Sorex_araneus"	"Apodemus_uralensis"	"Clethrionomys_glareolus"	"Microtus_agrestis"	"Clethrionomys_rutilus"	"Microtus_arvalis"	"Sorex_caecutiens"	"Arvicola_terrestris"	"Sicista_betulina"	"Hystrichopsylla_talpae"	"Amalaraeus_penicilliger"	"Rhadinopsylla_integella"	"Megabothris_walkeri"	"Amphipsylla_sibirica"	"Corrodopsylla_birulai"	"Ctenophthalmus_assimilis"	"Ceratophyllus_sciurorum"
"Sorex_araneus"	0	0	0	0	0	0	0	0	0	0.0794816414686825	0.000215982721382289	0.0185745140388769	0	0	0.00107991360691145	0.000647948164146868	0
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	0	0	0.086764705882353	0.00588235294117647	0.00441176470588235	0	0.00294117647058824	0	0
"Clethrionomys_glareolus"	0	0	0	0	0	0	0	0	0	0	0.0744186046511628	0	0.00232558139534884	0.0116279069767442	0	0.00930232558139535	0.00232558139534884
"Microtus_agrestis"	0	0	0	0	0	0	0	0	0	0.00731707317073171	0.0170731707317073	0.00975609756097561	0.0341463414634146	0.0121951219512195	0.0170731707317073	0.0024390243902439	0
"Clethrionomys_rutilus"	0	0	0	0	0	0	0	0	0	0.0121212121212121	0	0.00303030303030303	0.0242424242424242	0.0363636363636364	0.0121212121212121	0.0121212121212121	0
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0.00833333333333333	0	0	0.05	0	0.00833333333333333	0.025	0.00833333333333333
"Sorex_caecutiens"	0	0	0	0	0	0	0	0	0	0	0.0555555555555556	0	0	0.0111111111111111	0	0	0.0333333333333333
"Arvicola_terrestris"	0	0	0	0	0	0	0	0	0	0.0375	0	0	0	0.0375	0	0.025	0
"Sicista_betulina"	0	0	0	0	0	0	0	0	0	0	0.0666666666666667	0	0.0166666666666667	0	0	0	0.0166666666666667
"Hystrichopsylla_talpae"	0.0970976253298153	0	0	0.00079155672823219	0.00105540897097625	0.000263852242744063	0	0.00079155672823219	0	0	0	0	0	0	0	0	0
"Amalaraeus_penicilliger"	0.000925925925925926	0.0546296296296296	0.0296296296296296	0.00648148148148148	0	0	0.00462962962962963	0	0.0037037037037037	0	0	0	0	0	0	0	0
"Rhadinopsylla_integella"	0.0905263157894737	0.00421052631578947	0	0.00421052631578947	0.00105263157894737	0	0	0	0	0	0	0	0	0	0	0	0
"Megabothris_walkeri"	0	0.00909090909090909	0.00303030303030303	0.0424242424242424	0.0242424242424242	0.0181818181818182	0	0	0.00303030303030303	0	0	0	0	0	0	0	0
"Amphipsylla_sibirica"	0	0	0.0192307692307692	0.0192307692307692	0.0461538461538462	0	0.00384615384615385	0.0115384615384615	0	0	0	0	0	0	0	0	0
"Corrodopsylla_birulai"	0.0263157894736842	0.0105263157894737	0	0.0368421052631579	0.0210526315789474	0.00526315789473684	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_assimilis"	0.0176470588235294	0	0.0235294117647059	0.00588235294117647	0.0235294117647059	0.0176470588235294	0	0.0117647058823529	0	0	0	0	0	0	0	0	0
"Ceratophyllus_sciurorum"	0	0	0.0166666666666667	0	0	0.0166666666666667	0.05	0	0.0166666666666667	0	0	0	0	0	0	0	0
