"Marmota_caudata"	"Cricetulus_migratorius"	"Microtus_juldaschi"	"Alticola_argentatus"	"Oropsylla_silantiewi"	"Citellophilus_lebedewi"	"Amphipsylla_anceps"	"Callopsylla_caspia"	"Rhadinopsylla_li"	"Neopsylla_meridiana"	"Amalaraeus_penicilliger"	"Amphipsylla_primaris"	"Amphipsylla_montana"	"Leptopsylla_nana"	"Neopsylla_pleskei"	"Amphipsylla_phaiomydis"	"Paraneopsylla_ioffi"	"Rhadinopsylla_dahurica"	"Pectinoctenus_pamirensis"	"Neopsylla_teratura"	"Frontopsylla_elata"	"Frontopsylla_protera"	"Paradoxopsyllus_naryni"
"Marmota_caudata"	0	0	0	0	0.0764304987379232	0.0234554791539734	5.22238663069023e-06	6.09278440247193e-06	0.000100966141526678	0	0	0	0	0	0	0	1.74079554356341e-06	0	0	0	0	0	0
"Cricetulus_migratorius"	0	0	0	0	0	0	0.0317512274959083	0.0144026186579378	0.000654664484451719	0.0171849427168576	0.00130932896890344	0.00981996726677578	0.0114566284779051	0.0027823240589198	0.00409165302782324	0	0.0027823240589198	0.000654664484451719	0.00147299509001637	0.000818330605564648	0	0.000327332242225859	0.000490998363338789
"Microtus_juldaschi"	0	0	0	0	0.00471698113207547	0	0.00943396226415094	0.00849056603773585	0.000943396226415094	0.0089622641509434	0.0382075471698113	0.0132075471698113	0.000943396226415094	0.00235849056603774	0	0.00707547169811321	0	0.00283018867924528	0	0	0.00188679245283019	0.000943396226415094	0
"Alticola_argentatus"	0	0	0	0	0	0	0.00566037735849057	0.0433962264150943	0.00566037735849057	0	0.00188679245283019	0	0.0122641509433962	0.019811320754717	0.00283018867924528	0.00660377358490566	0.00188679245283019	0	0	0	0	0	0
"Oropsylla_silantiewi"	0.0999886132018538	0	1.13867981462293e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Citellophilus_lebedewi"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_anceps"	0.00265486725663717	0.0858407079646018	0.00884955752212389	0.00265486725663717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Callopsylla_caspia"	0.00440251572327044	0.0553459119496855	0.0113207547169811	0.0289308176100629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_li"	0.090625	0.003125	0.0015625	0.0046875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_meridiana"	0	0.0846774193548387	0.0153225806451613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amalaraeus_penicilliger"	0	0.00879120879120879	0.089010989010989	0.0021978021978022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_primaris"	0	0.0681818181818182	0.0318181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_montana"	0	0.0823529411764706	0.00235294117647059	0.0152941176470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leptopsylla_nana"	0	0.0395348837209302	0.0116279069767442	0.0488372093023256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_pleskei"	0	0.0892857142857143	0	0.0107142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_phaiomydis"	0	0	0.0681818181818182	0.0318181818181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Paraneopsylla_ioffi"	0.00952380952380952	0.080952380952381	0	0.00952380952380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_dahurica"	0	0.04	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pectinoctenus_pamirensis"	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_teratura"	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_elata"	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_protera"	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Paradoxopsyllus_naryni"	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
