"Elmerrillia_tsiampacca"	"Cinnamomum_culilaban"	"Piper_plagiophyllum"	"Ficus_nodosa"	"Pipturus_argenteus"	"Castanopsis_acuminatissima"	"Caldcluvia_brassii"	"Aleurites_moluccana"	"Melicope_denhamii"	"Cordia_dicotoma"	"Coenobius_kleinhoviae"	"Micromolpus_sp._3"	"Rhyparida_coriacea"	"Rhyparida_sp._5"	"Rhyparida_sp._6"	"Rhyparida_sp._7"	"Rhyparida_sp._8"	"Rhyparidella_wauensis"	"Rhyparidella_sp._10"	"Rhyparidella_sp._11"	"Rhyparidella_sp._12"	"Rhyparidella_sp._13"	"Rhyparidella_sp._14"	"Rhyparidella_sp._15"	"Rhyparidella_sp._16"	"Rhyparidella_sp._17"	"Rhyparidella_sp._18"	"Rhyparidella_sp._19"	"Stethotes_integra"	"Stethotes_lateralis"	"Stethotes_suturalis"	"Stethotes_sp._25"	"Stethotes_sp._26"	"Thyrasia_sp._27"	"Atysa_sp._29"	"Aulacophora_sp._30"	"Momaea_sp._32"	"Neolepta_sp._34"	"Neolepta_sp._35"	"Neolepta_sp._36"	"Neolepta_sp._40"	"Oides_sp._41"	"Sastra_sp._42"	"Crepidodera_sp._44"	"Manobia_sp._45"	"Xenidea_sp._46"
"Elmerrillia_tsiampacca"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00714285714285714	0	0	0	0.05	0.00714285714285714	0	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00714285714285714	0	0
"Cinnamomum_culilaban"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00350877192982456	0	0	0.00526315789473684	0	0	0	0.0087719298245614	0.0157894736842105	0	0.0087719298245614	0	0.0403508771929825	0	0.00701754385964912	0	0	0.00701754385964912	0	0	0.00175438596491228	0	0	0	0	0	0	0	0.00175438596491228	0	0	0
"Piper_plagiophyllum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00214285714285714	0	0	0	0.005	0.000357142857142857	0	0.000357142857142857	0.000357142857142857	0	0	0.000357142857142857	0.00714285714285714	0	0.000357142857142857	0	0	0	0.000357142857142857	0	0	0	0	0	0	0	0.0675	0	0.0160714285714286
"Ficus_nodosa"	0	0	0	0	0	0	0	0	0	0	0.00144927536231884	0	0.00398550724637681	0	0	0	0	0.0192028985507246	0	0.00108695652173913	0	0	0.0141304347826087	0.0166666666666667	0	0.00144927536231884	0.0329710144927536	0.00072463768115942	0	0	0	0	0	0	0.00652173913043478	0.00144927536231884	0	0	0	0	0	0	0	0	0.00036231884057971	0
"Pipturus_argenteus"	0	0	0	0	0	0	0	0	0	0	0	0	0.000824175824175824	0	0	0	0.00659340659340659	0.031043956043956	0	0.00274725274725275	0.0043956043956044	0.00631868131868132	0.00247252747252747	0	0.000274725274725275	0.00521978021978022	0	0.00054945054945055	0.0104395604395604	0.00521978021978022	0	0	0.00247252747252747	0	0	0	0	0.0010989010989011	0	0	0.000274725274725275	0.00796703296703297	0.00137362637362637	0.000274725274725275	0.0104395604395604	0
"Castanopsis_acuminatissima"	0	0	0	0	0	0	0	0	0	0	0	0.00340909090909091	0	0	0	0	0	0	0	0	0	0.0181818181818182	0.00909090909090909	0	0.0397727272727273	0	0.00568181818181818	0	0.00113636363636364	0	0.00113636363636364	0	0	0.00454545454545455	0	0.00113636363636364	0	0	0	0.0159090909090909	0	0	0	0	0	0
"Caldcluvia_brassii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0341935483870968	0	0.0219354838709677	0	0	0.0264516129032258	0	0	0	0	0	0	0	0.00129032258064516	0	0	0	0.00903225806451613	0	0	0	0	0	0.00129032258064516	0	0.00387096774193548	0.00193548387096774	0	0	0	0	0	0
"Aleurites_moluccana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024390243902439	0	0	0	0.00487804878048781	0.0121951219512195	0	0.00975609756097561	0	0.0707317073170732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Melicope_denhamii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000602409638554217	0.000602409638554217	0	0	0	0.0274096385542169	0.000301204819277108	0	0.061144578313253	0	0.00512048192771084	0	0	0.000301204819277108	0.000602409638554217	0	0	0	0	0	0.0036144578313253	0	0	0	0	0.000301204819277108	0	0	0	0
"Cordia_dicotoma"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0418604651162791	0.013953488372093	0	0.00465116279069767	0	0.0395348837209302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Coenobius_kleinhoviae"	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Micromolpus_sp._3"	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhyparida_coriacea"	0	0	0	0.0785714285714286	0.0214285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhyparida_sp._5"	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhyparida_sp._6"	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhyparida_sp._7"	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhyparida_sp._8"	0	0	0	0	0.0923076923076923	0	0	0	0.00769230769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhyparidella_wauensis"	0.000558659217877095	0.00167597765363128	0.00335195530726257	0.029608938547486	0.0631284916201117	0	0	0.000558659217877095	0.00111731843575419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
