"Toddalia_asiatica"	"Molinaea_alternifolia"	"Aphloia_theiformis"	"Psiadia_terebinthina"	"Stillingia_lineata"	"Croton_fothergillifolius"	"Roussea_simplex"	"Erythroxylum_macrocarpum"	"Chassalia_coriacea"	"Bertiera_zaluzania"	"Dodonaea_viscosa"	"Antirhea_borbonica"	"Claoxylon_linostachys"	"Stomorhina_lunata"	"Pachycerina_crinicornis"	"Apis_mellifera"	"Brachymyrmex_sp1_M_PL_062"	"Fannia_pusio"	"Technomyrmex_albipes"	"Chaetocnema_sp1_M_PL_062"	"Chrysomya_megacephala"	"Eristalinus_flaveolus"	"Musca_domestica"	"Allograpta_nasuta"	"Syritta_nigrofemorata"	"Phorinia_sp1_M_PL_062"	"Leptotes_pirithous"	"Lygaeidae_sp1_M_PL_062"	"Lygistorrhina_sp1_M_PL_062"	"Nacoleia_sp1_M_PL_062"	"Polistes_hebraeus"	"Psilopa_iceryae"	"Diptera_sp1_M_PL_062"	"Paragus_borbonicus"	"Stomoxys_niger"	"Episyrphus_sp1_M_PL_062"	"Unidentified_sp7_M_PL_062"	"Graphomya_maculata"	"Sepsis_lateralis"	"Acalyptrate_sp1_M_PL_062"	"Homoneura_sp1_M_PL_062"	"Limnophora_quaterna"	"Pelecophora_intemipta"	"Stomoxys_calcitrans"	"Villa_unifasciata"	"Zosterops_mauritianus"	"Dioxyna_sororcula"	"Henotesia_narcissus"	"Phelsuma_cepediana"	"Pteromalidae_sp1_M_PL_062"	"Tarundia_servillei"	"Cheloninae_sp1_M_PL_062"	"Hyadina_sp1_M_PL_062"	"Ischiodon_aegyptius"	"Mauritiborium_undulatus"	"Panara_naso"	"Pterophoridae_sp1_M_PL_062"	"Sarcophaga_arno"
"Toddalia_asiatica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0169117647058824	0.0419117647058824	0	0.00220588235294118	0.00367647058823529	0.00808823529411765	0	0.000735294117647059	0.000735294117647059	0.00147058823529412	0.000735294117647059	0.00220588235294118	0.00514705882352941	0.000735294117647059	0	0	0	0	0.00588235294117647	0	0	0.000735294117647059	0	0	0	0.00294117647058824	0	0	0	0.00220588235294118	0	0	0	0.00147058823529412	0.00147058823529412	0	0	0	0.000735294117647059	0	0	0	0	0	0
"Molinaea_alternifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0162393162393162	0.00170940170940171	0.0153846153846154	0.0094017094017094	0.0256410256410256	0.00598290598290598	0	0.00512820512820513	0.00170940170940171	0.00170940170940171	0	0	0	0.00256410256410256	0	0	0.00427350427350427	0	0	0	0.00427350427350427	0.00256410256410256	0	0	0.00170940170940171	0	0	0	0	0	0.000854700854700855	0.000854700854700855	0	0	0	0	0	0	0	0	0	0	0	0	0
"Aphloia_theiformis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0225490196078431	0.00196078431372549	0.0450980392156863	0.0127450980392157	0	0	0	0	0.00588235294117647	0	0.000980392156862745	0.00196078431372549	0	0	0	0	0.00294117647058824	0.00294117647058824	0	0	0	0	0.00294117647058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Psiadia_terebinthina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0267441860465116	0.00232558139534884	0.00930232558139535	0.0255813953488372	0	0	0	0.00232558139534884	0.00232558139534884	0.00116279069767442	0.00232558139534884	0.00348837209302326	0.00348837209302326	0	0.00930232558139535	0	0	0.00116279069767442	0	0	0.00116279069767442	0.00116279069767442	0	0.00581395348837209	0	0	0	0	0	0	0	0.00116279069767442	0	0	0	0	0	0	0	0	0	0	0	0.00116279069767442	0
"Stillingia_lineata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0272727272727273	0	0.00181818181818182	0.0127272727272727	0.00545454545454545	0.02	0	0	0.00363636363636364	0	0	0	0	0	0	0	0	0	0.0127272727272727	0	0	0	0	0	0	0.00545454545454545	0.00545454545454545	0	0	0	0	0	0	0	0	0.00363636363636364	0	0	0.00181818181818182	0	0	0	0	0
"Croton_fothergillifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0170212765957447	0.0191489361702128	0	0.00212765957446809	0	0	0.0148936170212766	0.00425531914893617	0.00212765957446809	0.0148936170212766	0	0.00212765957446809	0	0.00425531914893617	0	0	0	0	0	0	0.00212765957446809	0.00425531914893617	0.00212765957446809	0.00212765957446809	0.00212765957446809	0	0	0	0	0	0.00212765957446809	0.00212765957446809	0	0	0	0	0	0	0	0	0	0	0	0	0.00212765957446809
"Roussea_simplex"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0127659574468085	0.025531914893617	0.00851063829787234	0.00212765957446809	0	0	0	0	0.00212765957446809	0.0148936170212766	0	0	0	0	0.0170212765957447	0	0.00638297872340425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00638297872340425	0	0	0.00425531914893617	0	0	0	0	0	0	0	0	0
"Erythroxylum_macrocarpum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.00357142857142857	0	0	0	0	0.00357142857142857	0.00714285714285714	0.0107142857142857	0	0.00714285714285714	0.0107142857142857	0.00357142857142857	0.00357142857142857	0	0	0	0	0	0	0	0	0.00357142857142857	0	0	0	0	0	0.0107142857142857	0	0.00357142857142857	0	0	0	0	0	0	0	0	0	0.00357142857142857	0.00357142857142857	0	0	0
"Chassalia_coriacea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0272727272727273	0.0181818181818182	0	0	0	0	0	0	0	0	0	0.00909090909090909	0	0.0181818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0181818181818182	0	0	0	0	0.00909090909090909	0	0
"Bertiera_zaluzania"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.06	0	0	0.01	0	0	0	0	0	0	0.01	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
