"Nephrosperma_vanhoutteanum"	"Memecylon_eleagni"	"Cinnamomum_verum"	"Canthium_bibracteatum"	"Paragenipa_wrightii"	"Erythroxylum_sechellarum"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp2_M_PL_086"	"Phelsuma_sp1_M_PL_086"	"Megachile_seychellensis"	"Hemipyrellia_sp1_M_PL_086"	"Plagiostenopterina_cyanosoma"	"Unidentified_sp1_M_PL_086"	"Lygistorrhina_sp1_M_PL_086"	"Unidentified_sp4_M_PL_086"	"Musca_domestica"	"Nectarinia_dussumieri"	"Physiphoa_azurea"	"Unidentified_sp3_M_PL_086"
"Nephrosperma_vanhoutteanum"	0	0	0	0	0	0	0.0383177570093458	0.0280373831775701	0.0177570093457944	0.00747663551401869	0.00467289719626168	0	0	0.00186915887850467	0	0	0	0	0.000934579439252336	0.000934579439252336
"Memecylon_eleagni"	0	0	0	0	0	0	0.0956521739130435	0	0	0	0	0	0	0.00434782608695652	0	0	0	0	0	0
"Cinnamomum_verum"	0	0	0	0	0	0	0.05	0.0214285714285714	0	0	0	0.0214285714285714	0	0	0	0	0.00714285714285714	0	0	0
"Canthium_bibracteatum"	0	0	0	0	0	0	0.0846153846153846	0	0	0	0.00769230769230769	0.00769230769230769	0	0	0	0	0	0	0	0
"Paragenipa_wrightii"	0	0	0	0	0	0	0.0333333333333333	0	0	0	0	0	0.0333333333333333	0	0	0.0222222222222222	0	0.0111111111111111	0	0
"Erythroxylum_sechellarum"	0	0	0	0	0	0	0	0.05	0	0	0.0166666666666667	0	0	0	0.0333333333333333	0	0	0	0	0
"Apis_mellifera"	0.0488095238095238	0.0261904761904762	0.00833333333333333	0.0130952380952381	0.00357142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lasioglossum_mahense"	0.0833333333333333	0	0.00833333333333333	0	0	0.00833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp2_M_PL_086"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phelsuma_sp1_M_PL_086"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megachile_seychellensis"	0.0714285714285714	0	0	0.0142857142857143	0	0.0142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hemipyrellia_sp1_M_PL_086"	0	0	0.075	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Plagiostenopterina_cyanosoma"	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp1_M_PL_086"	0.0666666666666667	0.0333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lygistorrhina_sp1_M_PL_086"	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp4_M_PL_086"	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Musca_domestica"	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nectarinia_dussumieri"	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Physiphoa_azurea"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp3_M_PL_086"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
