"Apodemus_flavicollis"	"Clethrionomys_glareolus"	"Apodemus_sylvaticus"	"Microtus_agrestis"	"Neomys_fodiens"	"Sorex_araneus"	"Ctenophthalmus_agyrtes"	"Palaeopsylla_soricis"	"Nosopsyllus_fasciatus"	"Megabothris_turbidus"	"Peromyscopsylla_silvatica"	"Doratopsylla_dasycnema"	"Ctenophthalmus_uncinatus"	"Hystrichopsylla_talpae"	"Leptopsylla_segnis"	"Amalaraeus_penicilliger"	"Rhadinopsylla_integella"
"Apodemus_flavicollis"	0	0	0	0	0	0	0.0765258215962441	0.00140845070422535	0.00892018779342723	0.00892018779342723	0.000938967136150235	0.00187793427230047	0	0	0.00140845070422535	0	0
"Clethrionomys_glareolus"	0	0	0	0	0	0	0.0475862068965517	0.00275862068965517	0	0.00896551724137931	0.0213793103448276	0	0.0124137931034483	0.00413793103448276	0	0.00137931034482759	0.00137931034482759
"Apodemus_sylvaticus"	0	0	0	0	0	0	0.0636363636363636	0.00181818181818182	0.0309090909090909	0.00181818181818182	0	0	0	0.00181818181818182	0	0	0
"Microtus_agrestis"	0	0	0	0	0	0	0.0865853658536585	0	0	0.00487804878048781	0.00609756097560976	0.0024390243902439	0	0	0	0	0
"Neomys_fodiens"	0	0	0	0	0	0	0.0142857142857143	0.0795918367346939	0	0	0	0.00612244897959184	0	0	0	0	0
"Sorex_araneus"	0	0	0	0	0	0	0	0.0666666666666667	0	0	0	0.0333333333333333	0	0	0	0	0
"Ctenophthalmus_agyrtes"	0.0428947368421053	0.0181578947368421	0.0184210526315789	0.0186842105263158	0.00184210526315789	0	0	0	0	0	0	0	0	0	0	0	0
"Palaeopsylla_soricis"	0.00416666666666667	0.00555555555555556	0.00277777777777778	0	0.0541666666666667	0.0333333333333333	0	0	0	0	0	0	0	0	0	0	0
"Nosopsyllus_fasciatus"	0.0358490566037736	0	0.0641509433962264	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megabothris_turbidus"	0.05	0.0342105263157895	0.00526315789473684	0.0105263157894737	0	0	0	0	0	0	0	0	0	0	0	0	0
"Peromyscopsylla_silvatica"	0.00526315789473684	0.0815789473684211	0	0.0131578947368421	0	0	0	0	0	0	0	0	0	0	0	0	0
"Doratopsylla_dasycnema"	0.019047619047619	0	0	0.00952380952380952	0.0142857142857143	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_uncinatus"	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hystrichopsylla_talpae"	0	0.075	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leptopsylla_segnis"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amalaraeus_penicilliger"	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_integella"	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
