"Cornus_florida"	"Vitis_sp1_M_SD_001"	"Celastrus_orbiculatus"	"Rhus_radicans"	"Lindera_benzoin"	"Smilax_rotundifolia"	"Lonicera_japonica"	"Quiscalus_quiscula"	"Turdus_migratorius"	"Zonotrichia_albicollis"	"Junco_hyemalis"	"Cardinalis_cardinalis"	"Dendroica_coronata"	"Parus_atricapillus"	"Catharus_guttata"	"Parus_bicolor"	"Picoides_pubescens"	"Mimus_polyglottos"	"Bombycilla_cedrorum"	"Melanerpes_carolinensis"	"Picoides_villosus"	"Sturnus_vulgaris"	"Carpodacus_purpureus"	"Colaptes_auratus"	"Zenaidura_macroura"	"Euphagus_carolinus"	"Pipilo_erythophtalmus"	"Vireo_olivaceus"
"Cornus_florida"	0	0	0	0	0	0	0	0.032258064516129	0.039426523297491	0.00465949820788531	0.0182795698924731	0.000716845878136201	0	0	0.0021505376344086	0.0003584229390681	0	0.0003584229390681	0	0	0	0	0.000716845878136201	0.0003584229390681	0	0	0.0003584229390681	0.0003584229390681
"Vitis_sp1_M_SD_001"	0	0	0	0	0	0	0	0.0672897196261682	0.0158878504672897	0.00373831775700935	0	0.00934579439252336	0	0	0	0.000934579439252336	0	0	0	0.00186915887850467	0	0	0	0	0.000934579439252336	0	0	0
"Celastrus_orbiculatus"	0	0	0	0	0	0	0	0	0.00319148936170213	0.0340425531914894	0.0297872340425532	0.0138297872340426	0	0	0.00319148936170213	0.00319148936170213	0	0.00425531914893617	0.00425531914893617	0	0	0.00319148936170213	0	0	0	0.00106382978723404	0	0
"Rhus_radicans"	0	0	0	0	0	0	0	0	0	0.00142857142857143	0.0142857142857143	0	0.0357142857142857	0.0228571428571429	0	0.00428571428571429	0.0114285714285714	0.00142857142857143	0	0.00285714285714286	0.00428571428571429	0	0	0.00142857142857143	0	0	0	0
"Lindera_benzoin"	0	0	0	0	0	0	0	0	0.0477272727272727	0.0454545454545455	0	0.00227272727272727	0	0	0.00227272727272727	0	0	0	0	0	0	0	0	0	0.00227272727272727	0	0	0
"Smilax_rotundifolia"	0	0	0	0	0	0	0	0	0	0.0794117647058823	0	0.0176470588235294	0	0	0	0	0	0.00294117647058824	0	0	0	0	0	0	0	0	0	0
"Lonicera_japonica"	0	0	0	0	0	0	0	0	0	0.0888888888888889	0.0037037037037037	0.00740740740740741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Quiscalus_quiscula"	0.0555555555555556	0.0444444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Turdus_migratorius"	0.0728476821192053	0.0112582781456954	0.00198675496688742	0	0.0139072847682119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zonotrichia_albicollis"	0.0107438016528926	0.00330578512396694	0.0264462809917355	0.000826446280991736	0.0165289256198347	0.0223140495867769	0.0198347107438017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Junco_hyemalis"	0.0566666666666667	0	0.0311111111111111	0.0111111111111111	0	0	0.00111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cardinalis_cardinalis"	0.00588235294117647	0.0294117647058824	0.0382352941176471	0	0.00294117647058824	0.0176470588235294	0.00588235294117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dendroica_coronata"	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Parus_atricapillus"	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Catharus_guttata"	0.06	0	0.03	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Parus_bicolor"	0.0125	0.0125	0.0375	0.0375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Picoides_pubescens"	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mimus_polyglottos"	0.0142857142857143	0	0.0571428571428571	0.0142857142857143	0	0.0142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bombycilla_cedrorum"	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Melanerpes_carolinensis"	0	0.05	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Picoides_villosus"	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sturnus_vulgaris"	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Carpodacus_purpureus"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Colaptes_auratus"	0.05	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zenaidura_macroura"	0	0.05	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Euphagus_carolinus"	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pipilo_erythophtalmus"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vireo_olivaceus"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
