"Sorex_araneus"	"Clethrionomys_glareolus"	"Talpa_europaea"	"Microtus_oeconomus"	"Apodemus_uralensis"	"Clethrionomys_rutilus"	"Microtus_arvalis"	"Sorex_caecutiens"	"Apodemus_agrarius"	"Sciurus_vulgaris"	"Sorex_minutus"	"Microtus_agrestis"	"Neomys_fodiens"	"Myopus_schisticolor"	"Micromys_minutus"	"Palaeopsylla_soricis"	"Ctenophthalmus_uncinatus"	"Doratopsylla_dasycnema"	"Megabothris_turbidus"	"Ctenophthalmus_bisoctodentatus"	"Ctenophthalmus_agyrtes"	"Peromyscopsylla_bidentata"	"Amalaraeus_penicilliger"	"Palaeopsylla_kohauti"	"Megabothris_walkeri"	"Hystrichopsylla_talpae"	"Amphipsylla_rossica"	"Peromyscopsylla_silvatica"	"Ctenophthalmus_assimilis"	"Megabothris_rectangulatus"	"Ceratophyllus_sciurorum"	"Tarsopsylla_octodecimdentata"	"Corrodopsylla_birulai"	"Ceratophyllus_indages"	"Rhadinopsylla_integella"	"Leptopsylla_segnis"
"Sorex_araneus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0590860215053763	0.00301075268817204	0.0325806451612903	0.000645161290322581	0.00010752688172043	0.00150537634408602	0.000376344086021505	0.000161290322580645	0.00010752688172043	0.00010752688172043	0.00182795698924731	0	0	0.00010752688172043	0	0	0	0.00032258064516129	0	5.37634408602151e-05	0
"Clethrionomys_glareolus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012174875484228	0.0403431101272828	0.0006087437742114	0.0194244604316547	0.000221361372440509	0.00785832872163808	0.010016602102933	0.0107360265633647	0	0.00149418926397344	0.000774764803541782	0.000664084117321527	0.00392916436081904	0.000996126175982291	0.00154952960708356	0	0	0	0	0.000166021029330382	0
"Talpa_europaea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00242424242424242	0.00181818181818182	0.000303030303030303	0.000101010101010101	0.0552525252525253	0.0147474747474747	0	0.000101010101010101	0.022020202020202	0.000101010101010101	0.00171717171717172	0	0	0.00131313131313131	0	0	0	0.000101010101010101	0	0	0
"Microtus_oeconomus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00121457489878543	0.0117408906882591	0	0.00202429149797571	0	0.0230769230769231	0.000404858299595142	0	0	0.0587044534412955	0	0.00242914979757085	0	0	0	0	0	0.000404858299595142	0	0	0
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000980392156862745	0.0186274509803922	0.000980392156862745	0.0490196078431373	0	0.0274509803921569	0.000490196078431373	0	0	0.000980392156862745	0	0.000490196078431373	0	0.000490196078431373	0	0	0	0	0	0	0.000490196078431373
"Clethrionomys_rutilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0244318181818182	0	0.0130681818181818	0	0.00568181818181818	0.025	0.0147727272727273	0	0	0.00738636363636364	0	0.00795454545454546	0	0.00170454545454545	0	0	0	0	0	0
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000793650793650794	0.00396825396825397	0	0.0103174603174603	0.00158730158730159	0.00317460317460317	0.00714285714285714	0.000793650793650794	0	0.000793650793650794	0.00714285714285714	0.0595238095238095	0	0.00396825396825397	0	0	0	0	0	0	0.000793650793650794
"Sorex_caecutiens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285714285714286	0.00178571428571429	0.0660714285714286	0	0	0.000892857142857143	0.00178571428571429	0	0	0	0.000892857142857143	0	0	0	0	0	0	0	0	0	0
"Apodemus_agrarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018348623853211	0.0110091743119266	0	0.044954128440367	0	0.0275229357798165	0	0	0	0.0018348623853211	0.0055045871559633	0.0036697247706422	0	0.00275229357798165	0.000917431192660551	0	0	0	0	0	0
"Sciurus_vulgaris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00142857142857143	0	0	0.00285714285714286	0	0	0.00142857142857143	0	0.00142857142857143	0	0	0	0	0	0.0428571428571429	0.0314285714285714	0	0.0185714285714286	0	0
