"Lasiopodomys_brandtii"	"Spermophilus_undulatus"	"Marmota_sibirica"	"Ellobius_tancrei"	"Alticola_argentatus"	"Allactaga_sibirica"	"Phodopus_sungorus"	"Amphipsylla_primaris"	"Neopsylla_mana"	"Citellophilus_tesquorum"	"Oropsylla_silantiewi"	"Frontopsylla_hetera"	"Rhadinopsylla_dahurica"	"Amalaraeus_penicilliger"	"Neopsylla_pleskei"	"Rhadinopsylla_li"	"Oropsylla_alaskensis"	"Amphipsylla_dumalis"	"Rhadinopsylla_rothschildi"	"Frontopsylla_elatoides"	"Paradoxopsyllus_scorodumovi"	"Ctenophyllus_hirticrus"	"Paramonopsyllus_scalonae"	"Frontopsylla_elata"	"Pectinoctenus_pavlovskii"	"Frontopsylla_luculenta"	"Ophthalmopsylla_praefecta"
"Lasiopodomys_brandtii"	0	0	0	0	0	0	0	0.0487233322045378	0.0305722993565865	0.000494412461903149	6.77277345072807e-05	0.00616999661361328	0.00646122587199458	0.00311547578733491	0.00298679309177108	0.000514730782255334	6.09549610565527e-05	0	0.000792414493735185	0	0	0	0	0	2.70910938029123e-05	1.35455469014561e-05	0
"Spermophilus_undulatus"	0	0	0	0	0	0	0	0.000322432058959005	0.00175034546292031	0.0637494242284661	0.000829111008751727	0.00225702441271304	0	0	0.000184246890833717	0.0128512206356518	0.0122524182404422	0	0	0.00382312298479963	0.00124366651312759	0.000322432058959005	0.000230308613542146	0.000184246890833717	0	0	0
"Marmota_sibirica"	0	0	0	0	0	0	0	0	0.00067842605156038	0.000814111261872456	0.0974898236092266	0.000474898236092266	0	0	0	0	0	0	0	0	0.000135685210312076	0.000407055630936228	0	0	0	0	0
"Ellobius_tancrei"	0	0	0	0	0	0	0	0.00192307692307692	0.00192307692307692	0	0	0	0	0	0	0	0	0.0961538461538462	0	0	0	0	0	0	0	0	0
"Alticola_argentatus"	0	0	0	0	0	0	0	0.00526315789473684	0.0947368421052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Allactaga_sibirica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
"Phodopus_sungorus"	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_primaris"	0.0998334721065779	9.71412711629198e-05	0	4.16319733555371e-05	2.77546489036914e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_mana"	0.0981091067159313	0.000825907411432297	0.000217344055640078	6.52032166920235e-05	0.000782438600304282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Citellophilus_tesquorum"	0.00496936691626957	0.094213750850919	0.000816882232811436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oropsylla_silantiewi"	0.00068259385665529	0.00122866894197952	0.0980887372013652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_hetera"	0.0940144478844169	0.00505675954592363	0.000722394220846233	0	0	0	0.000206398348813209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_dahurica"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amalaraeus_penicilliger"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_pleskei"	0.0991011235955056	0.000898876404494382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_li"	0.0214084507042254	0.0785915492957747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oropsylla_alaskensis"	0.00327272727272727	0.0967272727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_dumalis"	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_rothschildi"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_elatoides"	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Paradoxopsyllus_scorodumovi"	0	0.0931034482758621	0.00689655172413793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophyllus_hirticrus"	0	0.0538461538461538	0.0461538461538462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Paramonopsyllus_scalonae"	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_elata"	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pectinoctenus_pavlovskii"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_luculenta"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ophthalmopsylla_praefecta"	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
