"Nephrosperma_vanhoutteanum"	"Deckenia_nobilis"	"Diospyros_seychellarum"	"Phoenicophorium_borsigianum"	"Premna_serratifolia"	"Canthium_bibracteatum"	"Psychotria_pervillei"	"Syzygium_wrightii"	"Dillenia_ferruginea"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Apis_mellifera"	"Lasioglossum_mahense"	"Megachile_seychellensis"	"Rhiparida_seychellensis"	"Unidentified_sp2_M_PL_089"	"Hemipyrellia_germana"	"Rhynchium_brunneum"	"Unidentified_sp4_M_PL_089"	"Nectarinia_dussumieri"	"Ceratina_tabescens"	"Lygistorrhina_sp1_M_PL_089"	"Unidentified_sp5_M_PL_089"	"Dichaetomyia_fasciculifera"	"Neophyllomyza_approximatonervis"	"Mabuya_sechellensis"	"Phelsuma_sp1_M_PL_089"	"Chalcidoma_disjunctum"	"Cratopus_aurostriatus"	"Eagris_sabadius"	"Ornidia_obesa"	"Polistes_olivaceus"	"Unidentified_sp1_M_PL_089"	"Unidentified_sp3_M_PL_089"	"Unidentified_sp6_M_PL_089"
"Nephrosperma_vanhoutteanum"	0	0	0	0	0	0	0	0	0	0	0	0.0326732673267327	0.0336633663366337	0.00297029702970297	0.00891089108910891	0.0128712871287129	0	0	0.00198019801980198	0	0	0.00396039603960396	0	0	0.00198019801980198	0	0	0	0	0	0	0	0	0.00099009900990099	0
"Deckenia_nobilis"	0	0	0	0	0	0	0	0	0	0	0	0.0631578947368421	0.0131578947368421	0	0	0	0.0105263157894737	0	0	0	0	0	0.0105263157894737	0	0	0	0	0	0	0	0	0.00263157894736842	0	0	0
"Diospyros_seychellarum"	0	0	0	0	0	0	0	0	0	0	0	0.0710526315789474	0.00789473684210526	0.0105263157894737	0.00526315789473684	0	0	0.00526315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phoenicophorium_borsigianum"	0	0	0	0	0	0	0	0	0	0	0	0.0324324324324324	0.0378378378378378	0	0.00540540540540541	0	0.0027027027027027	0	0.0135135135135135	0	0	0	0	0.00540540540540541	0	0	0	0	0.0027027027027027	0	0	0	0	0	0
"Premna_serratifolia"	0	0	0	0	0	0	0	0	0	0	0	0.03125	0.021875	0.00625	0	0	0.009375	0.028125	0	0	0	0	0	0	0.003125	0	0	0	0	0	0	0	0	0	0
"Canthium_bibracteatum"	0	0	0	0	0	0	0	0	0	0	0	0.0346153846153846	0.00384615384615385	0.0384615384615385	0	0	0.00384615384615385	0	0	0	0.0192307692307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Psychotria_pervillei"	0	0	0	0	0	0	0	0	0	0	0	0.0692307692307692	0	0.00769230769230769	0	0	0	0	0	0.0153846153846154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00769230769230769
"Syzygium_wrightii"	0	0	0	0	0	0	0	0	0	0	0	0.0230769230769231	0	0	0	0	0.00769230769230769	0	0	0.0307692307692308	0	0	0	0	0	0.0153846153846154	0.0153846153846154	0	0	0.00769230769230769	0	0	0	0	0
"Dillenia_ferruginea"	0	0	0	0	0	0	0	0	0	0	0	0.0555555555555556	0	0	0.0111111111111111	0	0.0222222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0111111111111111	0	0	0	0
"Erythroxylum_sechellarum"	0	0	0	0	0	0	0	0	0	0	0	0.0375	0.025	0.0125	0	0	0	0	0	0	0	0	0	0.0125	0	0	0	0	0	0	0	0	0.0125	0	0
