"Apodemus_flavicollis"	"Clethrionomys_glareolus"	"Apodemus_agrarius"	"Microtus_arvalis"	"Apodemus_uralensis"	"Sorex_araneus"	"Microtus_subterraneus"	"Neomys_fodiens"	"Crocidura_leucodon"	"Apodemus_sylvaticus"	"Arvicola_terrestris"	"Talpa_europaea"	"Neomys_anomalus"	"Sorex_alpinus"	"Micromys_minutus"	"Myoxus_glis"	"Muscardinus_avellanarius"	"Ctenophthalmus_agyrtes"	"Megabothris_turbidus"	"Ctenophthalmus_assimilis"	"Amalaraeus_penicilliger"	"Palaeopsylla_soricis"	"Peromyscopsylla_bidentata"	"Doratopsylla_dasycnema"	"Ctenophthalmus_solutus"	"Hystrichopsylla_orientalis"	"Rhadinopsylla_integella"	"Ctenophthalmus_uncinatus"	"Rhadinopsylla_pentacantha"	"Atyphloceras_nuperus"	"Ceratophyllus_sciurorum"	"Ctenophthalmus_bisoctodentatus"	"Peromyscopsylla_silvatica"	"Amalaraeus_arvicolae"	"Rhadinopsylla_isacantha"	"Amphipsylla_rossica"	"Ctenophthalmus_obtusus"	"Palaeopsylla_kohauti"
"Arvicola_terrestris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0737704918032787	0.00819672131147541	0.0180327868852459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Talpa_europaea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0428571428571429	0	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0	0.0285714285714286	0	0	0	0	0	0
"Neomys_anomalus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0222222222222222	0.0111111111111111	0	0	0	0.0666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sorex_alpinus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0666666666666667	0	0	0	0.0333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Micromys_minutus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Myoxus_glis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0
"Muscardinus_avellanarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
"Ctenophthalmus_agyrtes"	0.041631453242697	0.0251331986037112	0.0195664155796436	0.00345397758589013	0.00479514973360279	0.000790005511666361	0.00242513319860371	0.000165349990813889	9.18611060077163e-05	0.000753261069263274	0.000826749954069447	0.000220466654418519	0	0.000146977769612346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megabothris_turbidus"	0.0356310187531678	0.0290927521540801	0.0201723264064876	0.00719716168271668	0.00415610745058287	0.00020273694880892	0.00131779016725798	0.00020273694880892	0	0.00121642169285352	0.000253421186011151	0	0.00020273694880892	0	0.000354789660415611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_assimilis"	0.0188271604938272	0.00925925925925926	0.02	0.0383333333333333	0.00734567901234568	0.00104938271604938	0.00296296296296296	0.000246913580246914	0.000185185185185185	0.00037037037037037	0.000679012345679012	0.000493827160493827	0.000123456790123457	0	0	0.000123456790123457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amalaraeus_penicilliger"	0	0.0941176470588235	0	0.00302066772655008	0	0	0.00286168521462639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Palaeopsylla_soricis"	0.00409556313993174	0	0.00819112627986348	0.00102389078498294	0	0.0580204778156997	0.0221843003412969	0.00511945392491468	0	0	0	0	0	0.00136518771331058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Peromyscopsylla_bidentata"	0.00265957446808511	0.0813829787234043	0.00478723404255319	0.00904255319148936	0	0	0.00212765957446809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Doratopsylla_dasycnema"	0	0	0	0	0	0.0469512195121951	0	0.0457317073170732	0	0	0	0	0.00731707317073171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_solutus"	0.0858108108108108	0	0.00540540540540541	0	0	0	0	0	0.00878378378378378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hystrichopsylla_orientalis"	0.0387096774193548	0	0.0508064516129032	0.0032258064516129	0.00161290322580645	0	0	0	0.00564516129032258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_integella"	0.0164705882352941	0.0811764705882353	0.00235294117647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_uncinatus"	0.02125	0	0.0025	0	0	0	0	0	0.07625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_pentacantha"	0.00833333333333333	0.075	0	0	0	0	0.0166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Atyphloceras_nuperus"	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratophyllus_sciurorum"	0.0619047619047619	0.0142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0142857142857143	0.00952380952380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_bisoctodentatus"	0	0	0	0	0	0.0266666666666667	0	0	0.02	0	0	0.0533333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Peromyscopsylla_silvatica"	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amalaraeus_arvicolae"	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_isacantha"	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_rossica"	0	0.0666666666666667	0	0.0333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_obtusus"	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Palaeopsylla_kohauti"	0	0	0	0	0	0.05	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
