"Dipterocarpus_pachyphyllus"	"Dipterocarpus_geniculatus"	"Dipterocarpus_crinitus"	"Dipterocarpus_globosus"	"Dipterocarpus_palembanicus"	"Dipterocarpus_tempehes"	"Dryobalanops_aromatica"	"Dryobalanops_lanceolata"	"Shorea_smithiana"	"Shorea_macrophylla"	"Shorea_xantophylla"	"Shorea_laxa"	"Shorea_argentifolia"	"Sternuchopsis_hoplomachus"	"Araecerus_corporaali"	"Phloebius_sp._1"	"Ctenomerus_sp._2"	"Manoja_sp._1"	"Meregallia_dipterocarpi"	"Meregallia_sp._1"	"Nanophyes_shoreae"	"Nanophyes_sp._2"	"Apionidae_Gn._sp._1"	"Involvulus_sp._3"	"Imathia_sp._1"	"Ochyromera_sp._2"	"Idotasia_sp._1"	"Sternuchopsis_curranae"	"Sternuchopsis_dipterocarpi"	"Sternuchopsis_shoreaphilus"	"Niphades_sp._1"	"Orchestes_sp._1"	"Orchestes_sp._2"	"Orchestes_sp._4"	"Coccotrypes_advena"	"Coccotrypes_cardamoni"	"Coccotrypes_gedeanus"	"Coccotrypes_papuanus"	"Dryocoetiops_malaccensis"	"Xyleborinus_exiguus"	"Xyleborinus_similis"	"Andrioplecta_shoreae"	"Andrioplecta_subpulverula"	"Andrioplecta_sp._A"	"Andrioplecta_sp._B"	"Lamoria_adaptella"	"Cosmopterigidae_sp._A"	"Assara_albicostalis"	"Sesiidae_Gn._Sp._A"	"Imma_homocrossa"
"Dipterocarpus_pachyphyllus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00434782608695652	0	0.00217391304347826	0	0	0	0	0	0	0.0391304347826087	0.00217391304347826	0	0.00434782608695652	0.00217391304347826	0	0	0.00434782608695652	0	0	0	0.00434782608695652	0	0.0108695652173913	0	0.00217391304347826	0	0.00217391304347826	0.00217391304347826	0	0.00217391304347826	0	0.00217391304347826	0.0130434782608696	0	0	0.00217391304347826
"Dipterocarpus_geniculatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003125	0.003125	0	0	0	0.021875	0	0	0	0	0	0	0.003125	0	0.00625	0	0	0.0125	0	0	0	0.00625	0	0.028125	0.003125	0	0	0	0.003125	0	0	0.003125	0	0.00625	0	0	0
"Dipterocarpus_crinitus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0
"Dipterocarpus_globosus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0157894736842105	0	0	0	0	0	0	0	0	0	0.00526315789473684	0	0.068421052631579	0.0105263157894737	0	0	0	0	0	0	0	0	0	0	0	0
"Dipterocarpus_palembanicus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0253164556962025	0	0	0	0	0.00253164556962025	0	0	0.00126582278481013	0	0.0177215189873418	0	0.00126582278481013	0.00506329113924051	0	0	0	0	0	0.00126582278481013	0	0.00379746835443038	0.0379746835443038	0	0	0	0	0	0	0	0	0	0.00379746835443038	0	0	0
"Dipterocarpus_tempehes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000847457627118644	0.00466101694915254	0.000423728813559322	0	0	0	0.000847457627118644	0	0	0	0	0	0	0	0.013135593220339	0	0	0.0745762711864407	0	0	0	0.00254237288135593	0	0.000423728813559322	0.000423728813559322	0	0.000423728813559322	0	0	0.00169491525423729	0	0	0	0	0	0	0
"Dryobalanops_aromatica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0125	0	0	0	0	0	0	0.0125	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dryobalanops_lanceolata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00303030303030303	0.0787878787878788	0	0	0	0	0	0	0	0	0.0181818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0
"Shorea_smithiana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012280701754386	0	0.00701754385964912	0	0	0	0.0245614035087719	0	0	0	0	0	0	0	0.0175438596491228	0	0.00526315789473684	0.00175438596491228	0.00175438596491228	0.00175438596491228	0.0087719298245614	0.0105263157894737	0	0	0	0	0.00175438596491228	0.00175438596491228	0	0.00350877192982456	0	0	0	0.00175438596491228	0	0
"Shorea_macrophylla"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012280701754386	0	0	0.00175438596491228	0	0	0	0.00350877192982456	0	0	0.00350877192982456	0	0	0	0	0	0	0	0	0	0.00175438596491228	0	0.043859649122807	0	0	0	0	0.0087719298245614	0	0.00175438596491228	0	0	0	0.0087719298245614	0.0140350877192982	0
"Shorea_xantophylla"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Shorea_laxa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Shorea_argentifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0.0285714285714286	0	0.0142857142857143	0	0	0	0	0	0
"Sternuchopsis_hoplomachus"	0	0.0333333333333333	0	0	0	0.0666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Araecerus_corporaali"	0.00416666666666667	0.00208333333333333	0	0	0.0416666666666667	0.0229166666666667	0	0	0.0145833333333333	0.0145833333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phloebius_sp._1"	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenomerus_sp._2"	0.02	0	0	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Manoja_sp._1"	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Meregallia_dipterocarpi"	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Meregallia_sp._1"	0	0	0	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nanophyes_shoreae"	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nanophyes_sp._2"	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Apionidae_Gn._sp._1"	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Involvulus_sp._3"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
