"Dracaena_reflexa"	"Stillingia_lineata"	"Myonima_violacea"	"Psiadia_terebinthina"	"Bertiera_zaluzania"	"Erythroxylum_macrocarpum"	"Homalanthus_populifolius"	"Croton_fothergillifolius"	"Molinaea_alternifolia"	"Olea_lancea"	"Psidium_cattleianum"	"Faujasiopsis_flexuosa"	"Claoxylon_linostachys"	"Aphloia_theiformis"	"Flagellaria_indica"	"Chassalia_coriacea"	"Antirhea_borbonica"	"Chaetocnema_sp1_M_PL_075"	"Stomorhina_lunata"	"Apis_mellifera"	"Technomyrmex_albipes"	"Dysauxes_florida"	"Allograpta_nasuta"	"Ophyra_capensis"	"Dioxyna_sororcula"	"Pachycerina_crinicornis"	"Ischiodon_aegyptius"	"Nacoleia_sp1_M_PL_075"	"Brachymyrmex_sp1_M_PL_075"	"Lygistorrhina_sp1_M_PL_075"	"Musca_domestica"	"Polistes_hebraeus"	"Melanostoma_bituberculatum"	"Panara_naso"	"Paragus_borbonicus"	"Chrysomya_megacephala"	"Fannia_pusio"	"Melanostoma_annulipes"	"Cerambycidae_sp1_M_PL_075"	"Episyrphus_sp1_M_PL_075"	"Eristalinus_flaveolus"	"Ornidia_obesa"	"Stomoxys_calcitrans"	"Agathidinae_sp1_M_PL_075"	"Cerambycidae_sp2_M_PL_075"	"Eumolpinae_sp1_M_PL_075"	"Eumolpinae_sp2_M_PL_075"	"Gelechioidea_sp1_M_PL_075"	"Henotesia_narcissus"	"Leptotes_pirithous"	"Mauritiborium_undulatus"	"Nacoleia_sp2_M_PL_075"	"Phorinia_sp1_M_PL_075"	"Stomoxys_niger"	"Syritta_sp1_M_PL_075"	"Villa_unifasciata"
"Dracaena_reflexa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0.032	0	0.006	0.012	0	0	0.004	0.012	0.008	0	0	0	0	0	0	0	0.006	0	0.002	0	0.002	0.004	0	0	0	0	0	0	0	0.002	0	0	0	0	0.002	0	0
"Stillingia_lineata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0361702127659575	0.00425531914893617	0	0.00851063829787234	0	0.0106382978723404	0.0212765957446809	0	0.00638297872340425	0	0	0	0	0.00212765957446809	0	0.00212765957446809	0	0	0	0.00425531914893617	0	0.00212765957446809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00212765957446809	0
"Myonima_violacea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0121951219512195	0.0317073170731707	0.0292682926829268	0.0024390243902439	0	0	0	0	0	0.0121951219512195	0.0024390243902439	0	0.0024390243902439	0	0	0	0	0	0	0	0	0	0	0.00487804878048781	0	0	0	0	0	0	0.0024390243902439	0	0	0	0	0	0
"Psiadia_terebinthina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114285714285714	0.0314285714285714	0	0	0.02	0	0	0.0285714285714286	0.00285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0.00285714285714286	0	0	0.00285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bertiera_zaluzania"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00294117647058824	0.0470588235294118	0.0352941176470588	0.00294117647058824	0.00588235294117647	0	0	0.00294117647058824	0.00294117647058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Erythroxylum_macrocarpum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0310344827586207	0.0206896551724138	0	0	0.00344827586206897	0.0103448275862069	0	0	0.00344827586206897	0.00344827586206897	0	0	0	0	0	0	0.00344827586206897	0	0	0	0	0	0.00344827586206897	0	0.00344827586206897	0	0	0	0	0.00344827586206897	0.00344827586206897	0	0	0.00344827586206897	0	0.00344827586206897	0	0	0.00344827586206897
"Homalanthus_populifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0615384615384615	0.00769230769230769	0	0	0	0.00384615384615385	0	0.00384615384615385	0.00384615384615385	0	0	0	0	0.00769230769230769	0	0	0	0	0	0.00384615384615385	0.00769230769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Croton_fothergillifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.008	0	0.004	0.004	0	0	0.008	0.016	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0.004	0	0	0	0	0	0.004	0	0	0	0
"Molinaea_alternifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0.024	0.012	0.004	0	0.004	0.024	0	0	0.004	0	0	0	0.008	0.008	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0
"Olea_lancea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0842105263157895	0.00526315789473684	0.00526315789473684	0	0	0.00526315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
