"Hamelia_versicolor"	"Vitex_mollis"	"Combretum_farinosum"	"Ipomoea_bracteata"	"Mirabilis_sp1_M_PL_065"	"Ipomoea_wolcottiana"	"Opuntia_excelsa"	"Nopalea_karwinskiana"	"Ceiba_aesculifolia"	"Caesalpinia_pulcherrima"	"Cordia_seleriana"	"Psittacanthus_calyculatus"	"Tillandsia_bartramii"	"Pithecellobium_mangens"	"Tillandsia_paucifolia"	"Tillandsia_dasyrifolia"	"Groton_suberosus"	"Justicia_mexicana"	"Erythrina_lanata"	"Ipomoea_quamoclit"	"Tabebuia_donnell-smithii"	"Amazilia_rutila"	"Chlorostilbon_canivetii"	"Cynanthus_latirostris"	"Heliomaster_constantii"	"Archilochus_colubris"
"Hamelia_versicolor"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0524590163934426	0.0294088425235966	0.0160953800298063	0.0020367610531545	0
"Vitex_mollis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00273828330700369	0.0972617166929963	0	0	0
"Combretum_farinosum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0653663177925785	0.0127497621313035	0.021883920076118	0	0
"Ipomoea_bracteata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0755395683453237	0	0.017841726618705	0.00489208633093525	0.00172661870503597
"Mirabilis_sp1_M_PL_065"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0
"Ipomoea_wolcottiana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00968421052631579	0	0.0591578947368421	0	0.0311578947368421
"Opuntia_excelsa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0885441527446301	0.000477326968973747	0	0.0109785202863962	0
"Nopalea_karwinskiana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0150793650793651	0	0	0.0849206349206349	0
"Ceiba_aesculifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0561461794019934	0	0.00830564784053156	0.0355481727574751	0
"Caesalpinia_pulcherrima"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0
"Cordia_seleriana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0297297297297297	0.0702702702702703	0	0	0
"Psittacanthus_calyculatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0282608695652174	0	0	0	0.0717391304347826
"Tillandsia_bartramii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0
"Pithecellobium_mangens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0
"Tillandsia_paucifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909090909090909	0	0.00808080808080808	0.00101010101010101	0
"Tillandsia_dasyrifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0
"Groton_suberosus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0
"Justicia_mexicana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0304347826086957	0	0.0695652173913043	0	0
"Erythrina_lanata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0
"Ipomoea_quamoclit"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0.04	0.02	0	0
"Tabebuia_donnell-smithii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0
"Amazilia_rutila"	0.0287895310796074	0.00141766630316249	0.0187295528898582	0.0143129770992366	0	0.00125408942202835	0.0101145038167939	0.00155398037077426	0.00460741548527808	0.00662486368593239	0.00149945474372955	0.00106324972737186	0.00324427480916031	0	0.002453653217012	0.00231733914940022	0.00158124318429662	0.000381679389312977	0	5.4525627044711e-05	0	0	0	0	0	0
"Chlorostilbon_canivetii"	0.0210601209533974	0.0657061543934543	0.0047669868374244	0	0	0	7.11490572749911e-05	0	0	0	0.00462468872287442	0	0	0.00369975097829954	0	0	0	0	0	7.11490572749911e-05	0	0	0	0	0	0
"Cynanthus_latirostris"	0.0196125907990315	0	0.0139225181598063	0.00750605326876513	0.037953995157385	0.0170096852300242	0	0	0.00151331719128329	0	0	0	0	0	0.000484261501210654	0	0	0.00193704600484262	0	6.05326876513317e-05	0	0	0	0	0	0
"Heliomaster_constantii"	0.00734767025089606	0	0	0.00609318996415771	0	0	0.00824372759856631	0.0575268817204301	0.0191756272401434	0	0	0	0	0	0.00017921146953405	0	0	0	0.000896057347670251	0	0.000537634408602151	0	0	0	0	0
"Archilochus_colubris"	0	0	0	0.00463320463320463	0	0.0571428571428571	0	0	0	0	0	0.0382239382239382	0	0	0	0	0	0	0	0	0	0	0	0	0	0
