"Prunus_mahaleb"	"Crataegus_monogyna"	"Juniperus_phoenicea"	"Berberis_vulgaris"	"Hedera_helix"	"Rosa_canina"	"Lonicera_arborea"	"Juniperus_sabina"	"Taxus_baccata"	"Juniperus_communis"	"Daphne_laureola"	"Rhamnus_myrtifolius"	"Rubus_ulmifolius"	"Sorbus_aria"	"Amelanchier_ovalis"	"Arum_italicum"	"Prunus_prostrata"	"Rhamnus_saxatilis"	"Rubia_peregrina"	"Cotoneaster_granatensis"	"Juniperus_oxycedrus"	"Lonicera_splendida"	"Lonicera_etrusca"	"Paeonia_officinalis"	"Polygonatum_odoratum"	"Turdus_viscivorus"	"Phoenicurus_ochruros"	"Turdus_merula"	"Fringilla_coelebs"	"Turdus_torquatus"	"Parus_ater"	"Turdus_iliacus"	"Erithacus_rubecula"	"Sylvia_communis"	"Sylvia_atricapilla"	"Garrulus_glandarius"	"Phoenicurus_phoenicurus"	"Turdus_pilaris"	"Coccothraustes_coccothraustes"	"Parus_major"	"Columba_palumbus"	"Parus_caeruleus"	"Parus_cristatus"	"Corvus_corone"	"Sylvia_melanocephala"	"Sitta_europaea"	"Sylvia_cantillans"	"Dendrocopos_major"	"Serinus_serinus"	"Pica_pica"	"Sylvia_borin"	"Turdus_philomelos"	"Loxia_curvirostra"	"Serinus_citinella"	"Sylvia_conspicillata"	"Corvus_corax"	"Ficedula_hypoleuca"	"Emberiza_cia"
"Prunus_mahaleb"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0181638913234005	0.0206178790534619	0.0127738825591586	0.0171560035056968	0	0.00856704645048203	0	0.00383435582822086	0.00398773006134969	0.00135845749342682	0.00295793163891323	0.00243207712532866	0	6.57318141980719e-05	0.000898334794040316	0.00120508326029798	0.00133654688869413	0.000810692375109553	0.000416301489921122	0.000766871165644172	0.000723049956178791	0.0007011393514461	0.000460122699386503	0.000394390885188431	0	0.000175284837861525	0	0	0.000131463628396144	4.38212094653813e-05	0	2.19106047326906e-05	0
"Crataegus_monogyna"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0112140871177016	0	0.0102873030583874	0.00630213160333642	0.0347544022242817	0.000370713623725672	0.0140871177015755	0.000185356811862836	0	0.000556070435588508	0.00120481927710843	0	0.00685820203892493	0.006209453197405	0.00250231696014829	0.00111214087117702	0.000648748841519926	0.000278035217794254	0.00092678405931418	0	9.2678405931418e-05	0	0	0	0.00120481927710843	0	0.000556070435588508	0.000370713623725672	0	0	0.000185356811862836	0	9.2678405931418e-05
"Juniperus_phoenicea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0342261904761905	0	0.00297619047619048	0	0.0544642857142857	0	0.000595238095238095	0	0	0	0.00119047619047619	0	0.00238095238095238	0.00238095238095238	0	0.000892857142857143	0	0	0.000892857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Berberis_vulgaris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00387596899224806	0.00852713178294574	0.010077519379845	0.00465116279069767	0.0368217054263566	0	0.0143410852713178	0.0062015503875969	0	0.00310077519379845	0	0.000775193798449612	0.00465116279069767	0	0.00310077519379845	0	0.00155038759689922	0	0.000775193798449612	0	0	0	0	0	0.00155038759689922	0	0	0	0	0	0	0	0
"Hedera_helix"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00326530612244898	0.000408163265306123	0.0575510204081633	0.000816326530612245	0.000816326530612245	0	0.00285714285714286	0	0	0.0342857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rosa_canina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0133333333333333	0	0.0303030303030303	0	0.0351515151515151	0	0.00545454545454545	0	0	0	0	0	0.0115151515151515	0.00242424242424242	0	0	0	0	0	0	0	0	0	0	0	0	0.000606060606060606	0.00121212121212121	0	0	0	0	0
"Lonicera_arborea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00105263157894737	0.00210526315789474	0.00736842105263158	0.00526315789473684	0.0694736842105263	0.00842105263157895	0.00105263157894737	0	0	0.00421052631578947	0	0	0	0	0.00105263157894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Juniperus_sabina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00941176470588235	0	0.00470588235294118	0	0.0729411764705882	0	0.0105882352941176	0	0	0	0	0	0	0	0	0	0	0	0.00235294117647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Taxus_baccata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00833333333333333	0.0266666666666667	0.0166666666666667	0	0.0183333333333333	0	0.01	0.00833333333333333	0	0	0	0	0	0.00333333333333333	0	0.00833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Juniperus_communis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0361111111111111	0	0.0305555555555556	0	0.025	0	0.00277777777777778	0	0	0	0	0	0	0	0	0.00555555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
