"Sorex_araneus"	"Neomys_fodiens"	"Microtus_oeconomus"	"Microtus_arvalis"	"Clethrionomys_glareolus"	"Clethrionomys_rutilus"	"Sorex_minutus"	"Apodemus_speciosus"	"Apodemus_agrarius"	"Sicista_subtilis"	"Arvicola_terrestris"	"Sorex_arcticus"	"Sorex_daphaenodon"	"Micromys_minutus"	"Talpa_europaea"	"Microtus_gregalis"	"Microtus_agrestis"	"Cricetus_cricetus"	"Sorex_caecutiens"	"Clethrionomys_rufocanus"	"Sorex_isodon"	"Tamias_sibiricus"	"Sorex_minutissimus"	"Neopsylla_mana"	"Ctenophthalmus_assimilis"	"Megabothris_rectangulatus"	"Amalaraeus_penicilliger"	"Palaeopsylla_soricis"	"Hystrichopsylla_talpae"	"Frontopsylla_elata"	"Megabothris_turbidus"	"Ceratophyllus_indages"
"Arvicola_terrestris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00655737704918033	0.0131147540983607	0.0213114754098361	0.0557377049180328	0	0.00327868852459016	0	0	0
"Sorex_arcticus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0916666666666667	0.00333333333333333	0	0	0.005	0	0	0	0
"Sorex_daphaenodon"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0851851851851852	0	0	0	0.0148148148148148	0	0	0	0
"Micromys_minutus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0.025	0	0.025	0	0	0.025	0
"Talpa_europaea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0461538461538462	0.0384615384615385	0	0.0102564102564103	0	0.00512820512820513	0	0	0
"Microtus_gregalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00625	0.046875	0.015625	0.015625	0.00625	0.009375	0	0	0
"Microtus_agrestis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00952380952380952	0.0238095238095238	0.0333333333333333	0.00952380952380952	0.0238095238095238	0	0	0	0
"Cricetus_cricetus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0363636363636364	0	0.0181818181818182	0.0181818181818182	0	0.0272727272727273	0	0	0
"Sorex_caecutiens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0555555555555556	0.0444444444444444	0	0	0	0	0	0	0
"Clethrionomys_rufocanus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333333333333333	0	0.0333333333333333	0	0.0333333333333333	0	0	0	0
"Sorex_isodon"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0
"Tamias_sibiricus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
"Sorex_minutissimus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
"Neopsylla_mana"	0.0522540983606557	0.0110655737704918	0.000819672131147541	0.00153688524590164	0.00317622950819672	0.00184426229508197	0.0076844262295082	0.00133196721311475	0.00102459016393443	0.00358606557377049	0.000409836065573771	0.00563524590163934	0.00471311475409836	0.00102459016393443	0.00184426229508197	0.000204918032786885	0.000204918032786885	0.000409836065573771	0.000512295081967213	0.000204918032786885	0.000512295081967213	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_assimilis"	0.01328125	0.0140625	0.0114583333333333	0.015625	0.00807291666666667	0.00703125	0.003125	0.00651041666666667	0.00520833333333333	0.00234375	0.00208333333333333	0.000520833333333333	0	0	0.00390625	0.00390625	0.00130208333333333	0	0.00104166666666667	0	0	0	0.000520833333333333	0	0	0	0	0	0	0	0	0
"Megabothris_rectangulatus"	0.0045662100456621	0.00136986301369863	0.0242009132420091	0.0136986301369863	0.0141552511415525	0.0123287671232877	0.00228310502283105	0.00273972602739726	0.0045662100456621	0.00228310502283105	0.00593607305936073	0	0	0.0045662100456621	0	0.00228310502283105	0.00319634703196347	0.00091324200913242	0	0.00091324200913242	0	0	0	0	0	0	0	0	0	0	0	0
"Amalaraeus_penicilliger"	0.00367647058823529	0.00147058823529412	0.0191176470588235	0.0110294117647059	0.0110294117647059	0.0132352941176471	0	0.00441176470588235	0.00147058823529412	0	0.025	0	0	0	0.00294117647058824	0.00367647058823529	0.00147058823529412	0.00147058823529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Palaeopsylla_soricis"	0.0218487394957983	0.00840336134453782	0.00504201680672269	0.00420168067226891	0.00672268907563025	0.00756302521008403	0.00252100840336134	0.00168067226890756	0.0168067226890756	0	0	0.00252100840336134	0.00672268907563025	0.00840336134453782	0	0.00168067226890756	0.00420168067226891	0	0	0.00168067226890756	0	0	0	0	0	0	0	0	0	0	0	0
"Hystrichopsylla_talpae"	0.024	0	0.012	0.004	0.0106666666666667	0.00666666666666667	0	0.0173333333333333	0.004	0.008	0.00266666666666667	0	0	0	0.00266666666666667	0.004	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_elata"	0	0	0	0.0125	0.00625	0.00625	0	0.0395833333333333	0.0208333333333333	0.0145833333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megabothris_turbidus"	0.00512820512820513	0	0	0.0256410256410256	0.0153846153846154	0.0128205128205128	0	0.00769230769230769	0.00769230769230769	0	0	0	0	0.0256410256410256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratophyllus_indages"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0
