"Nephrosperma_vanhoutteanum"	"Pittosporum_senacia"	"Chrysobalanus_icaco"	"Erythroxylum_sechellarum"	"Dillenia_ferruginea"	"Paragenipa_wrightii"	"Northea_hornei"	"Phoenicophorium_borsigianum"	"Ixora_pudica"	"Apis_mellifera"	"Lasioglossum_mahense"	"Unidentified_sp3_M_PL_123"	"Nectarinia_dussumieri"	"Ornidia_obesa"	"Hemipyrellia_germana"	"Rhiparida_seychellensis"	"Megachile_seychellensis"	"Phelsuma_sp1_M_PL_123"	"Neophyllomyza_approximatonervis"	"Cratopus_aurostriatus"	"Unidentified_sp2_M_PL_123"	"Rhynchium_brunneum"	"Unidentified_sp5_M_PL_123"	"Polistes_olivaceus"	"Tricimba_seychellensis"	"Chalcidoma_disjunctum"	"Dichaetomyia_fasciculifera"	"Eagris_sabadius"	"Eristalinus_vicarians"	"Hemipyrellia_sp1_M_PL_123"	"Lampides_boeticus"	"Mabuya_sechellensis"	"Scaptodrosophila_sp1_M_PL_123"	"Unidentified_sp1_M_PL_123"	"Unidentified_sp4_M_PL_123"
"Nephrosperma_vanhoutteanum"	0	0	0	0	0	0	0	0	0	0.0236559139784946	0.0290322580645161	0.0225806451612903	0	0	0	0.00430107526881721	0.00430107526881721	0.0021505376344086	0.00430107526881721	0.0032258064516129	0	0	0.0021505376344086	0	0.0021505376344086	0	0.0010752688172043	0	0	0.0010752688172043	0	0	0	0	0
"Pittosporum_senacia"	0	0	0	0	0	0	0	0	0	0.0604938271604938	0.00740740740740741	0	0.00123456790123457	0.0111111111111111	0.00617283950617284	0.00123456790123457	0.00617283950617284	0	0	0	0.00246913580246914	0	0	0	0	0	0	0	0.00123456790123457	0	0.00123456790123457	0.00123456790123457	0	0	0
"Chrysobalanus_icaco"	0	0	0	0	0	0	0	0	0	0.0769230769230769	0.00128205128205128	0	0.00384615384615385	0.00256410256410256	0.00769230769230769	0	0	0	0	0	0	0.00384615384615385	0	0.00256410256410256	0	0	0	0.00128205128205128	0	0	0	0	0	0	0
"Erythroxylum_sechellarum"	0	0	0	0	0	0	0	0	0	0.0405405405405405	0.0486486486486487	0	0	0	0	0	0	0	0	0	0.00540540540540541	0	0	0	0	0.0027027027027027	0	0	0	0	0	0	0	0.0027027027027027	0
"Dillenia_ferruginea"	0	0	0	0	0	0	0	0	0	0.0529411764705882	0.0323529411764706	0	0.00588235294117647	0.00588235294117647	0	0.00294117647058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Paragenipa_wrightii"	0	0	0	0	0	0	0	0	0	0.04375	0.046875	0	0.00625	0	0	0	0	0.003125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Northea_hornei"	0	0	0	0	0	0	0	0	0	0.028	0	0	0.04	0	0.004	0	0	0.02	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phoenicophorium_borsigianum"	0	0	0	0	0	0	0	0	0	0.0125	0.03125	0	0	0	0	0.03125	0	0.00625	0	0.00625	0	0	0.00625	0	0	0	0	0	0	0	0	0	0	0	0.00625
"Ixora_pudica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0
"Apis_mellifera"	0.0117647058823529	0.0262032085561497	0.0320855614973262	0.00802139037433155	0.00962566844919786	0.00748663101604278	0.00374331550802139	0.00106951871657754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
