"Clethrionomys_rutilus"	"Spermophilus_undulatus"	"Microtus_gregalis"	"Tamias_sibiricus"	"Microtus_oeconomus"	"Myopus_schisticolor"	"Sorex_araneus"	"Sciurus_vulgaris"	"Citellophilus_tesquorum"	"Megabothris_advenarius"	"Catallagia_ioffi"	"Amphipsylla_primaris"	"Catallagia_dacenkoi"	"Frontopsylla_luculenta"	"Amalaraeus_penicilliger"	"Megabothris_calcarifer"	"Ceratophyllus_indages"	"Corrodopsylla_birulai"	"Megabothris_rectangulatus"	"Oropsylla_alaskensis"	"Ceratophyllus_paradoxus"	"Amphipsylla_marikovskii"	"Neopsylla_mana"	"Rhadinopsylla_dahurica"	"Rhadinopsylla_pseudodahurica"
"Clethrionomys_rutilus"	0	0	0	0	0	0	0	0	0	0.0280555555555556	0.0263888888888889	0.00666666666666667	0.0194444444444444	0.000555555555555556	0.00972222222222222	0	0.000555555555555556	0.00194444444444444	0.00222222222222222	0	0.0025	0.000833333333333333	0	0.000555555555555556	0.000555555555555556
"Spermophilus_undulatus"	0	0	0	0	0	0	0	0	0.0716346153846154	0	0	0	0	0.0182692307692308	0	0	0	0.00288461538461538	0.000961538461538462	0.00625	0	0	0	0	0
"Microtus_gregalis"	0	0	0	0	0	0	0	0	0	0.0175675675675676	0.00743243243243243	0.0331081081081081	0	0.0108108108108108	0.00608108108108108	0.0141891891891892	0	0	0.00878378378378378	0	0	0	0.00202702702702703	0	0
"Tamias_sibiricus"	0	0	0	0	0	0	0	0	0	0	0.00425531914893617	0	0	0	0	0.00638297872340425	0.0723404255319149	0.0127659574468085	0.00425531914893617	0	0	0	0	0	0
"Microtus_oeconomus"	0	0	0	0	0	0	0	0	0	0.0210526315789474	0.00526315789473684	0.0105263157894737	0	0	0.0105263157894737	0.0473684210526316	0	0	0.00526315789473684	0	0	0	0	0	0
"Myopus_schisticolor"	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0.05	0	0	0	0	0	0	0
"Sorex_araneus"	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0.03	0	0.03	0	0	0	0	0
"Sciurus_vulgaris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0
"Citellophilus_tesquorum"	0	0.0973856209150327	0	0	0	0	0.00261437908496732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megabothris_advenarius"	0.0748148148148148	0	0.0192592592592593	0	0.00592592592592593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Catallagia_ioffi"	0.0863636363636364	0	0.01	0.00181818181818182	0.00181818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_primaris"	0.0311688311688312	0	0.0636363636363636	0	0.0051948051948052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Catallagia_dacenkoi"	0.0933333333333333	0	0	0	0	0.00666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_luculenta"	0.00357142857142857	0.0678571428571429	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amalaraeus_penicilliger"	0.0729166666666667	0	0.01875	0	0.00833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megabothris_calcarifer"	0	0	0.05	0.00714285714285714	0.0428571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratophyllus_indages"	0.00526315789473684	0	0	0.0894736842105263	0	0	0	0.00526315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Corrodopsylla_birulai"	0.0259259259259259	0.0222222222222222	0	0.0222222222222222	0	0.0185185185185185	0.0111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megabothris_rectangulatus"	0.0296296296296296	0.00740740740740741	0.0481481481481481	0.00740740740740741	0.00740740740740741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oropsylla_alaskensis"	0	0.08125	0	0	0	0	0.01875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratophyllus_paradoxus"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_marikovskii"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_mana"	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_dahurica"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_pseudodahurica"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
