"Clethrionomys_glareolus"	"Apodemus_uralensis"	"Microtus_arvalis"	"Sorex_araneus"	"Crocidura_suaveolens"	"Arvicola_terrestris"	"Cricetus_cricetus"	"Microtus_oeconomus"	"Allocricetulus_eversmanni"	"Micromys_minutus"	"Lagurus_lagurus"	"Sicista_subtilis"	"Ctenophthalmus_wagneri"	"Nosopsyllus_consimilis"	"Megabothris_turbidus"	"Amphipsylla_rossica"	"Nosopsyllus_mokrzeckyi"	"Leptopsylla_taschenbergi"	"Amalaraeus_penicilliger"	"Peromyscopsylla_bidentata"	"Ctenophthalmus_breviatus"	"Palaeopsylla_soricis"	"Corrodopsylla_birulai"	"Megabothris_walkeri"	"Leptopsylla_segnis"	"Hystrichopsylla_talpae"
"Clethrionomys_glareolus"	0	0	0	0	0	0	0	0	0	0	0	0	0.0555096856144808	0.010701810098444	0.0257542076849794	0.00457288027945379	0.000222292791362337	0.000222292791362337	0.00136551286122579	0	0.000412829469672912	9.52683391552874e-05	9.52683391552874e-05	0.000730390600190537	0.0002540489044141	6.35122261035249e-05
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	0	0	0	0	0.0453462157809984	0.0287600644122383	0.0133333333333333	0.00132045088566828	0.00386473429951691	0.00309178743961353	0.000805152979066023	0.00106280193236715	0.000933977455716586	0.000547504025764895	0	0.000225442834138486	0.000547504025764895	0.000161030595813205
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0	0	0.0466477809254013	0.0182247403210576	0.00915958451369216	0.01671388101983	0.000755429650613787	0	0.00103871576959396	0.00415486307837583	0.00113314447592068	0.000188857412653447	0	0.00028328611898017	0.00056657223796034	0.00113314447592068
"Sorex_araneus"	0	0	0	0	0	0	0	0	0	0	0	0	0.0695014662756598	0.00175953079178886	0.00586510263929619	0.00117302052785924	0	0	0.000879765395894428	0	0.000586510263929619	0.00733137829912024	0.0105571847507331	0.000586510263929619	0	0.00175953079178886
"Crocidura_suaveolens"	0	0	0	0	0	0	0	0	0	0	0	0	0.0619047619047619	0.0333333333333333	0	0	0	0	0	0.00317460317460317	0	0	0.00158730158730159	0	0	0
"Arvicola_terrestris"	0	0	0	0	0	0	0	0	0	0	0	0	0.0475	0	0.0075	0.0075	0	0	0.005	0	0.025	0	0	0.0075	0	0
"Cricetus_cricetus"	0	0	0	0	0	0	0	0	0	0	0	0	0.0761904761904762	0.0238095238095238	0	0	0	0	0	0	0	0	0	0	0	0
"Microtus_oeconomus"	0	0	0	0	0	0	0	0	0	0	0	0	0.0666666666666667	0	0.0142857142857143	0.00952380952380952	0	0	0	0	0	0	0	0.00952380952380952	0	0
"Allocricetulus_eversmanni"	0	0	0	0	0	0	0	0	0	0	0	0	0.0444444444444444	0.0555555555555556	0	0	0	0	0	0	0	0	0	0	0	0
"Micromys_minutus"	0	0	0	0	0	0	0	0	0	0	0	0	0.0571428571428571	0.0428571428571429	0	0	0	0	0	0	0	0	0	0	0	0
