"Ficus_vogelii"	"Bridelia_micrantha"	"Halleria_lucida"	"Ficus_natalensis"	"Apodytes_dimidiata"	"Trema_orientalis"	"Dovyalis_longispina"	"Sideroxylon_inerme"	"Trichilia_emetica"	"Vepris_undulata"	"Erianthemum_dregei"	"Euclea_natalensis"	"Antidesma_venosum"	"Ekebergia_capensis"	"Strelitzia_nicholai"	"Mimusops_caffra"	"Cholorocichla_flaviventris"	"Pogoniulus_bilineatus"	"Pycnonotus_barbatus"	"Buccanodon_leucotis"	"Unidentified_sp1_M_SD_008"	"Zosterops_pallidus"	"Bycanistes_buccinator"	"Lumprocolius_corruscus"	"Andropadus_importunus"	"Tauraco_porphyrocephalus"
"Ficus_vogelii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.00796296296296296	0.0139814814814815	0.0239814814814815	0.00296296296296296	0.00601851851851852	0.0160185185185185	0.00203703703703704	0.00101851851851852	0.00101851851851852
"Bridelia_micrantha"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041	0.002	0.038	0.004	0.004	0.002	0	0.001	0.004	0.004
"Halleria_lucida"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0.0169230769230769	0.00884615384615385	0.005	0.0480769230769231	0.005	0	0.00615384615384615	0	0
"Ficus_natalensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00988142292490119	0.0458498023715415	0.00988142292490119	0.00592885375494071	0.00513833992094862	0.0110671936758893	0.00197628458498024	0.00316205533596838	0	0.00711462450592885
"Apodytes_dimidiata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0650793650793651	0.0119047619047619	0.00119047619047619	0	0.00793650793650794	0.00396825396825397	0	0.00793650793650794	0.00198412698412698	0
"Trema_orientalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00410958904109589	0.0420091324200913	0.00593607305936073	0	0.0200913242009132	0.0242009132420091	0	0.00182648401826484	0.00182648401826484	0
"Dovyalis_longispina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0290816326530612	0.0137755102040816	0.0290816326530612	0.00102040816326531	0	0.00306122448979592	0	0.00612244897959184	0.0137755102040816	0.00408163265306122
"Sideroxylon_inerme"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0586387434554974	0.0198952879581152	0	0.00209424083769634	0.0031413612565445	0	0	0.00104712041884817	0.0130890052356021	0.00209424083769634
"Trichilia_emetica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0488235294117647	0.0241176470588235	0.00588235294117647	0	0	0	0.00117647058823529	0.0170588235294118	0.00176470588235294	0.00117647058823529
"Vepris_undulata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029559748427673	0.0389937106918239	0	0	0.00691823899371069	0.00817610062893082	0	0	0.0163522012578616	0
"Erianthemum_dregei"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094	0	0	0.006	0	0	0	0	0
"Euclea_natalensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0495145631067961	0.0262135922330097	0.00776699029126214	0.00776699029126214	0.00388349514563107	0	0	0	0.00194174757281553	0.0029126213592233
"Antidesma_venosum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00465116279069767	0.0418604651162791	0.0127906976744186	0.00348837209302326	0.0127906976744186	0.0209302325581395	0	0	0.00116279069767442	0.00232558139534884
"Ekebergia_capensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101449275362319	0.0072463768115942	0.00144927536231884	0.0202898550724638	0	0.00869565217391304	0.0144927536231884	0.0173913043478261	0.00144927536231884	0.0188405797101449
"Strelitzia_nicholai"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024390243902439	0.0634146341463415	0.0121951219512195	0	0	0	0	0	0
"Mimusops_caffra"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044	0.012	0.012	0	0	0	0	0.012	0	0.02
"Cholorocichla_flaviventris"	0.0273003033367037	0.0124368048533873	0.00262891809908999	0.00252780586450961	0.016582406471183	0.000910010111223458	0.0057633973710819	0.011324570273003	0.00839231547017189	0.00475227502527806	0	0.0051567239635996	0.000404448938321537	0.00070778564206269	0	0.00111223458038423	0	0	0	0	0	0	0	0	0	0
"Pogoniulus_bilineatus"	0.0112565445026178	0.000785340314136126	0.00575916230366492	0.0151832460732984	0.00392670157068063	0.0120418848167539	0.00353403141361257	0.0049738219895288	0.00536649214659686	0.0081151832460733	0.018455497382199	0.00353403141361257	0.00471204188481675	0.000654450261780105	0.00130890052356021	0.000392670157068063	0	0	0	0	0	0	0	0	0	0
"Pycnonotus_barbatus"	0.0339325842696629	0.0256179775280899	0.0051685393258427	0.00561797752808989	0.000674157303370787	0.00292134831460674	0.0128089887640449	0	0.00224719101123596	0	0	0.00179775280898876	0.00247191011235955	0.000224719101123596	0.00584269662921348	0.000674157303370787	0	0	0	0	0	0	0	0	0	0
"Buccanodon_leucotis"	0.0773134328358209	0.00358208955223881	0.00388059701492537	0.00447761194029851	0	0	0.000597014925373134	0.00119402985074627	0	0	0	0.00238805970149254	0.000895522388059702	0.00417910447761194	0.00149253731343284	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp1_M_SD_008"	0.0111498257839721	0.00418118466898955	0.0435540069686411	0.00452961672473868	0.00696864111498258	0.0153310104529617	0	0.00209059233449477	0	0.00383275261324042	0.00313588850174216	0.00139372822299652	0.00383275261324042	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zosterops_pallidus"	0.0298165137614679	0.00275229357798165	0.00596330275229358	0.0128440366972477	0.00458715596330275	0.0243119266055046	0.00275229357798165	0	0	0.00596330275229358	0	0	0.00825688073394495	0.00275229357798165	0	0	0	0	0	0	0	0	0	0	0	0
"Bycanistes_buccinator"	0.0910526315789474	0	0	0.00263157894736842	0	0	0	0	0.00105263157894737	0	0	0	0	0.00526315789473684	0	0	0	0	0	0	0	0	0	0	0	0
"Lumprocolius_corruscus"	0.016793893129771	0.00229007633587786	0.0122137404580153	0.00610687022900763	0.0152671755725191	0.00305343511450382	0.00916030534351145	0.00152671755725191	0.0221374045801527	0	0	0	0	0.00916030534351145	0	0.00229007633587786	0	0	0	0	0	0	0	0	0	0
"Andropadus_importunus"	0.0094017094017094	0.0102564102564103	0	0	0.00427350427350427	0.00341880341880342	0.0230769230769231	0.0213675213675214	0.00256410256410256	0.0222222222222222	0	0.00170940170940171	0.000854700854700855	0.000854700854700855	0	0	0	0	0	0	0	0	0	0	0	0
"Tauraco_porphyrocephalus"	0.0141025641025641	0.0153846153846154	0	0.0230769230769231	0	0	0.0102564102564103	0.00512820512820513	0.00256410256410256	0	0	0.00384615384615385	0.00256410256410256	0.0166666666666667	0	0.00641025641025641	0	0	0	0	0	0	0	0	0	0
