"Microtus_arvalis"	"Sorex_araneus"	"Neomys_fodiens"	"Clethrionomys_glareolus"	"Talpa_europaea"	"Microtus_agrestis"	"Arvicola_terrestris"	"Sorex_minutus"	"Apodemus_uralensis"	"Apodemus_agrarius"	"Sicista_betulina"	"Sorex_minutissimus"	"Apodemus_flavicollis"	"Micromys_minutus"	"Crocidura_suaveolens"	"Palaeopsylla_soricis"	"Ctenophthalmus_assimilis"	"Amphipsylla_rossica"	"Ctenophthalmus_agyrtes"	"Doratopsylla_dasycnema"	"Megabothris_turbidus"	"Ctenophthalmus_uncinatus"	"Hystrichopsylla_talpae"	"Amalaraeus_penicilliger"	"Megabothris_rectangulatus"	"Ctenophthalmus_bisoctodentatus"	"Amphipsylla_vinogradovi"	"Paradoxopsyllus_scorodumovi"	"Leptopsylla_segnis"	"Peromyscopsylla_bidentata"	"Peromyscopsylla_silvatica"	"Nosopsyllus_fasciatus"	"Rhadinopsylla_integella"
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00801717967072298	0.0411954187544739	0.0300286327845383	0.00522548317823908	0.000465282748747316	0.00733715103793844	0.00211166785969936	0.00211166785969936	0.00161059413027917	0.00121689334287759	0.000107372942018611	0.000107372942018611	7.15819613457409e-05	0.000178954903364352	0.000143163922691482	7.15819613457409e-05	0	0
"Sorex_araneus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071707561342013	0.00525788683024537	0.00215322984476715	0.00175262894341512	0.0105658487731597	0.00170255383074612	0.000901352028042063	0.00500751126690035	0.000150225338007011	0.000300450676014021	0	0.000150225338007011	0.000100150225338007	0.000250375563345018	0	0	0	0
"Neomys_fodiens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0803754266211604	0.00523321956769056	0.000227531285551763	0.000455062571103527	0.0103526734926052	0.00182025028441411	0.000341296928327645	0.000796359499431172	0	0	0.000113765642775882	0.000170648464163823	0.000113765642775882	0	0	0	0	0
"Clethrionomys_glareolus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00880913539967374	0.0208809135399674	0.00538336052202284	0.0154975530179445	0.00146818923327896	0.00407830342577488	0.0177814029363785	0.00375203915171289	0.0112561174551387	0.00701468189233279	0.000163132137030995	0.000489396411092985	0.00032626427406199	0.000489396411092985	0.000815660685154975	0.00146818923327896	0	0.00032626427406199
"Talpa_europaea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0186991869918699	0.0230352303523035	0.0035230352303523	0.0233062330623306	0.0035230352303523	0.000813008130081301	0.00758807588075881	0.0040650406504065	0	0	0.0140921409214092	0.000813008130081301	0.000542005420054201	0	0	0	0	0
"Microtus_agrestis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00649717514124294	0.0203389830508475	0.00367231638418079	0.018361581920904	0.000847457627118644	0.0203389830508475	0.0101694915254237	0.00734463276836158	0.00423728813559322	0.00508474576271186	0.000282485875706215	0.000847457627118644	0.000564971751412429	0.000847457627118644	0.000564971751412429	0	0	0
"Arvicola_terrestris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00594795539033457	0.0327137546468401	0.0033457249070632	0.0312267657992565	0	0.0215613382899628	0	0.00148698884758364	0.00148698884758364	0	0.000371747211895911	0.00111524163568773	0.000743494423791822	0	0	0	0	0
"Sorex_minutus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0642857142857143	0.0119047619047619	0.00833333333333333	0	0.00476190476190476	0.00238095238095238	0	0.00238095238095238	0	0	0	0.00357142857142857	0.00238095238095238	0	0	0	0	0
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009375	0.0234375	0	0.025	0	0.0046875	0.0109375	0.003125	0	0.015625	0	0.0046875	0.003125	0	0	0	0	0
"Apodemus_agrarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00483870967741936	0.0467741935483871	0.0161290322580645	0.0145161290322581	0	0	0	0.00645161290322581	0	0	0	0.00483870967741936	0.0032258064516129	0	0	0	0.0032258064516129	0
