"Ficus_gul"	"Homalanthus_sp1_M_SD_002"	"Gastonia_sp1_M_SD_002"	"Ficus_odoardi"	"Chisocheton_sp1_M_SD_002"	"Ficus_275"	"Schefflera_sp1_M_SD_002"	"Dysoxylum_sp1_M_SD_002"	"Cissus_hypoglauca"	"Endospermum_sp1_M_SD_002"	"Elmerrillia_sp1_M_SD_002"	"Ficus_371"	"Sloanea_sogerensis"	"Ficus_181"	"Pandanus_sp1_M_SD_002"	"Syzygium_sp1_M_SD_002"	"Ficus_217"	"Myristica_sp1_M_SD_002"	"Ficus_246"	"Aglaia_sp1_M_SD_002"	"Ficus_202"	"Zingiberaceae_sp1_M_SD_002"	"Cissus_aristata"	"Ficus_drupacea"	"Sloanea_aberrans"	"Uvaria_sp1_M_SD_002"	"Aporusa_sp1_M_SD_002"	"Canthium_sp1_M_SD_002"	"Glochidion_sp1_M_SD_002"	"Piper_sp1_M_SD_002"	"Sterculia_sp1_M_SD_002"	"Manucodia_keraudrenii"	"Diphyllodes_magnificus"	"Paradisaea_raggiana"	"Parotia_lawesii"	"Lophorina_superba"	"Manucodia_chalybatus"	"Paradisaea_rudolphi"	"Ptiloris_magnificus"	"Epimachus_albertisii"
"Ficus_gul"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062753036437247	0.00323886639676113	0.0182186234817814	0.0048582995951417	0.000404858299595142	0.0101214574898785	0.000404858299595142	0	0
"Homalanthus_sp1_M_SD_002"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016597510373444	0.0431535269709544	0.0311203319502075	0.004149377593361	0.00705394190871369	0	0.00954356846473029	0.0033195020746888	0
"Gastonia_sp1_M_SD_002"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0129770992366412	0.0442748091603054	0.0183206106870229	0.016793893129771	0	0	0.00229007633587786	0.00534351145038168	0
"Ficus_odoardi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0495495495495495	0.00720720720720721	0.018018018018018	0.00540540540540541	0.000900900900900901	0.0171171171171171	0	0.0018018018018018	0
"Chisocheton_sp1_M_SD_002"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00769230769230769	0.0142857142857143	0.0142857142857143	0.010989010989011	0.0252747252747253	0.0010989010989011	0.0032967032967033	0.0175824175824176	0.00549450549450549
"Ficus_275"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0547945205479452	0.00684931506849315	0.0178082191780822	0.00136986301369863	0.00273972602739726	0.010958904109589	0.00547945205479452	0	0
"Schefflera_sp1_M_SD_002"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00333333333333333	0	0.0783333333333333	0	0	0.0166666666666667	0.00166666666666667	0
"Dysoxylum_sp1_M_SD_002"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032258064516129	0.0387096774193548	0.0548387096774194	0.0032258064516129	0	0	0	0	0
"Cissus_hypoglauca"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0433333333333333	0.0133333333333333	0.0166666666666667	0.00666666666666667	0.00333333333333333	0	0.01	0.00333333333333333	0.00333333333333333
"Endospermum_sp1_M_SD_002"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00666666666666667	0.05	0.00666666666666667	0.00666666666666667	0.03	0	0	0	0
"Elmerrillia_sp1_M_SD_002"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285714285714286	0.0428571428571429	0.00714285714285714	0.00714285714285714	0.00714285714285714	0.00357142857142857	0	0	0.00357142857142857
"Ficus_371"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0230769230769231	0	0.0115384615384615	0.0153846153846154	0.0153846153846154	0.00384615384615385	0.0269230769230769	0	0.00384615384615385
"Sloanea_sogerensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0181818181818182	0.0363636363636364	0.00909090909090909	0.0181818181818182	0.0181818181818182	0	0	0	0
"Ficus_181"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0.02	0	0	0.01	0	0
"Pandanus_sp1_M_SD_002"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.02	0	0.02	0	0.01	0	0
"Syzygium_sp1_M_SD_002"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0.01	0.01	0	0	0	0	0
"Ficus_217"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0
"Myristica_sp1_M_SD_002"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0375	0.0125	0.0125	0.0375	0	0	0	0	0
"Ficus_246"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0571428571428571	0.0285714285714286	0	0	0	0.0142857142857143	0	0	0
"Aglaia_sp1_M_SD_002"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0.025	0	0	0	0	0
"Ficus_202"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.025	0	0	0	0.025	0	0	0
"Zingiberaceae_sp1_M_SD_002"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0.025	0.025	0	0
"Cissus_aristata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0.05	0	0	0
"Ficus_drupacea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0
"Sloanea_aberrans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
"Uvaria_sp1_M_SD_002"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0
"Aporusa_sp1_M_SD_002"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0
"Canthium_sp1_M_SD_002"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
"Glochidion_sp1_M_SD_002"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
"Piper_sp1_M_SD_002"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0
"Sterculia_sp1_M_SD_002"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0
"Manucodia_keraudrenii"	0.0445402298850575	0.00114942528735632	0.00488505747126437	0.0158045977011494	0.00201149425287356	0.0114942528735632	0	0.00028735632183908	0.00373563218390805	0.000574712643678161	0.00229885057471264	0.00172413793103448	0.000574712643678161	0.00201149425287356	0	0.00229885057471264	0.00258620689655172	0.000862068965517241	0.00114942528735632	0	0.000574712643678161	0	0	0.000574712643678161	0	0.000574712643678161	0	0	0	0.00028735632183908	0	0	0	0	0	0	0	0	0	0
"Diphyllodes_magnificus"	0.00306513409961686	0.0398467432950192	0.0222222222222222	0.00306513409961686	0.00498084291187739	0.00191570881226054	0.000766283524904215	0.00459770114942529	0.00153256704980843	0.00574712643678161	0.00459770114942529	0	0.00153256704980843	0	0.00191570881226054	0	0	0.000383141762452107	0.000766283524904215	0	0.000383141762452107	0.000766283524904215	0.000383141762452107	0	0.000766283524904215	0	0	0.000383141762452107	0.000383141762452107	0	0	0	0	0	0	0	0	0	0	0
