"Clethrionomys_rutilus"	"Sorex_araneus"	"Clethrionomys_glareolus"	"Microtus_arvalis"	"Microtus_agrestis"	"Sorex_caecutiens"	"Clethrionomys_rufocanus"	"Microtus_oeconomus"	"Apodemus_agrarius"	"Neomys_fodiens"	"Sorex_isodon"	"Sorex_roboratus"	"Micromys_minutus"	"Tamias_sibiricus"	"Arvicola_terrestris"	"Sorex_arcticus"	"Sorex_minutus"	"Apodemus_peninsulae"	"Sorex_minutissimus"	"Sciurus_vulgaris"	"Sicista_betulina"	"Myopus_schisticolor"	"Sorex_daphaenodon"	"Talpa_altaica"	"Cricetus_cricetus"	"Apodemus_uralensis"	"Talpa_europaea"	"Peromyscopsylla_silvatica"	"Corrodopsylla_birulai"	"Megabothris_rectangulatus"	"Doratopsylla_dasycnema"	"Palaeopsylla_soricis"	"Ctenophthalmus_uncinatus"	"Amalaraeus_penicilliger"	"Hystrichopsylla_talpae"	"Rhadinopsylla_li"	"Ceratophyllus_indages"	"Megabothris_walkeri"	"Ctenophthalmus_assimilis"	"Tarsopsylla_octodecimdentata"	"Neopsylla_pleskei"	"Frontopsylla_elata"	"Amphipsylla_sibirica"	"Neopsylla_acanthina"	"Nosopsyllus_fasciatus"	"Leptopsylla_segnis"	"Catallagia_dacenkoi"	"Megabothris_calcarifer"	"Megabothris_turbidus"	"Catallagia_ioffi"	"Ctenophthalmus_pisticus"	"Neopsylla_mana"	"Rhadinopsylla_integella"
"Clethrionomys_rutilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0548233046800382	0.00382043935052531	0.0168099331423114	0.00191021967526266	0.00143266475644699	0.0052531041069723	0.00869149952244508	0.0052531041069723	0.000668576886341929	0	0	0.000286532951289398	0	0	0	0	0	0	0.000191021967526266	0.000382043935052531	0	0	0.000286532951289398	0	0	0.000191021967526266
"Sorex_araneus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010019267822736	0.0274566473988439	0.00414258188824663	0.0307321772639692	0.0183044315992293	0.00250481695568401	0.00163776493256262	0.00414258188824663	0.000674373795761079	0.000192678227360308	0	0	0	0	0	0.000192678227360308	0	0	0	0	0	0	0	0	0	0
"Clethrionomys_glareolus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0338064516129032	0.00516129032258065	0.0121290322580645	0.0147096774193548	0.00425806451612903	0.0103225806451613	0.0112258064516129	0.00425806451612903	0.000903225806451613	0	0.000387096774193548	0.000645161290322581	0	0.000387096774193548	0.000516129032258065	0.000516129032258065	0.000258064516129032	0	0	0	0.000258064516129032	0.000258064516129032	0	0	0	0
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277777777777778	0.00252525252525253	0.021969696969697	0.00202020202020202	0.00833333333333333	0.0128787878787879	0.00580808080808081	0.0116161616161616	0.00176767676767677	0	0.00252525252525253	0.000505050505050505	0	0	0	0.000505050505050505	0.00126262626262626	0	0	0.000505050505050505	0	0	0	0	0	0
"Microtus_agrestis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035632183908046	0.00488505747126437	0.0172413793103448	0.014367816091954	0.00229885057471264	0.00660919540229885	0.00373563218390805	0.00862068965517242	0.00201149425287356	0	0.00229885057471264	0.000574712643678161	0	0	0.000574712643678161	0.000574712643678161	0	0	0	0	0	0.000574712643678161	0	0	0	0
"Sorex_caecutiens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00866666666666667	0.0263333333333333	0.00733333333333333	0.0186666666666667	0.0236666666666667	0.005	0.00233333333333333	0.005	0.00233333333333333	0	0	0	0	0	0	0	0	0	0	0.000666666666666667	0	0	0	0	0	0
"Clethrionomys_rufocanus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0708571428571429	0	0.00514285714285714	0.00228571428571429	0.00171428571428571	0.00571428571428571	0.00685714285714286	0.00228571428571429	0.004	0.00114285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Microtus_oeconomus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0133333333333333	0.00222222222222222	0.0281481481481482	0	0.00814814814814815	0.0133333333333333	0.0140740740740741	0.00962962962962963	0.00518518518518519	0	0.00222222222222222	0	0	0	0	0.00222222222222222	0	0	0	0	0.00148148148148148	0	0	0	0	0
"Apodemus_agrarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00869565217391304	0.00434782608695652	0.00695652173913044	0.00260869565217391	0.0130434782608696	0.0121739130434783	0	0.0130434782608696	0.00608695652173913	0	0	0.00608695652173913	0	0.00695652173913044	0.00608695652173913	0	0.00260869565217391	0.00869565217391304	0.00260869565217391	0	0	0	0	0	0	0
"Neomys_fodiens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00555555555555556	0.0555555555555556	0	0	0.0288888888888889	0.00222222222222222	0	0	0.00777777777777778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sorex_isodon"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00227272727272727	0	0.00340909090909091	0.0159090909090909	0.0647727272727273	0	0.00227272727272727	0.00340909090909091	0.00795454545454546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sorex_roboratus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0826666666666667	0	0	0.00533333333333333	0	0	0	0.00933333333333333	0	0	0.00266666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0
