"Nephrosperma_vanhoutteanum"	"Premna_serratifolia"	"Psidium_cattleianum"	"Deckenia_nobilis"	"Erythroxylum_sechellarum"	"Memecylon_eleagni"	"Ochna_kirkii"	"Alstonia_macrophylla"	"Apis_mellifera"	"Lasioglossum_mahense"	"Ornidia_obesa"	"Unidentified_sp1_M_PL_112"	"Rhynchium_brunneum"	"Xylocopa_caffra"	"Megachile_seychellensis"	"Lygistorrhina_sp1_M_PL_112"	"Hemipyrellia_germana"	"Phelsuma_sp1_M_PL_112"	"Neophyllomyza_approximatonervis"	"Hemipyrellia_sp1_M_PL_112"	"Chalcidoma_disjunctum"	"Unidentified_sp2_M_PL_112"	"Eagris_sabadius"	"Eristalinus_vicarians"	"Rhiparida_seychellensis"	"Simosyrphus_aegyptius"
"Nephrosperma_vanhoutteanum"	0	0	0	0	0	0	0	0	0.0204301075268817	0.0247311827956989	0.00752688172043011	0.0236559139784946	0	0	0.00430107526881721	0.010752688172043	0.0021505376344086	0.0010752688172043	0.00537634408602151	0	0	0	0	0	0	0
"Premna_serratifolia"	0	0	0	0	0	0	0	0	0.002	0.028	0	0	0.038	0	0.018	0	0	0	0	0.008	0	0	0.002	0.002	0.002	0
"Psidium_cattleianum"	0	0	0	0	0	0	0	0	0.0488372093023256	0.00465116279069767	0.0232558139534884	0	0	0.0116279069767442	0	0	0.0116279069767442	0	0	0	0	0	0	0	0	0
"Deckenia_nobilis"	0	0	0	0	0	0	0	0	0.0390243902439024	0.0219512195121951	0.0121951219512195	0	0	0	0	0	0.00975609756097561	0.0146341463414634	0.0024390243902439	0	0	0	0	0	0	0
"Erythroxylum_sechellarum"	0	0	0	0	0	0	0	0	0.00952380952380952	0.0714285714285714	0	0	0	0	0	0.00952380952380952	0	0	0	0	0	0.00952380952380952	0	0	0	0
"Memecylon_eleagni"	0	0	0	0	0	0	0	0	0.0714285714285714	0.0142857142857143	0	0	0	0	0	0	0	0	0	0	0.0142857142857143	0	0	0	0	0
"Ochna_kirkii"	0	0	0	0	0	0	0	0	0	0.00714285714285714	0	0	0	0.0857142857142857	0	0	0	0	0	0	0	0	0	0	0	0.00714285714285714
"Alstonia_macrophylla"	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Apis_mellifera"	0.027536231884058	0.00144927536231884	0.0304347826086957	0.0231884057971014	0.00289855072463768	0.0144927536231884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lasioglossum_mahense"	0.0348484848484849	0.0212121212121212	0.00303030303030303	0.0136363636363636	0.0227272727272727	0.00303030303030303	0.00151515151515152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ornidia_obesa"	0.0304347826086957	0	0.0434782608695652	0.0217391304347826	0	0	0	0.00434782608695652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp1_M_PL_112"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhynchium_brunneum"	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xylocopa_caffra"	0	0	0.0294117647058824	0	0	0	0.0705882352941177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megachile_seychellensis"	0.0307692307692308	0.0692307692307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lygistorrhina_sp1_M_PL_112"	0.0833333333333333	0	0	0	0.0166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hemipyrellia_germana"	0.0181818181818182	0	0.0454545454545455	0.0363636363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phelsuma_sp1_M_PL_112"	0.0142857142857143	0	0	0.0857142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neophyllomyza_approximatonervis"	0.0833333333333333	0	0	0.0166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hemipyrellia_sp1_M_PL_112"	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chalcidoma_disjunctum"	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp2_M_PL_112"	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Eagris_sabadius"	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Eristalinus_vicarians"	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhiparida_seychellensis"	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Simosyrphus_aegyptius"	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
