"Bouvardia_ternifolia"	"Salvia_elegans"	"Penstemon_roseus"	"Castilleja_tenuiflora"	"Penstemon_gentianoides"	"Prunella_vulgaris"	"Castilleja_scorzonerifolia"	"Salvia_mocinoi"	"Hylocharis_leucotis"	"Archilochus_colubris"	"Eugenes_fulgens"	"Lampornis_clemenciae"	"Colibri_thalassinus"	"Selasphorus_platycercus"	"Selasphorus_rufus"	"Selasphorus_sasin"
"Bouvardia_ternifolia"	0	0	0	0	0	0	0	0	0.0265060240963855	0.0301204819277108	0.0180722891566265	0.0108433734939759	0.0144578313253012	0	0	0
"Salvia_elegans"	0	0	0	0	0	0	0	0	0.025974025974026	0.0194805194805195	0.0142857142857143	0.0142857142857143	0.00649350649350649	0.00779220779220779	0.00649350649350649	0.0051948051948052
"Penstemon_roseus"	0	0	0	0	0	0	0	0	0.0216216216216216	0.0175675675675676	0.0108108108108108	0.0121621621621622	0.0108108108108108	0.00675675675675676	0.00810810810810811	0.0121621621621622
"Castilleja_tenuiflora"	0	0	0	0	0	0	0	0	0.0186046511627907	0.0162790697674419	0.00465116279069767	0	0	0.0255813953488372	0.0209302325581395	0.013953488372093
"Penstemon_gentianoides"	0	0	0	0	0	0	0	0	0.0261904761904762	0.019047619047619	0.0166666666666667	0.0214285714285714	0.0166666666666667	0	0	0
"Prunella_vulgaris"	0	0	0	0	0	0	0	0	0.0181818181818182	0	0.0136363636363636	0	0	0.0227272727272727	0.0272727272727273	0.0181818181818182
"Castilleja_scorzonerifolia"	0	0	0	0	0	0	0	0	0.0555555555555556	0	0.0444444444444444	0	0	0	0	0
"Salvia_mocinoi"	0	0	0	0	0	0	0	0	0.0625	0	0.0375	0	0	0	0	0
"Hylocharis_leucotis"	0.0241758241758242	0.021978021978022	0.0175824175824176	0.00879120879120879	0.0120879120879121	0.0043956043956044	0.00549450549450549	0.00549450549450549	0	0	0	0	0	0	0	0
"Archilochus_colubris"	0.0367647058823529	0.0220588235294118	0.0191176470588235	0.0102941176470588	0.0117647058823529	0	0	0	0	0	0	0	0	0	0	0
"Eugenes_fulgens"	0.0283018867924528	0.0207547169811321	0.0150943396226415	0.00377358490566038	0.0132075471698113	0.00566037735849057	0.00754716981132075	0.00566037735849057	0	0	0	0	0	0	0	0
"Lampornis_clemenciae"	0.0236842105263158	0.0289473684210526	0.0236842105263158	0	0.0236842105263158	0	0	0	0	0	0	0	0	0	0	0
"Colibri_thalassinus"	0.0375	0.015625	0.025	0	0.021875	0	0	0	0	0	0	0	0	0	0	0
"Selasphorus_platycercus"	0	0.0222222222222222	0.0185185185185185	0.0407407407407407	0	0.0185185185185185	0	0	0	0	0	0	0	0	0	0
"Selasphorus_rufus"	0	0.0192307692307692	0.0230769230769231	0.0346153846153846	0	0.0230769230769231	0	0	0	0	0	0	0	0	0	0
"Selasphorus_sasin"	0	0.0173913043478261	0.0391304347826087	0.0260869565217391	0	0.0173913043478261	0	0	0	0	0	0	0	0	0	0
