"Diplopterys_pubipetala"	"Byrsonima_gardnerana"	"Banisteriopsis_muricata"	"Heteropterys_sp1_M_PL_059"	"Heteropterys_sp2_M_PL_059"	"Dicella_bracteosa"	"Carolus_chasei"	"Stigmaphyllon_paralias"	"Banisteriopsis_stellaris"	"Banisteriopsis_schizoptera"	"Stigmaphyllon_auriculatum"	"Stigmaphyllon_ciliatum"	"Janusia_anisandra"	"Centris_aenea"	"Centris_fuscata"	"Centris_caxiensis"	"Centris_tarsata"	"Centris_flavifrons"	"Centris_trigonoides"	"Centris_obsoleta"	"Epicharis_sp1_M_PL_059"	"Apis_mellifera"	"Centris_sp1_M_PL_059"	"Centris_sp2_M_PL_059"	"Xylocopa_sp1_M_PL_059"	"Xylocopa_grisescens"
"Diplopterys_pubipetala"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0241525423728814	0.0240819209039548	0.0130649717514124	0.00812146892655367	0.00734463276836158	0.00451977401129944	0	0.0057909604519774	0.00642655367231638	0.00649717514124294	0	0	0
"Byrsonima_gardnerana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0223837209302326	0.00775193798449612	0.0510658914728682	0.0112403100775194	0.00687984496124031	0	0	0	0.000678294573643411	0	0	0	0
"Banisteriopsis_muricata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00996978851963746	0.0117824773413897	0.0027190332326284	0.00352467270896274	0.00684793554884189	0.0164149043303122	0.0229607250755287	0.00916414904330312	0.00110775427995972	0	0.00926485397784491	0.00412890231621349	0.00211480362537764
"Heteropterys_sp1_M_PL_059"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024740932642487	0.022020725388601	0.0170984455958549	0.0099740932642487	0.0130829015544041	0.00971502590673575	0	0.000906735751295337	0	0	0	0.00246113989637306	0
"Heteropterys_sp2_M_PL_059"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263157894736842	0.0233285917496444	0.0187766714082504	0.0118065433854908	0	0.0115220483641536	0	0.00412517780938834	0.00412517780938834	0	0	0	0
"Dicella_bracteosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0267307692307692	0.0246153846153846	0.0171153846153846	0.00634615384615385	0.0251923076923077	0	0	0	0	0	0	0	0
"Carolus_chasei"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035781990521327	0.0267772511848341	0.0255924170616114	0.0118483412322275	0	0	0	0	0	0	0	0	0
"Stigmaphyllon_paralias"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0381818181818182	0.0618181818181818	0	0	0	0	0	0	0	0	0	0	0
"Banisteriopsis_stellaris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030672268907563	0.0315126050420168	0.0256302521008403	0.0121848739495798	0	0	0	0	0	0	0	0	0
"Banisteriopsis_schizoptera"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0327586206896552	0.032183908045977	0.017816091954023	0.0172413793103448	0	0	0	0	0	0	0	0	0
"Stigmaphyllon_auriculatum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0359281437125748	0.0245508982035928	0.0101796407185629	0	0.0293413173652695	0	0	0	0	0	0	0	0
"Stigmaphyllon_ciliatum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426751592356688	0.0312101910828025	0	0	0.0261146496815287	0	0	0	0	0	0	0	0
"Janusia_anisandra"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0356060606060606	0.0462121212121212	0	0.0181818181818182	0	0	0	0	0	0	0	0	0
"Centris_aenea"	0.0193438914027149	0.0130656108597285	0.00559954751131222	0.0108031674208145	0.0104638009049774	0.00786199095022624	0.00854072398190045	0.00712669683257919	0.0041289592760181	0.00322398190045249	0.00339366515837104	0.003789592760181	0.00265837104072398	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centris_fuscata"	0.0213258286429018	0.00500312695434647	0.00731707317073171	0.0106316447779862	0.0102564102564103	0.00800500312695435	0.00706691682301438	0.0127579737335835	0.00469043151969981	0.00350218886804253	0.00256410256410256	0.00306441525953721	0.00381488430268918	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centris_caxiensis"	0.0141329258976318	0.0402597402597403	0.00206264323911383	0.0100840336134454	0.0100840336134454	0.0067990832696715	0.00825057295645531	0	0.00466004583651643	0.00236822001527884	0.0012987012987013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centris_tarsata"	0.0194256756756757	0.0195945945945946	0.00591216216216216	0.0130067567567568	0.0140202702702703	0.00557432432432432	0.00844594594594595	0	0.00489864864864865	0.00506756756756757	0	0	0.00405405405405405	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centris_flavifrons"	0.0184070796460177	0.0125663716814159	0.0120353982300885	0.0178761061946903	0	0.0231858407079646	0	0	0	0	0.00867256637168142	0.00725663716814159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centris_trigonoides"	0.016710182767624	0	0.0425587467362924	0.0195822454308094	0.0211488250652742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centris_obsoleta"	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Epicharis_sp1_M_PL_059"	0.0392344497607656	0	0.0435406698564593	0.00334928229665072	0.0138755980861244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Apis_mellifera"	0.0659420289855073	0.00507246376811594	0.00797101449275362	0	0.0210144927536232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centris_sp1_M_PL_059"	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centris_sp2_M_PL_059"	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xylocopa_sp1_M_PL_059"	0	0	0.0683333333333333	0.0316666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xylocopa_grisescens"	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
