"Clethrionomys_glareolus"	"Sorex_araneus"	"Apodemus_flavicollis"	"Apodemus_agrarius"	"Microtus_arvalis"	"Microtus_subterraneus"	"Microtus_agrestis"	"Apodemus_sylvaticus"	"Neomys_fodiens"	"Apodemus_uralensis"	"Sorex_alpinus"	"Neomys_anomalus"	"Myoxus_glis"	"Sorex_minutus"	"Crocidura_suaveolens"	"Muscardinus_avellanarius"	"Microtus_tatricus"	"Talpa_europaea"	"Arvicola_terrestris"	"Sicista_betulina"	"Dryomys_nitedula"	"Micromys_minutus"	"Ctenophthalmus_agyrtes"	"Megabothris_turbidus"	"Palaeopsylla_soricis"	"Amalaraeus_penicilliger"	"Peromyscopsylla_bidentata"	"Doratopsylla_dasycnema"	"Ctenophthalmus_assimilis"	"Peromyscopsylla_silvatica"	"Leptopsylla_segnis"	"Ctenophthalmus_solutus"	"Amalaraeus_arvicolae"	"Ctenophthalmus_uncinatus"	"Ctenophthalmus_congener"	"Hystrichopsylla_talpae"	"Hystrichopsylla_orientalis"	"Rhadinopsylla_integella"	"Ctenophthalmus_obtusus"	"Peromyscopsylla_fallax"	"Ceratophyllus_sciurorum"	"Nosopsyllus_fasciatus"	"Amphipsylla_rossica"	"Atyphloceras_nuperus"	"Rhadinopsylla_pentacantha"	"Palaeopsylla_kohauti"	"Ctenophthalmus_bisoctodentatus"
"Clethrionomys_glareolus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0332161000390778	0.011957796014068	0.000195388823759281	0.0178976162563501	0.0134427510746385	0.000351699882766706	0.00082063305978898	0.00672137553731927	0.000156311059007425	0.000195388823759281	7.81555295037124e-05	0.00371238765142634	0.00269636576787808	0.000508010941774131	0.000625244236029699	0.00261821023837437	0.0025009769441188	0.00168034388432982	7.81555295037124e-05	7.81555295037124e-05	0	0.000351699882766706	0.000117233294255569	0	0
"Sorex_araneus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00602957906712173	0.000455062571103527	0.0530147895335609	0.000227531285551763	0.00102389078498294	0.0318543799772469	0.00182025028441411	0.000113765642775882	0.000113765642775882	0.00068259385665529	0	0.000227531285551763	0.000113765642775882	0.00193401592718999	0.00102389078498294	0.000113765642775882	0	0	0	0	0	0	0	0.00102389078498294	0.000227531285551763
"Apodemus_flavicollis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04890625	0.0246875	0.00125	0.00046875	0.00015625	0.000625	0.0009375	0.0003125	0.00296875	0.013125	0	0.00046875	0.0003125	0.00125	0.00203125	0.000625	0.0003125	0	0.00046875	0.00078125	0	0.00015625	0.00015625	0	0
"Apodemus_agrarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046483704974271	0.0106346483704974	0.000857632933104631	0	0.000171526586620926	0	0.000857632933104631	0	0.0257289879931389	0.00480274442538594	0	0.000343053173241853	0.000171526586620926	0.0039451114922813	0.00257289879931389	0.000514579759862779	0	0.000514579759862779	0	0.00222984562607204	0	0	0	0	0.000171526586620926
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0421792618629174	0.0149384885764499	0	0.00492091388400703	0.0054481546572935	0.000527240773286468	0.0231985940246046	0.00140597539543058	0.000351493848857645	0.000351493848857645	0.000351493848857645	0.000351493848857645	0.000527240773286468	0.000878734622144113	0.0015817223198594	0.00070298769771529	0	0	0	0.000175746924428823	0.00210896309314587	0	0	0	0
"Microtus_subterraneus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0415057915057915	0.0028957528957529	0.000965250965250965	0.00482625482625483	0.01003861003861	0	0.000386100386100386	0.00154440154440154	0.000193050193050193	0.000193050193050193	0.0291505791505791	0.000193050193050193	0.00231660231660232	0.000772200772200772	0.000772200772200772	0.000579150579150579	0	0.00212355212355212	0	0	0	0.000193050193050193	0.00135135135135135	0	0
"Microtus_agrestis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0443137254901961	0.00705882352941176	0.000196078431372549	0.00607843137254902	0.0141176470588235	0.000196078431372549	0.00764705882352941	0.00705882352941176	0.000392156862745098	0.000392156862745098	0.00254901960784314	0.000196078431372549	0.000588235294117647	0.00352941176470588	0.00294117647058824	0.000980392156862745	0.000196078431372549	0.00117647058823529	0	0	0.000196078431372549	0.000196078431372549	0	0	0
"Apodemus_sylvaticus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0534883720930233	0.0172093023255814	0.000465116279069767	0.0013953488372093	0	0.000465116279069767	0.000465116279069767	0	0.0116279069767442	0.00744186046511628	0	0.0013953488372093	0.0013953488372093	0.000465116279069767	0.000465116279069767	0.0013953488372093	0	0	0	0.00186046511627907	0.000465116279069767	0	0	0	0
"Neomys_fodiens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0136986301369863	0.00136986301369863	0.0595890410958904	0	0.00205479452054795	0.0150684931506849	0.00136986301369863	0	0.000684931506849315	0.000684931506849315	0	0	0	0.00136986301369863	0.00273972602739726	0	0	0	0	0	0	0	0.000684931506849315	0	0.000684931506849315
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0268041237113402	0.0144329896907216	0	0.00309278350515464	0.00206185567010309	0.00103092783505155	0.0103092783505155	0	0	0.0391752577319588	0	0	0	0	0.00309278350515464	0	0	0	0	0	0	0	0	0	0
"Sorex_alpinus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0146341463414634	0	0.0426829268292683	0	0.0024390243902439	0.0317073170731707	0.00121951219512195	0.0024390243902439	0	0	0	0	0	0.00365853658536585	0.00121951219512195	0	0	0	0	0	0	0	0	0	0
"Neomys_anomalus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164556962025316	0.00632911392405063	0.0632911392405063	0	0.00253164556962025	0.0113924050632911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Myoxus_glis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0
"Sorex_minutus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00416666666666667	0	0.0416666666666667	0	0	0.05	0	0.00416666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Crocidura_suaveolens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0545454545454545	0	0	0.0454545454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Muscardinus_avellanarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00909090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909090909090909	0	0	0	0	0	0
"Microtus_tatricus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0166666666666667	0	0	0.0166666666666667	0	0	0	0	0	0.0333333333333333	0	0	0	0	0	0	0.0333333333333333	0	0	0	0	0	0	0
"Talpa_europaea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08
"Arvicola_terrestris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sicista_betulina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333333333333333	0.0666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dryomys_nitedula"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0
"Micromys_minutus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_agyrtes"	0.036001694197374	0.00224481152054214	0.0132570944515036	0.0114781872088098	0.0101651842439644	0.00910631088521813	0.0095722151630665	0.00487081745023295	0.000847098686997035	0.00110122829309615	0.000508259212198221	0.000550614146548073	0	4.23549343498518e-05	0	4.23549343498518e-05	0	4.23549343498518e-05	0.000127064803049555	0	0	4.23549343498518e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megabothris_turbidus"	0.0422068965517241	0.000551724137931035	0.0217931034482759	0.00855172413793103	0.0117241379310345	0.00206896551724138	0.00496551724137931	0.00510344827586207	0.000275862068965517	0.00193103448275862	0	0.000689655172413793	0	0	0	0	0.000137931034482759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Palaeopsylla_soricis"	0.000742942050520059	0.0692421991084695	0.0011887072808321	0.000742942050520059	0	0.000742942050520059	0.000148588410104012	0.000148588410104012	0.012927191679049	0	0.00520059435364042	0.00742942050520059	0	0.00148588410104012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amalaraeus_penicilliger"	0.0826714801444043	0.00036101083032491	0.000541516245487365	0	0.00505415162454874	0.00451263537906137	0.0055956678700361	0.000541516245487365	0	0.000541516245487365	0	0	0	0	0	0	0	0	0	0.000180505415162455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Peromyscopsylla_bidentata"	0.0659003831417625	0.00172413793103448	0.000191570881226054	0.000191570881226054	0.00593869731800766	0.00996168582375479	0.0137931034482759	0	0.000574712643678161	0.000383141762452107	0.000383141762452107	0.000383141762452107	0	0	0	0	0.000191570881226054	0	0	0.000383141762452107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Doratopsylla_dasycnema"	0.00240641711229947	0.0748663101604278	0.00106951871657754	0	0.000802139037433155	0	0.000267379679144385	0.000267379679144385	0.00588235294117647	0.000267379679144385	0.00695187165775401	0.00240641711229947	0	0.00320855614973262	0.00160427807486631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_assimilis"	0.00889830508474576	0.00677966101694915	0.00254237288135593	0.00211864406779661	0.0559322033898305	0.000847457627118644	0.0165254237288136	0.000423728813559322	0.000847457627118644	0.00423728813559322	0.000423728813559322	0	0	0	0	0	0	0	0.000423728813559322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Peromyscopsylla_silvatica"	0.0747826086956522	0.000434782608695652	0.000869565217391304	0	0.00347826086956522	0.00347826086956522	0.0156521739130435	0	0	0	0.000869565217391304	0	0	0.000434782608695652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leptopsylla_segnis"	0.0019047619047619	0.000476190476190476	0.00904761904761905	0.0714285714285714	0.000952380952380952	0.000476190476190476	0.000952380952380952	0.0119047619047619	0.000476190476190476	0	0	0	0	0	0.00238095238095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_solutus"	0.00273224043715847	0.00327868852459016	0.0459016393442623	0.0153005464480874	0.00109289617486339	0.000546448087431694	0.00109289617486339	0.0087431693989071	0.000546448087431694	0.0207650273224044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amalaraeus_arvicolae"	0.00117647058823529	0	0	0	0.00117647058823529	0.0888235294117647	0.00764705882352941	0	0	0	0	0	0	0	0	0	0.00117647058823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_uncinatus"	0.0871559633027523	0.0018348623853211	0.00275229357798165	0.0018348623853211	0.0018348623853211	0.000917431192660551	0.000917431192660551	0.00275229357798165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
