"Lagurus_lagurus"	"Allactaga_major"	"Allocricetulus_eversmanni"	"Alticola_strelzowi"	"Spermophilus_erythrogenys"	"Clethrionomys_rutilus"	"Cricetulus_barabensis"	"Microtus_oeconomus"	"Apodemus_uralensis"	"Microtus_arvalis"	"Apodemus_agrarius"	"Sicista_subtilis"	"Allactaga_sibirica"	"Microtus_gregalis"	"Ctenophthalmus_arvalis"	"Mesopsylla_hebes"	"Pectinoctenus_pavlovskii"	"Frontopsylla_elata"	"Citellophilus_tesquorum"	"Callopsylla_caspia"	"Neopsylla_pleskei"	"Amphipsylla_primaris"	"Pectinoctenus_nemorosa"	"Amphipsylla_rossica"	"Megabothris_walkeri"	"Leptopsylla_segnis"	"Ophthalmopsylla_volgensis"
"Lagurus_lagurus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0848837209302326	0	0	0	0.00581395348837209	0	0.00930232558139535	0	0	0	0	0	0
"Allactaga_major"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0
"Allocricetulus_eversmanni"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0209677419354839	0	0.0483870967741936	0	0.0193548387096774	0	0.0112903225806452	0	0	0	0	0	0
"Alticola_strelzowi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.0666666666666667	0	0.0233333333333333	0	0	0	0	0
"Spermophilus_erythrogenys"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0642857142857143	0	0	0	0.0142857142857143	0	0.00714285714285714	0.00714285714285714	0	0.00714285714285714	0	0	0
"Clethrionomys_rutilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00833333333333333	0	0	0.0916666666666667	0	0	0	0	0	0	0	0	0
"Cricetulus_barabensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0
"Microtus_oeconomus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0428571428571429	0	0	0	0.0285714285714286	0	0.0285714285714286	0	0	0	0	0	0
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333333333333333	0	0	0	0	0	0	0	0	0.0333333333333333	0.0333333333333333	0	0
"Apodemus_agrarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.05	0
"Sicista_subtilis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0.05	0	0	0	0	0	0	0	0
"Allactaga_sibirica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1
"Microtus_gregalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_arvalis"	0.0646017699115044	0	0.0115044247787611	0	0.015929203539823	0.00176991150442478	0	0.00265486725663717	0	0.00176991150442478	0	0.00176991150442478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mesopsylla_hebes"	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pectinoctenus_pavlovskii"	0	0	0.06	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_elata"	0	0	0	0.0111111111111111	0	0.0814814814814815	0	0	0	0	0	0	0	0.00740740740740741	0	0	0	0	0	0	0	0	0	0	0	0	0
"Citellophilus_tesquorum"	0.02	0	0.048	0	0.016	0	0	0.008	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Callopsylla_caspia"	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_pleskei"	0.0421052631578947	0	0.0368421052631579	0	0.0105263157894737	0	0	0.0105263157894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_primaris"	0	0	0	0.0777777777777778	0.0222222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pectinoctenus_nemorosa"	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_rossica"	0	0	0	0	0.05	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megabothris_walkeri"	0	0	0	0	0	0	0	0	0	0.05	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leptopsylla_segnis"	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ophthalmopsylla_volgensis"	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
