"Sideroxylon_cinereum"	"Molinaea_alternifolia"	"Psiadia_terebinthina"	"Toddalia_asiatica"	"Bertiera_zaluzania"	"Croton_fothergillifolius"	"Stillingia_lineata"	"Homalanthus_populifolius"	"Erythroxylum_macrocarpum"	"Dodonaea_viscosa"	"Aphloia_theiformis"	"Antirhea_borbonica"	"Chassalia_coriacea"	"Trochetia_blackburniana"	"Chaetocnema_sp1_M_PL_074"	"Apis_mellifera"	"Stomorhina_lunata"	"Fannia_pusio"	"Technomyrmex_albipes"	"Dysauxes_florida"	"Lygaeidae_sp1_M_PL_074"	"Pachycerina_crinicornis"	"Brachymyrmex_sp1_M_PL_074"	"Allograpta_nasuta"	"Lygistorrhina_sp1_M_PL_074"	"Leptotes_pirithous"	"Villa_unifasciata"	"Dioxyna_sororcula"	"Ophyra_capensis"	"Musca_domestica"	"Polistes_hebraeus"	"Stomoxys_niger"	"Syritta_nigrofemorata"	"Panara_naso"	"Chrysomya_megacephala"	"Nacoleia_sp1_M_PL_074"	"Ahasverus_advena"	"Eristalinus_flaveolus"	"Syritta_bulbus"	"Episyrphus_sp1_M_PL_074"	"Gelechioidea_sp2_M_PL_074"	"Mauritiborium_undulatus"	"Orthellia_albigena"	"Pelecophora_intemipta"	"Sarcophaga_arno"	"Stomoxys_calcitrans"	"Gelechioidea_sp1_M_PL_074"	"Palexorista_sp1_M_PL_074"	"Scatopsidae_sp1_M_PL_074"	"Scirtidae_sp1_M_PL_074"	"Unidentified_sp1_M_PL_074"
"Sideroxylon_cinereum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0562091503267974	0.0176470588235294	0.0137254901960784	0	0.00130718954248366	0	0	0	0	0	0	0	0	0.00196078431372549	0	0.00130718954248366	0.00065359477124183	0	0	0.00261437908496732	0.00065359477124183	0	0.00065359477124183	0	0.00065359477124183	0	0	0.00196078431372549	0	0.00065359477124183	0	0	0	0	0	0
"Molinaea_alternifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0206611570247934	0.0239669421487603	0.0107438016528926	0.0148760330578512	0.00247933884297521	0.00495867768595041	0	0	0	0.00165289256198347	0	0.00495867768595041	0	0	0.00495867768595041	0.00247933884297521	0.00330578512396694	0	0.000826446280991736	0	0.00165289256198347	0	0	0	0	0	0	0	0	0.00247933884297521	0	0	0	0	0	0	0
"Psiadia_terebinthina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0197802197802198	0	0.0142857142857143	0	0	0.00989010989010989	0.0230769230769231	0.0010989010989011	0.00549450549450549	0.0010989010989011	0.0032967032967033	0.0010989010989011	0.0021978021978022	0.0021978021978022	0	0	0	0.0032967032967033	0.0010989010989011	0.0010989010989011	0	0.0032967032967033	0	0	0.0043956043956044	0	0.0010989010989011	0.0010989010989011	0	0	0	0	0	0	0	0	0.0010989010989011
"Toddalia_asiatica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0481012658227848	0	0.00253164556962025	0	0.0215189873417722	0.0126582278481013	0	0.010126582278481	0	0	0	0	0	0.00253164556962025	0	0	0.00126582278481013	0	0	0	0	0	0	0	0	0	0	0.00126582278481013	0	0	0	0	0	0	0	0	0
"Bertiera_zaluzania"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0507936507936508	0.00793650793650794	0	0.0349206349206349	0	0	0	0	0.00317460317460317	0	0	0	0	0	0.00158730158730159	0	0	0.00158730158730159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Croton_fothergillifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0263157894736842	0	0.00350877192982456	0	0.0245614035087719	0.00175438596491228	0	0	0	0.00175438596491228	0.0175438596491228	0	0.00526315789473684	0.00175438596491228	0	0.00175438596491228	0	0	0.00350877192982456	0	0	0	0.00701754385964912	0	0	0	0	0	0	0	0	0.00175438596491228	0.00175438596491228	0	0	0.00175438596491228	0
"Stillingia_lineata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060377358490566	0	0.00188679245283019	0.00188679245283019	0	0	0	0.0132075471698113	0.0169811320754717	0	0	0	0	0	0	0	0	0	0.00377358490566038	0	0	0	0	0	0	0.00188679245283019	0	0	0	0	0	0	0	0	0	0	0
"Homalanthus_populifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0452380952380952	0	0.00238095238095238	0.0404761904761905	0	0	0	0	0	0.00238095238095238	0	0	0.00238095238095238	0	0	0.00238095238095238	0	0.00238095238095238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00238095238095238	0	0	0
"Erythroxylum_macrocarpum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0.00294117647058824	0.00588235294117647	0	0	0.0117647058823529	0	0	0	0.00588235294117647	0.00882352941176471	0	0	0	0	0.00294117647058824	0	0.00294117647058824	0	0	0	0	0	0.00294117647058824	0	0	0	0	0	0	0	0.00294117647058824	0	0	0.00294117647058824	0	0
"Dodonaea_viscosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0.00333333333333333	0	0	0	0	0.00666666666666667	0	0	0	0	0	0.0133333333333333	0	0	0	0	0	0	0	0	0	0	0	0.00333333333333333	0	0.00333333333333333	0	0	0	0	0	0	0	0	0
"Aphloia_theiformis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.00833333333333333	0.0166666666666667	0	0	0.00416666666666667	0	0	0.0208333333333333	0	0	0	0	0	0	0.00416666666666667	0	0.00833333333333333	0	0	0	0	0	0.00416666666666667	0	0	0.00833333333333333	0	0	0	0	0	0	0	0	0	0
"Antirhea_borbonica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00526315789473684	0.00526315789473684	0	0	0	0	0.0157894736842105	0	0.0315789473684211	0	0	0.0210526315789474	0	0	0	0	0	0.00526315789473684	0	0	0.0105263157894737	0	0.00526315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chassalia_coriacea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00625	0.00625	0	0	0	0	0	0	0.0125	0	0.03125	0	0	0	0	0.00625	0	0	0.0375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Trochetia_blackburniana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0
"Chaetocnema_sp1_M_PL_074"	0	0.0130890052356021	0.00942408376963351	0.0198952879581152	0	0.00785340314136126	0.0167539267015707	0.00994764397905759	0.00890052356020942	0.0109947643979058	0.0031413612565445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Apis_mellifera"	0.0554838709677419	0.0187096774193548	0	0	0.0206451612903226	0	0	0	0.000645161290322581	0	0.00129032258064516	0.000645161290322581	0.000645161290322581	0.00193548387096774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stomorhina_lunata"	0.036986301369863	0.0178082191780822	0.0178082191780822	0.00273972602739726	0.00684931506849315	0.00273972602739726	0.00136986301369863	0.00136986301369863	0.00273972602739726	0.00136986301369863	0.00547945205479452	0.00136986301369863	0.00136986301369863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Fannia_pusio"	0.0368421052631579	0.0315789473684211	0	0	0	0	0.00175438596491228	0.0298245614035088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Technomyrmex_albipes"	0	0.00535714285714286	0	0.0303571428571429	0.0392857142857143	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dysauxes_florida"	0.00606060606060606	0.0181818181818182	0.0272727272727273	0.0303030303030303	0	0.00303030303030303	0	0	0.0121212121212121	0	0.00303030303030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lygaeidae_sp1_M_PL_074"	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pachycerina_crinicornis"	0	0	0.00476190476190476	0.0380952380952381	0	0	0.0333333333333333	0	0	0.00952380952380952	0	0.0142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Brachymyrmex_sp1_M_PL_074"	0	0	0.0263157894736842	0	0	0	0.0473684210526316	0	0	0	0.0263157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Allograpta_nasuta"	0	0.0117647058823529	0.00588235294117647	0	0.0117647058823529	0.00588235294117647	0	0.00588235294117647	0.0117647058823529	0	0	0.0352941176470588	0.0117647058823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lygistorrhina_sp1_M_PL_074"	0	0	0.01875	0	0	0.0625	0	0	0.01875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leptotes_pirithous"	0	0.05	0.00833333333333333	0	0	0	0	0	0	0	0	0	0.0416666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Villa_unifasciata"	0	0	0.02	0	0	0.03	0	0.01	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dioxyna_sororcula"	0	0	0.0222222222222222	0.0222222222222222	0	0.0111111111111111	0	0	0	0.0444444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ophyra_capensis"	0.0333333333333333	0.0666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Musca_domestica"	0	0.0375	0	0	0.0125	0.0125	0	0.0125	0.0125	0	0.0125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Polistes_hebraeus"	0.025	0.05	0	0.0125	0	0	0	0	0	0	0	0	0.0125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stomoxys_niger"	0.0125	0	0.0375	0	0	0	0	0.0125	0.0125	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syritta_nigrofemorata"	0	0.0125	0.0125	0	0.0125	0.025	0.025	0	0	0	0	0.0125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Panara_naso"	0	0	0.0142857142857143	0	0	0	0	0	0	0	0	0	0.0857142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chrysomya_megacephala"	0.0666666666666667	0.0333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nacoleia_sp1_M_PL_074"	0.0166666666666667	0	0.05	0	0	0	0	0	0	0	0	0.0333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ahasverus_advena"	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Eristalinus_flaveolus"	0.025	0	0	0	0	0	0	0	0.025	0	0.025	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Syritta_bulbus"	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Episyrphus_sp1_M_PL_074"	0.0333333333333333	0	0	0	0	0	0.0333333333333333	0	0	0.0333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
