"ID"	"Species"	"MDim"	"Degree"	"GC_Aff"	"Fiedler"	"Mod_Aff"	"m6"
"Herb_Muller1999"	"Holcus_mollis"	1	2	1	-1	1	7
"Herb_Muller1999"	"Lathyrus_pratensis"	1	1	NA	NA	NA	NA
"Herb_Muller1999"	"Lotus_ulginosus"	1	1	NA	NA	NA	NA
"Herb_Muller1999"	"Poa_pratensis"	1	2	1	-1	1	7
"Herb_Muller1999"	"Poa_trivialis"	1	2	1	-1	1	7
"Herb_Muller1999"	"Pteridium_aquilinum"	1	1	NA	NA	NA	NA
"Herb_Muller1999"	"Ranunculus_repens"	1	1	NA	NA	NA	NA
"Herb_Muller1999"	"Rubus_sp."	1	4	1	1	0	0
"Herb_Muller1999"	"Rumex_crispus"	1	1	NA	NA	NA	NA
"Herb_Muller1999"	"Rumex_obtusifolius"	1	1	NA	NA	NA	NA
"Herb_Muller1999"	"Senecio_jacobaea"	1	4	NA	NA	NA	NA
"Herb_Muller1999"	"Urtica_dioica"	1	2	NA	NA	NA	NA
"Herb_Muller1999"	"Capitophorus_carduinis"	2	1	NA	NA	NA	NA
"Herb_Muller1999"	"Aphis_fabae"	2	2	NA	NA	NA	NA
"Herb_Muller1999"	"Uroleucon_cirsii"	2	2	NA	NA	NA	NA
"Herb_Muller1999"	"Microlophium_carnosum"	2	1	NA	NA	NA	NA
"Herb_Muller1999"	"Aphis_urticata"	2	1	NA	NA	NA	NA
"Herb_Muller1999"	"Cavariella_pastinacae"	2	1	NA	NA	NA	NA
"Herb_Muller1999"	"Myzus_persicae"	2	2	NA	NA	NA	NA
"Herb_Muller1999"	"Brachycaudus_sp._A"	2	1	NA	NA	NA	NA
"Herb_Muller1999"	"Acyrthosiphon_pisum"	2	2	NA	NA	NA	NA
"Herb_Muller1999"	"Macrosiphun_funestum"	2	1	1	1	0	0
"Herb_Muller1999"	"Amphorophora_rubi"	2	1	1	1	0	0
"Herb_Muller1999"	"Aphis_ruborum"	2	1	1	1	0	0
"Herb_Muller1999"	"Aphis_rumicis"	2	2	NA	NA	NA	NA
"Herb_Muller1999"	"Metopolophium_albidum"	2	1	NA	NA	NA	NA
"Herb_Muller1999"	"Sitobion_fragariae"	2	9	1	-1	1	28
"Herb_Muller1999"	"Sitobion_avenae"	2	8	1	-1	1	28
"Herb_Muller1999"	"Megoura_viciae"	2	1	NA	NA	NA	NA
"Herb_Muller1999"	"Aphis_epilobii"	2	2	NA	NA	NA	NA
"Herb_Muller1999"	"Aphis_grossulariae"	2	2	NA	NA	NA	NA
"Herb_Muller1999"	"Sitobion_ptericolens"	2	1	NA	NA	NA	NA
"Herb_Muller1999"	"Ovatus_glechomae"	2	1	NA	NA	NA	NA
"Herb_Muller1999"	"Aphis_jacobaea"	2	1	NA	NA	NA	NA
"Herb_Muller1999"	"Aphis_salicariae"	2	1	NA	NA	NA	NA
"Herb_Muller1999"	"Brachycaudus_sp._B"	2	1	NA	NA	NA	NA
"Herb_Muller1999"	"Aphis_sarothamni"	2	1	NA	NA	NA	NA
"Herb_Nakagawa2003_96"	"Dipterocarpus_geniculatus"	1	1	1	1	1	0
"Herb_Nakagawa2003_96"	"Dipterocarpus_crinitus"	1	4	1	1	5	7
"Herb_Nakagawa2003_96"	"Dipterocarpus_globosus"	1	2	1	-1	1	2
"Herb_Nakagawa2003_96"	"Dipterocarpus_palembanicus"	1	5	1	1	4	17
"Herb_Nakagawa2003_96"	"Dipterocarpus_tempehes"	1	9	1	-1	1	82
"Herb_Nakagawa2003_96"	"Dryobalanops_aromatica"	1	22	1	1	5	278
"Herb_Nakagawa2003_96"	"Dryobalanops_lanceolata"	1	17	1	1	3	180
"Herb_Nakagawa2003_96"	"Shorea_smithiana"	1	1	1	-1	2	0
"Herb_Nakagawa2003_96"	"Shorea_xantophylla"	1	5	1	-1	4	32
"Herb_Nakagawa2003_96"	"Shorea_domatiosa"	1	2	1	-1	2	5
"Herb_Nakagawa2003_96"	"Shorea_laxa"	1	1	1	1	4	0
"Herb_Nakagawa2003_96"	"Shorea_confusa"	1	2	1	-1	1	2
"Herb_Nakagawa2003_96"	"Shorea_falciferoides"	1	13	1	1	5	173
"Herb_Nakagawa2003_96"	"Shorea_ochracea"	1	2	1	1	0	2
"Herb_Nakagawa2003_96"	"Shorea_parvifolia"	1	11	1	1	3	130
"Herb_Nakagawa2003_96"	"Shorea_pilosa"	1	3	1	-1	2	6
"Herb_Nakagawa2003_96"	"Shorea_quadrinervis"	1	2	1	-1	2	1
"Herb_Nakagawa2003_96"	"Shorea_scabrida"	1	4	1	1	3	25
"Herb_Nakagawa2003_96"	"Shorea_agami"	1	2	1	-1	2	4
"Herb_Nakagawa2003_96"	"Shorea_kunsitleri"	1	1	1	-1	2	0
"Herb_Nakagawa2003_96"	"Ctenomerus_sp._1"	2	4	1	1	5	33
"Herb_Nakagawa2003_96"	"Ctenomerus_sp._2"	2	1	1	1	5	0
"Herb_Nakagawa2003_96"	"Nanophyes_shoreae"	2	6	1	1	3	90
"Herb_Nakagawa2003_96"	"Endaenidius_spinipes"	2	2	1	-1	2	1
"Herb_Nakagawa2003_96"	"Sternuchopsis_toyi"	2	5	1	-1	2	54
"Herb_Nakagawa2003_96"	"Sternuchopsis_dipterocarpi"	2	4	1	1	0	31
"Herb_Nakagawa2003_96"	"Sternuchopsis_sp._1"	2	4	1	1	5	37
"Herb_Nakagawa2003_96"	"Sternuchopsis_shoreaphilus"	2	5	1	1	0	41
"Herb_Nakagawa2003_96"	"Niphades_sp._1"	2	2	1	1	1	8
"Herb_Nakagawa2003_96"	"Idotasia_sp._1"	2	1	1	1	5	0
"Herb_Nakagawa2003_96"	"Orchestes_sp._1"	2	7	1	1	1	55
"Herb_Nakagawa2003_96"	"Orchestes_sp._3"	2	1	1	1	4	0
"Herb_Nakagawa2003_96"	"Involvulus_sp._1"	2	1	1	1	3	0
"Herb_Nakagawa2003_96"	"Coccotrypes_advena"	2	8	1	1	4	76
"Herb_Nakagawa2003_96"	"Coccotrypes_cinnamoni"	2	4	1	1	3	36
"Herb_Nakagawa2003_96"	"Coccotrypes_gedeanus"	2	7	1	1	4	90
"Herb_Nakagawa2003_96"	"Coccotrypes_myristicae"	2	1	1	1	3	0
"Herb_Nakagawa2003_96"	"Coccotrypes_nitidus"	2	3	1	-1	1	10
"Herb_Nakagawa2003_96"	"Coccotripes_papuanus"	2	6	1	1	3	90
"Herb_Nakagawa2003_96"	"Hypothenemus_areccae"	2	1	1	1	3	0
"Herb_Nakagawa2003_96"	"Xyleborinus_exiguus"	2	1	1	1	5	0
"Herb_Nakagawa2003_96"	"Xyleborinus_ferrugineus"	2	1	1	1	5	0
"Herb_Nakagawa2003_96"	"Xyleborinus_subdentatus"	2	1	1	1	3	0
"Herb_Nakagawa2003_96"	"Andrioplecta_shoreae"	2	12	1	-1	2	105
"Herb_Nakagawa2003_96"	"Andrioplecta_subpulverula"	2	3	1	1	5	32
"Herb_Nakagawa2003_96"	"Assara_albicostalis"	2	8	1	-1	1	48
"Herb_Nakagawa2003_96"	"Lamoria_adaptella"	2	5	1	1	3	68
"Herb_Nakagawa2003_96"	"Crambidae_Gn._Sp._A"	2	3	1	1	3	29
"Herb_Nakagawa2003_96"	"Crambidae_Gn._Sp._B"	2	2	1	1	5	12
"Herb_Nakagawa2003_98"	"Dipterocarpus_pachyphyllus"	1	16	1	1	5	92
"Herb_Nakagawa2003_98"	"Dipterocarpus_geniculatus"	1	12	1	1	2	67
"Herb_Nakagawa2003_98"	"Dipterocarpus_crinitus"	1	1	1	1	1	0
"Herb_Nakagawa2003_98"	"Dipterocarpus_globosus"	1	4	1	1	3	14
"Herb_Nakagawa2003_98"	"Dipterocarpus_palembanicus"	1	10	1	1	0	38
"Herb_Nakagawa2003_98"	"Dipterocarpus_tempehes"	1	11	1	-1	2	50
"Herb_Nakagawa2003_98"	"Dryobalanops_aromatica"	1	3	1	-1	3	13
"Herb_Nakagawa2003_98"	"Dryobalanops_lanceolata"	1	3	1	-1	3	9
"Herb_Nakagawa2003_98"	"Shorea_smithiana"	1	14	1	1	4	47
"Herb_Nakagawa2003_98"	"Shorea_macrophylla"	1	10	1	1	1	42
"Herb_Nakagawa2003_98"	"Shorea_xantophylla"	1	2	1	1	4	1
"Herb_Nakagawa2003_98"	"Shorea_laxa"	1	2	1	-1	3	0
"Herb_Nakagawa2003_98"	"Shorea_argentifolia"	1	3	1	1	4	5
"Herb_Nakagawa2003_98"	"Sternuchopsis_hoplomachus"	2	2	1	1	2	6
"Herb_Nakagawa2003_98"	"Araecerus_corporaali"	2	6	1	1	2	56
"Herb_Nakagawa2003_98"	"Phloebius_sp._1"	2	1	1	-1	2	0
"Herb_Nakagawa2003_98"	"Ctenomerus_sp._2"	2	2	1	1	5	6
"Herb_Nakagawa2003_98"	"Manoja_sp._1"	2	1	1	1	1	0
"Herb_Nakagawa2003_98"	"Meregallia_dipterocarpi"	2	1	1	1	2	0
"Herb_Nakagawa2003_98"	"Meregallia_sp._1"	2	2	1	1	0	3
"Herb_Nakagawa2003_98"	"Nanophyes_shoreae"	2	1	1	1	4	0
"Herb_Nakagawa2003_98"	"Nanophyes_sp._2"	2	1	1	1	1	0
"Herb_Nakagawa2003_98"	"Apionidae_Gn._sp._1"	2	1	1	1	0	0
"Herb_Nakagawa2003_98"	"Involvulus_sp._3"	2	1	1	1	5	0
"Herb_Nakagawa2003_98"	"Imathia_sp._1"	2	4	1	1	0	17
"Herb_Nakagawa2003_98"	"Ochyromera_sp._2"	2	1	1	1	2	0
"Herb_Nakagawa2003_98"	"Idotasia_sp._1"	2	3	1	-1	0	9
"Herb_Nakagawa2003_98"	"Sternuchopsis_curranae"	2	7	1	-1	3	41
"Herb_Nakagawa2003_98"	"Sternuchopsis_dipterocarpi"	2	2	1	1	4	2
"Herb_Nakagawa2003_98"	"Sternuchopsis_shoreaphilus"	2	1	1	-1	3	0
"Herb_Nakagawa2003_98"	"Niphades_sp._1"	2	4	1	1	2	27
"Herb_Nakagawa2003_98"	"Orchestes_sp._1"	2	1	1	1	4	0
"Herb_Nakagawa2003_98"	"Orchestes_sp._2"	2	2	1	1	4	1
"Herb_Nakagawa2003_98"	"Orchestes_sp._4"	2	3	1	1	4	3
"Herb_Nakagawa2003_98"	"Coccotrypes_advena"	2	7	1	1	3	57
"Herb_Nakagawa2003_98"	"Coccotrypes_cardamoni"	2	2	1	1	0	2
"Herb_Nakagawa2003_98"	"Coccotrypes_gedeanus"	2	8	1	1	3	64
"Herb_Nakagawa2003_98"	"Coccotrypes_papuanus"	2	3	1	1	2	10
"Herb_Nakagawa2003_98"	"Dryocoetiops_malaccensis"	2	1	1	1	5	0
"Herb_Nakagawa2003_98"	"Xyleborinus_exiguus"	2	1	1	-1	2	0
"Herb_Nakagawa2003_98"	"Xyleborinus_similis"	2	2	1	1	5	6
"Herb_Nakagawa2003_98"	"Andrioplecta_shoreae"	2	5	1	1	4	31
"Herb_Nakagawa2003_98"	"Andrioplecta_subpulverula"	2	1	1	-1	2	0
"Herb_Nakagawa2003_98"	"Andrioplecta_sp._A"	2	4	1	1	4	19
"Herb_Nakagawa2003_98"	"Andrioplecta_sp._B"	2	1	1	1	2	0
"Herb_Nakagawa2003_98"	"Lamoria_adaptella"	2	1	1	1	5	0
"Herb_Nakagawa2003_98"	"Cosmopterigidae_sp._A"	2	3	1	1	0	14
"Herb_Nakagawa2003_98"	"Assara_albicostalis"	2	3	1	1	1	4
"Herb_Nakagawa2003_98"	"Sesiidae_Gn._Sp._A"	2	1	1	1	1	0
"Herb_Nakagawa2003_98"	"Imma_homocrossa"	2	1	1	1	5	0
"Herb_Novotny2005"	"Spondias_cytherea"	1	3	NA	NA	NA	NA
"Herb_Novotny2005"	"Uvaria_sp."	1	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Cerbera_manghas"	1	2	NA	NA	NA	NA
"Herb_Novotny2005"	"Ochrosia_coccinea"	1	2	NA	NA	NA	NA
"Herb_Novotny2005"	"Ochrosia_oppositifolia"	1	3	NA	NA	NA	NA
"Herb_Novotny2005"	"Barringtonia_calyptrocalyx"	1	3	1	-1	3	2
"Herb_Novotny2005"	"Garcinia_hollrungii"	1	2	NA	NA	NA	NA
"Herb_Novotny2005"	"Garcinia_ledermannii"	1	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Terminalia_sp."	1	2	1	1	2	0
"Herb_Novotny2005"	"Pimelodendron_amboinicum"	1	3	NA	NA	NA	NA
"Herb_Novotny2005"	"Pangium_edule"	1	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Gnetum_costatum"	1	2	NA	NA	NA	NA
"Herb_Novotny2005"	"Gnetum_gnemon"	1	2	NA	NA	NA	NA
"Herb_Novotny2005"	"Medusanthera_laxiflora"	1	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Neuburgia_corynocarpa"	1	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Ficus_conocephaliafolia"	1	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Ficus_hispidioides"	1	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Myristica_sp."	1	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Syzygium_pachycladum"	1	2	1	-1	0	2
"Herb_Novotny2005"	"Syzygium_samaragense"	1	2	1	-1	0	2
"Herb_Novotny2005"	"Syzygium_longipes"	1	1	1	1	1	0
"Herb_Novotny2005"	"Syzygium_sp."	1	1	1	1	1	0
"Herb_Novotny2005"	"Galearia_celebica"	1	1	1	1	1	0
"Herb_Novotny2005"	"Morinda_bracteata"	1	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Nauclea_orientalis"	1	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Randia_dryadum"	1	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Versteegia_cauliflora"	1	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Pometia_pinnata"	1	2	NA	NA	NA	NA
"Herb_Novotny2005"	"Phaleria_macrocarpa"	1	2	1	-1	0	0
"Herb_Novotny2005"	"Gmelina_moluccana"	1	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Adrama_selecta"	2	1	1	-1	3	0
"Herb_Novotny2005"	"Bactrocera_bancroftii"	2	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Bactrocera_bullata"	2	1	1	-1	0	0
"Herb_Novotny2005"	"Bactrocera_cheesmane"	2	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Bactrocera_diaphana"	2	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Bactrocera_enochra"	2	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Bactrocera_frauenfeldi"	2	4	1	-1	0	3
"Herb_Novotny2005"	"Bactrocera_hastigerina"	2	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Bactrocera_lineata"	2	2	NA	NA	NA	NA
"Herb_Novotny2005"	"Bactrocera_neocheesmanae"	2	3	NA	NA	NA	NA
"Herb_Novotny2005"	"Bactrocera_paramusae"	2	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Bactrocera_penefurva"	2	1	1	1	2	0
"Herb_Novotny2005"	"Bactrocera_tinomiscii"	2	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Bactrocera_trivialis"	2	7	1	1	1	3
"Herb_Novotny2005"	"Bactrocera_sp._1"	2	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Bactrocera_sp._2"	2	2	NA	NA	NA	NA
"Herb_Novotny2005"	"Bactrocera_sp._3"	2	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Bactrocera_sp._4"	2	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Bactrocera_sp._5"	2	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Bactrocera_sp._6"	2	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Bactrocera_sp._7"	2	2	NA	NA	NA	NA
"Herb_Novotny2005"	"Bactrocera_sp._8"	2	2	NA	NA	NA	NA
"Herb_Novotny2005"	"Bactrocera_sp._9"	2	2	NA	NA	NA	NA
"Herb_Novotny2005"	"Bactrocera_sp._10"	2	2	NA	NA	NA	NA
"Herb_Novotny2005"	"Bactrocera_sp._11"	2	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Euphranta_marginata"	2	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Euphranta_perkinsi"	2	2	NA	NA	NA	NA
"Herb_Novotny2005"	"Euphranta_quatei"	2	1	NA	NA	NA	NA
"Herb_Novotny2005"	"Euphranta_sp."	2	2	NA	NA	NA	NA
"Herb_Novotny2012"	"Hydriastele_microspadix"	1	23	1	1	0	1378
"Herb_Novotny2012"	"Artocarpus_camansi"	1	41	1	1	0	4218
"Herb_Novotny2012"	"Ficus_botryocarpa"	1	42	1	1	4	3277
"Herb_Novotny2012"	"Breynia_cernua"	1	44	1	-1	2	1909
"Herb_Novotny2012"	"Casearia_erythrocarpa"	1	35	1	-1	0	2234
"Herb_Novotny2012"	"Ficus_conocephalifolia"	1	62	1	1	4	6044
"Herb_Novotny2012"	"Ficus_copiosa"	1	61	1	-1	4	6233
"Herb_Novotny2012"	"Ficus_dammaropsis"	1	57	1	1	4	6854
"Herb_Novotny2012"	"Dracaena_angustifolia"	1	25	1	1	0	1739
"Herb_Novotny2012"	"Endospermum_labios"	1	30	1	-1	1	1052
"Herb_Novotny2012"	"Eupomatia_laurina"	1	32	1	-1	0	2635
"Herb_Novotny2012"	"Gardenia_hansemannii"	1	43	1	1	0	3339
"Herb_Novotny2012"	"Homalanthus_novoguineensis"	1	59	1	-1	2	4305
"Herb_Novotny2012"	"Macaranga_densiflora"	1	64	1	-1	2	4704
"Herb_Novotny2012"	"Macaranga_cf._brachytricha"	1	57	1	-1	2	4303
"Herb_Novotny2012"	"Mallotus_mollissimus"	1	46	1	-1	2	3220
"Herb_Novotny2012"	"Macaranga_ducis"	1	52	1	-1	2	3950
"Herb_Novotny2012"	"Macaranga_quadriglandulosa"	1	73	1	-1	2	5513
"Herb_Novotny2012"	"Melanolepis_multiglandulosa"	1	46	1	-1	2	3623
"Herb_Novotny2012"	"Ficus_nodosa"	1	64	1	-1	4	5534
"Herb_Novotny2012"	"Osmoxylon_sessiliflorum"	1	35	1	1	0	2701
"Herb_Novotny2012"	"Pavetta_platyclada"	1	37	1	1	0	3526
"Herb_Novotny2012"	"Ficus_phaeosyce"	1	50	1	-1	4	5342
"Herb_Novotny2012"	"Pimelodendron_amboinicum"	1	41	1	-1	1	2184
"Herb_Novotny2012"	"Premna_obtusifolia"	1	49	1	-1	0	3173
"Herb_Novotny2012"	"Psychotria_leptothyrsa"	1	30	1	1	0	2457
"Herb_Novotny2012"	"Psychotria_micralabastra"	1	49	1	1	0	4137
"Herb_Novotny2012"	"Psychotria_micrococca"	1	46	1	1	0	3308
"Herb_Novotny2012"	"Pterocarpus_indicus"	1	68	1	-1	3	4912
"Herb_Novotny2012"	"Ficus_pungens"	1	59	1	1	4	4917
"Herb_Novotny2012"	"Ficus_septica"	1	39	1	1	4	2670
"Herb_Novotny2012"	"Kibara_cf._coriacea"	1	40	1	1	0	2562
"Herb_Novotny2012"	"Sterculia_schumanniana"	1	72	1	-1	1	6266
"Herb_Novotny2012"	"Tabernaemontana_aurantiaca"	1	27	1	1	0	2378
"Herb_Novotny2012"	"Timonius_timon"	1	54	1	1	0	3154
"Herb_Novotny2012"	"Ficus_trachypison"	1	47	1	1	4	4246
"Herb_Novotny2012"	"Ficus_variegata"	1	59	1	-1	4	5970
"Herb_Novotny2012"	"Ficus_wassa"	1	74	1	1	4	6607
"Herb_Novotny2012"	"NOCT049"	2	2	1	-1	0	13
"Herb_Novotny2012"	"DREP008"	2	1	1	1	4	0
"Herb_Novotny2012"	"CHRY139"	2	1	1	-1	1	0
"Herb_Novotny2012"	"CATM028"	2	2	1	1	4	25
"Herb_Novotny2012"	"CHRY133"	2	1	1	1	0	0
"Herb_Novotny2012"	"DREP002"	2	1	1	1	0	0
"Herb_Novotny2012"	"GEOM078"	2	1	1	1	0	0
"Herb_Novotny2012"	"GEOM075"	2	1	1	1	0	0
"Herb_Novotny2012"	"GEOM151"	2	6	1	-1	2	436
"Herb_Novotny2012"	"GEOM082"	2	1	1	-1	0	0
"Herb_Novotny2012"	"GEOM074"	2	1	1	-1	0	0
"Herb_Novotny2012"	"GEOM076"	2	1	1	-1	0	0
"Herb_Novotny2012"	"GEOM069"	2	1	1	1	0	0
"Herb_Novotny2012"	"XXXX067"	2	1	1	-1	2	0
"Herb_Novotny2012"	"GEOM066"	2	1	1	1	0	0
"Herb_Novotny2012"	"GEOM071"	2	1	1	1	0	0
"Herb_Novotny2012"	"GEOM009"	2	2	1	1	0	14
"Herb_Novotny2012"	"GEOM064"	2	1	1	-1	0	0
"Herb_Novotny2012"	"GEOM019"	2	1	1	-1	2	0
"Herb_Novotny2012"	"GEOM021"	2	1	1	-1	2	0
"Herb_Novotny2012"	"GEOM015"	2	10	1	-1	0	659
"Herb_Novotny2012"	"GEOM022"	2	1	1	-1	2	0
"Herb_Novotny2012"	"TORT056"	2	2	1	-1	4	32
"Herb_Novotny2012"	"XXXX035"	2	2	1	-1	2	17
"Herb_Novotny2012"	"GEOM023"	2	2	1	-1	3	17
"Herb_Novotny2012"	"GEOM012"	2	1	1	-1	2	0
"Herb_Novotny2012"	"GEOM008"	2	1	1	-1	1	0
"Herb_Novotny2012"	"GEOM079"	2	1	1	-1	3	0
"Herb_Novotny2012"	"GEOM016"	2	6	1	-1	2	218
"Herb_Novotny2012"	"GEOM013"	2	1	1	-1	1	0
"Herb_Novotny2012"	"GEOM013a"	2	1	1	-1	1	0
"Herb_Novotny2012"	"GEOM013b"	2	1	1	-1	1	0
"Herb_Novotny2012"	"GEOM025"	2	1	1	-1	2	0
"Herb_Novotny2012"	"GEOM086"	2	1	1	-1	1	0
"Herb_Novotny2012"	"GEOM087"	2	1	1	-1	0	0
"Herb_Novotny2012"	"GEOM088"	2	1	1	1	0	0
"Herb_Novotny2012"	"GEOM092"	2	1	1	-1	3	0
"Herb_Novotny2012"	"GEOM093"	2	1	1	1	0	0
"Herb_Novotny2012"	"GEOM097"	2	1	1	1	0	0
"Herb_Novotny2012"	"GEOM152"	2	1	1	-1	1	0
"Herb_Novotny2012"	"GEOM003"	2	1	1	-1	1	0
"Herb_Novotny2012"	"GEOM063"	2	1	1	-1	0	0
"Herb_Novotny2012"	"GEOM053"	2	1	1	-1	0	0
"Herb_Novotny2012"	"GEOM073"	2	1	1	-1	0	0
"Herb_Novotny2012"	"GEOM006"	2	2	1	-1	2	30
"Herb_Novotny2012"	"GEOM020"	2	1	1	-1	2	0
"Herb_Novotny2012"	"GEOM051"	2	2	1	-1	3	19
"Herb_Novotny2012"	"GEOM084"	2	1	1	-1	3	0
"Herb_Novotny2012"	"LIMA007"	2	3	1	-1	2	113
"Herb_Novotny2012"	"LIMA008"	2	3	1	-1	3	45
"Herb_Novotny2012"	"LIMA018"	2	1	1	-1	3	0
"Herb_Novotny2012"	"LIMA006"	2	2	1	-1	1	13
"Herb_Novotny2012"	"LYCA008"	2	1	1	-1	1	0
"Herb_Novotny2012"	"LYCA010"	2	1	1	1	0	0
"Herb_Novotny2012"	"LYCA006"	2	4	1	-1	2	228
"Herb_Novotny2012"	"LYCA001"	2	2	1	1	4	23
"Herb_Novotny2012"	"LYMA007"	2	5	1	-1	2	279
"Herb_Novotny2012"	"LYMA040"	2	4	1	-1	3	111
"Herb_Novotny2012"	"LYMA003"	2	3	1	1	4	63
"Herb_Novotny2012"	"LYMA009"	2	1	1	-1	4	0
"Herb_Novotny2012"	"LYMA028"	2	1	1	1	0	0
"Herb_Novotny2012"	"LYMA031"	2	1	1	-1	3	0
"Herb_Novotny2012"	"LYMA043"	2	1	1	-1	1	0
"Herb_Novotny2012"	"LYMA044"	2	2	1	-1	3	30
"Herb_Novotny2012"	"LYMA026"	2	1	1	1	0	0
"Herb_Novotny2012"	"LYMA039"	2	2	1	-1	3	18
"Herb_Novotny2012"	"LYMA002"	2	3	1	-1	4	99
"Herb_Novotny2012"	"LYMA001"	2	5	1	-1	4	157
"Herb_Novotny2012"	"NOCT004"	2	1	1	1	4	0
"Herb_Novotny2012"	"NOCT002"	2	7	1	1	4	543
"Herb_Novotny2012"	"NOCT009"	2	1	1	-1	4	0
"Herb_Novotny2012"	"NOCT075"	2	1	1	-1	2	0
"Herb_Novotny2012"	"NOCT018"	2	1	1	-1	2	0
"Herb_Novotny2012"	"GEOM049"	2	1	1	1	0	0
"Herb_Novotny2012"	"GEOM024"	2	4	1	-1	1	110
"Herb_Novotny2012"	"XXXX092"	2	2	1	1	1	10
"Herb_Novotny2012"	"NOCT023"	2	1	1	-1	2	0
"Herb_Novotny2012"	"PYRA010"	2	1	1	1	0	0
"Herb_Novotny2012"	"GEOM067"	2	1	1	1	0	0
"Herb_Novotny2012"	"NOCT017"	2	1	1	-1	3	0
"Herb_Novotny2012"	"NOCT052"	2	1	1	-1	1	0
"Herb_Novotny2012"	"NOCT039"	2	1	1	1	0	0
"Herb_Novotny2012"	"NOCT021"	2	2	1	-1	2	21
"Herb_Novotny2012"	"LIMA010"	2	1	1	-1	2	0
"Herb_Novotny2012"	"NYMP002"	2	9	1	1	4	956
"Herb_Novotny2012"	"NYMP001"	2	4	1	-1	4	199
"Herb_Novotny2012"	"NYMP009"	2	1	1	-1	3	0
"Herb_Novotny2012"	"NYMP011"	2	1	1	-1	3	0
"Herb_Novotny2012"	"XXXX103"	2	1	1	1	0	0
"Herb_Novotny2012"	"PIER001"	2	1	1	-1	2	0
"Herb_Novotny2012"	"SATU001"	2	1	1	-1	2	0
"Herb_Novotny2012"	"SPHI012"	2	1	1	1	0	0
"Herb_Novotny2012"	"SPHI009"	2	2	1	1	0	23
"Herb_Novotny2012"	"SPHI004"	2	3	1	1	0	75
"Herb_Novotny2012"	"SPHI014"	2	2	1	1	0	23
"Herb_Novotny2012"	"SPHI001"	2	1	1	-1	4	0
"Herb_Novotny2012"	"SPHI002"	2	1	1	-1	4	0
"Herb_Novotny2012"	"SPHI017"	2	1	1	1	0	0
"Herb_Novotny2012"	"GEOM038"	2	1	1	1	0	0
"Herb_Novotny2012"	"URAN009A"	2	1	1	-1	0	0
"Herb_Novotny2012"	"URAN011"	2	1	1	-1	0	0
"Herb_Novotny2012"	"URAN009"	2	1	1	-1	0	0
"Herb_Novotny2012"	"URAN001"	2	1	1	-1	1	0
"Herb_Novotny2012"	"XXXX089"	2	1	1	1	0	0
"Herb_Novotny2012"	"GEOM037"	2	1	1	1	0	0
"Herb_Novotny2012"	"URAN004"	2	1	1	-1	1	0
"Herb_Novotny2012"	"URAN002"	2	1	1	-1	1	0
"Herb_Novotny2012"	"URAN003"	2	1	1	-1	1	0
"Herb_Novotny2012"	"L001"	2	1	1	1	0	0
"Herb_Novotny2012"	"L002"	2	2	1	-1	4	32
"Herb_Novotny2012"	"L003"	2	2	1	-1	2	35
"Herb_Novotny2012"	"L004"	2	2	1	-1	2	30
"Herb_Novotny2012"	"L007"	2	1	1	-1	0	0
"Herb_Novotny2012"	"L008"	2	1	1	-1	2	0
"Herb_Novotny2012"	"L009"	2	1	1	-1	1	0
"Herb_Novotny2012"	"L010"	2	2	1	1	0	12
"Herb_Novotny2012"	"L011"	2	1	1	1	4	0
"Herb_Novotny2012"	"L014"	2	1	1	-1	2	0
"Herb_Novotny2012"	"L015"	2	1	1	1	4	0
"Herb_Novotny2012"	"L016"	2	2	1	-1	4	36
"Herb_Novotny2012"	"L018"	2	1	1	-1	2	0
"Herb_Novotny2012"	"L022"	2	1	1	1	4	0
"Herb_Novotny2012"	"L023"	2	1	1	-1	4	0
"Herb_Novotny2012"	"L024"	2	1	1	-1	4	0
