"ID"	"IntType"	"effmeasure"	"m"	"inSinM"	"inSbetM"	"betSinM"	"betSbetM"
"1"	"1_medioparana"	"Host-Parasite"	"teff"	0.1	6.20037318293009	0.746710599934803	0.120760764385588	0.085007504118058
"2"	"1_medioparana"	"Host-Parasite"	"teff"	0.5	44.6211539802248	12.0259124594882	1.37025579131988	2.61845759379878
"3"	"1_medioparana"	"Host-Parasite"	"teff"	0.9	233.878959001226	215.950263837819	13.3371686071641	94.1542416948413
"4"	"1_medioparana"	"Host-Parasite"	"deff"	0.1	5.88698412698413	0.564126984126984	0.1	0.0488888888888889
"5"	"1_medioparana"	"Host-Parasite"	"deff"	0.5	29.4349206349206	2.82063492063492	0.5	0.244444444444445
"6"	"1_medioparana"	"Host-Parasite"	"deff"	0.9	52.9828571428571	5.07714285714286	0.9	0.44
"7"	"1_medioparana"	"Host-Parasite"	"ieff"	0.1	0.27576481856615	0.177179890363273	0.0199314848491547	0.035553630525831
"8"	"1_medioparana"	"Host-Parasite"	"ieff"	0.5	9.45515889908405	8.33479060432074	0.739241939838372	2.28224343463356
"9"	"1_medioparana"	"Host-Parasite"	"ieff"	0.9	100.50332865803	193.863915547098	9.96554705633772	91.8553515524061
"10"	"10_littlecolorado"	"Host-Parasite"	"teff"	0.1	1.93145521094055	0.637982327749186	0.591019881851543	0.208882956173858
"11"	"10_littlecolorado"	"Host-Parasite"	"teff"	0.5	13.5463647475997	6.73498554181017	4.32597068039668	4.19626109488788
"12"	"10_littlecolorado"	"Host-Parasite"	"teff"	0.9	67.0412249292994	81.9277583562841	27.5386143012365	86.9915588641489
"13"	"10_littlecolorado"	"Host-Parasite"	"deff"	0.1	1.83801587301587	0.559033189033189	0.559285714285714	0.143665223665224
"14"	"10_littlecolorado"	"Host-Parasite"	"deff"	0.5	9.19007936507937	2.79516594516595	2.79642857142857	0.718326118326119
"15"	"10_littlecolorado"	"Host-Parasite"	"deff"	0.9	16.5421428571429	5.0312987012987	5.03357142857143	1.29298701298701
"16"	"10_littlecolorado"	"Host-Parasite"	"ieff"	0.1	0.0821662188848128	0.0749291190445198	0.02866974728093	0.0636705294407435
"17"	"10_littlecolorado"	"Host-Parasite"	"ieff"	0.5	2.64271740613026	3.29090689198539	1.0563062482319	3.22041994542855
"18"	"10_littlecolorado"	"Host-Parasite"	"ieff"	0.9	24.7511793653126	63.1146964491191	14.1333636159778	79.552508342124
"19"	"11_lakemichigan"	"Host-Parasite"	"teff"	0.1	12.2961294905568	1.7579238750095	0.178187220492455	0.278032052470059
"20"	"11_lakemichigan"	"Host-Parasite"	"teff"	0.5	92.2923535240753	27.7607106464589	1.72813728413289	3.45357164462795
"21"	"11_lakemichigan"	"Host-Parasite"	"teff"	0.9	509.484474823544	555.482501239877	14.3734617566207	70.3127919367871
"22"	"11_lakemichigan"	"Host-Parasite"	"deff"	0.1	11.5445604395604	1.36974511599512	0.154761904761905	0.23093253968254
"23"	"11_lakemichigan"	"Host-Parasite"	"deff"	0.5	57.7228021978022	6.84872557997558	0.773809523809524	1.1546626984127
"24"	"11_lakemichigan"	"Host-Parasite"	"deff"	0.9	103.901043956044	12.327706043956	1.39285714285714	2.07839285714286
"25"	"11_lakemichigan"	"Host-Parasite"	"ieff"	0.1	0.68413640079307	0.378673594949855	0.0221797391667082	0.0454075816835786
"26"	"11_lakemichigan"	"Host-Parasite"	"ieff"	0.5	24.3865015459275	19.4377816687468	0.754894946208565	2.02771909155604
"27"	"11_lakemichigan"	"Host-Parasite"	"ieff"	0.9	268.545926418659	518.599293902221	9.09600644480643	62.7041317960466
"28"	"12_lakesuperior"	"Host-Parasite"	"teff"	0.1	18.4966773587282	2.87014779783576	0.304233484069818	0.267398355095627
"29"	"12_lakesuperior"	"Host-Parasite"	"teff"	0.5	140.590784112433	43.0221996855687	3.1452678601309	5.01109139334487
"30"	"12_lakesuperior"	"Host-Parasite"	"teff"	0.9	751.398553053204	851.662126670285	27.1252478673546	120.963873054807
"31"	"12_lakesuperior"	"Host-Parasite"	"deff"	0.1	17.2669406617936	2.27213301272125	0.260674603174603	0.200251722310546
"32"	"12_lakesuperior"	"Host-Parasite"	"deff"	0.5	86.334703308968	11.3606650636062	1.30337301587302	1.00125861155273
"33"	"12_lakesuperior"	"Host-Parasite"	"deff"	0.9	155.402465956142	20.4491971144912	2.34607142857143	1.80226550079491
"34"	"12_lakesuperior"	"Host-Parasite"	"ieff"	0.1	1.13296009641501	0.584158202603343	0.0419081057814581	0.0658815811205212
"35"	"12_lakesuperior"	"Host-Parasite"	"ieff"	0.5	39.8095688777812	29.5440603321371	1.59515730948538	3.81670806942112
"36"	"12_lakesuperior"	"Host-Parasite"	"ieff"	0.9	414.441138054102	798.691771552189	21.7971182548149	116.194379610553
"37"	"13_guandu"	"Host-Parasite"	"teff"	0.1	9.87376455033944	1.39267933845291	0	0.0698019462336435
"38"	"13_guandu"	"Host-Parasite"	"teff"	0.5	75.5522014525339	20.9118305053722	0	0.928445716283019
"39"	"13_guandu"	"Host-Parasite"	"teff"	0.9	431.956074060219	423.641882384774	0	32.3295497187893
"40"	"13_guandu"	"Host-Parasite"	"deff"	0.1	9.23105158730159	1.10894841269841	0	0.06
"41"	"13_guandu"	"Host-Parasite"	"deff"	0.5	46.1552579365079	5.54474206349207	0	0.3
"42"	"13_guandu"	"Host-Parasite"	"deff"	0.9	83.0794642857143	9.98053571428572	0	0.54
"43"	"13_guandu"	"Host-Parasite"	"ieff"	0.1	0.576010971977643	0.275737468261167	0	0.00957333531804664
"44"	"13_guandu"	"Host-Parasite"	"ieff"	0.5	19.0834290529342	14.1133244078571	0	0.594678827618601
"45"	"13_guandu"	"Host-Parasite"	"ieff"	0.9	195.036169223562	391.761569528085	0	31.3045256812267
"46"	"14_lebsko"	"Host-Parasite"	"teff"	0.1	1.7910056795323	0.289289590504233	0.156608168727115	0.141346294788389
"47"	"14_lebsko"	"Host-Parasite"	"teff"	0.5	13.114955824411	3.1599069500331	1.12291515526713	2.62196668463672
"48"	"14_lebsko"	"Host-Parasite"	"teff"	0.9	74.2859146931978	42.374171854258	6.57921523529689	59.5660862377365
"49"	"14_lebsko"	"Host-Parasite"	"deff"	0.1	1.6947619047619	0.253095238095238	0.15	0.102142857142857
"50"	"14_lebsko"	"Host-Parasite"	"deff"	0.5	8.47380952380952	1.26547619047619	0.75	0.510714285714286
"51"	"14_lebsko"	"Host-Parasite"	"deff"	0.9	15.2528571428571	2.27785714285714	1.35	0.919285714285716
"52"	"14_lebsko"	"Host-Parasite"	"ieff"	0.1	0.0847958545190244	0.034031463141353	0.00581103568692195	0.0380642973143858
"53"	"14_lebsko"	"Host-Parasite"	"ieff"	0.5	2.86923931723196	1.54140540188369	0.251147333525284	1.92301105663606
"54"	"14_lebsko"	"Host-Parasite"	"ieff"	0.9	30.2400345968562	32.3022777697539	3.29082309892102	54.3218661670977
"55"	"15_zarivar"	"Host-Parasite"	"teff"	0.1	1.63494377543874	0.373916620056819	0.100864770968104	0.160054947396727
"56"	"15_zarivar"	"Host-Parasite"	"teff"	0.5	10.7517597844668	4.55824357846182	0.89637967597042	2.8918243740996
"57"	"15_zarivar"	"Host-Parasite"	"teff"	0.9	47.0060867663633	57.5523847305557	7.09274704212558	62.7287809358842
"58"	"15_zarivar"	"Host-Parasite"	"deff"	0.1	1.58	0.31	0.09	0.12
"59"	"15_zarivar"	"Host-Parasite"	"deff"	0.5	7.9	1.55	0.45	0.6
"60"	"15_zarivar"	"Host-Parasite"	"deff"	0.9	14.22	2.79	0.81	1.08
"61"	"15_zarivar"	"Host-Parasite"	"ieff"	0.1	0.045354923403679	0.0608272471109714	0.0100864770968104	0.0388460918295762
"62"	"15_zarivar"	"Host-Parasite"	"ieff"	0.5	1.39985289852545	2.50391266829579	0.320135598560864	2.09289133854175
"63"	"15_zarivar"	"Host-Parasite"	"ieff"	0.9	11.3999674135259	43.8865229410704	3.54637352106279	57.0929934372114
"64"	"16_stmary"	"Host-Parasite"	"teff"	0.1	5.3976708577789	1.35710503059133	0.181684935990432	0.0112616261512218
"65"	"16_stmary"	"Host-Parasite"	"teff"	0.5	38.6373542430264	18.1605673014281	1.42966463244751	0.914353486310775
"66"	"16_stmary"	"Host-Parasite"	"teff"	0.9	202.705029749148	283.667120352869	7.0391167547626	48.5365292719395
"67"	"16_stmary"	"Host-Parasite"	"deff"	0.1	5.12662337662338	1.10670995670996	0.166666666666667	0
"68"	"16_stmary"	"Host-Parasite"	"deff"	0.5	25.6331168831169	5.53354978354978	0.833333333333334	0
