"ID" "NRow" "NCol" "NLinks" "Connectance" "NComp" "LargeCompSize" "nLargeComp" "SA_NMod" "SA_Modularity" "FG_NMod" "FG_Modularity" "FG_PNull" "MS_congr" "MS_mean" "MS_sd" "MS_pval" "n_m6" "n_m6_mod" "mean_m6_mod" "sd_m6_mod" "p_m6_mod" "n_m6_sect" "mean_m6_sect" "sd_m6_sect" "p_m6_sect" "n_m6_ms" "mean_m6_ms" "sd_m6_ms" "p_m6_ms"
"235" "M_PL_060_07" 29 39 108 0.0955 1 68 1 7 0.459448 7 0.457776 0.97 0.857467532467532 0.628032351576994 0.0410619130759474 0 123 19 0.398 1.287 0 57 13.295 10.168 0.005 6 0.16 0.506921785850339 0
"236" "M_PL_060_08" 19 28 72 0.1353 1 47 1 5 0.51331 5 0.501254 0.01 1 0.634730714285714 0.0407125036363535 0 70 23 0.435 0.949 0 54 8.735 6.087 0 23 0.41 0.911154224158578 0
"237" "M_PL_060_09" 18 40 78 0.1083 2 56 1 6 0.522179 7 0.512228 0.85 0.893518518518518 0.771477861952862 0.014891682977089 0 45 3 0.114 0.386 0.006 31 16.555 9.684 0.109 2 0.06 0.342893215995531 0.01
"238" "M_PL_060_10" 14 25 51 0.1457 3 35 1 5 0.483965 5 0.476676 0.2 0.977777777777778 0.648696666666667 0.0546375162809021 0 23 8 0.263 0.8 0.001 19 2.354 2.391 0 7 0.13 0.393251147037697 0
"239" "M_PL_060_11" 14 20 43 0.1536 1 34 1 5 0.547864 5 0.538399 0.1 0.942857142857143 0.646313095238095 0.0505832055997836 0 10 4 0.025 0.156 0 8 1.009 1.18 0 4 0.07 0.355476632654857 0
"240" "M_PL_060_12" 11 26 60 0.2098 2 35 1 4 0.399885 5 0.372163 0.73 0.86875 0.648589583333333 0.0454428660794521 0 81 11 0.945 1.519 0.001 24 9.048 6.23 0.037 9 0.77 1.27805881845647 0
"241" "M_PL_060_13" 7 31 48 0.2212 2 36 1 5 0.449072 5 0.431417 0.8 0.875 0.650520952380952 0.0530927209209753 0 22 0 0.124 0.549 1 4 2.629 2.775 0.259 0 0.32 1.00383104538402 1
"242" "M_PL_060_14" 11 37 99 0.2432 1 48 1 5 0.335782 6 0.30752 0.93 0.986666666666667 0.878994458874459 0.0285785633751133 0 346 50 4.958 4.96 0 202 213.312 59.922 0.555 37 4.07 4.25275905688996 0
"243" "M_PL_060_15" 14 37 131 0.2529 1 51 1 5 0.319678 5 0.298788 0.43 0.884615384615385 0.69955452991453 0.0236687581402502 0 507 53 3.543 3.454 0 123 126.703 56.226 0.475 30 3.06 3.95126881552309 0
"244" "M_PL_060_16" 17 39 114 0.1719 1 56 1 6 0.375115 6 0.364343 0.74 0.848484848484849 0.822382365319865 0.0116585127299792 0.006 296 22 1.128 1.724 0 233 131.285 49.043 0.019 7 0.3 0.594588390010563 0
"245" "M_PL_060_17" 17 35 100 0.1681 1 52 1 4 0.4016 5 0.3941 0.31 0.854166666666667 0.679220833333333 0.0190398079572614 0 173 45 2.867 3.249 0 90 36.857 18.75 0.01 36 2.28 2.48258581387076 0
"246" "M_PL_060_18" 20 28 75 0.1339 1 48 1 7 0.460444 6 0.453422 0.53 0.936507936507937 0.749114538239538 0.025954791270447 0 89 8 0.233 0.635 0 60 24.113 15.073 0.024 8 0.08 0.272659924344291 0
"247" "M_PL_060_19" 18 13 41 0.1752 1 31 1 6 0.449732 5 0.433968 0.98 0.827777777777778 0.674994841269841 0.0523804119613047 0.006 12 0 0.008 0.118 1 6 1.307 1.632 0.037 0 0 0 1
"248" "M_PL_060_20" 12 18 37 0.1713 1 30 1 5 0.493061 6 0.475895 0.86 0.95 0.707184285714286 0.0423982332128041 0 10 1 0.041 0.213 0.039 9 1.9 2.207 0.028 1 0.04 0.196946385566932 0.04
"249" "M_PL_060_21" 6 22 32 0.2424 1 28 1 4 0.490234 4 0.483887 0.49 1 0.728282061688312 0.059859481898451 0 6 1 0.054 0.226 0.054 4 0.732 1.049 0.023 1 0.02 0.14070529413629 0.02
"250" "M_PL_060_22" 13 31 64 0.1588 1 44 1 5 0.463867 6 0.453735 0.67 0.865909090909091 0.648961363636364 0.0451719926473518 0 47 7 0.33 0.78 0 11 4.553 3.883 0.064 3 0.09 0.378593889720018 0.01
"251" "M_PL_060_23" 12 27 57 0.1759 1 39 1 5 0.460142 6 0.445522 0.65 0.966666666666667 0.671057142857143 0.0590673505394101 0 34 12 0.451 0.929 0 13 4.39 3.389 0.032 12 0.43 0.94553709818304 0
"252" "M_PL_060_24" 14 24 46 0.1369 2 36 1 5 0.551605 6 0.530617 0.4 0.914285714285714 0.650114718614719 0.050184425184541 0 8 5 0.054 0.247 0 8 1.049 1.202 0 5 0.03 0.171446607997765 0
"253" "M_PL_061_01" 5 12 17 0.2833 1 17 1 3 0.529412 3 0.524221 0.03 1 0.683357142857143 0.0593445994312711 0 1 1 0.012 0.109 0.012 1 0.147 0.354 0.147 1 0.02 0.14070529413629 0.02
"254" "M_PL_061_02" 5 17 27 0.3176 1 22 1 4 0.390947 4 0.371056 0.86 0.804166666666667 0.6862 0.0497855511278232 0.037 12 0 0.023 0.15 1 0 0.333 0.849 1 0 0.01 0.1 1
"255" "M_PL_061_03" 6 14 24 0.2857 1 20 1 5 0.451389 5 0.415799 0.77 0.933333333333333 0.776026666666667 0.0404648685078939 0.004 5 0 0.004 0.063 1 1 1.669 1.394 0.752 0 0.02 0.14070529413629 1
"256" "M_PL_061_04" 8 14 29 0.2589 2 20 1 5 0.369898 4 0.352679 0.65 0.95 0.684145238095238 0.0783722658065247 0 23 1 0.037 0.189 0.037 10 1.803 2.71 0.042 1 0.02 0.14070529413629 0.02
"257" "M_PL_061_05" 12 22 51 0.1932 1 34 1 5 0.430604 6 0.381968 1 0.955555555555556 0.804122222222222 0.0230338761031926 0 48 5 0.308 0.81 0.01 33 15.279 9.569 0.056 5 0.24 0.605029425780768 0
"258" "M_PL_061_06" 11 24 58 0.2197 1 35 1 6 0.387634 5 0.360731 0.97 0.854497354497355 0.674206349206349 0.0507441904266773 0.001 91 9 0.459 1.014 0 18 9.495 6.035 0.086 0 0.05 0.21904291355759 1
"259" "M_PL_061_07" 9 23 62 0.2995 2 30 1 5 0.294276 4 0.276539 0.78 0.96 0.71032126984127 0.0416022282399067 0 170 7 0.867 1.214 0.001 81 37.206 20.752 0.032 7 1.34 1.62194545861045 0
"260" "M_PL_061_08" 6 19 35 0.307 1 25 1 4 0.401633 4 0.385714 0.48 0.96875 0.844857638888889 0.0284641335056732 0.001 29 5 0.326 0.85 0.008 12 14.141 7.282 0.551 1 0.09 0.378593889720018 0.07
"261" "M_PL_061_09" 6 10 15 0.25 1 16 1 3 0.52 3 0.517778 0.68 1 0.654535714285714 0.0704228727615689 0 0 0 0 0 1 0 0 0 1 0 0 0 1
"262" "M_PL_061_10" 5 14 20 0.2857 1 19 1 5 0.51 5 0.48875 0.59 0.933333333333333 0.74642 0.0549148767469488 0.002 2 0 0 0 1 1 0.286 0.526 0.25 0 0 0 1
"263" "M_PL_061_11" 6 12 17 0.2361 2 16 1 3 0.496094 3 0.490234 0.36 1 0.672603174603175 0.0733128131402401 0 1 1 0.029 0.168 0.029 1 0.098 0.297 0.098 1 0.04 0.196946385566932 0.04
"264" "M_PL_061_12" 7 12 24 0.2857 1 19 1 4 0.411458 4 0.384549 0.8 0.958333333333333 0.752225 0.0382701483800992 0 13 1 0.09 0.297 0.088 2 3.842 4.129 0.461 0 0.02 0.14070529413629 1
"265" "M_PL_061_13" 7 19 39 0.2932 1 26 1 4 0.384615 4 0.366535 0.52 0.964285714285714 0.662492207792208 0.0557039652885006 0 45 9 0.28 0.791 0.001 24 5.314 7.131 0.042 9 0.13 0.48523658709391 0
"266" "M_PL_061_14" 6 11 18 0.2727 2 15 1 4 0.415225 4 0.389273 0.69 1 0.820095833333333 0.0370591629511782 0.007 4 1 0.027 0.162 0.027 4 1.499 1.291 0.087 1 0 0 0
"267" "M_PL_061_15" 6 18 33 0.3056 1 24 1 4 0.412305 3 0.39348 0.54 0.958333333333333 0.642114583333333 0.0676857115837694 0 17 5 0.173 0.525 0.001 16 1.88 2.277 0.003 5 0.2 0.53181602347831 0
"268" "M_PL_061_16" 8 19 41 0.2697 1 27 1 4 0.417014 3 0.405711 0.1 0.892857142857143 0.652869047619048 0.0794572778850089 0.001 39 14 0.509 1.322 0.001 21 3.277 3.481 0.003 13 0.41 0.964993327029841 0
"269" "M_PL_061_17" 9 13 19 0.1624 4 12 1 4 0.444444 4 0.416667 0.22 1 0.80175 0.0556405131179913 0.035 1 0 0 0 1 0 0.282 0.45 1 0 0 0 1
"270" "M_PL_061_18" 11 18 35 0.1768 1 29 1 5 0.560816 5 0.541633 0.06 0.971428571428571 0.666413333333333 0.0501972461620397 0 13 4 0.039 0.236 0 2 1.844 2.812 0.288 1 0.01 0.1 0.01
"271" "M_PL_061_19" 11 21 44 0.1905 1 32 1 5 0.470558 5 0.450155 0.6 0.95 0.75872619047619 0.0280977137266372 0 29 5 0.093 0.472 0.003 24 9.769 7.316 0.031 5 0.09 0.287623491264661 0
"272" "M_PL_061_20" 11 14 25 0.1623 3 19 1 4 0.482993 4 0.461451 0.57 1 0.717466666666667 0.0536619111831002 0.001 4 0 0.011 0.104 1 4 0.717 1.224 0.05 0 0 0 1
"273" "M_PL_061_21" 11 18 43 0.2172 1 29 1 6 0.442401 5 0.419416 0.45 0.948412698412698 0.782610317460318 0.0286625900435307 0 39 4 0.115 0.39 0.001 20 10.457 6.835 0.115 2 0.04 0.196946385566932 0
"274" "M_PL_061_22" 10 18 28 0.1556 3 16 1 4 0.41358 4 0.401235 0.78 1 0.7154375 0.0652470183690024 0 6 0 0.071 0.257 1 3 0.861 1.397 0.197 0 0.1 0.301511344577764 1
"275" "M_PL_061_23" 10 26 45 0.1731 2 34 1 5 0.532025 5 0.521436 0.04 0.96 0.647984285714286 0.0510395614274678 0 16 3 0.037 0.244 0.004 16 1.795 2.393 0 3 0.05 0.21904291355759 0
"276" "M_PL_061_24" 11 18 46 0.2323 1 29 1 4 0.461248 4 0.450614 0.01 0.96875 0.696052083333333 0.0407447678585584 0 46 16 0.517 1.099 0 33 9.357 8.517 0.003 14 0.61 1.03372426622667 0
"277" "M_PL_061_25" 5 11 21 0.3818 1 16 1 4 0.369615 4 0.352608 0.28 1 0.778545833333333 0.0431349567754948 0.002 12 1 0.062 0.287 0.054 4 3.718 2.995 0.462 1 0.12 0.32659863237109 0.12
"278" "M_PL_061_26" 7 13 28 0.3077 1 20 1 5 0.352041 4 0.339286 0.91 0.95 0.696266666666667 0.068493131676575 0 15 0 0.041 0.24 1 6 1.581 1.761 0.039 0 0.01 0.1 1
"279" "M_PL_061_27" 6 13 21 0.2692 1 19 1 4 0.46712 4 0.447846 0.76 0.8875 0.662320833333333 0.068950842240897 0.004 2 0 0.009 0.094 1 0 0.26 0.524 1 0 0 0 1
"280" "M_PL_061_28" 8 19 36 0.2368 1 27 1 4 0.474537 4 0.462577 0.07 0.958333333333333 0.720369841269841 0.0328954745869812 0 20 4 0.122 0.44 0.001 6 4.014 3.184 0.298 1 0.12 0.432983541805861 0.09
"281" "M_PL_061_29" 8 18 39 0.2708 1 26 1 4 0.409599 4 0.362262 0.81 1 0.743584821428571 0.0292316662580002 0 44 7 0.42 0.917 0.002 37 13.907 10.337 0.033 7 0.44 0.967345634071698 0
"282" "M_PL_061_30" 7 13 30 0.3297 1 20 1 4 0.375556 5 0.322778 0.76 0.9375 0.7256125 0.0439120924759413 0.002 22 3 0.147 0.438 0.011 14 5.541 5.003 0.092 3 0.14 0.42687494916219 0.01
"283" "M_PL_061_31" 5 19 35 0.3684 1 24 1 5 0.368163 4 0.342449 0.5 1 0.68608 0.0578288663020276 0 37 0 0 0 1 8 4.239 3.235 0.156 0 0 0 1
"284" "M_PL_061_32" 6 18 28 0.2593 2 22 1 4 0.462277 4 0.444444 0.15 0.892857142857143 0.67047380952381 0.062854847906703 0.008 11 3 0.078 0.29 0.002 2 0.891 1.051 0.161 0 0 0 1
"285" "M_PL_061_33" 2 6 6 0.5 2 6 1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
"286" "M_PL_061_34" 3 7 9 0.4286 1 10 1 3 0.407407 3 0.388889 0.74 1 0.702311111111111 0.108323806864204 0.013 0 0 0 0 1 0 0 0 1 0 0 0 1
"287" "M_PL_061_35" 9 13 19 0.1624 4 16 1 4 0.503906 4 0.482422 0.49 0.875 0.690929166666667 0.0754631169895319 0.021 1 0 0.001 0.032 1 0 0.089 0.285 1 0 0 0 1
"288" "M_PL_061_36" 7 17 31 0.2605 1 24 1 5 0.443288 5 0.432362 0.49 0.96 0.74535 0.042874028840496 0 10 1 0.025 0.156 0.025 1 2.355 2.333 0.727 0 0 0 1
"289" "M_PL_061_37" 11 19 43 0.2057 1 30 1 4 0.445105 4 0.424283 0.69 1 0.637293650793651 0.0501201504107582 0 28 2 0.3 0.677 0.035 11 2.995 2.731 0.022 2 0.31 0.691872003109584 0.05
"290" "M_PL_061_38" 10 23 49 0.213 1 33 1 6 0.446897 5 0.422116 0.58 0.928571428571429 0.802618849206349 0.024188480127505 0 35 5 0.093 0.358 0 21 13.168 7.151 0.17 4 0.07 0.355476632654857 0
"291" "M_PL_061_39" 7 23 46 0.2857 1 30 1 5 0.387524 5 0.362713 0.9 0.835 0.67357 0.0524915275112133 0.005 60 2 0.312 0.768 0.045 15 9.437 7.674 0.215 2 0.38 0.788554488807325 0.07
"292" "M_PL_061_40" 9 26 58 0.2479 2 33 1 5 0.366882 4 0.33795 0.8 0.874285714285714 0.65353 0.0534832948511426 0 95 7 0.566 0.94 0.001 34 9.951 5.274 0 4 0.48 0.893070970066633 0
"293" "M_PL_061_41" 4 9 11 0.3056 2 10 1 3 0.45679 3 0.438272 0.49 1 0.71925 0.0895631844134289 0.006 0 0 0 0 1 0 0 0 1 0 0 0 1
"294" "M_PL_061_42" 6 11 16 0.2424 3 13 1 4 0.408163 4 0.385204 0.38 1 0.706125 0.0991575131835913 0 2 0 0 0 1 0 0.143 0.35 1 0 0 0 1
"295" "M_PL_061_43" 9 16 26 0.1806 2 23 1 5 0.5568 5 0.5312 0.35 1 0.68614 0.0618905643298247 0 4 3 0.023 0.15 0 3 0.393 0.745 0.038 3 0.01 0.1 0
"296" "M_PL_061_44" 10 11 23 0.2091 2 19 1 4 0.433884 4 0.416322 0.89 0.9 0.713083333333333 0.0500101480081061 0.004 6 0 0.047 0.274 1 3 1.239 1.581 0.262 0 0.02 0.14070529413629 1
"297" "M_PL_061_45" 11 23 50 0.1976 1 34 1 5 0.484 5 0.4672 0.08 0.91 0.667959761904762 0.0421365712919717 0 34 10 0.171 0.49 0 16 4.661 3.867 0.022 7 0.1 0.301511344577764 0
"298" "M_PL_061_46" 13 21 45 0.1648 1 34 1 6 0.499259 6 0.476049 0.77 0.9375 0.742610714285714 0.0448316946076468 0 20 6 0.093 0.323 0 18 5.029 4.375 0.003 4 0.05 0.21904291355759 0
"299" "M_PL_061_47" 9 26 57 0.2436 2 33 1 5 0.374362 5 0.355867 0.5 1 0.72118 0.0322198288744912 0 103 5 0.491 1.08 0.015 46 25.406 16.207 0.117 5 0.66 1.22449742318795 0.02
"300" "M_PL_061_48" 9 14 32 0.254 1 23 1 5 0.436523 5 0.411133 0.43 0.95 0.870943333333333 0.0156513960889394 0.013 14 2 0.038 0.211 0.002 14 7.844 3.631 0.015 2 0.04 0.196946385566932 0
"301" "M_PL_062" 456 1044 15255 0.032 1 1500 1 3 0.306837 8 0.264468 0 0.981420320822495 0.980703757896693 0.000251773216803751 0.005 565969 213251 20687.284 1274.032 0 495938 530642.368 15062.99 0.975 NA NA NA NA
"302" "M_PL_063" 55 9 123 0.2485 1 64 1 4 0.328971 4 0.309439 0.91 1 0.640241666666667 0.0307033426398757 0 605 42 2.945 5.474 0.001 181 147 69.93 0.332 42 3.3 7.45830159126477 0.01
"303" "M_PL_064" 14 8 32 0.2857 1 22 1 5 0.387695 4 0.365723 0.47 0.9 0.72613 0.0514331456209755 0.004 28 1 0.064 0.268 0.06 9 4.976 4.983 0.201 1 0.05 0.21904291355759 0.05
"304" "M_PL_065" 21 5 44 0.419 1 26 1 5 0.307851 4 0.274535 0.76 0.9 0.710351666666667 0.0511728877379364 0.001 72 0 0 0 1 14 15.871 10.394 0.525 0 0 0 1
"305" "M_PL_066" 31 5 73 0.471 1 36 1 5 0.232877 4 0.196191 0.94 0.983333333333333 0.764922619047619 0.0307829012173777 0 348 0 0 0 1 98 62.582 53.064 0.177 0 0 0 1
"306" "M_PL_067" 31 5 59 0.3806 1 36 1 3 0.32347 4 0.289141 0.92 1 0.613679258241758 0.0471747852681713 0 149 17 4.073 5.054 0.033 43 23.113 15.903 0.112 17 4.62 6.20651335943201 0.03
"307" "M_PL_068" 31 9 83 0.2975 1 40 1 4 0.311076 4 0.284657 0.72 0.928571428571429 0.948174603174603 0.00965916128089631 1 258 22 2.507 3.485 0.003 258 188.259 53.766 0.037 22 2.05 2.81186159982416 0
"308" "M_PL_069_01" 18 6 29 0.2685 1 24 1 4 0.444709 4 0.431034 0.73 1 0.677096031746032 0.0544643660827089 0 9 0 0.05 0.268 1 3 0.943 1.421 0.186 0 0.04 0.196946385566932 1
"309" "M_PL_069_02" 10 4 16 0.4 1 14 1 3 0.402344 3 0.345703 0.8 1 0.709266666666667 0.085282487486194 0.001 6 6 0.212 0.705 0.003 6 1.056 1.542 0.044 6 0.28 0.865500380757229 0.01
"310" "M_PL_069_03" 7 4 15 0.5357 1 11 1 4 0.235556 4 0.206667 0.91 1 0.7216875 0.11057828441456 0.007 12 0 0 0 1 0 0.749 0.895 1 0 0 0 1
"311" "M_PL_070" 8 8 41 0.6406 1 16 1 3 0.228435 3 0.175788 0.06 1 0.762907142857143 0.0401339800451949 0.001 159 22 4.494 3.174 0 52 45.318 18.28 0.353 22 4.49 3.31965374852574 0
"312" "M_PL_071" 44 8 89 0.2528 1 52 1 5 0.348567 6 0.313218 1 0.966666666666667 0.952981666666667 0.022993003168166 0.492 235 6 0.98 2.603 0.074 235 169.82 67.889 0.109 6 0.26 1.56101495084694 0.01
"313" "M_PL_072_01" 39 67 188 0.0719 4 99 1 7 0.475809 9 0.462178 0.2 0.866479925303455 0.829275968720822 0.0102589877590566 0 299 54 0.719 1.271 0 189 142.694 48.061 0.182 30 0.32 0.763828739597001 0
"314" "M_PL_072_02" 33 63 171 0.0823 2 94 1 5 0.482734 7 0.47282 0.08 0.916190476190476 0.911902857142857 0.0102495978934818 0.383 331 109 1.937 2.924 0 258 211.462 65.198 0.285 107 1.53 2.97957694780296 0
"315" "M_PL_072_03" 38 79 241 0.0803 2 115 1 6 0.441823 7 0.420972 0.36 0.935606060606061 0.894700612785907 0.0113287744752266 0 683 109 2.781 3.608 0 488 426.177 111.003 0.323 98 2.06 2.89834505199157 0
"316" "M_PL_072_04" 25 69 192 0.1113 2 92 1 4 0.411447 6 0.400674 0.16 0.799107142857143 0.577352002164502 0.0295933235955521 0 668 114 8.149 7.524 0 361 76.773 35.344 0 99 4.29 5.54557790887788 0
"317" "M_PL_072_05" 17 67 138 0.1212 2 82 1 6 0.425436 7 0.410784 0.99 0.878027065527066 0.754179179235797 0.0144129462490844 0 344 4 1.295 3.042 0.094 179 82.407 64.531 0.112 3 0.23 1.25412450850316 0.02
"318" "M_SD_001" 7 21 50 0.3401 1 28 1 5 0.3248 5 0.2898 0.89 0.975 0.76724 0.0285365664457622 0 93 2 0.16 0.452 0.013 72 33.321 16.83 0.02 2 0.1 0.301511344577764 0
"319" "M_SD_002" 31 9 119 0.4265 1 40 1 4 0.220888 4 0.197973 0.72 0.883333333333333 0.827739583333333 0.024603561967259 0 1107 70 17.882 12.338 0.008 681 558.184 146.083 0.196 40 4.92 4.06184512981303 0
"320" "M_SD_003" 25 16 68 0.17 1 41 1 5 0.401817 5 0.378785 0.93 0.85 0.804616666666667 0.0135105563005482 0.007 90 6 0.466 0.947 0.005 45 31.315 18.752 0.243 5 0.25 0.625630994607957 0
"321" "M_SD_004" 34 20 95 0.1397 2 52 1 5 0.388977 7 0.350272 1 0.876923076923077 0.721816758241758 0.0299305387677275 0 239 24 1.007 1.91 0 26 57.871 38.538 0.789 4 0.51 0.858645868372245 0
"322" "M_SD_005" 25 13 49 0.1508 2 34 1 5 0.496219 5 0.484641 0.2 1 0.881741666666667 0.0155656020385238 0 23 5 0.081 0.335 0 23 14.127 5.36 0.073 5 0.1 0.389249472080761 0
"323" "M_SD_006" 21 15 51 0.1619 2 34 1 4 0.4536 5 0.4248 0.65 0.90625 0.635982638888889 0.0503539767281171 0 43 10 0.461 1.157 0.003 29 4.878 4.362 0.001 9 0.4 1.28707639888456 0.01
"324" "M_SD_007" 72 7 143 0.2837 1 79 1 6 0.33454 6 0.311433 0.91 0.964285714285714 0.729288756613757 0.0385927719360919 0 917 1 1.134 4.425 0.198 434 316.842 168.767 0.268 0 0.32 1.29396423225043 1
"325" "M_SD_008" 16 10 110 0.6875 1 26 1 3 0.126033 3 0.10376 0.69 0.9 0.886998941798942 0.00898055074475382 0.078 1432 101 41.074 14.089 0 770 783.249 135.019 0.52 55 19.79 7.86154815503533 0
"326" "M_SD_009" 7 18 38 0.3016 1 25 1 3 0.393352 3 0.390928 0.11 1 0.662342592592593 0.0392109070084407 0 42 10 0.817 1.34 0 35 8.644 7.488 0.006 10 0.7 1 0
"327" "M_SD_010" 50 14 234 0.3343 1 64 1 5 0.273395 4 0.248311 0.01 0.803846153846154 0.653602294197031 0.0362218485998231 0 2801 409 37.019 25.854 0 1619 518.122 171.673 0 377 33.57 29.5290492138631 0
"328" "M_SD_011" 11 14 47 0.3052 1 25 1 4 0.355364 4 0.320281 0.35 0.875 0.667611111111111 0.0613409218739878 0.002 62 14 1.503 1.961 0.001 27 7.108 4.674 0.001 13 1.48 1.66654545013742 0
"329" "M_SD_012" 35 29 146 0.1438 1 64 1 6 0.386376 6 0.363788 0.22 0.986111111111111 0.90355148046398 0.0135484904988948 0 512 48 2.336 3.368 0.001 498 336.948 82.831 0.005 47 1.99 2.40997506169251 0
"330" "M_SD_013" 36 19 197 0.288 1 55 1 4 0.367389 4 0.337125 0 0.952380952380952 0.928112952836637 0.0248278225854986 0.016 1956 939 53.295 26.792 0 1816 1468.324 193.849 0.036 849 42.76 31.1597772323827 0
"331" "M_SD_014" 16 17 121 0.4449 1 33 1 3 0.236186 3 0.187521 0.17 0.824074074074074 0.816703703703704 0.00960225569465512 0.405 1219 185 31.705 15.386 0 677 518.127 164.223 0.169 128 22.8 17.2175620935266 0
"332" "M_SD_015" 5 27 86 0.637 1 32 1 3 0.182396 3 0.159749 0.12 0.871794871794872 0.844608391608392 0.0133952134633442 0.011 659 64 16.557 9.707 0 405 288.914 94.64 0.165 36 7.02 6.84308985677368 0
"333" "M_SD_016" 24 61 500 0.3415 1 85 1 4 0.20606 4 0.18877 0 0.866935483870968 0.916890640273705 0.0159105951486132 0.998 21303 3338 691.521 219.955 0 18971 14979.051 1781.166 0.012 3236 638.49 203.898741704521 0
"334" "M_SD_017" 16 8 72 0.5625 1 24 1 3 0.201389 3 0.190104 0.09 0.905555555555556 0.669855555555556 0.0507838041552597 0 367 91 14.438 8.694 0 162 54.263 22.425 0.002 83 11.51 6.44713545348285 0
"335" "M_SD_018" 29 32 66 0.0711 5 53 1 7 0.618366 9 0.619147 0.31 0.957142857142857 0.645969047619048 0.0493794820058909 0 12 2 0.059 0.282 0.004 5 1.613 1.87 0.089 2 0.04 0.196946385566932 0
"336" "M_SD_019" 169 40 666 0.0985 1 209 1 5 0.399857 6 0.386054 0 0.948260073260073 0.859383536693192 0.0136534841338616 0 9004 2158 116.645 71.105 0 7577 5883.039 880.091 0.014 2013 93.2 64.7913512123277 0
"337" "M_SD_020" 25 33 150 0.1818 1 58 1 5 0.328489 5 0.305222 0.36 0.875784215784216 0.685219400599401 0.0191599682187874 0 854 55 4.046 4.357 0 526 176.53 89.47 0.003 51 1.65 2.26245151742239 0
"338" "M_SD_021" 18 28 129 0.256 1 46 1 4 0.291208 4 0.257767 0.7 0.891826923076923 0.787789734162896 0.0186306867830853 0 783 111 15.949 13.438 0 535 312.679 107.614 0.029 103 14.22 13.4063003430808 0
"339" "M_SD_022" 207 110 1121 0.0492 1 317 1 7 0.382201 7 0.363419 0 0.905839117023328 0.933272161992914 0.00860407620040146 0.995 14651 2275 83.223 47.024 0 13732 10891.404 1501.962 0.012 2126 64.59 42.6834945508297 0
"340" "M_SD_023" 15 8 38 0.3167 1 23 1 4 0.32964 5 0.272507 1 0.866071428571429 0.662080357142857 0.0547308801460655 0.003 57 4 0.415 0.858 0.009 15 8.829 7.846 0.186 2 0.28 0.667877687949378 0.04
"341" "M_SD_024" 12 7 40 0.4762 1 19 1 3 0.25 4 0.226562 0.4 0.944444444444444 0.740595238095238 0.021649676774095 0 80 11 1.713 1.714 0.002 48 23.759 11.06 0.028 8 1.63 2.26370126879485 0.03
"342" "M_SD_025" 7 6 22 0.5238 1 13 1 3 0.258264 3 0.205579 0.6 0.85 0.72165 0.0585518311245613 0.081 22 2 0.327 0.57 0.026 6 4.307 3.26 0.278 2 0.18 0.386122919665369 0
"343" "M_SD_026" 3 3 6 0.6667 1 6 1 3 0.222222 3 0.166667 1 0.833333333333333 0.723333333333333 0.1568160002187 0.67 1 0 0 0 1 0 0 0 1 0 0 0 1
"344" "M_SD_027" 12 4 31 0.6458 1 16 1 3 0.176899 4 0.135796 0.95 0.833333333333333 0.648305555555556 0.0832919808049496 0.048 79 1 1.213 1.38 0.638 4 8.847 5.855 0.802 1 1.08 1.38301383678084 0.57
"345" "M_SD_028" 8 5 26 0.65 1 13 1 4 0.16568 3 0.112426 1 0.9 0.860375 0.0440540403005233 0.277 62 1 0.769 1.03 0.475 25 28.071 10.752 0.698 0 0 0 1
"346" "M_SD_029" 4 5 10 0.5 1 9 1 3 0.3 3 0.265 0.5 1 0.751 0.0686105758234 0.033 3 0 0 0 1 1 0.279 0.769 0.149 0 0 0 1
"347" "M_SD_030" 5 4 11 0.55 1 9 1 3 0.280992 3 0.231405 0.34 1 0.734444444444444 0.0970180339868406 0.02 6 1 0.1 0.3 0.1 3 0.888 1.37 0.296 1 0.13 0.337997668989631 0.13
"348" "M_SD_031" 41 8 76 0.2317 1 49 1 5 0.421399 5 0.388764 0.6 0.921804511278196 0.681746153261943 0.0382983322629408 0 159 55 1.272 4.075 0 76 31.309 24.425 0.049 36 0.73 2.68122917688695 0
"349" "M_SD_032" 4 19 33 0.4342 1 23 1 4 0.352617 4 0.320018 0.73 0.895833333333333 0.651172916666667 0.0704109429776023 0.002 34 0 0 0 1 7 2.776 1.952 0.05 0 0 0 1
"350" "M_SD_033" 13 11 53 0.3706 1 24 1 4 0.254895 5 0.219473 0.84 0.875 0.800513888888889 0.0374588380187982 0.028 181 18 3.417 3.884 0.007 116 64.967 34.554 0.086 17 3.35 3.84911113968622 0.01
"351" "M_SD_034" 33 88 419 0.1443 1 121 1 6 0.310274 8 0.261311 0.97 0.994791666666667 0.917349085006108 0.0123174566059586 0 7437 926 56.469 35.019 0 7093 5450.218 863.662 0.01 914 53.23 39.1507975588614 0
"352" "mclaughlin" 5 6 18 0.6 1 11 1 3 0.191358 3 0.162037 0.7 1 0.764777777777778 0.078670457560285 0.018 30 6 1.158 2.011 0.106 18 5.976 5.588 0.087 6 1.08 2.02349832086549 0.11
"353" "meyer" 24 26 314 0.5032 1 50 1 2 0.220151 4 0.122997 0.59 0.860576923076923 0.561778846153846 0.0465776439120628 0 12051 3136 1277.619 204.939 0 3735 771.893 214.262 0 2277 495.1 147.225004738332 0
