"Rhombomys_opimus"	"Meriones_libycus"	"Spermophilus_fulvus"	"Meriones_meridianus"	"Spermophilopsis_leptodactylus"	"Dipus_sagitta"	"Blanfordimys_afghanus"	"Allactaga_elater"	"Microtus_socialis"	"Cricetulus_migratorius"	"Apodemus_uralensis"	"Allactaga_severtzovi"	"Pygeretmus_pumilio"	"Calomyscus_mystax"	"Microtus_transcaspicus"	"Eremodipus_lichtensteini"	"Nesokia_indica"	"Xenopsylla_gerbilli"	"Xenopsylla_hirtipes"	"Xenopsylla_conformis"	"Citellophilus_trispinus"	"Xenopsylla_nuttalli"	"Nosopsyllus_laeviceps"	"Paradoxopsyllus_teretifrons"	"Nosopsyllus_turkmenicus"	"Coptopsylla_olgae"	"Coptopsylla_lamellifer"	"Rostropsylla_daca"	"Nosopsyllus_tersus"	"Coptopsylla_bairamalensis"	"Rhadinopsylla_cedestis"	"Stenoponia_vlasovi"	"Echidnophaga_oschanini"	"Paradoxopsyllus_repandus"	"Neopsylla_setosa"	"Ctenophthalmus_dolichus"	"Mesopsylla_eucta"	"Nosopsyllus_consimilis"	"Amphipsylla_parthiana"	"Desertopsylla_rothschildi"	"Frontopsylla_macrophthalma"	"Leptopsylla_taschenbergi"	"Ophthalmopsylla_karakum"	"Amphipsylla_schelkovnikovi"	"Ophthalmopsylla_volgensis"	"Mesopsylla_lenis"	"Amphipsylla_rossica"	"Peromyscopsylla_tikhomirovae"	"Nosopsyllus_fidus"	"Xenopsylla_persica"	"Nosopsyllus_philippovi"	"Phaenopsylla_kopetdag"	"Paradoxopsyllus_microphthalmus"	"Amphipsylla_argoi"	"Phaenopsylla_tiflovi"	"Wagnerina_schelkovnikovi"
"Rhombomys_opimus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.353733636375179	0.321040669400815	0.0325113958124357	0.000271721878690148	0.0389413004558325	0.016844217021979	0.0306093426616047	0.00796881547037089	0.0225503764744721	0.0151237350330764	0.000815165636070445	0.016210622547837	0.0089655522683698	0.00706349911753876	0.00932742486382163	0.00697334840077707	0.00806023591553767	0	0.00298894066559163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Meriones_libycus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0234263244264173	0.0312010403443044	0.446251973867542	0.00108678824658637	0.0182710468464563	0.14081803263461	0.00633495371087098	0.0677431340372171	0.00597269096200886	0.0416973712728736	0.000269374864538502	0.000631637613400625	0.0315633030931666	0.0469362479487259	0.0218007864507539	0.0135709198996811	0.000269374864538502	0.000176486980214881	0.00162553797566337	0.000176486980214881	0	0	0	0.000176486980214881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Spermophilus_fulvus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00107923818481072	0.00539619092405361	0.0207171408417588	0.760566658829062	0.00251822243122502	0.00359746061603574	0.000550199858923113	0.00126969198213026	0	0	0.00116388431695274	0.000909945920526687	0.000190453797319539	0.000359746061603574	8.46461321420174e-05	0.000444392193745591	0	0.100898189513285	8.46461321420174e-05	0	0	0	8.46461321420174e-05	8.46461321420174e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Meriones_meridianus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204724655819775	0.0910982478097622	0.0704849812265332	0.000704005006257822	0.0364392991239049	0.0281038798498123	0.0834668335419274	0.383767209011264	0.0185012515644556	0.0265550688360451	0.00537859824780976	0.0182196495619524	0.0497309136420526	0.0288078848560701	0.025287859824781	0.00734981226533167	0.000704005006257822	0	0.00380162703379224	0.000140801001251564	0	0.000140801001251564	0.000422403003754693	0.000140801001251564	0	0	0	0.000140801001251564	0	0	0	0.000140801001251564	0	0	0	0	0	0	0
"Spermophilopsis_leptodactylus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0126920171241501	0.040750440695039	0.0256106774112314	0.00634600856207504	0.000725258121380005	0.00299168975069252	0.00815915386552506	0.00970032737345757	0.0203525560312264	0.039481238982624	0.599879123646437	0.00779652480483506	0.0135985897758751	0.0228909594560564	0.0101536136993201	0.00815915386552506	0	0.00117854444724251	0.0692621505917905	9.06572651725006e-05	0	0	9.06572651725006e-05	0	0	0	0	0	0	0	0	9.06572651725006e-05	0	0	0	0	0	0	0
"Dipus_sagitta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0353688029020556	0.0729141475211608	0.404836759371221	0.00163240628778718	0	0	0.0092503022974607	0.0647521160822249	0.0130592503022975	0.0136033857315599	0.0195888754534462	0.00707376058041112	0.00544135429262394	0.00217654171704958	0.0092503022974607	0.00108827085852479	0	0	0.00272067714631197	0	0	0	0.1953446191052	0	0	0.0402660217654172	0	0.00163240628778718	0	0	0	0	0	0	0	0	0	0	0
"Blanfordimys_afghanus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103205918618989	0	0.459432799013563	0	0	0.00776818742293465	0	0.0244143033292232	0.00499383477188656	0.00110974106041924	0	0	0.00388409371146732	0.0227496917385943	0.0127620221948212	0	0.00110974106041924	0	0.00110974106041924	0	0.0349568434032059	0.222503082614057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Allactaga_elater"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0711981566820276	0	0.0525345622119816	0.0200460829493088	0.00829493087557604	0.0172811059907834	0	0.0172811059907834	0.00691244239631336	0.0552995391705069	0	0	0.00691244239631336	0.00691244239631336	0	0.00414746543778802	0.00483870967741936	0.01036866359447	0.00207373271889401	0.35184331797235	0	0	0	0.208064516129032	0	0	0.00622119815668203	0.01036866359447	0.0380184331797235	0	0	0.00138248847926267	0	0	0	0	0	0	0
"Microtus_socialis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.786713286713287	0.084965034965035	0	0	0	0	0	0	0	0.00629370629370629	0	0	0.022027972027972	0	0	0	0	0	0
"Cricetulus_migratorius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0355731225296443	0	0.0391304347826087	0	0.00711462450592885	0.0569169960474308	0	0.00711462450592885	0	0.024901185770751	0.00711462450592885	0	0	0.0106719367588933	0	0	0	0.0462450592885376	0	0	0.31304347826087	0	0	0	0.0533596837944664	0	0.220553359683794	0	0	0.0106719367588933	0	0.0177865612648221	0.0142292490118577	0.0284584980237154	0	0	0	0	0.00711462450592885
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.308467741935484	0	0	0	0.591532258064516	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Allactaga_severtzovi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0185185185185185	0	0.0111111111111111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87037037037037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pygeretmus_pumilio"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0257142857142857	0	0.0257142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257142857142857	0	0	0	0	0	0	0	0.591428571428571	0	0	0	0	0	0	0	0	0	0	0
"Calomyscus_mystax"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0321428571428571	0	0	0	0	0	0	0	0	0	0.417857142857143	0	0	0	0.128571428571429	0.1125	0.0964285714285714	0.0803571428571429	0.0321428571428571
"Microtus_transcaspicus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0923076923076923	0	0	0	0	0.807692307692308	0	0	0	0	0	0	0	0	0
"Eremodipus_lichtensteini"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084375	0.1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.703125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nesokia_indica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.365625	0	0	0	0	0.05625	0	0.084375	0.05625	0	0.1125	0	0	0	0.1125	0	0	0	0	0	0.1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xenopsylla_gerbilli"	0.887373740948633	0.00803315472440666	0.000162446824323846	0.00231566355457718	0.00089186491785641	0.000207040070216667	0.000592453124004615	0.000328078880497179	0	3.18523184948718e-05	0	1.59261592474359e-05	6.37046369897436e-06	0	0	0	4.14080140433333e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xenopsylla_hirtipes"	0.872781875294849	0.0115948866055299	0.000880231046266785	0.0111668526849923	0.00310324592389741	0.000462552785097056	0	0	0	0	0	0	0	0	0	1.03556593678445e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xenopsylla_conformis"	0.290371966432298	0.544817418915854	0.0111022907688818	0.0283851213427081	0.00640734860512588	0.00843728736674983	0.00938988432751191	0.000861873440689499	0	0.000124744840099796	0	3.40213200272171e-05	2.26808800181447e-05	0	0	4.53617600362894e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
