"Apodemus_uralensis"	"Cricetulus_migratorius"	"Clethrionomys_centralis"	"Sicista_tianshanica"	"Spermophilus_relictus"	"Alticola_argentatus"	"Sciurus_vulgaris"	"Ellobius_tancrei"	"Microtus_oeconomus"	"Pectinoctenus_nemorosa"	"Frontopsylla_ornata"	"Neopsylla_teratura"	"Neopsylla_mana"	"Amalaraeus_penicilliger"	"Amphipsylla_anceps"	"Callopsylla_caspia"	"Megabothris_rectangulatus"	"Frontopsylla_elata"	"Amphipsylla_dumalis"	"Paraneopsylla_tiflovi"	"Amphipsylla_primaris"	"Neopsylla_pleskei"	"Neopsylla_setosa"	"Amphipsylla_kuznetzovi"	"Leptopsylla_nana"	"Frontopsylla_elatoides"	"Rhadinopsylla_li"	"Tarsopsylla_octodecimdentata"	"Amphipsylla_rossica"	"Amphipsylla_asiatica"	"Ctenophthalmus_breviatus"	"Oropsylla_silantiewi"	"Frontopsylla_protera"	"Amphipsylla_schelkovnikovi"	"Ctenophthalmus_arvalis"	"Hystrichopsylla_talpae"	"Palaeopsylla_soricis"	"Pectinoctenus_pectiniceps"
"Frontopsylla_ornata"	0.518074656188605	0.00353634577603143	0.0459724950884086	0.325343811394892	0	0.00707269155206287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_teratura"	0.0267857142857143	0.444642857142857	0.0160714285714286	0.0214285714285714	0.391071428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_mana"	0.363970588235294	0.0264705882352941	0.0926470588235294	0.0198529411764706	0.357352941176471	0.0397058823529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amalaraeus_penicilliger"	0.0757009345794392	0.134579439252336	0.605607476635514	0	0.0252336448598131	0.0588785046728972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_anceps"	0.0206896551724138	0.879310344827586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Callopsylla_caspia"	0.221739130434783	0.28695652173913	0.130434782608696	0	0	0.260869565217391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megabothris_rectangulatus"	0.105882352941176	0.158823529411765	0.502941176470588	0.132352941176471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_elata"	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_dumalis"	0	0.783870967741936	0	0	0	0	0	0.0580645161290323	0.0580645161290323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Paraneopsylla_tiflovi"	0	0.06	0.09	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_primaris"	0.133333333333333	0.0666666666666667	0.0666666666666667	0	0	0.566666666666667	0	0.0666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_pleskei"	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_setosa"	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_kuznetzovi"	0.529411764705882	0	0.370588235294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leptopsylla_nana"	0	0.771428571428571	0.128571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_elatoides"	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_li"	0.163636363636364	0	0.163636363636364	0	0.572727272727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tarsopsylla_octodecimdentata"	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_rossica"	0.225	0	0.675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_asiatica"	0.6	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_breviatus"	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oropsylla_silantiewi"	0.45	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_protera"	0	0.36	0	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_schelkovnikovi"	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_arvalis"	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hystrichopsylla_talpae"	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Palaeopsylla_soricis"	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pectinoctenus_pectiniceps"	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
