"Dracaena_reflexa"	"Stillingia_lineata"	"Myonima_violacea"	"Psiadia_terebinthina"	"Bertiera_zaluzania"	"Erythroxylum_macrocarpum"	"Homalanthus_populifolius"	"Croton_fothergillifolius"	"Molinaea_alternifolia"	"Olea_lancea"	"Psidium_cattleianum"	"Faujasiopsis_flexuosa"	"Claoxylon_linostachys"	"Aphloia_theiformis"	"Flagellaria_indica"	"Chassalia_coriacea"	"Antirhea_borbonica"	"Chaetocnema_sp1_M_PL_075"	"Stomorhina_lunata"	"Apis_mellifera"	"Technomyrmex_albipes"	"Dysauxes_florida"	"Allograpta_nasuta"	"Ophyra_capensis"	"Dioxyna_sororcula"	"Pachycerina_crinicornis"	"Ischiodon_aegyptius"	"Nacoleia_sp1_M_PL_075"	"Brachymyrmex_sp1_M_PL_075"	"Lygistorrhina_sp1_M_PL_075"	"Musca_domestica"	"Polistes_hebraeus"	"Melanostoma_bituberculatum"	"Panara_naso"	"Paragus_borbonicus"	"Chrysomya_megacephala"	"Fannia_pusio"	"Melanostoma_annulipes"	"Cerambycidae_sp1_M_PL_075"	"Episyrphus_sp1_M_PL_075"	"Eristalinus_flaveolus"	"Ornidia_obesa"	"Stomoxys_calcitrans"	"Agathidinae_sp1_M_PL_075"	"Cerambycidae_sp2_M_PL_075"	"Eumolpinae_sp1_M_PL_075"	"Eumolpinae_sp2_M_PL_075"	"Gelechioidea_sp1_M_PL_075"	"Henotesia_narcissus"	"Leptotes_pirithous"	"Mauritiborium_undulatus"	"Nacoleia_sp2_M_PL_075"	"Phorinia_sp1_M_PL_075"	"Stomoxys_niger"	"Syritta_sp1_M_PL_075"	"Villa_unifasciata"
"Dracaena_reflexa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072	0.288	0	0.054	0.108	0	0	0.036	0.108	0.072	0	0	0	0	0	0	0	0.054	0	0.018	0	0.018	0.036	0	0	0	0	0	0	0	0.018	0	0	0	0	0.018	0	0
"Stillingia_lineata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325531914893617	0.0382978723404255	0	0.0765957446808511	0	0.0957446808510638	0.191489361702128	0	0.0574468085106383	0	0	0	0	0.0191489361702128	0	0.0191489361702128	0	0	0	0.0382978723404255	0	0.0191489361702128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0191489361702128	0
"Myonima_violacea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109756097560976	0.285365853658537	0.263414634146341	0.0219512195121951	0	0	0	0	0	0.109756097560976	0.0219512195121951	0	0.0219512195121951	0	0	0	0	0	0	0	0	0	0	0.0439024390243902	0	0	0	0	0	0	0.0219512195121951	0	0	0	0	0	0
"Psiadia_terebinthina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102857142857143	0.282857142857143	0	0	0.18	0	0	0.257142857142857	0.0257142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0.0257142857142857	0	0	0.0257142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bertiera_zaluzania"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0264705882352941	0.423529411764706	0.317647058823529	0.0264705882352941	0.0529411764705882	0	0	0.0264705882352941	0.0264705882352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Erythroxylum_macrocarpum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.279310344827586	0.186206896551724	0	0	0.0310344827586207	0.0931034482758621	0	0	0.0310344827586207	0.0310344827586207	0	0	0	0	0	0	0.0310344827586207	0	0	0	0	0	0.0310344827586207	0	0.0310344827586207	0	0	0	0	0.0310344827586207	0.0310344827586207	0	0	0.0310344827586207	0	0.0310344827586207	0	0	0.0310344827586207
"Homalanthus_populifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.553846153846154	0.0692307692307692	0	0	0	0.0346153846153846	0	0.0346153846153846	0.0346153846153846	0	0	0	0	0.0692307692307692	0	0	0	0	0	0.0346153846153846	0.0692307692307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Croton_fothergillifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0.072	0	0.036	0.036	0	0	0.072	0.144	0	0.072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036	0.036	0	0	0	0	0	0.036	0	0	0	0
"Molinaea_alternifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072	0.216	0.108	0.036	0	0.036	0.216	0	0	0.036	0	0	0	0.072	0.072	0	0	0	0	0	0	0	0	0	0	0	0.036	0	0	0	0	0	0	0	0	0	0	0	0
"Olea_lancea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.757894736842105	0.0473684210526316	0.0473684210526316	0	0	0.0473684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
