"Meriones_persicus"	"Meriones_libycus"	"Meriones_tristrami"	"Microtus_socialis"	"Apodemus_fulvipectus"	"Microtus_arvalis"	"Cricetulus_migratorius"	"Allactaga_elater"	"Arvicola_terrestris"	"Dryomys_nitedula"	"Xenopsylla_conformis"	"Nosopsyllus_iranus"	"Nosopsyllus_laeviceps"	"Stenoponia_tripectinata"	"Rhadinopsylla_ucrainica"	"Nosopsyllus_consimilis"	"Ctenophthalmus_secundus"	"Leptopsylla_taschenbergi"	"Amphipsylla_schelkovnikovi"	"Mesopsylla_apscheronica"	"Ctenophthalmus_bogatschevi"	"Amphipsylla_rossica"	"Ctenophthalmus_proximus"	"Nosopsyllus_mokrzeckyi"	"Myoxopsylla_jordani"	"Ceratophyllus_sciurorum"	"Callopsylla_caspia"	"Megabothris_turbidus"	"Neopsylla_pleskei"	"Stenoponia_ivanovi"
"Stenoponia_tripectinata"	0.391735537190083	0.0942148760330579	0.414049586776859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_ucrainica"	0.174193548387097	0.5	0.180645161290323	0.032258064516129	0	0	0.0129032258064516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nosopsyllus_consimilis"	0.169879518072289	0.0650602409638554	0.0325301204819277	0.36144578313253	0.0325301204819277	0.23855421686747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_secundus"	0.050561797752809	0.0404494382022472	0	0.758426966292135	0.0202247191011236	0	0.0303370786516854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leptopsylla_taschenbergi"	0	0	0	0	0.873913043478261	0	0.0260869565217391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_schelkovnikovi"	0	0	0	0.045	0.225	0	0.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mesopsylla_apscheronica"	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_bogatschevi"	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_rossica"	0	0	0	0.225	0	0.675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_proximus"	0	0	0	0	0.45	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nosopsyllus_mokrzeckyi"	0	0	0	0	0.3	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Myoxopsylla_jordani"	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratophyllus_sciurorum"	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Callopsylla_caspia"	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megabothris_turbidus"	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_pleskei"	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stenoponia_ivanovi"	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
