"Meriones_persicus"	"Meriones_libycus"	"Meriones_tristrami"	"Microtus_socialis"	"Apodemus_fulvipectus"	"Microtus_arvalis"	"Cricetulus_migratorius"	"Allactaga_elater"	"Arvicola_terrestris"	"Dryomys_nitedula"	"Xenopsylla_conformis"	"Nosopsyllus_iranus"	"Nosopsyllus_laeviceps"	"Stenoponia_tripectinata"	"Rhadinopsylla_ucrainica"	"Nosopsyllus_consimilis"	"Ctenophthalmus_secundus"	"Leptopsylla_taschenbergi"	"Amphipsylla_schelkovnikovi"	"Mesopsylla_apscheronica"	"Ctenophthalmus_bogatschevi"	"Amphipsylla_rossica"	"Ctenophthalmus_proximus"	"Nosopsyllus_mokrzeckyi"	"Myoxopsylla_jordani"	"Ceratophyllus_sciurorum"	"Callopsylla_caspia"	"Megabothris_turbidus"	"Neopsylla_pleskei"	"Stenoponia_ivanovi"
"Meriones_persicus"	0	0	0	0	0	0	0	0	0	0	0.479746348962337	0.328939277478862	0	0.0546502690238278	0.0186779400461184	0.0162567255956956	0.00172943889315911	0	0	0	0	0	0	0	0	0	0	0	0	0
"Meriones_libycus"	0	0	0	0	0	0	0	0	0	0	0.362007434944238	0.211449814126394	0.182676579925651	0.0254275092936803	0.103717472118959	0.0120446096654275	0.00267657992565056	0	0	0	0	0	0	0	0	0	0	0	0	0
"Meriones_tristrami"	0	0	0	0	0	0	0	0	0	0	0.168083003952569	0.43399209486166	0.091600790513834	0.148517786561265	0.049802371541502	0.00800395256916996	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Microtus_socialis"	0	0	0	0	0	0	0	0	0	0	0.0147540983606557	0.0995901639344262	0.0811475409836066	0	0.0368852459016393	0.368852459016393	0.276639344262295	0	0.00737704918032787	0	0	0.00737704918032787	0	0	0	0	0.00737704918032787	0	0	0
"Apodemus_fulvipectus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0818181818181818	0.0181818181818182	0.609090909090909	0.0909090909090909	0	0	0	0.0272727272727273	0.0181818181818182	0	0.0363636363636364	0	0.0181818181818182	0	0
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.645652173913043	0	0	0	0	0.176086956521739	0.058695652173913	0	0	0	0	0	0	0	0.0195652173913043
"Cricetulus_migratorius"	0	0	0	0	0	0	0	0	0	0	0.24	0.075	0	0	0.06	0	0.045	0.03	0.42	0	0	0	0	0	0	0	0	0	0.03	0
"Allactaga_elater"	0	0	0	0	0	0	0	0	0	0	0	0.155172413793103	0	0	0	0	0	0	0	0.744827586206897	0	0	0	0	0	0	0	0	0	0
"Arvicola_terrestris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385714285714286	0.514285714285714	0	0	0	0	0	0
"Dryomys_nitedula"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0
"Xenopsylla_conformis"	0.584136640149743	0.227842770238652	0.0795975666822649	0.00168460458586804	0	0	0.00673841834347216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nosopsyllus_iranus"	0.477622767857143	0.158705357142857	0.245089285714286	0.0135602678571429	0	0	0.00251116071428571	0.00251116071428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nosopsyllus_laeviceps"	0	0.617336683417085	0.232914572864322	0.049748743718593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
