"Spermophilus_fulvus"	"Marmota_caudata"	"Meriones_tamariscinus"	"Cricetulus_migratorius"	"Microtus_gregalis"	"Apodemus_uralensis"	"Allactaga_elater"	"Allactaga_major"	"Marmota_baibacina"	"Alticola_argentatus"	"Microtus_socialis"	"Apodemus_agrarius"	"Microtus_kirgisorum"	"Clethrionomys_centralis"	"Ellobius_talpinus"	"Citellophilus_trispinus"	"Neopsylla_setosa"	"Oropsylla_ilovaiskii"	"Citellophilus_lebedewi"	"Nosopsyllus_aralis"	"Rhadinopsylla_li"	"Oropsylla_silantiewi"	"Neopsylla_teratura"	"Frontopsylla_elata"	"Amphipsylla_schelkovnikovi"	"Pectinoctenus_nemorosa"	"Rhadinopsylla_bivirgis"	"Mesopsylla_hebes"	"Callopsylla_caspia"	"Nosopsyllus_fidus"	"Amphipsylla_rossica"	"Rhadinopsylla_angusta"	"Amphipsylla_asiatica"	"Frontopsylla_macrophthalma"	"Amphipsylla_anceps"	"Ctenophthalmus_assimilis"	"Neopsylla_pleskei"	"Amalaraeus_penicilliger"	"Neopsylla_meridiana"	"Amphipsylla_primaris"	"Ctenophthalmus_golovi"	"Frontopsylla_protera"	"Amphipsylla_sibirica"	"Peromyscopsylla_bidentata"	"Amphipsylla_dumalis"	"Frontopsylla_ornata"	"Rhadinopsylla_cedestis"	"Frontopsylla_ambigua"	"Neopsylla_mana"
"Spermophilus_fulvus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37891552767197	0.27566659197849	0.238763163791172	0	0.0036298453954739	0	0	0	0	0	0	0	0	0	0.00262155500784226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000403316155052655	0	0
"Marmota_caudata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52086258776329	0	0.232898696088265	0.144884653961886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00135406218655968	0	0	0	0	0	0	0	0	0
"Meriones_tamariscinus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00358090185676393	0	0.00835543766578249	0	0.846286472148541	0	0	0.00835543766578249	0.00358090185676393	0	0	0.00477453580901857	0.0119363395225464	0	0.00835543766578249	0	0	0	0.00238726790450928	0	0.00238726790450928	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cricetulus_migratorius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0.297	0.006	0.2895	0	0.18	0.003	0.0315	0.012	0	0	0	0	0.0255	0	0.033	0	0.0135	0	0	0	0	0	0.003	0	0	0	0
"Microtus_gregalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0122282608695652	0.489130434782609	0	0.00733695652173913	0	0	0.156521739130435	0	0	0.0953804347826087	0.058695652173913	0	0.00489130434782609	0.0513586956521739	0	0.0195652173913043	0.00489130434782609	0	0	0	0	0	0	0	0	0	0
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882352941176471	0	0.00882352941176471	0.0132352941176471	0	0.569117647058824	0	0	0.0308823529411765	0.0176470588235294	0.176470588235294	0	0	0	0	0	0	0	0	0	0.0441176470588235	0	0	0	0	0.00882352941176471	0	0.0132352941176471	0.00882352941176471
"Allactaga_elater"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0173076923076923	0	0.0173076923076923	0	0	0	0	0	0	0	0.675	0	0	0	0	0	0.190384615384615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Allactaga_major"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.391304347826087	0	0	0	0	0	0	0.0521739130434783	0.456521739130435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Marmota_baibacina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Alticola_argentatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138461538461538	0.173076923076923	0.242307692307692	0	0.207692307692308	0	0.0692307692307692	0	0.0692307692307692	0	0	0
