"Rhombomys_opimus"	"Cricetulus_migratorius"	"Meriones_tamariscinus"	"Allactaga_elater"	"Meriones_meridianus"	"Ellobius_talpinus"	"Pygeretmus_pumilio"	"Allactaga_major"	"Allactaga_sibirica"	"Apodemus_uralensis"	"Allactaga_severtzovi"	"Microtus_gregalis"	"Microtus_socialis"	"Microtus_arvalis"	"Pygeretmus_shitkovi"	"Dipus_sagitta"	"Stylodipus_telum"	"Spermophilus_pygmaeus"	"Xenopsylla_skrjabini"	"Xenopsylla_hirtipes"	"Xenopsylla_gerbilli"	"Xenopsylla_conformis"	"Amphipsylla_schelkovnikovi"	"Nosopsyllus_laeviceps"	"Mesopsylla_lenis"	"Coptopsylla_lamellifer"	"Echidnophaga_oschanini"	"Mesopsylla_eucta"	"Mesopsylla_tuschkan"	"Xenopsylla_magdalinae"	"Mesopsylla_hebes"	"Ophthalmopsylla_volgensis"	"Ctenophthalmus_arvalis"	"Ctenophthalmus_dolichus"	"Nosopsyllus_consimilis"	"Neopsylla_teratura"	"Nosopsyllus_tersus"	"Amphipsylla_rossica"	"Nosopsyllus_fidus"	"Pectinoctenus_nemorosa"	"Citellophilus_ullus"	"Rhadinopsylla_socia"	"Ctenophthalmus_dux"	"Rhadinopsylla_cedestis"	"Rhadinopsylla_bivirgis"	"Amphipsylla_dumalis"	"Citellophilus_trispinus"	"Ctenophthalmus_breviatus"	"Paradoxopsyllus_repandus"
"Rhombomys_opimus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.425693996126533	0.252743705616527	0.119883795997418	0.00154938670109748	0	0.0319561007101356	0	0.0234344738540994	0.0195610071013557	0.000387346675274371	0	0	0	0	0	0.0112330535829567	0	0	0.00503550677856682	0	0	0	0.00213040671400904	0.00309877340219496	0	0.00232408005164622	0.000581020012911556	0	0	0	0.000387346675274371
"Cricetulus_migratorius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.770757180156658	0	0	0	0	0	0	0	0	0.00704960835509138	0.0211488250652742	0	0.018798955613577	0.0657963446475196	0	0.0117493472584856	0	0	0	0	0	0	0	0	0.00469973890339426	0	0
"Meriones_tamariscinus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.485064935064935	0	0.347727272727273	0.00584415584415584	0	0.0204545454545455	0	0	0	0	0	0.00584415584415584	0	0	0	0	0	0.0204545454545455	0	0.0146103896103896	0	0	0	0	0	0	0	0
"Allactaga_elater"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00711462450592885	0.0106719367588933	0	0	0.501581027667984	0	0	0.192094861660079	0.0320158102766798	0	0.0106719367588933	0.131620553359684	0.00711462450592885	0	0.00711462450592885	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Meriones_meridianus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.685135135135135	0	0.174324324324324	0	0	0.0162162162162162	0.00810810810810811	0	0	0	0	0.0162162162162162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ellobius_talpinus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73125	0	0	0.0375	0	0	0	0	0	0	0	0	0	0.1125	0	0	0.01875	0	0	0
"Pygeretmus_pumilio"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0423529411764706	0.730588235294118	0	0	0.105882352941176	0	0	0	0	0	0	0.0211764705882353	0	0	0	0	0	0	0	0	0	0
"Allactaga_major"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.840983606557377	0	0.0295081967213115	0	0.0295081967213115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Allactaga_sibirica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0789473684210526	0	0	0.157894736842105	0.221052631578947	0	0.268421052631579	0.173684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0418604651162791	0	0	0	0	0	0	0	0	0	0.0418604651162791	0	0.0837209302325581	0.0418604651162791	0	0.0418604651162791	0.230232558139535	0.418604651162791	0	0	0	0	0	0	0	0	0
"Allactaga_severtzovi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.681818181818182	0	0	0	0.163636363636364	0	0	0	0.0545454545454545	0	0	0	0	0	0	0	0	0	0	0	0	0
"Microtus_gregalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.348387096774194	0	0.551612903225806	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Microtus_socialis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.609677419354839	0	0.0580645161290323	0.0580645161290323	0	0.116129032258065	0	0	0	0	0	0	0	0	0	0.0580645161290323	0
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257142857142857	0	0.192857142857143	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0
"Pygeretmus_shitkovi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.572727272727273	0	0	0	0	0	0	0.327272727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dipus_sagitta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.741176470588235	0	0	0	0	0	0	0.158823529411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stylodipus_telum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.484615384615385	0	0	0	0	0	0.138461538461538	0	0	0	0.138461538461538	0	0	0.138461538461538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Spermophilus_pygmaeus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xenopsylla_skrjabini"	0.897142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xenopsylla_hirtipes"	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xenopsylla_gerbilli"	0.897101449275362	0	0	0.00289855072463768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Xenopsylla_conformis"	0.02	0	0.415	0.0075	0.4225	0	0	0	0	0	0	0	0	0	0	0.035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_schelkovnikovi"	0	0.894545454545455	0	0	0	0	0	0	0	0.00545454545454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nosopsyllus_laeviceps"	0.451367781155015	0	0.325531914893617	0	0.117629179331307	0	0	0	0	0	0	0	0	0	0	0	0	0.00547112462006079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mesopsylla_lenis"	0	0	0.0109756097560976	0.773780487804878	0	0	0	0	0.0274390243902439	0	0	0	0	0	0.0768292682926829	0	0.0109756097560976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Coptopsylla_lamellifer"	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
