"Microtus_arvalis"	"Apodemus_sylvaticus"	"Prometheomys_schaposchnikowi"	"Apodemus_mystacinus"	"Microtus_majori"	"Dryomys_nitedula"	"Cricetulus_migratorius"	"Sorex_araneus"	"Chionomys_nivalis"	"Myoxus_glis"	"Ctenophthalmus_proximus"	"Ctenophthalmus_hypanis"	"Ctenophthalmus_inornatus"	"Megabothris_turbidus"	"Ctenophthalmus_shovi"	"Amphipsylla_rossica"	"Myoxopsylla_jordani"	"Nosopsyllus_fasciatus"	"Leptopsylla_segnis"	"Leptopsylla_taschenbergi"	"Hystrichopsylla_talpae"	"Amphipsylla_georgica"	"Hystrichopsylla_satunini"	"Rhadinopsylla_integella"	"Ceratophyllus_sciurorum"	"Amalaraeus_penicilliger"	"Ctenophthalmus_euxinicus"	"Palaeopsylla_caucasica"
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0.00328467153284672	0.43029197080292	0.0147810218978102	0.193795620437956	0.0591240875912409	0.172445255474453	0	0	0	0	0.0213503649635036	0	0	0	0	0.00492700729927007	0	0
"Apodemus_sylvaticus"	0	0	0	0	0	0	0	0	0	0	0.553448275862069	0.0137931034482759	0.00517241379310345	0.0689655172413793	0.0775862068965517	0.00689655172413793	0.00689655172413793	0.0517241379310345	0.0327586206896552	0.0482758620689655	0.00517241379310345	0.00344827586206897	0.00862068965517241	0.00517241379310345	0.00689655172413793	0	0	0.00517241379310345
"Prometheomys_schaposchnikowi"	0	0	0	0	0	0	0	0	0	0	0	0.0206106870229008	0.855343511450382	0.00687022900763359	0	0.017175572519084	0	0	0	0	0	0	0	0	0	0	0	0
"Apodemus_mystacinus"	0	0	0	0	0	0	0	0	0	0	0.5203125	0.02109375	0	0.02109375	0.09140625	0	0.0140625	0.10546875	0.07734375	0	0	0	0.028125	0	0	0	0.02109375	0
"Microtus_majori"	0	0	0	0	0	0	0	0	0	0	0.233653846153846	0.0346153846153846	0	0.233653846153846	0.294230769230769	0.0259615384615385	0	0	0.0346153846153846	0	0.0173076923076923	0	0.0259615384615385	0	0	0	0	0
"Dryomys_nitedula"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0209302325581395	0	0	0.87906976744186	0	0	0	0	0	0	0	0	0	0	0
"Cricetulus_migratorius"	0	0	0	0	0	0	0	0	0	0	0	0.0765957446808511	0.0765957446808511	0.306382978723404	0	0.191489361702128	0	0	0	0	0	0.248936170212766	0	0	0	0	0	0
"Sorex_araneus"	0	0	0	0	0	0	0	0	0	0	0.61875	0	0	0	0.16875	0	0	0	0.1125	0	0	0	0	0	0	0	0	0
"Chionomys_nivalis"	0	0	0	0	0	0	0	0	0	0	0	0.163636363636364	0.245454545454545	0.163636363636364	0	0.163636363636364	0	0	0	0	0	0	0	0.163636363636364	0	0	0	0
"Myoxus_glis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_proximus"	0.00413793103448276	0.664137931034483	0	0.153103448275862	0.0558620689655172	0	0	0.0227586206896552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_hypanis"	0.815916955017301	0.0249134948096886	0.0186851211072664	0.00934256055363322	0.0124567474048443	0	0.0124567474048443	0	0.00622837370242215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_inornatus"	0.0302238805970149	0.0100746268656716	0.836194029850746	0	0	0	0.0134328358208955	0	0.0100746268656716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megabothris_turbidus"	0.505714285714286	0.171428571428571	0.00857142857142857	0.0128571428571429	0.115714285714286	0.00857142857142857	0.0685714285714286	0	0.00857142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_shovi"	0.247328244274809	0.309160305343511	0	0.0893129770992366	0.233587786259542	0	0	0.0206106870229008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_rossica"	0.732558139534884	0.027906976744186	0.0348837209302326	0	0.0209302325581395	0	0.0697674418604651	0	0.013953488372093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Myoxopsylla_jordani"	0	0.0382978723404255	0	0.0191489361702128	0	0.804255319148936	0	0	0	0.0382978723404255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nosopsyllus_fasciatus"	0	0.6	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leptopsylla_segnis"	0	0.475	0	0.275	0.1	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leptopsylla_taschenbergi"	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hystrichopsylla_talpae"	0.65	0.15	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_georgica"	0	0.12	0	0	0	0	0.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
