"Spermophilus_undulatus"	"Marmota_sibirica"	"Lasiopodomys_brandtii"	"Alticola_semicanus"	"Allocricetulus_curtatus"	"Cricetulus_barabensis"	"Allactaga_sibirica"	"Meriones_meridianus"	"Ellobius_tancrei"	"Phodopus_sungorus"	"Microtus_gregalis"	"Eolagurus_przewalskii"	"Dipus_sagitta"	"Meriones_unguiculatus"	"Sciurus_vulgaris"	"Microtus_oeconomus"	"Clethrionomys_rufocanus"	"Tamias_sibiricus"	"Citellophilus_tesquorum"	"Oropsylla_silantiewi"	"Amphipsylla_primaris"	"Frontopsylla_elatoides"	"Rhadinopsylla_li"	"Oropsylla_alaskensis"	"Neopsylla_mana"	"Frontopsylla_hetera"	"Paradoxopsyllus_dashidorzhii"	"Neopsylla_pleskei"	"Paradoxopsyllus_scorodumovi"	"Amphipsylla_vinogradovi"	"Amalaraeus_penicilliger"	"Paramonopsyllus_scalonae"	"Frontopsylla_elata"	"Ctenophyllus_hirticrus"	"Nosopsyllus_laeviceps"	"Rhadinopsylla_dahurica"	"Ophthalmopsylla_praefecta"	"Neopsylla_abagaitui"	"Frontopsylla_wagneri"	"Ophthalmopsylla_kiritschenkovi"	"Amphipsylla_dumalis"	"Neopsylla_bidentatiformis"	"Amphipsylla_longispina"	"Callopsylla_caspia"	"Pectinoctenus_pavlovskii"	"Neopsylla_galea"	"Amphalius_runatus"	"Paradoxopsyllus_kalabukhovi"	"Wagnerina_longicauda"	"Paradoxopsyllus_integer"	"Tarsopsylla_octodecimdentata"	"Rhadinopsylla_rothschildi"	"Amphipsylla_kuznetzovi"	"Ceratophyllus_indages"	"Megabothris_rectangulatus"	"Rhadinopsylla_altaica"	"Rhadinopsylla_pseudodahurica"	"Xenopsylla_conformis"
"Spermophilus_undulatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.584978052349212	0.000292635343846529	0.00117054137538612	0.0889611445293448	0.0869126971224191	0.0817915786051049	0.0147780848642497	0.0260445456023411	0	0.000292635343846529	0.000292635343846529	0.000438953015769794	0	0	0	0.00526743618923752	0	0.000292635343846529	0	0.00526743618923752	0	0	0	0.000438953015769794	0	0	0	0	0.0024874004226955	0	0	0	0	0	0.000292635343846529	0	0	0	0	0
"Marmota_sibirica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006312625250501	0.88376753507014	0.000901803607214429	0	0.000901803607214429	0	0.00135270541082164	0.00495991983967936	0.000901803607214429	0.000901803607214429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lasiopodomys_brandtii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00146938775510204	0	0.409959183673469	0	0	0	0.224081632653061	0.0786122448979592	0	0.103591836734694	0.00514285714285714	0	0.0624489795918367	0	0	0.00220408163265306	0	0.00808163265306122	0	0	0	0	0	0	0	0	0	0.00146938775510204	0	0	0	0	0	0.00293877551020408	0	0	0	0	0	0
"Alticola_semicanus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00850661625708885	0	0.31304347826087	0	0	0	0.00680529300567108	0.0153119092627599	0.0374291115311909	0.0170132325141777	0.183742911153119	0	0	0.112287334593573	0.0850661625708885	0.0119092627599244	0	0.0374291115311909	0	0	0	0	0	0	0.00340264650283554	0.0391304347826087	0	0	0.00340264650283554	0	0.0187145557655955	0	0	0.00340264650283554	0	0	0	0	0.00340264650283554	0
"Allocricetulus_curtatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	0	0	0	0	0	0.769090909090909	0.0122727272727273	0.0163636363636364	0	0	0	0.00818181818181818	0	0	0	0	0	0	0	0	0	0.00818181818181818	0	0.0409090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cricetulus_barabensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0406779661016949	0.0711864406779661	0	0	0	0.513559322033898	0	0	0	0	0	0	0	0	0	0	0	0.13728813559322	0.0101694915254237	0	0.0457627118644068	0.0508474576271186	0	0	0	0.0305084745762712	0	0	0	0	0	0	0	0
"Allactaga_sibirica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0211764705882353	0	0	0.0317647058823529	0.0317647058823529	0	0	0	0	0	0	0	0	0	0	0.391764705882353	0	0.349411764705882	0	0	0	0.0529411764705882	0	0.0211764705882353	0	0	0	0	0	0	0	0	0	0	0	0	0
"Meriones_meridianus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0631578947368421	0	0	0	0	0	0	0.489473684210526	0	0	0	0	0.0473684210526316	0	0	0	0	0	0	0	0.268421052631579	0	0	0	0	0	0	0	0	0	0.0315789473684211
"Ellobius_tancrei"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Phodopus_sungorus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0620689655172414	0	0	0	0	0.0931034482758621	0	0	0	0	0	0	0	0	0	0.0931034482758621	0	0	0	0	0	0	0.341379310344828	0	0	0.248275862068966	0	0	0	0	0	0.0620689655172414	0	0	0	0	0	0
