"Apodemus_agrarius"	"Microtus_fortis"	"Tamias_sibiricus"	"Micromys_minutus"	"Apodemus_peninsulae"	"Megabothris_calcarifer"	"Neopsylla_bidentatiformis"	"Ctenophthalmus_congeneroides"	"Frontopsylla_elata"	"Pectinoctenus_pectiniceps"	"Ceratophyllus_indages"	"Frontopsylla_luculenta"	"Nosopsyllus_fasciatus"	"Ceratophyllus_anisus"	"Leptopsylla_segnis"	"Hystrichopsylla_microti"	"Megabothris_advenarius"	"Amphipsylla_vinogradovi"	"Ctenophthalmus_pisticus"	"Rhadinopsylla_rothschildi"	"Amphipsylla_marikovskii"	"Stenoponia_sidimi"	"Neopsylla_acanthina"	"Neopsylla_pleskei"
"Apodemus_agrarius"	0	0	0	0	0	0.250074294205052	0.167161961367013	0.163150074294205	0.147102526002972	0.0789004457652303	0.00401188707280832	0.0280832095096582	0.0267459138187221	0.00401188707280832	0.00802377414561664	0.00802377414561664	0.00534918276374443	0.00401188707280832	0	0.00267459138187221	0	0	0	0.00267459138187221
"Microtus_fortis"	0	0	0	0	0	0.748148148148148	0.0185185185185185	0.0481481481481481	0.00740740740740741	0.00740740740740741	0	0	0	0.0333333333333333	0.0111111111111111	0	0.00740740740740741	0.00740740740740741	0	0	0.0111111111111111	0	0	0
"Tamias_sibiricus"	0	0	0	0	0	0	0.0692307692307692	0	0	0.0461538461538462	0.646153846153846	0.0692307692307692	0	0	0	0	0	0	0.0461538461538462	0	0	0	0.0230769230769231	0
"Micromys_minutus"	0	0	0	0	0	0.128571428571429	0	0	0	0	0	0.321428571428571	0	0	0	0.128571428571429	0	0	0	0.128571428571429	0	0.192857142857143	0	0
"Apodemus_peninsulae"	0	0	0	0	0	0	0.245454545454545	0	0	0.245454545454545	0	0.409090909090909	0	0	0	0	0	0	0	0	0	0	0	0
"Megabothris_calcarifer"	0.430434782608696	0.464961636828644	0	0.00460358056265985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_bidentatiformis"	0.809352517985611	0.0323741007194245	0.0388489208633094	0	0.0194244604316547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_congeneroides"	0.813333333333333	0.0866666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_elata"	0.883928571428571	0.0160714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pectinoctenus_pectiniceps"	0.780882352941176	0.0264705882352941	0.0529411764705882	0	0.0397058823529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratophyllus_indages"	0.0457627118644068	0	0.854237288135593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_luculenta"	0.510810810810811	0	0.145945945945946	0.121621621621622	0.121621621621622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nosopsyllus_fasciatus"	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratophyllus_anisus"	0.225	0.675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leptopsylla_segnis"	0.6	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hystrichopsylla_microti"	0.675	0	0	0.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megabothris_advenarius"	0.6	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_vinogradovi"	0.54	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_pisticus"	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_rothschildi"	0.45	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_marikovskii"	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stenoponia_sidimi"	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_acanthina"	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_pleskei"	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
