"Cecropia_schreberiana"	"Guarea_guidonia"	"Schefflera_morototoni"	"Alchornea_latifolia"	"Dendropanax_arboreus"	"Ocotea_floribunda"	"Inga_vera"	"Ficus_sp1_M_SD_006"	"Miconia_prasina"	"Musa_acuminata"	"Phytolacca_rivinoides"	"Tournefortia_hisutissima"	"Casearia_sylvestris"	"Citrus_sinensis"	"Coffea_arabica"	"Miconia_laevigatta"	"Momordica_charantia"	"Murraya_paniculata"	"Piper_amalaga"	"Roystonea_borinquena"	"Solanum_rugosum"	"Spindalis_portoricensis"	"Loxigilla_portoricensis"	"Vireo_altiloquous"	"Turdus_plumbeus"	"Coereba_flaveola"	"Tyrannus_dominicensis"	"Nesospingus_speculiferus"	"Melanerpes_portoricensis"	"Tyrannus_caudifasciatus"	"Columba_squamosa"	"Euphonia_musica"	"Icterus_dominicensis"	"Myarchus_antillarum"	"Vireo_flavirostris"	"Vireo_latimeri"
"Cecropia_schreberiana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.402631578947368	0.0947368421052632	0.118421052631579	0.0473684210526316	0.118421052631579	0.0236842105263158	0.0473684210526316	0.0236842105263158	0	0	0.0236842105263158	0	0	0	0
"Guarea_guidonia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4875	0.1875	0	0	0.0375	0	0.0375	0.075	0	0	0	0.0375	0.0375	0
"Schefflera_morototoni"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39375	0	0	0.225	0.05625	0.225	0	0	0	0	0	0	0	0	0
"Alchornea_latifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0.54	0	0	0	0	0	0	0	0	0	0	0	0
"Dendropanax_arboreus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0.54	0	0.18	0	0	0	0	0	0	0	0	0	0	0
"Ocotea_floribunda"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54	0	0.18	0	0	0	0.18	0	0	0	0	0
"Inga_vera"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225	0.225	0	0.45	0	0	0	0	0	0	0	0	0	0
"Ficus_sp1_M_SD_006"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0
"Miconia_prasina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0	0	0	0.3	0	0	0	0	0	0	0	0
"Musa_acuminata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0
"Phytolacca_rivinoides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0
"Tournefortia_hisutissima"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0
"Casearia_sylvestris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9
"Citrus_sinensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0
"Coffea_arabica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0
"Miconia_laevigatta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Momordica_charantia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0
"Murraya_paniculata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0
"Piper_amalaga"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Roystonea_borinquena"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Solanum_rugosum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Spindalis_portoricensis"	0.463636363636364	0	0.190909090909091	0	0.0272727272727273	0	0	0.0272727272727273	0	0.0272727272727273	0.0272727272727273	0.0272727272727273	0	0	0	0.0272727272727273	0	0	0.0272727272727273	0.0272727272727273	0.0272727272727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Loxigilla_portoricensis"	0.15	0.4875	0	0.075	0.1125	0	0.0375	0	0.0375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vireo_altiloquous"	0.264705882352941	0.264705882352941	0	0.158823529411765	0	0	0.0529411764705882	0	0.0529411764705882	0	0	0	0	0.0529411764705882	0.0529411764705882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Turdus_plumbeus"	0.128571428571429	0	0.257142857142857	0	0.0642857142857143	0.192857142857143	0	0.128571428571429	0	0	0.0642857142857143	0.0642857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Coereba_flaveola"	0.5625	0	0.1125	0	0	0	0.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tyrannus_dominicensis"	0.1125	0.1125	0.45	0	0	0.1125	0	0	0	0	0	0	0	0	0	0	0.1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nesospingus_speculiferus"	0.45	0	0	0	0	0	0	0	0.225	0	0	0	0	0	0	0	0	0.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Melanerpes_portoricensis"	0.45	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Tyrannus_caudifasciatus"	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Columba_squamosa"	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Euphonia_musica"	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Icterus_dominicensis"	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Myarchus_antillarum"	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vireo_flavirostris"	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vireo_latimeri"	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
