"Microtus_arvalis"	"Clethrionomys_centralis"	"Spermophilus_undulatus"	"Apodemus_uralensis"	"Apodemus_agrarius"	"Sorex_araneus"	"Sicista_tianshanica"	"Dryomys_nitedula"	"Arvicola_terrestris"	"Neomys_fodiens"	"Cricetulus_migratorius"	"Cricetus_cricetus"	"Marmota_baibacina"	"Spermophilus_erythrogenys"	"Ctenophthalmus_assimilis"	"Neopsylla_mana"	"Megabothris_rectangulatus"	"Citellophilus_tesquorum"	"Amphipsylla_rossica"	"Hystrichopsylla_talpae"	"Nosopsyllus_consimilis"	"Pectinoctenus_nemorosa"	"Frontopsylla_elata"	"Frontopsylla_protera"	"Amalaraeus_penicilliger"	"Neopsylla_teratura"	"Palaeopsylla_soricis"	"Frontopsylla_elatoides"	"Ceratophyllus_sciurorum"	"Ctenophthalmus_arvalis"	"Amphipsylla_sibirica"	"Frontopsylla_ornata"	"Oropsylla_silantiewi"	"Amphipsylla_primaris"	"Corrodopsylla_birulai"	"Rhadinopsylla_angusta"
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.495139607032058	0.0915201654601862	0.0642192347466391	0	0.0651499482936918	0.0325749741468459	0.0511892450879007	0.00372285418821096	0.0536711478800414	0.0111685625646329	0.0127197518097208	0.00744570837642192	0.00372285418821096	0.0031023784901758	0	0.0031023784901758	0	0.0015511892450879	0	0	0	0
"Clethrionomys_centralis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.250643382352941	0.0628676470588235	0.152205882352941	0	0.0984375	0.170404411764706	0.0355698529411765	0.0181985294117647	0.0264705882352941	0.0446691176470588	0.0181985294117647	0.00909926470588235	0	0.00165441176470588	0	0	0.00909926470588235	0.00248161764705882	0	0	0	0
"Spermophilus_undulatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144250871080139	0	0.631881533101045	0	0	0.0721254355400697	0	0	0.00313588850174216	0.00313588850174216	0.0266550522648084	0	0.018815331010453	0	0	0	0	0	0	0	0
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077319587628866	0.034020618556701	0.0247422680412371	0	0.0154639175257732	0.0247422680412371	0.0958762886597938	0.488659793814433	0.043298969072165	0.0618556701030928	0.0154639175257732	0.00927835051546392	0	0	0	0.00927835051546392	0	0	0	0	0	0
"Apodemus_agrarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084375	0.02109375	0.02109375	0	0	0.03515625	0.04921875	0.5203125	0.05625	0.07734375	0.03515625	0	0	0	0	0	0	0	0	0	0	0
"Sorex_araneus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105882352941176	0.0352941176470588	0	0	0	0	0	0	0	0.194117647058824	0	0	0.529411764705882	0	0	0	0	0	0	0	0.0352941176470588	0
"Sicista_tianshanica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156521739130435	0.058695652173913	0.0782608695652174	0	0	0.058695652173913	0.058695652173913	0.0391304347826087	0.117391304347826	0.176086956521739	0.156521739130435	0	0	0	0	0	0	0	0	0	0	0
"Dryomys_nitedula"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0.06	0	0.06	0	0.12	0	0	0.04	0	0	0	0	0.46	0	0	0	0	0.04	0	0
"Arvicola_terrestris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.435483870967742	0.0580645161290323	0.116129032258065	0	0.0580645161290323	0.116129032258065	0	0	0.116129032258065	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neomys_fodiens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.380769230769231	0	0	0	0	0	0	0	0	0.242307692307692	0	0	0.207692307692308	0	0	0	0	0	0	0	0	0.0692307692307692
"Cricetulus_migratorius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24	0	0	0	0.12	0.42	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0
"Cricetus_cricetus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0.45	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Marmota_baibacina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0
"Spermophilus_erythrogenys"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_assimilis"	0.723627204030227	0.137380352644836	0	0.0113350125944584	0.00544080604534005	0.00272040302267003	0.0036272040302267	0.00272040302267003	0.00680100755667506	0.00498740554156171	0	0.00136020151133501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_mana"	0.536363636363636	0.138181818181818	0.167272727272727	0.02	0.00545454545454545	0.00363636363636364	0.00545454545454545	0	0.00363636363636364	0	0.00727272727272727	0.00909090909090909	0	0.00363636363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megabothris_rectangulatus"	0.451089588377724	0.400968523002421	0	0.0174334140435835	0.00653753026634383	0	0.00871670702179177	0.00653753026634383	0.00871670702179177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Citellophilus_tesquorum"	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_rossica"	0.557522123893805	0.315929203539823	0	0.0132743362831858	0	0	0	0.0079646017699115	0.00530973451327434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hystrichopsylla_talpae"	0.282089552238806	0.553432835820896	0	0.0214925373134328	0.0134328358208955	0	0.00805970149253731	0	0.0107462686567164	0	0.00537313432835821	0.00537313432835821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nosopsyllus_consimilis"	0.482142857142857	0.125649350649351	0.134415584415584	0.0905844155844156	0.0204545454545455	0	0.00876623376623377	0.0175324675324675	0	0	0.0204545454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pectinoctenus_nemorosa"	0.0402985074626866	0.0738805970149254	0	0.530597014925373	0.248507462686567	0	0.00671641791044776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_elata"	0.656962025316456	0.121518987341772	0	0.0531645569620253	0.030379746835443	0	0.0227848101265823	0	0.0151898734177215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_protera"	0.213157894736842	0.319736842105263	0.0118421052631579	0.118421052631579	0.0651315789473684	0.0651315789473684	0.0532894736842105	0.0118421052631579	0	0.0414473684210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amalaraeus_penicilliger"	0.444578313253012	0.23855421686747	0.0216867469879518	0.0542168674698795	0.0542168674698795	0	0.0867469879518072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neopsylla_teratura"	0.378947368421053	0.173684210526316	0.268421052631579	0.0473684210526316	0	0	0	0	0	0	0.0315789473684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Palaeopsylla_soricis"	0.225	0	0	0	0	0.5625	0	0	0	0.1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_elatoides"	0.375	0.075	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratophyllus_sciurorum"	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_arvalis"	0.692307692307692	0	0	0.207692307692308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_sibirica"	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_ornata"	0.5625	0.3375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oropsylla_silantiewi"	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_primaris"	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Corrodopsylla_birulai"	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_angusta"	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
