"Arvicola_terrestris"	"Apodemus_sylvaticus"	"Apodemus_agrarius"	"Microtus_arvalis"	"Chionomys_gud"	"Spermophilus_pygmaeus"	"Cricetulus_migratorius"	"Microtus_socialis"	"Cricetus_cricetus"	"Microtus_majori"	"Mesocricetus_raddei"	"Amphipsylla_rossica"	"Nosopsyllus_consimilis"	"Ctenophthalmus_wagneri"	"Leptopsylla_taschenbergi"	"Nosopsyllus_mokrzeckyi"	"Ctenophthalmus_proximus"	"Ctenophthalmus_orientalis"	"Citellophilus_tesquorum"	"Megabothris_turbidus"	"Ctenophthalmus_golovi"	"Ctenophthalmus_secundus"	"Paradoxopsyllus_hesperius"	"Ctenophthalmus_chionomydis"	"Rhadinopsylla_ucrainica"	"Amphipsylla_kuznetzovi"	"Callopsylla_caspia"	"Ctenophthalmus_acuminatus"	"Megabothris_walkeri"	"Hystrichopsylla_talpae"
"Arvicola_terrestris"	0	0	0	0	0	0	0	0	0	0	0	0.587332053742802	0.0155470249520154	0.198656429942418	0.0138195777351248	0	0.017274472168906	0.0103646833013436	0	0.0345489443378119	0.0138195777351248	0	0	0	0.00345489443378119	0	0	0	0	0.00518234165067179
"Apodemus_sylvaticus"	0	0	0	0	0	0	0	0	0	0	0	0.014025974025974	0.201038961038961	0.0303896103896104	0.245454545454545	0.172987012987013	0.135584415584416	0.0467532467532468	0.00467532467532468	0.00467532467532468	0	0.0280519480519481	0	0	0.00467532467532468	0	0	0.00467532467532468	0.00701298701298701	0
"Apodemus_agrarius"	0	0	0	0	0	0	0	0	0	0	0	0	0.148101265822785	0.0379746835443038	0.159493670886076	0.269620253164557	0.250632911392405	0.0265822784810127	0	0	0	0.00759493670886076	0	0	0	0	0	0	0	0
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0	0.036	0.441	0.27	0	0	0	0.054	0	0.054	0	0	0	0	0	0	0	0	0.027	0.018
"Chionomys_gud"	0	0	0	0	0	0	0	0	0	0	0	0.105882352941176	0.0317647058823529	0.105882352941176	0.0847058823529412	0.0423529411764706	0	0.0211764705882353	0	0	0.116470588235294	0	0.105882352941176	0.127058823529412	0.0317647058823529	0.0635294117647059	0.0635294117647059	0	0	0
"Spermophilus_pygmaeus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0675	0.8325	0	0	0	0	0	0	0	0	0	0	0
"Cricetulus_migratorius"	0	0	0	0	0	0	0	0	0	0	0	0	0.384	0.084	0	0.024	0	0.288	0	0	0	0.024	0.096	0	0	0	0	0	0	0
"Microtus_socialis"	0	0	0	0	0	0	0	0	0	0	0	0	0.507692307692308	0.0461538461538462	0	0	0	0.253846153846154	0	0	0	0.0923076923076923	0	0	0	0	0	0	0	0
"Cricetus_cricetus"	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Microtus_majori"	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0.1	0.1	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0
"Mesocricetus_raddei"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0.6	0	0
"Amphipsylla_rossica"	0.82258064516129	0.0145161290322581	0	0.00967741935483871	0.0241935483870968	0	0	0	0	0.0290322580645161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nosopsyllus_consimilis"	0.0312741312741313	0.298841698841699	0.135521235521236	0.17027027027027	0.0104247104247104	0	0.111196911196911	0.0764478764478764	0.066023166023166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_wagneri"	0.547619047619048	0.0619047619047619	0.0476190476190476	0.142857142857143	0.0476190476190476	0	0.0333333333333333	0.00952380952380952	0	0.00952380952380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leptopsylla_taschenbergi"	0.0436363636363636	0.572727272727273	0.229090909090909	0	0.0436363636363636	0	0	0	0	0.0109090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nosopsyllus_mokrzeckyi"	0	0.441059602649007	0.42317880794702	0	0.023841059602649	0	0.0119205298013245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_proximus"	0.0671641791044776	0.38955223880597	0.443283582089552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_orientalis"	0.0642857142857143	0.214285714285714	0.075	0.0642857142857143	0.0214285714285714	0.0642857142857143	0.257142857142857	0.117857142857143	0	0	0.0214285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Citellophilus_tesquorum"	0	0.0236842105263158	0	0	0	0.876315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megabothris_turbidus"	0.642857142857143	0.0642857142857143	0	0.192857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_golovi"	0.342857142857143	0	0	0	0.471428571428571	0	0	0	0	0.0857142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_secundus"	0	0.54	0.09	0	0	0	0.09	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Paradoxopsyllus_hesperius"	0	0	0	0	0.5	0	0.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_chionomydis"	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_ucrainica"	0.257142857142857	0.257142857142857	0	0	0.385714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_kuznetzovi"	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Callopsylla_caspia"	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_acuminatus"	0	0.3	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megabothris_walkeri"	0	0.45	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hystrichopsylla_talpae"	0.54	0	0	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
