"Sideroxylon_cinereum"	"Molinaea_alternifolia"	"Psiadia_terebinthina"	"Toddalia_asiatica"	"Bertiera_zaluzania"	"Croton_fothergillifolius"	"Stillingia_lineata"	"Homalanthus_populifolius"	"Erythroxylum_macrocarpum"	"Dodonaea_viscosa"	"Aphloia_theiformis"	"Antirhea_borbonica"	"Chassalia_coriacea"	"Trochetia_blackburniana"	"Chaetocnema_sp1_M_PL_074"	"Apis_mellifera"	"Stomorhina_lunata"	"Fannia_pusio"	"Technomyrmex_albipes"	"Dysauxes_florida"	"Lygaeidae_sp1_M_PL_074"	"Pachycerina_crinicornis"	"Brachymyrmex_sp1_M_PL_074"	"Allograpta_nasuta"	"Lygistorrhina_sp1_M_PL_074"	"Leptotes_pirithous"	"Villa_unifasciata"	"Dioxyna_sororcula"	"Ophyra_capensis"	"Musca_domestica"	"Polistes_hebraeus"	"Stomoxys_niger"	"Syritta_nigrofemorata"	"Panara_naso"	"Chrysomya_megacephala"	"Nacoleia_sp1_M_PL_074"	"Ahasverus_advena"	"Eristalinus_flaveolus"	"Syritta_bulbus"	"Episyrphus_sp1_M_PL_074"	"Gelechioidea_sp2_M_PL_074"	"Mauritiborium_undulatus"	"Orthellia_albigena"	"Pelecophora_intemipta"	"Sarcophaga_arno"	"Stomoxys_calcitrans"	"Gelechioidea_sp1_M_PL_074"	"Palexorista_sp1_M_PL_074"	"Scatopsidae_sp1_M_PL_074"	"Scirtidae_sp1_M_PL_074"	"Unidentified_sp1_M_PL_074"
"Sideroxylon_cinereum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.505882352941176	0.158823529411765	0.123529411764706	0	0.0117647058823529	0	0	0	0	0	0	0	0	0.0176470588235294	0	0.0117647058823529	0.00588235294117647	0	0	0.0235294117647059	0.00588235294117647	0	0.00588235294117647	0	0.00588235294117647	0	0	0.0176470588235294	0	0.00588235294117647	0	0	0	0	0	0
"Molinaea_alternifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185950413223141	0.215702479338843	0.0966942148760331	0.133884297520661	0.0223140495867769	0.0446280991735537	0	0	0	0.0148760330578512	0	0.0446280991735537	0	0	0.0446280991735537	0.0223140495867769	0.0297520661157025	0	0.00743801652892562	0	0.0148760330578512	0	0	0	0	0	0	0	0	0.0223140495867769	0	0	0	0	0	0	0
"Psiadia_terebinthina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.178021978021978	0	0.128571428571429	0	0	0.089010989010989	0.207692307692308	0.00989010989010989	0.0494505494505494	0.00989010989010989	0.0296703296703297	0.00989010989010989	0.0197802197802198	0.0197802197802198	0	0	0	0.0296703296703297	0.00989010989010989	0.00989010989010989	0	0.0296703296703297	0	0	0.0395604395604396	0	0.00989010989010989	0.00989010989010989	0	0	0	0	0	0	0	0	0.00989010989010989
"Toddalia_asiatica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.432911392405063	0	0.0227848101265823	0	0.193670886075949	0.113924050632911	0	0.0911392405063291	0	0	0	0	0	0.0227848101265823	0	0	0.0113924050632911	0	0	0	0	0	0	0	0	0	0	0.0113924050632911	0	0	0	0	0	0	0	0	0
"Bertiera_zaluzania"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.457142857142857	0.0714285714285714	0	0.314285714285714	0	0	0	0	0.0285714285714286	0	0	0	0	0	0.0142857142857143	0	0	0.0142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Croton_fothergillifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236842105263158	0	0.0315789473684211	0	0.221052631578947	0.0157894736842105	0	0	0	0.0157894736842105	0.157894736842105	0	0.0473684210526316	0.0157894736842105	0	0.0157894736842105	0	0	0.0315789473684211	0	0	0	0.0631578947368421	0	0	0	0	0	0	0	0	0.0157894736842105	0.0157894736842105	0	0	0.0157894736842105	0
"Stillingia_lineata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.543396226415094	0	0.0169811320754717	0.0169811320754717	0	0	0	0.118867924528302	0.152830188679245	0	0	0	0	0	0	0	0	0	0.0339622641509434	0	0	0	0	0	0	0.0169811320754717	0	0	0	0	0	0	0	0	0	0	0
"Homalanthus_populifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.407142857142857	0	0.0214285714285714	0.364285714285714	0	0	0	0	0	0.0214285714285714	0	0	0.0214285714285714	0	0	0.0214285714285714	0	0.0214285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0214285714285714	0	0	0
"Erythroxylum_macrocarpum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0.0264705882352941	0.0529411764705882	0	0	0.105882352941176	0	0	0	0.0529411764705882	0.0794117647058824	0	0	0	0	0.0264705882352941	0	0.0264705882352941	0	0	0	0	0	0.0264705882352941	0	0	0	0	0	0	0	0.0264705882352941	0	0	0.0264705882352941	0	0
"Dodonaea_viscosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63	0	0.03	0	0	0	0	0.06	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.03	0	0	0	0	0	0	0	0	0
