"Barnadesia_spinosa"	"Siphocampylus_paramicola"	"Brachyotum_lindenii"	"Disterigma_codonanthum"	"Puya_clava-herculis"	"Siphocampylus_giganteus"	"Macleania_rupestris"	"Guzmania_candelabrum"	"Desfontainea_spinosa"	"Guzmania_bakeri"	"Espeletia_sp1_M_PL_068"	"Gaultheria_erecta"	"Disterigma_sp1_M_PL_068"	"Tillandsia_orbicularis"	"Gaiadendron_punctatum"	"Racinaea_tetrantha"	"Brachyotum_ledifolium"	"Vaccinium_floribundum"	"Bomarea_sp1_M_PL_068"	"Brachyotum_sp1_M_PL_068"	"Fuchsia_corollata"	"Bomarea_linifolia"	"Centropogon_sp1_M_PL_068"	"Elleanthus_sp1_M_PL_068"	"Passiflora_mixta"	"Tillandsia_complanata"	"Tristerix_longebracteatus"	"Gaultheria_insipida"	"Bejaria_aestuans"	"Diplostephium_sp1_M_PL_068"	"Pernettya_prostrata"	"Eriocnemis_mosquera"	"Aglaeactis_cupripennis"	"Pterophanes_cyanopterus"	"Chalcostigma_herrani"	"Metallura_tyrianthina"	"Eriocnemis_derbyi"	"Lafresnaya_lafresnayi"	"Coeligena_lutetiae"	"Ensifera_ensifera"
"Disterigma_sp1_M_PL_068"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.525	0	0	0	0.375	0	0	0	0
"Tillandsia_orbicularis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0
"Gaiadendron_punctatum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0
"Racinaea_tetrantha"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0	0	0.45	0.18	0	0	0
"Brachyotum_ledifolium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.3	0.1	0	0	0	0	0	0
"Vaccinium_floribundum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5625	0	0	0.1125	0.225	0	0	0	0
"Bomarea_sp1_M_PL_068"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.385714285714286	0.257142857142857	0	0	0	0.257142857142857	0	0	0
"Brachyotum_sp1_M_PL_068"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0
"Fuchsia_corollata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128571428571429	0	0	0.385714285714286	0	0	0.385714285714286	0
"Bomarea_linifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	0.15	0	0	0	0	0
"Centropogon_sp1_M_PL_068"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0.36	0.36	0	0
"Elleanthus_sp1_M_PL_068"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72	0	0	0.18	0	0	0	0	0
"Passiflora_mixta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225	0	0	0	0	0	0	0	0.675
"Tillandsia_complanata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.675	0	0	0	0.225	0	0	0	0
"Tristerix_longebracteatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0
"Gaultheria_insipida"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0.45	0	0	0	0
"Bejaria_aestuans"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0
"Diplostephium_sp1_M_PL_068"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0
"Pernettya_prostrata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0
"Eriocnemis_mosquera"	0.0117391304347826	0.0234782608695652	0.13304347826087	0.0860869565217391	0.0195652173913043	0.0195652173913043	0.0939130434782609	0.0860869565217391	0.09	0.0939130434782609	0	0.0195652173913043	0.0273913043478261	0.0430434782608696	0	0.0117391304347826	0.0195652173913043	0.0195652173913043	0.0117391304347826	0.0273913043478261	0	0.0195652173913043	0.00391304347826087	0.0156521739130435	0.00391304347826087	0.0117391304347826	0	0	0.00391304347826087	0.00391304347826087	0	0	0	0	0	0	0	0	0	0
"Aglaeactis_cupripennis"	0.421100917431193	0.214678899082569	0.0247706422018349	0	0.00825688073394495	0.181651376146789	0	0	0	0	0	0	0	0	0	0	0.0247706422018349	0	0.0165137614678899	0	0.00825688073394495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pterophanes_cyanopterus"	0	0.342857142857143	0	0	0.428571428571429	0.0428571428571429	0.0142857142857143	0	0	0	0	0	0	0	0	0	0.0142857142857143	0	0	0	0	0	0	0	0	0	0.0571428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chalcostigma_herrani"	0	0.046551724137931	0.217241379310345	0.0775862068965517	0	0.0155172413793103	0.0310344827586207	0.0155172413793103	0	0	0.248275862068966	0.0155172413793103	0	0	0.155172413793103	0	0	0.0155172413793103	0	0	0	0.0155172413793103	0	0.0155172413793103	0	0	0	0.0155172413793103	0	0	0.0155172413793103	0	0	0	0	0	0	0	0	0
"Metallura_tyrianthina"	0.190384615384615	0.0173076923076923	0	0.242307692307692	0	0	0.0173076923076923	0.0173076923076923	0	0	0	0.121153846153846	0.0865384615384616	0	0	0.0865384615384616	0	0.0346153846153846	0	0	0.0519230769230769	0	0	0	0	0.0173076923076923	0	0.0173076923076923	0	0	0	0	0	0	0	0	0	0	0	0
"Eriocnemis_derbyi"	0.235714285714286	0.214285714285714	0	0.0642857142857143	0	0.0642857142857143	0.0642857142857143	0.0857142857142857	0.0214285714285714	0.0214285714285714	0	0	0	0	0	0.0428571428571429	0	0	0.0428571428571429	0	0	0	0.0428571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lafresnaya_lafresnayi"	0.495	0.315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Coeligena_lutetiae"	0	0	0	0	0	0.18	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ensifera_ensifera"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
