"Clethrionomys_glareolus"	"Apodemus_uralensis"	"Microtus_arvalis"	"Sorex_araneus"	"Crocidura_suaveolens"	"Arvicola_terrestris"	"Cricetus_cricetus"	"Microtus_oeconomus"	"Allocricetulus_eversmanni"	"Micromys_minutus"	"Lagurus_lagurus"	"Sicista_subtilis"	"Ctenophthalmus_wagneri"	"Nosopsyllus_consimilis"	"Megabothris_turbidus"	"Amphipsylla_rossica"	"Nosopsyllus_mokrzeckyi"	"Leptopsylla_taschenbergi"	"Amalaraeus_penicilliger"	"Peromyscopsylla_bidentata"	"Ctenophthalmus_breviatus"	"Palaeopsylla_soricis"	"Corrodopsylla_birulai"	"Megabothris_walkeri"	"Leptopsylla_segnis"	"Hystrichopsylla_talpae"
"Clethrionomys_glareolus"	0	0	0	0	0	0	0	0	0	0	0	0	0.499587170530327	0.0963162908859956	0.231787869164814	0.0411559225150842	0.00200063512226104	0.00200063512226104	0.0122896157510321	0	0.00371546522705621	0.000857415052397587	0.000857415052397587	0.00657351540171483	0.0022864401397269	0.000571610034931724
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	0	0	0	0	0.408115942028985	0.258840579710145	0.12	0.0118840579710145	0.0347826086956522	0.0278260869565217	0.0072463768115942	0.00956521739130435	0.00840579710144928	0.00492753623188406	0	0.00202898550724638	0.00492753623188406	0.00144927536231884
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0	0	0.419830028328612	0.164022662889518	0.0824362606232295	0.15042492917847	0.00679886685552408	0	0.00934844192634561	0.0373937677053824	0.0101983002832861	0.00169971671388102	0	0.00254957507082153	0.00509915014164306	0.0101983002832861
"Sorex_araneus"	0	0	0	0	0	0	0	0	0	0	0	0	0.625513196480939	0.0158357771260997	0.0527859237536657	0.0105571847507331	0	0	0.00791788856304985	0	0.00527859237536657	0.0659824046920821	0.0950146627565982	0.00527859237536657	0	0.0158357771260997
"Crocidura_suaveolens"	0	0	0	0	0	0	0	0	0	0	0	0	0.557142857142857	0.3	0	0	0	0	0	0.0285714285714286	0	0	0.0142857142857143	0	0	0
"Arvicola_terrestris"	0	0	0	0	0	0	0	0	0	0	0	0	0.4275	0	0.0675	0.0675	0	0	0.045	0	0.225	0	0	0.0675	0	0
"Cricetus_cricetus"	0	0	0	0	0	0	0	0	0	0	0	0	0.685714285714286	0.214285714285714	0	0	0	0	0	0	0	0	0	0	0	0
"Microtus_oeconomus"	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0.128571428571429	0.0857142857142857	0	0	0	0	0	0	0	0.0857142857142857	0	0
"Allocricetulus_eversmanni"	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.5	0	0	0	0	0	0	0	0	0	0	0	0
"Micromys_minutus"	0	0	0	0	0	0	0	0	0	0	0	0	0.514285714285714	0.385714285714286	0	0	0	0	0	0	0	0	0	0	0	0
