"Clethrionomys_glareolus"	"Apodemus_uralensis"	"Microtus_arvalis"	"Sorex_araneus"	"Crocidura_suaveolens"	"Arvicola_terrestris"	"Cricetus_cricetus"	"Microtus_oeconomus"	"Allocricetulus_eversmanni"	"Micromys_minutus"	"Lagurus_lagurus"	"Sicista_subtilis"	"Ctenophthalmus_wagneri"	"Nosopsyllus_consimilis"	"Megabothris_turbidus"	"Amphipsylla_rossica"	"Nosopsyllus_mokrzeckyi"	"Leptopsylla_taschenbergi"	"Amalaraeus_penicilliger"	"Peromyscopsylla_bidentata"	"Ctenophthalmus_breviatus"	"Palaeopsylla_soricis"	"Corrodopsylla_birulai"	"Megabothris_walkeri"	"Leptopsylla_segnis"	"Hystrichopsylla_talpae"
"Lagurus_lagurus"	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0.45	0	0	0	0	0	0	0	0	0	0	0	0
"Sicista_subtilis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_wagneri"	0.394780426599749	0.317992471769134	0.111568381430364	0.053525721455458	0.00880803011292346	0.00429109159347553	0.00361355081555834	0.00316185696361355	0.000903387703889586	0.000903387703889586	0.000451693851944793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nosopsyllus_consimilis"	0.20703071672355	0.548600682593857	0.118566552901024	0.00368600682593857	0.012901023890785	0	0.00307167235494881	0	0.00307167235494881	0.00184300341296928	0.00122866894197952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megabothris_turbidus"	0.540666666666667	0.276	0.0646666666666667	0.0133333333333333	0	0.002	0	0.002	0	0	0	0.00133333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_rossica"	0.349326145552561	0.0994609164420485	0.429380053908356	0.00970350404312669	0	0.00727762803234501	0	0.00485175202156334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nosopsyllus_mokrzeckyi"	0.0466666666666667	0.8	0.0533333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leptopsylla_taschenbergi"	0.0611650485436893	0.838834951456311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amalaraeus_penicilliger"	0.460714285714286	0.267857142857143	0.117857142857143	0.0321428571428571	0	0.0214285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Peromyscopsylla_bidentata"	0	0.375949367088608	0.50126582278481	0	0.0227848101265823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ctenophthalmus_breviatus"	0.177272727272727	0.395454545454545	0.163636363636364	0.0272727272727273	0	0.136363636363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Palaeopsylla_soricis"	0.0574468085106383	0.325531914893617	0.0382978723404255	0.478723404255319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Corrodopsylla_birulai"	0.0675	0	0	0.81	0.0225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megabothris_walkeri"	0.5175	0.1575	0.0675	0.045	0	0.0675	0	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leptopsylla_segnis"	0.232258064516129	0.493548387096774	0.174193548387097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hystrichopsylla_talpae"	0.072	0.18	0.432	0.216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
