"Oecophylla_smaragdina"	"Crematogaster_fusca"	"Anonychomyrma_gilberti"	"Crematogaster_pythia"	"Polyrhachis_foreli"	"Technomyrmex_albipes_"	"Paratrechina_vaga"	"Pheidole_platypus"	"Monomorium_floricola"	"Camponotus_vitreus"	"Leptomyrmex_unicolor"	"Tetramorium_validiusculum"	"Polyrhachis_sp1_M_PA_004"	"Turneria_bidentata"	"Rhoptromyrmex_wroughtonii"	"Polyrhachis_sp2_M_PA_004"	"Polyrhachis_yorkana"	"Tapinoma_melanocephalum"	"Camponotus_sp1_M_PA_004"	"Tetraponera_nitida"	"Crematogaster_sp1_M_PA_004"	"Camponotus_sp2_M_PA_004"	"Paratrechina_minutula"	"Pheidole_impressiceps"	"Pheidole_sp1_M_PA_004"	"Polyrhachis_sp3_M_PA_004"	"Monomorium_intrudens"	"Polyrhachis_sp4_M_PA_004"	"Tapinoma_minutum"	"Tetramorium_insolens"	"Echinopla_australis"	"Monomorium_fieldi"	"Odontomachus_cephalotes"	"Polyrhachis_cupreata"	"Polyrhachis_mucronata"	"Polyrhachis_thusnelda"	"Rhytidoponera_spoliata"	"Camponotus_sp3_M_PA_004"	"Podomyrma_sp1_M_PA_004"	"Polyrhachis_delicata"	"Strumigenys_guttulata"	"Merremia_peltata"	"Flagellaria_indica"	"Macaranga_involucrata_subsp._mallotoides"	"Homalanthus_novoguineensis"	"Entada_phaseoloides"	"Ardisia_pachyrrhachis"	"Ipomoea_indica"	"Rockinghamia_angustifolia"	"Syzygium_erythrocalyx"	"Cryptocarya_murrayi"	"Ichnocarpus_frutescens"	"Normanbya_normanbyi"	"Dysoxylum_pettigrewianum"	"Endospermum_myrmecophilum"	"Licuala_ramsayi"	"Castanospermum_australe"	"Archontophoenix_alexandrae"	"Cardwellia_sublimis"	"Clerodendrum_tracyanum"	"Mallotus_mollissimus"	"Smilax_cf._australis"	"Elaeocarpus_angustifolius"	"Glochidion_philippicum"	"Wrightia_laevis_subsp._millgar"	"Adenia_heterophylla"	"Ficus_septica"	"Jasminum_didymum"	"Macaranga_tanarius"	"Mucuna_gigantea"	"Pachygone_longifolia"	"Passiflora_sp._indet."	"Syzygium_sayeri"	"Trichosanthes_pentaphylla"	"Dysoxylum_papuanum"	"Euodia_sp1_M_PA_004"	"Syzygium_gustavioides"	"Unidentified_sp1_M_PA_004"	"Aleurites_rockinghamensis"	"Crotalaria_sp1_M_PA_004"	"Cryptocarya_hypospodia"	"Dysoxylum_mollissimum_subsp._molle"	"Embelia_caulialata"	"Mallotus_paniculatus"	"Neosepicaea_jucunda"	"Stephania_japonica"	"Syzygium_cormiflorum"	"Toona_ciliata"	"Urena_lobata"
"Oecophylla_smaragdina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232258064516129	0.154838709677419	0.0290322580645161	0	0.116129032258065	0	0	0.00967741935483871	0.00967741935483871	0.00967741935483871	0	0.0483870967741935	0	0	0.0387096774193548	0.00967741935483871	0.0193548387096774	0.0193548387096774	0	0	0.0483870967741935	0.00967741935483871	0	0.0193548387096774	0.0193548387096774	0	0.00967741935483871	0	0	0.0193548387096774	0.00967741935483871	0	0.00967741935483871	0.0193548387096774	0	0	0.00967741935483871	0	0	0.00967741935483871	0	0	0	0	0	0.00967741935483871	0.00967741935483871	0
"Crematogaster_fusca"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133333333333333	0.188888888888889	0.0666666666666667	0.0333333333333333	0.0444444444444444	0.0777777777777778	0.0666666666666667	0.0222222222222222	0.0444444444444444	0.0111111111111111	0.0111111111111111	0.0111111111111111	0.0222222222222222	0.0111111111111111	0	0.0222222222222222	0	0	0.0111111111111111	0.0222222222222222	0.0111111111111111	0	0.0111111111111111	0.0111111111111111	0	0.0333333333333333	0.0111111111111111	0	0	0	0	0	0.0222222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Anonychomyrma_gilberti"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142857142857143	0.171428571428571	0.0571428571428571	0.0428571428571429	0.114285714285714	0.0142857142857143	0	0.0285714285714286	0.114285714285714	0	0.0428571428571429	0	0.0142857142857143	0	0.0142857142857143	0.0285714285714286	0	0.0142857142857143	0	0	0	0.0285714285714286	0.0142857142857143	0	0.0142857142857143	0	0	0	0	0	0	0.0142857142857143	0	0	0	0.0142857142857143	0	0	0	0	0	0.0142857142857143	0	0	0	0	0	0
"Crematogaster_pythia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.235714285714286	0.128571428571429	0.192857142857143	0.0214285714285714	0	0.0214285714285714	0.0642857142857143	0.0214285714285714	0.0214285714285714	0.0214285714285714	0	0	0	0	0.0214285714285714	0	0	0.0428571428571429	0	0	0	0	0	0.0214285714285714	0	0	0	0.0214285714285714	0.0214285714285714	0	0.0214285714285714	0	0	0	0	0	0	0	0	0	0	0	0.0214285714285714	0	0	0	0	0
"Polyrhachis_foreli"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.263414634146341	0.0219512195121951	0.0219512195121951	0	0.0439024390243902	0	0.0219512195121951	0.0219512195121951	0	0.0878048780487805	0.109756097560976	0.131707317073171	0	0	0.0439024390243902	0	0.0439024390243902	0	0	0	0	0	0.0219512195121951	0	0	0	0.0219512195121951	0	0	0	0	0	0	0	0	0.0219512195121951	0	0	0	0	0	0	0	0	0.0219512195121951	0	0	0
"Technomyrmex_albipes_"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072972972972973	0.316216216216216	0.17027027027027	0.0486486486486487	0	0.0243243243243243	0.0486486486486487	0	0	0.0243243243243243	0.0243243243243243	0	0	0.0243243243243243	0.0243243243243243	0.0243243243243243	0	0.0243243243243243	0.0486486486486487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0243243243243243
"Paratrechina_vaga"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0529411764705882	0.0794117647058824	0.185294117647059	0.211764705882353	0	0.0794117647058824	0.0529411764705882	0	0	0	0	0	0.0529411764705882	0.0794117647058824	0	0	0	0	0	0.0264705882352941	0	0	0	0	0	0	0	0	0.0264705882352941	0	0	0	0	0	0	0	0	0.0264705882352941	0.0264705882352941	0	0	0	0	0	0	0	0	0
"Pheidole_platypus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116129032258065	0.116129032258065	0.232258064516129	0.145161290322581	0	0.116129032258065	0.0290322580645161	0	0	0	0	0	0	0.0580645161290323	0	0	0	0	0	0.0290322580645161	0	0	0	0	0	0.0290322580645161	0	0	0.0290322580645161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Monomorium_floricola"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138461538461538	0.138461538461538	0.103846153846154	0.0692307692307692	0.0346153846153846	0.0692307692307692	0.103846153846154	0.0346153846153846	0.0346153846153846	0.0692307692307692	0	0	0.0346153846153846	0	0	0	0	0	0	0	0	0	0	0	0.0346153846153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0346153846153846	0	0	0	0	0	0	0
"Camponotus_vitreus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117391304347826	0.0391304347826087	0.273913043478261	0.0391304347826087	0.0391304347826087	0	0	0	0	0.0391304347826087	0.0782608695652174	0	0	0	0	0.0391304347826087	0	0	0.0782608695652174	0.0391304347826087	0	0	0.0391304347826087	0	0	0	0	0.0391304347826087	0	0	0	0.0391304347826087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
